Sample name	L1 distance
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.50	2719398
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.80	3892116
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.60	2883345
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.35	2832348
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.85	4379923
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.60	5129007
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.75	3522063
ani99_cLOW_stFalse_r3-kraken2_refseqV205-1.00	10094394
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.90	5246702
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.95	6843919
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.40	2729474
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.45	2688875
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.15	3695896
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.55	2771283
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.40	2917559
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.30	3009587
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.70	3277815
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.20	2901472
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.30	2602861
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.25	3560180
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.50	3723887
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.25	2661620
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.15	3807382
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.20	3512741
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.35	2705573
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.10	4232794
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.55	4446612
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.05	4986840
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.45	3286718
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.00	5785830
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.65	3040523
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.80	10848233
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.85	13106356
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.75	9051366
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.70	7442332
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.90	15048223
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.10	4808526
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.65	5958649
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.05	8729145
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.00	11470363
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.65	9629695
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.55	9060749
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.70	9956924
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.80	10562052
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.50	8837539
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.35	8348727
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.60	9313835
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.45	8675035
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.75	10221070
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.25	6633964
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.15	6713038
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.30	8222571
NA12878_NegControl_SL126487_0-kraken2_refseqV205-1.00	22686733
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.40	8499577
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.20	6431735
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.10	5654185
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.95	18016689
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.05	6430917
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.90	11639447
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.85	10995272
ani99_cLOW_stFalse_r8-kraken2_refseqV205-1.00	15488519
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.95	12855692
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.00	7771617
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.80	9980794
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00	8368103
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.50	8851622
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.75	9744976
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.40	8545759
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.70	9579120
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.15	7876646
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.45	8709508
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.65	9390238
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.35	8396163
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.20	7973123
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.30	8261520
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.55	9016482
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.60	9174731
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.25	8084013
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.10	7788311
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.05	8080689
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.50	4806106
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.45	4653404
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.55	4990644
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.15	3650510
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.40	4468763
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.35	4304344
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.25	3958965
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.30	4155500
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.20	3757827
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.95	11374982
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-1.00	12750089
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.10	3597713
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.05	3802456
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.85	10266919
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.90	10670151
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.00	4108751
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.60	5201505
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.70	5662890
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.95	8561100
ani95_cLOW_stTrue_r2-kraken2_refseqV205-1.00	10985171
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.30	10198741
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.80	6186746
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.45	10793543
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.55	11136630
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.25	9966757
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.65	11477914
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.10	9450500
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.90	7196751
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.60	11319478
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.65	5430269
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.20	9788473
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.05	9387028
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.50	10953750
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.70	11573299
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.35	10393129
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.40	10596691
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.85	6559621
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.75	5885449
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.15	9602840
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.00	9345546
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.75	11629803
ani95_cLOW_stTrue_r9-kraken2_refseqV205-1.00	13878472
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.90	11929947
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.95	12445086
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.80	11578666
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.40	7361366
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.25	6786149
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.45	7587478
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.65	10392571
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.55	8018180
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.60	10005396
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.50	9411075
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.95	15196028
