Sample name	Robust Aitchisons distance
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.10	16.63595753784925
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.20	28.660924790999957
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.35	33.42785300398614
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.40	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.50	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.75	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.65	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.15	17.75506251094913
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.80	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.60	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.80	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.85	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.90	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.70	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-1.00	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.10	12.553405739552153
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.25	38.51161421194182
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.30	45.87025124378441
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.35	27.692772547634174
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.45	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.55	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.95	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.20	41.3208455004781
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.55	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.50	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.70	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.90	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.65	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.00	13.344812797329972
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.60	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.75	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.45	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.40	6.8857368653101325
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.85	0.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.15	27.96687355288303
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.25	51.70581395567722
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.05	13.602741895965707
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.05	12.800771346205849
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.30	53.88960991637708
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.00	12.935097443260764
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-1.00	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.95	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.30	5.482816536176459
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.10	1.1815912155449633
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.40	8.886481059334189
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.25	4.263652541605479
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.35	7.329861857707975
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.20	3.1439639460456763
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.15	1.8494575613858768
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.15	19.968187854766988
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.10	9.949973763553835
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.50	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.35	34.754798716610466
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.40	11.591867875230825
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.25	42.38636961578178
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.70	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.05	6.8660666195076425
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.55	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.65	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.45	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.30	47.24332853485955
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.60	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.80	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.20	32.436450432586994
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.75	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.00	4.2698957844143095
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.05	0.6213844467299299
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.00	0.3156333472366416
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.95	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.90	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-1.00	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.85	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.40	14.958638374710507
RH_S001__insert_270-kraken2_refseqV205_100GB-0.35	44.207942876327486
RH_S001__insert_270-kraken2_refseqV205_100GB-0.30	85.93073808408417
RH_S001__insert_270-kraken2_refseqV205_100GB-0.45	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.25	80.91813548829089
RH_S001__insert_270-kraken2_refseqV205_100GB-0.60	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.20	58.46290454113798
RH_S001__insert_270-kraken2_refseqV205_100GB-0.15	36.35761426814261
RH_S001__insert_270-kraken2_refseqV205_100GB-0.80	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.65	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.85	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.70	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.75	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.55	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.50	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.90	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-1.00	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.95	0.0
RH_S001__insert_270-kraken2_refseqV205_100GB-0.10	33.98638576701735
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.40	10.309798136462195
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.15	42.71579814159358
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.35	56.6323142962478
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.30	88.48305073280659
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.25	89.81349353345601
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.50	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.45	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.60	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.70	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.55	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.05	11.10578515236037
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.10	21.10004334184433
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.65	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.20	70.1418457004223
RH_S001__insert_270-kraken2_refseqV205_100GB-0.05	36.88216460173329
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.00	16.566546129319605
RH_S001__insert_270-kraken2_refseqV205_100GB-0.00	47.811029838572644
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-1.00	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.95	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.90	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.85	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.75	0.0
ani99_cHIGH_stTrue_r2-kraken2_refseqV205_100GB-0.65	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.80	0.0
