Sample name	L1 distance
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.85	6275736.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.65	2822637.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.45	1593873.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.95	7994487.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.55	2079783.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.80	5254303.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.30	1461842.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.60	2403007.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.50	1766051.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.40	1475845.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.75	4389930.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.25	1534231.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.35	1426406.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.20	1651824.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.15	1988181.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-1.00	9265380.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.90	7022887.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.10	2465471.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.70	3572834.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.90	81338032.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.85	82514735.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.75	88478077.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.50	114778891.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.60	100679699.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.55	107188390.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.65	95653306.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.70	91554210.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.40	128046951.0
