Sample name	Unweighted unifrac distance relative abundance
ani99_cLOW_stFalse_r2-kraken2_minikraken-1.00	0.7512864493996569
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.75	0.8652094717668488
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.90	0.8652094717668488
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.65	0.7562189054726368
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.90	0.7512864493996569
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.20	0.4292237442922374
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.45	0.4549763033175355
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.40	0.17834394904458598
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.80	0.7512864493996569
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.55	0.5469387755102041
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.25	0.15483870967741936
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.50	0.1910828025477707
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.25	0.4292237442922374
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.00	0.09655172413793103
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.15	0.16560509554140126
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.30	0.4186046511627907
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.05	0.1437908496732026
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.85	0.7512864493996569
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.60	0.6162162162162163
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.60	0.7296137339055794
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.65	0.8137931034482758
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.55	0.27450980392156865
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.20	0.15483870967741936
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.85	0.8652094717668488
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.80	0.8652094717668488
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.45	0.1910828025477707
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.35	0.16774193548387098
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.40	0.46511627906976744
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.10	0.16560509554140126
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.30	0.15483870967741936
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.50	0.4888888888888889
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.10	0.35944700460829493
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.35	0.4186046511627907
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.00	0.3013698630136986
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.70	0.883248730964467
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.15	0.4292237442922374
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.95	0.7512864493996569
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.75	0.7512864493996569
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.70	0.8275862068965517
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.05	0.35944700460829493
RL_S001__insert_270-kraken2_minikraken-0.60	0.7716535433070866
RL_S001__insert_270-kraken2_minikraken-0.15	0.6967741935483871
RL_S001__insert_270-kraken2_minikraken-0.45	0.7194244604316546
RL_S001__insert_270-kraken2_minikraken-0.40	0.72
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.70	0.8520710059171598
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.10	0.43386243386243384
RL_S001__insert_270-kraken2_minikraken-0.30	0.7194244604316546
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.75	0.9605199807414541
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.85	0.9605199807414541
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.95	0.8652094717668488
ani97_cHIGH_stTrue_r4-kraken2_minikraken-1.00	0.9605199807414541
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.05	0.43386243386243384
RL_S001__insert_270-kraken2_minikraken-0.35	0.7194244604316546
RL_S001__insert_270-kraken2_minikraken-0.05	0.7664670658682635
RL_S001__insert_270-kraken2_minikraken-0.20	0.7194244604316546
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.50	0.5587044534412956
RL_S001__insert_270-kraken2_minikraken-0.55	0.6771653543307087
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.55	0.5577689243027888
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.40	0.4657534246575342
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.95	0.9605199807414541
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.15	0.4630541871921182
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.90	0.9605199807414541
ani99_cLOW_stFalse_r9-kraken2_minikraken-1.00	0.8652094717668488
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.25	0.4657534246575342
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.35	0.4792626728110599
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.20	0.4834123222748815
RL_S001__insert_270-kraken2_minikraken-0.50	0.6962962962962963
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.80	0.9605199807414541
RL_S001__insert_270-kraken2_minikraken-0.00	0.7692307692307693
RL_S001__insert_270-kraken2_minikraken-0.10	0.7450980392156863
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.00	0.38578680203045684
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.45	0.5022026431718062
RL_S001__insert_270-kraken2_minikraken-0.25	0.7194244604316546
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.65	0.8324324324324325
RL_S001__insert_270-kraken2_minikraken-0.75	0.4623115577889447
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.60	0.737410071942446
RL_S001__insert_270-kraken2_minikraken-0.80	0.4623115577889447
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.30	0.4657534246575342
RL_S001__insert_270-kraken2_minikraken-0.65	0.4623115577889447
RL_S001__insert_270-kraken2_minikraken-0.70	0.4623115577889447
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.15	0.27860696517412936
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.55	0.49261083743842365
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.05	0.27860696517412936
RL_S001__insert_270-kraken2_minikraken-0.90	0.4623115577889447
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.85	0.7886323268206039
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.60	0.7301587301587301
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.10	0.27860696517412936
RL_S001__insert_270-kraken2_minikraken-0.95	0.4623115577889447
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.40	0.423963133640553
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.40	0.4366812227074236
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.45	0.4413145539906103
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.00	0.33175355450236965
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.70	0.7654584221748401
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.00	0.25870646766169153
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.75	0.7886323268206039
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.10	0.35874439461883406
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.35	0.3791469194312796
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.30	0.37320574162679426
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.65	0.861878453038674
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.95	0.7886323268206039
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.65	0.7886323268206039
RL_S001__insert_270-kraken2_minikraken-1.00	0.4623115577889447
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.50	0.502127659574468
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.35	0.463519313304721
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.25	0.37320574162679426
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.20	0.2995169082125604
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.15	0.36444444444444446
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.70	0.7886323268206039
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.60	0.6850828729281768
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.30	0.45414847161572053
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.25	0.45414847161572053
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.20	0.39111111111111113
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.80	0.7886323268206039
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.90	0.7886323268206039
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.45	0.4052863436123348
RL_S001__insert_270-kraken2_minikraken-0.85	0.4623115577889447
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.55	0.4784688995215311
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.05	0.34101382488479265
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.50	0.3886255924170616
ani95_cLOW_stTrue_r3-kraken2_minikraken-1.00	0.7886323268206039
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.60	0.6192893401015228
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.90	0.9661196400211752
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.55	0.6153846153846154
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.75	0.7654584221748401
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.60	0.7701863354037267
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.50	0.5100671140939598
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.90	0.7654584221748401
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.70	0.9661196400211752
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.65	0.9661196400211752
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.10	0.36220472440944884
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.25	0.2436548223350254
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.40	0.6187050359712231
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.15	0.4748201438848921
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.25	0.48951048951048953
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.55	0.4748858447488584
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.20	0.2436548223350254
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.00	0.3816793893129771
ani99_cHIGH_stFalse_r1-kraken2_minikraken-1.00	0.9661196400211752
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.75	0.9661196400211752
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.10	0.2198952879581152
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.95	0.7654584221748401
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.00	0.1945945945945946
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.50	0.2955665024630542
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.15	0.1945945945945946
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.40	0.25870646766169153
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.30	0.2436548223350254
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.80	0.7654584221748401
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.95	0.9661196400211752
ani95_cLOW_stTrue_r8-kraken2_minikraken-1.00	0.7654584221748401
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.35	0.6187050359712231
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.35	0.2436548223350254
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.85	0.7654584221748401
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.45	0.25870646766169153
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.80	0.9661196400211752
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.05	0.36220472440944884
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.30	0.5323741007194245
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.20	0.48951048951048953
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.85	0.9661196400211752
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.45	0.6580645161290323
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.05	0.1945945945945946
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.25	0.7282321899736148
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.70	0.9214876033057852
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.65	0.78099173553719
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.10	0.7573333333333333
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.80	1.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.85	0.9400560224089636
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.25	0.502092050209205
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.85	1.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.15	0.48372093023255813
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.10	0.365296803652968
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.20	0.7282321899736148
ani100_cHIGH_stTrue_r0-kraken2_minikraken-1.00	0.9675878539747527
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.15	0.7282321899736148
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.90	1.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.00	0.6865671641791045
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.60	0.7378378378378379
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.75	0.9400560224089636
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.95	1.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.40	0.5267489711934157
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.75	1.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.35	0.502092050209205
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.30	0.502092050209205
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.90	0.9400560224089636
ani97_cHIGH_stFalse_r5-kraken2_minikraken-1.00	0.9400560224089636
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.70	0.9400560224089636
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.00	0.29441624365482233
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.40	0.7352185089974294
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.50	0.4641350210970464
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.20	0.5110132158590308
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.80	0.9400560224089636
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.45	0.5333333333333333
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.55	0.6327160493827161
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.35	0.7310704960835509
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.65	0.8176795580110497
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.95	0.9400560224089636
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.05	0.7211267605633803
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.30	0.7282321899736148
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.50	0.7593457943925234
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.45	0.7208672086720868
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.05	0.35348837209302325
Huttenhower_LC4-kraken2_minikraken-0.05	0.7604562737642585
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.85	1.0
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.30	0.06451612903225806
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.35	0.06451612903225806
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.65	0.9732142857142857
Huttenhower_LC4-kraken2_minikraken-0.95	0.9125475285171103
Huttenhower_LC4-kraken2_minikraken-0.85	0.8365019011406845
ani100_cHIGH_stFalse_r7-kraken2_minikraken-1.00	1.0
Huttenhower_LC4-kraken2_minikraken-0.20	0.6996197718631179
Huttenhower_LC4-kraken2_minikraken-1.00	0.9125475285171103
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.80	0.9732142857142857
Huttenhower_LC4-kraken2_minikraken-0.55	0.6996197718631179
Huttenhower_LC4-kraken2_minikraken-0.50	0.6996197718631179
Huttenhower_LC4-kraken2_minikraken-0.80	0.7908745247148289
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.90	1.0
Huttenhower_LC4-kraken2_minikraken-0.90	0.8365019011406845
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.20	0.04466501240694789
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.75	0.9732142857142857
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.95	1.0
Huttenhower_LC4-kraken2_minikraken-0.15	0.7604562737642585
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.55	0.7786458333333334
Huttenhower_LC4-kraken2_minikraken-0.25	0.6996197718631179
Huttenhower_LC4-kraken2_minikraken-0.10	0.7604562737642585
Huttenhower_LC4-kraken2_minikraken-0.45	0.6996197718631179
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.70	0.9732142857142857
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.00	0.04466501240694789
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.10	0.04466501240694789
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.05	0.04466501240694789
Huttenhower_LC4-kraken2_minikraken-0.30	0.6996197718631179
Huttenhower_LC4-kraken2_minikraken-0.65	0.7604562737642585
Huttenhower_LC4-kraken2_minikraken-0.00	0.7604562737642585
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.60	0.8668478260869565
Huttenhower_LC4-kraken2_minikraken-0.75	0.7604562737642585
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.25	0.06451612903225806
Huttenhower_LC4-kraken2_minikraken-0.60	0.7604562737642585
Huttenhower_LC4-kraken2_minikraken-0.35	0.6996197718631179
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.40	0.09429280397022333
Huttenhower_LC4-kraken2_minikraken-0.40	0.6996197718631179
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.15	0.04466501240694789
Huttenhower_LC4-kraken2_minikraken-0.70	0.7908745247148289
HMP_even_illum_SRR172902-kraken2_minikraken-0.70	0.27802690582959644
HMP_even_illum_SRR172902-kraken2_minikraken-0.85	0.718978102189781
HMP_even_illum_SRR172902-kraken2_minikraken-0.75	0.27802690582959644
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.90	0.16290726817042606
HMP_even_illum_SRR172902-kraken2_minikraken-0.15	0.31390134529147984
HMP_even_illum_SRR172902-kraken2_minikraken-0.90	0.8065693430656934
HMP_even_illum_SRR172902-kraken2_minikraken-0.45	0.31390134529147984
