Sample name	Number of taxa
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.00	5279.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.05	1832.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.10	1018.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.15	708.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.20	564.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.25	465.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.30	393.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.35	354.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.40	321.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.45	292.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.50	280.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.55	260.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.60	238.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.65	226.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.70	216.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.75	206.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.80	194.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.85	178.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.90	167.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.95	159.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-1.00	143.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.00	1147.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.05	375.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.10	280.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.15	240.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.20	217.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.25	198.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.30	186.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.35	176.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.40	168.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.45	164.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.50	160.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.55	152.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.60	147.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.65	144.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.70	140.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.75	138.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.80	132.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.85	128.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.90	122.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.95	118.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-1.00	115.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.00	5206.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.05	2528.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.10	1873.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.15	1587.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.20	1406.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.25	1286.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.30	1163.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.35	1086.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.40	1032.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.45	987.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.50	958.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.55	919.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.60	872.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.65	829.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.70	802.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.75	779.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.80	758.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.85	736.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.90	719.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.95	681.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-1.00	628.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.00	6617.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.05	1189.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.10	466.0
