Sample name	Precision reads
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.00	0.5986332698005236
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.05	0.6369405387747975
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.10	0.6669729386708102
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.15	0.6885914276543184
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.20	0.7030423513225232
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.25	0.7114004866958836
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.30	0.7197771913155816
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.35	0.7227500383163361
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.40	0.7244088281660536
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.45	0.7273427718385823
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.50	0.7297047970479705
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.55	0.688
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.60	0.8773584905660378
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.65	0.896551724137931
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.70	0.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.75	0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.80	0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.85	0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.90	0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.95	0
ani99_cLOW_stFalse_r2-kraken2_minikraken-1.00	0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.00	0.49373433778972803
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.05	0.49952226711336023
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.10	0.4920153195515325
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.15	0.4885683808444954
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.20	0.4927238769628266
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.25	0.5139054863544646
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.30	0.5931570631896685
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.35	0.844060845195919
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.40	0.839296535859604
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.45	0.8550331065206115
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.50	0.8403932340610091
