Sample name	Precision taxa
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.50	0.666666667
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.80	0.776
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.60	0.725925926
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.35	0.445454545
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.85	0.782258065
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.75	0.763779528
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.60	0.001533742
ani99_cLOW_stFalse_r3-kraken2_refseqV205-1.00	0.806722689
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.15	0.000424448
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.90	0.782258065
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.40	0.001053741
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.35	0.000929368
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.30	0.000779423
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.20	0.000589623
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.40	0.521276596
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.70	0.759689922
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.30	0.390438247
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.00	0.031329114
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.25	0.000680735
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.65	0.748091603
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.25	0.344947735
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.95	0.801652893
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.20	0.288629738
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.10	0.000290192
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.15	0.221973094
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.05	0.080882353
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.45	0.601226994
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.10	0.151607963
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.55	0.695035461
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.50	0.00128041
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.55	0.001412429
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.45	0.001173709
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.85	0.002570694
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.80	0.002242152
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.75	0.00204918
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.90	0.002762431
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.65	0.001680672
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.70	0.001851852
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.05	7.11E-05
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.00	5.27E-05
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.50	0.689393939
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.55	0.728
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.95	0.003225806
NA12878_NegControl_SL126487_0-kraken2_refseqV205-1.00	0.003831418
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.60	0.764705882
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.45	0.65
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.35	0.511111111
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.65	0.791304348
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.25	0.345724907
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.40	0.58974359
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.75	0.8125
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.70	0.8125
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.20	0.29245283
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.15	0.217798595
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.10	0.144409938
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.30	0.425925926
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.80	0.827272727
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.05	0.078481013
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.00	0.03211326
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.90	0.85046729
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.85	0.842592593
ani99_cLOW_stFalse_r8-kraken2_refseqV205-1.00	0.849056604
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.95	0.849056604
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00	0.068148581
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.80	0.853159851
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.45	0.723172628
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.50	0.769485904
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.30	0.542590432
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.40	0.675872093
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.15	0.32314107
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.70	0.83363472
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.10	0.231573705
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.60	0.812280702
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.20	0.397775877
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.55	0.793162393
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.05	0.133562625
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.65	0.825
