Sample name,Proportion classified,Precision taxa,Recall taxa,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Weighted unifrac distance relative abundance,Unweighted unifrac distance relative abundance,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Faith's phylogenetic diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.00,1.0000000000000728,0.0005685694791903571,1.0,0.0011364927832708265,99.88636312100779,135.58131563089722,2.15451792729734,468.5,0.13333333333333333,0.4994318156050138,0.8220320144768932,3.5834892971820933,37.5,8794.0,0.004852616797583505,0.2735007024088712,0.0006389570320966924
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.05,0.9999999999999865,0.0016926201760324984,1.0,0.0033795201081446434,87.27917272301791,83.18982480769091,1.7679287956968484,429.0,0.02985074626865672,0.4363958636150448,0.7950428673497637,2.847024541703456,33.5,2954.0,0.015865398364555434,0.246956314727837,0.001651682138743608
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.10,0.9999999999999848,0.0036153289949385392,1.0,0.007204610951008645,75.96504159526613,64.85958721316482,1.496670210481672,384.5,0.02985074626865672,0.3798252079763361,0.7989984268390359,2.7410451148889363,33.5,1383.0,0.034956600067464795,0.26271363093248273,0.0035973141285251023
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.15,0.9999999999999876,0.006443298969072165,1.0,0.012804097311139564,54.64422755473604,56.93009806047868,1.2202285089175324,334.5,0.02985074626865672,0.2732211377736806,0.756861626149282,2.537626881650255,33.5,776.0,0.07298841555200555,0.2643385334186131,0.0053001086311683715
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.20,0.999999999999996,0.011389521640091115,1.0,0.022522522522522518,60.68632811048565,47.996067643577874,1.3051330875829692,359.0,0.02985074626865672,0.3034316405524285,0.7279309012636039,2.3858280678952157,33.5,439.0,0.15402527038994795,0.27179392852082435,0.008372521313878622
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.25,0.9999999999999988,0.01858736059479554,1.0,0.036496350364963515,65.16851013005808,40.95487300579723,1.4016909895316252,391.0,0.02985074626865672,0.3258425506502897,0.7032861838651185,2.259886623538099,33.5,269.0,0.3227062797975992,0.279984781199213,0.012528813681089938
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.30,0.9999999999999988,0.03164556962025317,1.0,0.06134969325153375,69.87438256060861,33.99827133130647,1.558102512118245,423.0,0.0,0.3493719128030424,0.677468916055322,2.1579901882894785,32.5,158.0,0.9731134298436018,0.2954620713153356,0.019623268078980658
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.35,1.0000000000000002,0.04201680672268908,1.0,0.08064516129032258,69.92213405606476,30.540283478140125,1.583930985734032,425.5,0.0,0.34961067028032417,0.6721640225180783,2.1175430155930623,32.5,119.0,2.72343598473315,0.3071209549383541,0.02563282227009759
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.40,1.0,0.054945054945054944,1.0,0.10416666666666666,71.11857701280472,27.335414953495587,1.7271355195886606,426.5,0.0,0.35559288506402364,0.6665964391678556,2.0976572693515627,32.5,91.0,4.188980285614956,0.32232997279820697,0.032960088853230714
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.45,1.0,0.06666666666666668,1.0,0.125,68.59229143529836,25.60933295989201,1.7548843572186554,404.5,0.0,0.3429614571764919,0.6693062203251654,2.0673500317966003,32.5,75.0,2.0998215151922945,0.3319008201267802,0.040319274666864816
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.50,1.0000000000000004,0.07575757575757576,1.0,0.14084507042253522,64.38018650348101,23.752965194065013,1.6959551494356189,395.5,0.0,0.3219009325174054,0.6839736156245193,2.0882363045921526,32.5,66.0,1.565189104595116,0.3454831474182223,0.04794382969465349
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.55,1.0000000000000004,0.0925925925925926,1.0,0.1694915254237288,58.77384604383282,21.718992209587437,1.6451214483745715,356.5,0.0,0.29386923021916417,0.6942349993476372,2.0692501817615603,32.5,54.0,1.1626462252755532,0.3595639673205869,0.060564546233246
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.60,1.0000000000000004,0.11904761904761905,1.0,0.21276595744680848,57.05195224000774,19.579792373306912,1.5902877676259204,336.0,0.0,0.28525976120003843,0.7075116527580415,2.1034275616831213,32.5,42.0,0.9112963029943132,0.3900785871391055,0.08140332438552701
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.65,0.9999999999999996,0.125,1.0,0.2222222222222222,58.94653306158836,18.990221848991453,1.777228663155213,349.5,0.0,0.2947326653079418,0.7096873841711933,2.0791026954352327,32.5,40.0,0.878696774104295,0.39066719022990415,0.08611406682630063
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.70,1.0000000000000004,0.13157894736842105,1.0,0.2325581395348837,59.983267989204904,18.85836870345654,1.8333558391493985,352.5,0.0,0.2999163399460244,0.7136854317604866,2.087136618017111,32.5,38.0,0.8454078004579627,0.39770683049079947,0.09191215674247502
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.75,1.0,0.1388888888888889,1.0,0.2439024390243903,62.480536654807864,18.43737765992921,1.9930801904801303,367.0,0.0,0.3124026832740393,0.7128304693872332,2.0825813019429136,32.5,36.0,0.8210401204403425,0.4028262114753913,0.09672954410763954
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.80,1.0000000000000002,0.1724137931034483,1.0,0.29411764705882354,65.00613708405825,16.016698225758134,2.1263584438988983,365.5,0.05797101449275361,0.3250306854202914,0.7108767119580197,2.0710030314475905,34.5,29.0,0.7447994265611344,0.426309414039444,0.11926662447088253
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.85,1.0000000000000002,0.2,1.0,0.33333333333333337,64.63638939839757,14.807960842964315,2.061509647715393,366.5,0.0,0.32318194699198793,0.7069054945533395,2.010169451157032,32.5,25.0,0.7108694354228349,0.432866430184296,0.13647475219312666
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.90,1.0000000000000002,0.25,1.0,0.4,66.54239478327379,13.549590577346454,2.220074342390247,372.5,0.0,0.33271197391636914,0.7026247277302867,1.9801510718166304,32.5,20.0,0.6722634184256672,0.4581638167833138,0.16813771911287576
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-0.95,1.0,0.29411764705882354,1.0,0.4545454545454545,64.68199597954667,12.061857267204141,2.337848820675145,349.5,0.0,0.3234099798977334,0.7054237470217375,1.9775956067880736,32.5,17.0,0.6453981865922718,0.4838198372913243,0.19968863347618665
ABRF_MGRG_10ng-kraken2_refseqV205_proportions-1.00,1.0,0.3333333333333333,1.0,0.5,60.620474073608634,11.46126140536048,2.1327415075130784,312.5,0.0,0.3031023703680433,0.7229803064052105,2.0281606236931284,32.5,15.0,0.6114292602941451,0.5191239872375364,0.2406567771466216
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.00,0.9999999999999524,0.000642756138321121,1.0,0.0012846865364850976,102.79139198563783,127.76084658037941,2.2380343222292463,439.5,0.15584415584415584,0.5139569599282562,0.8252861434343277,3.5644488954054814,38.5,7779.0,0.0054436089463400115,0.2757715387258196,0.0007357815240939616
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.05,0.999999999999968,0.0017927572606669055,1.0,0.0035790980672870437,80.52974760794845,82.3219192904975,1.5425556765156454,337.0,0.13333333333333333,0.4026487380397485,0.8273949453507049,3.1013245660435835,37.5,2789.0,0.015453032475848316,0.2709637705521112,0.002077294044846477
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.10,1.0000000000000144,0.003852080123266564,1.0,0.007674597083653108,61.891929465830394,66.57088736370372,1.2323464526808288,293.5,0.08450704225352113,0.3094596473291569,0.8023941577366489,2.886479109652425,35.5,1298.0,0.037120110795790716,0.2791005869048581,0.0038987512506162268
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.15,0.9999999999999823,0.007042253521126761,1.0,0.013986013986013986,58.72566670052702,56.57373529175164,1.2277331822374529,333.0,0.02985074626865672,0.29362833350263545,0.7593975976540591,2.604865373132601,33.5,710.0,0.08046702974789281,0.2750163317651089,0.005853851376763334
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.20,0.9999999999999946,0.011547344110854505,1.0,0.022831050228310504,64.38738643177632,48.18938797165744,1.34396648546489,369.5,0.02985074626865672,0.3219369321588788,0.7266127008038112,2.4391043238335026,33.5,433.0,0.15718159218057,0.2784930532179417,0.00844760831597219
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.25,1.0000000000000036,0.01845018450184502,1.0,0.036231884057971016,69.10416969470839,41.351101530334155,1.4801216992869168,412.5,0.0,0.3455208484735433,0.6924895429729523,2.27278428607214,32.5,271.0,0.3246846295754803,0.2812103902616744,0.011999711931891928
