Sample name,Proportion classified,Precision taxa,Recall taxa,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Weighted unifrac distance relative abundance,Unweighted unifrac distance relative abundance,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Faith's phylogenetic diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness
ABRF_MGRG_1ng-kraken2_refseqV205-0.00,1.000000000000014,0.000642756138321121,1.0,0.0012846865364850976,102.51745189038012,165.10059526188903,2.3051061975740006,499.5,0.08450704225352113,0.5125872594519021,0.8043126403180342,3.2551439598525347,35.5,7779.0,0.005761089614547715,0.2518414725316111,0.0006569214683725494
ABRF_MGRG_1ng-kraken2_refseqV205-0.05,0.9999999999999978,0.0017927572606669055,1.0,0.0035790980672870437,80.28758073996605,141.87099642003398,1.5835884022207438,408.0,0.13333333333333333,0.4014379036998302,0.8294148072136507,3.041063638765628,37.5,2789.0,0.015362349023485763,0.2656987530653952,0.002101890828135661
ABRF_MGRG_1ng-kraken2_refseqV205-0.10,0.9999999999999979,0.003852080123266564,1.0,0.007674597083653108,57.2411726275835,115.93747496817775,1.312850822861716,338.5,0.08450704225352113,0.28620586313791696,0.8108855600873689,2.8913519860549,35.5,1298.0,0.036313801812247665,0.2795717570093974,0.0040738085627371285
ABRF_MGRG_1ng-kraken2_refseqV205-0.15,0.9999999999999992,0.007042253521126761,1.0,0.013986013986013986,53.082211233245296,93.98162959866146,1.3341684932608076,352.0,0.02985074626865672,0.2654110561662258,0.7733945430831897,2.63096402659222,33.5,710.0,0.07809139355682466,0.27777177395129804,0.006215431540743575
ABRF_MGRG_1ng-kraken2_refseqV205-0.20,0.9999999999999992,0.011547344110854505,1.0,0.022831050228310504,56.91327231717422,75.5283447412423,1.4870542807305012,389.5,0.02985074626865672,0.28456636158587106,0.7436154652759236,2.4546437050267964,33.5,433.0,0.15221534232766673,0.28026731505305513,0.00900783202331753
ABRF_MGRG_1ng-kraken2_refseqV205-0.25,0.999999999999998,0.01845018450184502,1.0,0.036231884057971016,60.367251492044055,61.795036957870856,1.6492833804222764,399.5,0.02985074626865672,0.3018362574602203,0.7140986623308531,2.2935961560852958,33.5,271.0,0.3130688652481709,0.2837854318634399,0.012906679382658978
ABRF_MGRG_1ng-kraken2_refseqV205-0.30,0.999999999999999,0.02958579881656805,1.0,0.057471264367816084,62.03181822019154,41.86378102759964,1.7850694051245246,406.0,0.0,0.3101590911009572,0.6892702312316168,2.1223487183718284,32.5,169.0,0.8052542511213747,0.2867698003519951,0.019042783659792308
ABRF_MGRG_1ng-kraken2_refseqV205-0.35,0.9999999999999986,0.04098360655737705,1.0,0.07874015748031496,63.87234826799568,33.84571982811152,1.9292486147019607,414.5,0.0,0.3193617413399785,0.6785275315544341,2.0704564462738557,32.5,122.0,2.391683650503293,0.2987353791424893,0.02549742860130288
ABRF_MGRG_1ng-kraken2_refseqV205-0.40,0.9999999999999994,0.052083333333333336,1.0,0.099009900990099,62.672098681817616,30.90788944692963,1.9655367207858423,420.0,0.0,0.3133604934090881,0.6740885038659354,2.00713111919862,32.5,96.0,5.211457698619978,0.3048052466477688,0.031961642317709905
ABRF_MGRG_1ng-kraken2_refseqV205-0.45,1.0000000000000002,0.061728395061728385,1.0,0.11627906976744184,63.999656189481904,30.395111777785164,2.0104713184862115,409.5,0.0,0.31999828094740945,0.6791433133523516,2.01569989253794,32.5,81.0,2.5854427677207146,0.31794125911824384,0.03847723773917542
ABRF_MGRG_1ng-kraken2_refseqV205-0.50,1.0,0.07246376811594203,1.0,0.13513513513513511,64.14049470398686,27.442292170677447,1.941162260248824,402.5,0.0,0.32070247351993425,0.6905907417312239,2.0329217331449865,32.5,69.0,1.6832760070809643,0.33280078479332376,0.046840077456890165
ABRF_MGRG_1ng-kraken2_refseqV205-0.55,1.0,0.08196721311475409,1.0,0.1515151515151515,65.63948682830528,26.21637067149177,1.9945870698570076,415.5,0.0,0.32819743414152625,0.6965245194520034,2.0313991043308897,32.5,61.0,1.3520967219359188,0.3425204976563085,0.05401900210635994
ABRF_MGRG_1ng-kraken2_refseqV205-0.60,0.9999999999999996,0.09615384615384616,1.0,0.17543859649122806,68.01632386179739,24.503350501118412,2.1413595128247103,433.0,0.0,0.34008161930898706,0.6966420533787347,2.0058049471073542,32.5,52.0,1.1122885205474062,0.3518684603793064,0.06339299644185145
ABRF_MGRG_1ng-kraken2_refseqV205-0.65,0.9999999999999996,0.10638297872340426,1.0,0.1923076923076923,69.87477367515184,24.54071219676668,2.226566779688752,434.5,0.0,0.3493738683757592,0.6975629365354941,1.998487938279,32.5,47.0,1.0104736180107992,0.3597904348357669,0.0703504904489918
ABRF_MGRG_1ng-kraken2_refseqV205-0.70,1.0,0.13513513513513514,1.0,0.2380952380952381,71.3130412215192,21.860549274597254,2.2960354922387025,440.5,0.0,0.356565206107596,0.6926732779028626,1.9559068378947624,32.5,37.0,0.8624223551862049,0.3754533730543572,0.08794232679345251
ABRF_MGRG_1ng-kraken2_refseqV205-0.75,0.9999999999999996,0.15625,1.0,0.2702702702702703,73.12157011826409,18.263232938560947,2.3610719873832617,445.0,0.0,0.3656078505913205,0.6889161104192767,1.9452414196201615,32.5,32.0,0.8057129713988148,0.3890482839240324,0.10045521817963164
ABRF_MGRG_1ng-kraken2_refseqV205-0.80,0.9999999999999992,0.1851851851851852,1.0,0.3125,74.77747119372971,17.83038244551617,2.4383923213204066,459.5,0.0,0.37388735596864864,0.6826872139772577,1.910792695283772,32.5,27.0,0.7594225575438713,0.40185865478717697,0.1167209096780063
ABRF_MGRG_1ng-kraken2_refseqV205-0.85,1.0,0.2272727272727273,1.0,0.3703703703703704,75.92312122965676,17.424111890450302,2.4034388732808813,465.5,0.0,0.3796156061482838,0.6793245474221101,1.9045992722632583,32.5,22.0,0.7156098776082659,0.4270946244143242,0.14174625805978974
ABRF_MGRG_1ng-kraken2_refseqV205-0.90,1.0000000000000002,0.2631578947368421,1.0,0.4166666666666667,78.1956514277448,17.127412364837994,2.432175639033164,470.0,0.0,0.3909782571387241,0.6713931820341393,1.8843025132416025,32.5,19.0,0.6981422332300427,0.4435816070962311,0.1601658154056815
ABRF_MGRG_1ng-kraken2_refseqV205-0.95,1.0000000000000002,0.3125,1.0,0.4761904761904762,83.61362066533844,13.474599124148742,3.5568848018600168,486.0,0.12307692307692307,0.4180681033266922,0.6493443349127143,1.790958517954434,28.5,16.0,0.6959389550284458,0.4477396294886085,0.1782375310675286
ABRF_MGRG_1ng-kraken2_refseqV205-1.00,0.9999999999999996,0.38461538461538464,1.0,0.5555555555555556,74.42828433053057,8.985411647348226,3.432717752659498,443.0,0.05797101449275361,0.3721414216526529,0.6439951254178048,1.7950251946542053,34.5,13.0,0.6774996451570858,0.4850842957538928,0.21607310016008435
ABRF_MGRG_5ng-kraken2_refseqV205-0.00,1.000000000000009,0.0006417661404184315,1.0,0.0012827090815802976,100.06323321050805,166.49270522751058,2.1316980861092696,519.5,0.02985074626865672,0.5003161660525391,0.7921561007162348,3.2102891748119577,33.5,7791.0,0.005928075115216793,0.2483284571711652,0.000617546286063697
ABRF_MGRG_5ng-kraken2_refseqV205-0.05,0.9999999999999986,0.0018768768768768766,1.0,0.003746721618583739,80.84008828601979,137.22321526724886,1.5644539360791239,461.5,0.02985074626865672,0.4042004414300991,0.8039152910000966,2.826308772934212,33.5,2664.0,0.017273694964930492,0.2483711044456311,0.001914353124677153
ABRF_MGRG_5ng-kraken2_refseqV205-0.10,0.9999999999999984,0.004170141784820685,1.0,0.008305647840531559,56.99726379763129,110.4539943673081,1.334537490131227,383.0,0.02985074626865672,0.28498631898815624,0.7960463485862944,2.739785816686879,33.5,1199.0,0.041110024145468944,0.26788117894191016,0.00408930338428886
ABRF_MGRG_5ng-kraken2_refseqV205-0.15,0.999999999999999,0.008051529790660225,1.0,0.01597444089456869,57.0444513443316,91.36469463996627,1.398911859742607,385.5,0.02985074626865672,0.2852222567216584,0.7716699055028564,2.5884596995394014,33.5,621.0,0.0917869434176906,0.2789754593366986,0.007052534891112175
ABRF_MGRG_5ng-kraken2_refseqV205-0.20,0.9999999999999992,0.013623978201634877,1.0,0.026881720430107524,58.05164043813965,73.54942449473752,1.5010425543663828,401.0,0.02985074626865672,0.29025820219069826,0.7463402539195647,2.4348069634844456,33.5,367.0,0.1888529600561804,0.2857876664243605,0.010741931593130844
ABRF_MGRG_5ng-kraken2_refseqV205-0.25,1.000000000000001,0.02212389380530973,1.0,0.043290043290043295,57.46806316346829,57.50480536360035,1.5690939537396529,392.0,0.02985074626865672,0.2873403158173414,0.7161125439590026,2.236533115391851,33.5,226.0,0.4232124821802688,0.2859951320987568,0.015586383501294772
ABRF_MGRG_5ng-kraken2_refseqV205-0.30,1.0000000000000009,0.04032258064516129,1.0,0.07751937984496124,57.49646337194804,34.61486592224048,1.587077333247682,383.5,0.02985074626865672,0.2874823168597401,0.7090515156230129,2.173249804218909,33.5,124.0,2.1124393641313683,0.3125091250261249,0.02771802075649558
ABRF_MGRG_5ng-kraken2_refseqV205-0.35,0.9999999999999996,0.054945054945054944,1.0,0.10416666666666666,55.32888735514156,28.594565969463147,1.572082038648057,375.5,0.0,0.27664443677570777,0.7029793408260266,2.09116212591052,32.5,91.0,3.9538166715610874,0.3213319168053331,0.036997463474668334
ABRF_MGRG_5ng-kraken2_refseqV205-0.40,1.0000000000000004,0.07246376811594203,1.0,0.13513513513513511,53.253487095218716,25.582606577845816,1.532997922084845,356.5,0.0,0.2662674354760936,0.7089280644219997,2.0987217105775247,32.5,69.0,1.6326340421384855,0.3435726132271978,0.049790968663499684
ABRF_MGRG_5ng-kraken2_refseqV205-0.45,0.999999999999999,0.09615384615384616,1.0,0.17543859649122806,49.17722114769436,22.900887087476267,1.4679462128693543,331.5,0.0,0.2458861057384717,0.7210463839331984,2.130036063504912,32.5,52.0,1.0666102793605208,0.3736617118722053,0.06893894942793645
ABRF_MGRG_5ng-kraken2_refseqV205-0.50,0.9999999999999996,0.1111111111111111,1.0,0.2,47.29092420954245,20.623348013731906,1.3950545218900945,323.5,0.0,0.23645462104771214,0.7350408148798888,2.1621444922640802,32.5,45.0,0.9128006270015584,0.3937003511090069,0.08387035992788268
ABRF_MGRG_5ng-kraken2_refseqV205-0.55,1.0000000000000002,0.1388888888888889,1.0,0.2439024390243903,61.613351511035845,18.97325733628237,2.16046184017154,410.5,0.0,0.3080667575551792,0.7022613682930123,2.0120366877509888,32.5,36.0,0.8360125452635259,0.3891810204576793,0.09329584682552923
ABRF_MGRG_5ng-kraken2_refseqV205-0.60,0.9999999999999996,0.14705882352941174,1.0,0.25641025641025644,62.28749913495284,19.060403676803368,2.0894183357796154,415.0,0.0,0.3114374956747644,0.7102563146137229,2.038228249233041,32.5,34.0,0.8004638269875273,0.4006374715322949,0.1015095968931006
ABRF_MGRG_5ng-kraken2_refseqV205-0.65,0.9999999999999992,0.16666666666666666,1.0,0.2857142857142857,63.12404354163662,18.70697386028149,2.038136708387012,409.5,0.0,0.3156202177081834,0.7155918593877391,2.060522920492624,32.5,30.0,0.7489745002311963,0.4199243656128615,0.11720245862715058
ABRF_MGRG_5ng-kraken2_refseqV205-0.70,1.0,0.1851851851851852,1.0,0.3125,64.40035356335457,16.771393815035108,1.9755710054316875,414.0,0.0,0.3220017678167727,0.717453833979159,2.080372266335775,32.5,27.0,0.7166125608575712,0.4375229204453749,0.13108313433743468
ABRF_MGRG_5ng-kraken2_refseqV205-0.75,1.0,0.2380952380952381,1.0,0.3846153846153846,67.62061459419354,14.899318108247172,2.2527290268815165,424.5,0.02985074626865672,0.3381030729709678,0.7059213520461801,2.0062486732874003,33.5,21.0,0.6768060503826857,0.4567631343952744,0.16192623283049565
ABRF_MGRG_5ng-kraken2_refseqV205-0.80,1.0000000000000002,0.29411764705882354,1.0,0.4545454545454545,69.95371270690936,13.963592274778867,2.2761626907314247,432.0,0.02985074626865672,0.3497685635345469,0.7024004709373818,2.003629064303392,33.5,17.0,0.6487016369023325,0.4901889367856586,0.1976600218321837
ABRF_MGRG_5ng-kraken2_refseqV205-0.85,1.0,0.3333333333333333,1.0,0.5,71.60515096033585,11.752758860129076,2.395598053163832,452.0,0.0,0.3580257548016793,0.6880494514020183,1.9120658149076084,32.5,15.0,0.6488342589165856,0.4894085892901217,0.2137090861557729
ABRF_MGRG_5ng-kraken2_refseqV205-0.90,1.0000000000000002,0.38461538461538464,1.0,0.5555555555555556,74.4662256381603,10.962865985010636,2.4670333137839,451.5,0.0,0.37233112819080144,0.6779441348054227,1.886736584739212,32.5,13.0,0.6443869049195454,0.5098682125504289,0.23885010408551985
ABRF_MGRG_5ng-kraken2_refseqV205-0.95,1.0000000000000002,0.38461538461538464,1.0,0.5555555555555556,76.04774635807033,10.633534729528137,2.521617088975868,448.0,0.0,0.3802387317903517,0.6696746152262512,1.872028378975224,32.5,13.0,0.6526075210660867,0.5058934941698315,0.232870619300918
ABRF_MGRG_5ng-kraken2_refseqV205-1.00,0.9999999999999996,0.4545454545454545,1.0,0.625,65.7021293428154,9.183749392101149,2.403522401952564,423.0,0.0,0.3285106467140771,0.6645994193863125,1.8838032051029725,32.5,11.0,0.6430895876724598,0.5445412463001711,0.2710463134641961
ABRF_MGRG_Half-kraken2_refseqV205-0.00,1.000000000000008,0.0007916402786573781,1.0,0.0015820281601012498,113.65225358127985,163.23290706672185,2.64939731513416,570.5,0.15584415584415584,0.568261267906399,0.7737868649149249,3.225235448003614,38.5,6316.0,0.007652128913445147,0.25546833287556425,0.0006999065534896152
ABRF_MGRG_Half-kraken2_refseqV205-0.05,1.0000000000000018,0.002053388090349076,1.0,0.004098360655737704,88.10662029257709,139.8942039233993,1.9890040938024691,866.6666666666667,0.08450704225352113,0.4405331014628861,0.7997742249922912,2.920994036294828,35.5,2435.0,0.01916735290119016,0.25965069856070944,0.0020510726855920715
ABRF_MGRG_Half-kraken2_refseqV205-0.10,1.0000000000000029,0.0040192926045016075,1.0,0.008006405124099279,74.78584709705814,116.38628322117941,1.871404667846798,445.5,0.08450704225352113,0.3739292354852901,0.7562501249721271,2.66044818436178,35.5,1244.0,0.043173719681622064,0.2587790588708927,0.003297882802230768
ABRF_MGRG_Half-kraken2_refseqV205-0.15,1.0000000000000018,0.0069637883008356535,1.0,0.013831258644536654,78.57057825628836,93.52860544020794,2.019235199663186,462.0,0.08450704225352113,0.39285289128144185,0.6993714889398646,2.3731709039126514,35.5,718.0,0.08878126373016126,0.25012762604055,0.004632819606017122
ABRF_MGRG_Half-kraken2_refseqV205-0.20,0.9999999999999988,0.01059322033898305,1.0,0.02096436058700209,84.96580215927831,77.79825067832137,2.2656761871519397,486.5,0.02985074626865672,0.4248290107963912,0.6582723587609505,2.17107744405701,33.5,472.0,0.1572984152731744,0.2444179544300148,0.006199803036461281
ABRF_MGRG_Half-kraken2_refseqV205-0.25,1.0000000000000002,0.01567398119122257,1.0,0.0308641975308642,89.67150190914106,65.33222272126937,2.498288248427495,503.5,0.02985074626865672,0.44835750954570497,0.6233661839683851,2.0345557981532494,33.5,319.0,0.2805788894337137,0.2446140275385844,0.008323193788795044
ABRF_MGRG_Half-kraken2_refseqV205-0.30,1.0000000000000018,0.02525252525252525,1.0,0.04926108374384236,89.4652139010403,45.505475361996155,2.6898766610778373,536.5,0.02985074626865672,0.4473260695052013,0.5799811401944237,1.835885078855004,33.5,198.0,0.6612460711805048,0.24063432479000402,0.01202447207452278
ABRF_MGRG_Half-kraken2_refseqV205-0.35,1.000000000000001,0.03333333333333333,1.0,0.06451612903225806,91.84778633927687,39.18547456998785,2.9880012649097654,551.0,0.02985074626865672,0.4592389316963841,0.5612312079805114,1.7602270209995916,33.5,150.0,1.3117400388370413,0.24350133768244284,0.01519403108863439
ABRF_MGRG_Half-kraken2_refseqV205-0.40,1.0000000000000009,0.03759398496240601,1.0,0.07246376811594203,92.62400756663462,36.050096842870865,3.051174277620234,545.0,0.02985074626865672,0.463120037833173,0.5554511044995636,1.7362687008597872,33.5,133.0,1.961014706930988,0.2460948539952316,0.016913318351667844
ABRF_MGRG_Half-kraken2_refseqV205-0.45,0.9999999999999996,0.05319148936170213,1.0,0.10101010101010102,92.68576160301173,31.870288580085763,3.0646160497355277,539.0,0.02985074626865672,0.4634288080150589,0.5609142727826322,1.7590473108330258,33.5,94.0,5.560713091477583,0.26836882535855777,0.024228293503773972
ABRF_MGRG_Half-kraken2_refseqV205-0.50,1.0,0.06329113924050632,1.0,0.11904761904761907,90.20454397754489,30.35582247860476,3.0271845298227498,521.0,0.02985074626865672,0.4510227198877242,0.5774130007521749,1.7964228435507628,33.5,79.0,2.7421417949527633,0.2849754639817135,0.029954134582067162
ABRF_MGRG_Half-kraken2_refseqV205-0.55,1.0000000000000009,0.07575757575757576,1.0,0.14084507042253522,85.24654039710612,28.555485226313657,2.92401640057728,501.0,0.0,0.4262327019855308,0.5913073302539583,1.8064026992861415,32.5,66.0,1.7799326477677384,0.29885587597617996,0.03707312676033603
ABRF_MGRG_Half-kraken2_refseqV205-0.60,1.0000000000000004,0.08928571428571429,1.0,0.1639344262295082,80.04830258552616,26.845060482201163,3.0029227324889582,468.0,0.05797101449275361,0.4002415129276308,0.6147373264645395,1.848174177303863,34.5,56.0,1.3609645079859378,0.31824715418788896,0.04635056568878647
ABRF_MGRG_Half-kraken2_refseqV205-0.65,0.9999999999999996,0.10638297872340426,1.0,0.1923076923076923,72.2680968233694,23.071788621825856,2.818459060503009,441.0,0.0,0.3613404841168471,0.6358645429419163,1.8510682418794384,32.5,47.0,1.1087635945057428,0.33325027131762697,0.058430442112334564
ABRF_MGRG_Half-kraken2_refseqV205-0.70,1.0,0.12195121951219512,1.0,0.21739130434782605,68.11759300827471,21.38752617814884,2.812030631335188,405.0,0.0,0.34058796504137345,0.6532430710823922,1.8982894520708085,32.5,41.0,0.9760271131468756,0.354320303458469,0.07033815871703704
ABRF_MGRG_Half-kraken2_refseqV205-0.75,0.9999999999999996,0.14285714285714285,1.0,0.25,66.71177533648721,20.135182843819408,2.928140063821357,393.0,0.0,0.333558876682436,0.6535907870022326,1.8455098921144897,32.5,35.0,0.88830571626721,0.35979880346194804,0.08247883572199541
ABRF_MGRG_Half-kraken2_refseqV205-0.80,0.9999999999999992,0.16129032258064516,1.0,0.2777777777777777,68.52212170191072,19.51464473995181,3.032939507897363,396.0,0.0,0.34261060850955377,0.6533026653691593,1.8340523061052063,32.5,31.0,0.8385940792046902,0.3702017827311297,0.09304387802830108
ABRF_MGRG_Half-kraken2_refseqV205-0.85,1.0,0.2,1.0,0.33333333333333337,70.44055535033912,17.9632167270135,3.1544485560419786,402.0,0.0,0.35220277675169553,0.6552186848360577,1.8233049007853024,32.5,25.0,0.7710061889415076,0.39262733949428175,0.11601556766781325
ABRF_MGRG_Half-kraken2_refseqV205-0.90,1.0000000000000002,0.2380952380952381,1.0,0.3846153846153846,72.36645402466226,13.211888851198998,3.165162750573981,412.5,0.0,0.3618322701233113,0.6591879734003394,1.821255359923059,32.5,21.0,0.7286013001063101,0.4146456607343415,0.13972232169783128
ABRF_MGRG_Half-kraken2_refseqV205-0.95,1.0,0.29411764705882354,1.0,0.4545454545454545,72.77954136306565,11.745204235523946,3.8590920800212047,395.5,0.12307692307692307,0.3638977068153283,0.6665287573904614,1.802678813957404,28.5,17.0,0.686685801926752,0.4410263490997195,0.17639760763611378
ABRF_MGRG_Half-kraken2_refseqV205-1.00,1.0000000000000004,0.3333333333333333,0.8,0.4705882352941176,71.44586906374226,8.901800429105572,1.7406822197051104,329.0,0.12307692307692307,0.3572293453187111,0.6937269978641692,1.805080627794944,28.5,12.0,0.6213882045275394,0.5035145074549124,0.2720884072451654
ABRF_MGRG_Normal-kraken2_refseqV205-0.00,1.000000000000022,0.0007612667478684532,1.0,0.0015213753232922562,142.12532776625562,150.02376624046582,5.541929559084648,845.0,0.1791044776119403,0.7106266388312678,0.4005888926056894,1.6656818171987793,28.5,6568.0,0.011970862376988342,0.13135009082801907,0.00025400488528740887
ABRF_MGRG_Normal-kraken2_refseqV205-0.05,1.0000000000000049,0.0017111567419575632,1.0,0.0034164673727365893,137.3001488124211,105.29181138726395,4.709108357693113,870.0,0.02985074626865672,0.6865007440621027,0.3021632259086666,1.2614912298370131,33.5,2922.0,0.029606982737076917,0.10957349676323933,0.0004904174745407171
ABRF_MGRG_Normal-kraken2_refseqV205-0.10,1.000000000000005,0.0033647375504710637,1.0,0.006706908115358821,136.948878120318,88.06199289576867,4.742940447709042,891.5,0.12307692307692307,0.6847443906015878,0.2756353128920642,1.1075570195409568,28.5,1486.0,0.061427214419002986,0.10510905036231814,0.0009290175543771896
ABRF_MGRG_Normal-kraken2_refseqV205-0.15,1.0000000000000002,0.00585480093676815,1.0,0.011641443538998838,137.061432029599,76.76000568667763,4.9116748292397485,893.0,0.12307692307692307,0.6853071601479935,0.2589038595491463,1.0075254939497458,28.5,854.0,0.11423938906988665,0.10346230730709986,0.0015800381670335831
