Sample name	Bray-Curtis dissimilarity raw
mouse_sample_32-kraken2_standard_0521-0.15	1.0
mouse_sample_32-kraken2_standard_0521-0.25	1.0
mouse_sample_32-kraken2_standard_0521-0.20	1.0
mouse_sample_32-kraken2_standard_0521-0.10	1.0
mouse_sample_32-kraken2_standard_0521-0.05	1.0
mouse_sample_32-kraken2_standard_0521-0.00	1.0
mouse_sample_32-kraken2_standard_0521-0.40	1.0
mouse_sample_32-kraken2_standard_0521-0.50	1.0
mouse_sample_32-kraken2_standard_0521-0.55	1.0
mouse_sample_32-kraken2_standard_0521-0.45	1.0
mouse_sample_32-kraken2_standard_0521-0.30	1.0
mouse_sample_32-kraken2_standard_0521-0.35	1.0
mouse_sample_32-kraken2_standard_0521-0.70	1.0
mouse_sample_32-kraken2_standard_0521-0.75	1.0
mouse_sample_32-kraken2_standard_0521-0.60	1.0
mouse_sample_32-kraken2_standard_0521-0.65	1.0
mouse_sample_32-kraken2_standard_0521-0.80	1.0
mouse_sample_32-kraken2_standard_0521-0.85	1.0
mouse_sample_32-kraken2_standard_0521-1.00	1.0
mouse_sample_32-kraken2_standard_0521-0.90	1.0
mouse_sample_32-kraken2_standard_0521-0.95	1.0
strain_sample_43-kraken2_standard_0521-0.10	0.11609886161332417
strain_sample_43-kraken2_standard_0521-0.05	0.12269753308524592
strain_sample_43-kraken2_standard_0521-0.00	0.1452520341322003
strain_sample_43-kraken2_standard_0521-0.35	0.20252254259045582
strain_sample_43-kraken2_standard_0521-0.30	0.16606066950820014
strain_sample_43-kraken2_standard_0521-0.20	0.12337251820726776
strain_sample_43-kraken2_standard_0521-0.40	0.24597686222909387
strain_sample_43-kraken2_standard_0521-0.25	0.1390240217021967
strain_sample_43-kraken2_standard_0521-0.15	0.11450340675447095
strain_sample_43-kraken2_standard_0521-0.70	0.6304383038987482
strain_sample_43-kraken2_standard_0521-0.45	0.2966362046529014
strain_sample_43-kraken2_standard_0521-0.50	0.3442775988956763
strain_sample_43-kraken2_standard_0521-0.60	0.47717075755758365
strain_sample_43-kraken2_standard_0521-0.65	0.551745164801874
strain_sample_43-kraken2_standard_0521-0.55	0.40732330349640217
strain_sample_43-kraken2_standard_0521-0.75	0.7000872092745583
strain_sample_43-kraken2_standard_0521-0.80	0.7832765526752395
strain_sample_43-kraken2_standard_0521-0.95	0.9367740379040126
strain_sample_43-kraken2_standard_0521-0.90	0.8986182260643069
strain_sample_43-kraken2_standard_0521-1.00	0.9637145215212096
strain_sample_43-kraken2_standard_0521-0.85	0.8510043894207311
strain_sample_31-kraken2_standard_0521-0.25	0.12071073087050063
strain_sample_31-kraken2_standard_0521-0.15	0.10140330443835115
strain_sample_31-kraken2_standard_0521-0.10	0.09694475740853319
strain_sample_31-kraken2_standard_0521-0.20	0.1101577338352753
strain_sample_31-kraken2_standard_0521-0.05	0.09823891524759307
strain_sample_31-kraken2_standard_0521-0.00	0.10531430242619946
strain_sample_31-kraken2_standard_0521-0.55	0.37488127880745065
strain_sample_31-kraken2_standard_0521-0.50	0.31107934141018445
strain_sample_31-kraken2_standard_0521-0.30	0.13600259689446476
strain_sample_31-kraken2_standard_0521-0.35	0.17076916940553982
strain_sample_31-kraken2_standard_0521-0.45	0.2637260869565217
strain_sample_31-kraken2_standard_0521-0.40	0.21379132657860808
strain_sample_31-kraken2_standard_0521-0.85	0.8387610850281516
strain_sample_31-kraken2_standard_0521-0.75	0.6785066166157272
strain_sample_31-kraken2_standard_0521-0.65	0.5235243439298745
strain_sample_31-kraken2_standard_0521-0.60	0.4463110103856546
strain_sample_31-kraken2_standard_0521-0.70	0.6055342454293116
strain_sample_31-kraken2_standard_0521-0.80	0.76695561590833
strain_sample_31-kraken2_standard_0521-1.00	0.9608785027909046
strain_sample_31-kraken2_standard_0521-0.95	0.9320173881342978
strain_sample_31-kraken2_standard_0521-0.90	0.8904144442637771
marine_sample_7-kraken2_standard_0521-0.10	0.21737786505740775
marine_sample_7-kraken2_standard_0521-0.05	0.21650517272985223
marine_sample_7-kraken2_standard_0521-0.00	0.2253573909519215
marine_sample_7-kraken2_standard_0521-0.30	0.27769038958674974
marine_sample_7-kraken2_standard_0521-0.20	0.2377747093092682
marine_sample_7-kraken2_standard_0521-0.25	0.2533640064638931
marine_sample_7-kraken2_standard_0521-0.35	0.309379390097149
marine_sample_7-kraken2_standard_0521-0.40	0.34813815048871466
marine_sample_7-kraken2_standard_0521-0.15	0.2247131942534228
marine_sample_7-kraken2_standard_0521-0.50	0.4361085492878444
marine_sample_7-kraken2_standard_0521-0.45	0.3933210004578773
marine_sample_7-kraken2_standard_0521-0.55	0.49288675642619584
marine_sample_7-kraken2_standard_0521-0.65	0.6208181058490555
marine_sample_7-kraken2_standard_0521-0.60	0.5548181374515468
marine_sample_7-kraken2_standard_0521-0.70	0.6893488772286537
marine_sample_7-kraken2_standard_0521-0.80	0.8213799543903741
marine_sample_7-kraken2_standard_0521-0.95	0.9496215724093066
marine_sample_7-kraken2_standard_0521-0.85	0.8780452591873484
marine_sample_7-kraken2_standard_0521-0.90	0.918007348374763
marine_sample_7-kraken2_standard_0521-0.75	0.7495469264679347
marine_sample_7-kraken2_standard_0521-1.00	0.9712046557250239
mouse_sample_7-kraken2_standard_0521-0.15	1.0
mouse_sample_7-kraken2_standard_0521-0.20	1.0
mouse_sample_7-kraken2_standard_0521-0.25	1.0
mouse_sample_7-kraken2_standard_0521-0.10	1.0
mouse_sample_7-kraken2_standard_0521-0.05	1.0
mouse_sample_7-kraken2_standard_0521-0.00	1.0
mouse_sample_7-kraken2_standard_0521-0.50	1.0
mouse_sample_7-kraken2_standard_0521-0.35	1.0
mouse_sample_7-kraken2_standard_0521-0.30	1.0
mouse_sample_7-kraken2_standard_0521-0.45	1.0
mouse_sample_7-kraken2_standard_0521-0.55	1.0
mouse_sample_7-kraken2_standard_0521-0.40	1.0
mouse_sample_7-kraken2_standard_0521-0.60	1.0
mouse_sample_7-kraken2_standard_0521-0.70	1.0
mouse_sample_7-kraken2_standard_0521-0.80	1.0
mouse_sample_7-kraken2_standard_0521-0.85	1.0
