Sample name	Simpson's evenness
strain_sample_71-kraken2_chocophlan-0.15	0.016441697209089765
strain_sample_71-kraken2_chocophlan-0.25	0.04012017004926569
strain_sample_71-kraken2_chocophlan-0.20	0.02584637478433327
strain_sample_71-kraken2_chocophlan-0.10	0.010075027128385788
strain_sample_71-kraken2_chocophlan-0.05	0.004389546007508892
strain_sample_71-kraken2_chocophlan-0.00	0.002021079781874134
strain_sample_71-kraken2_chocophlan-0.35	0.07474592378586072
strain_sample_71-kraken2_chocophlan-0.45	0.09854020856337892
strain_sample_71-kraken2_chocophlan-0.40	0.08316517727133867
strain_sample_71-kraken2_chocophlan-0.30	0.06279061180415105
strain_sample_71-kraken2_chocophlan-0.55	0.1134711440560298
strain_sample_71-kraken2_chocophlan-0.50	0.09968294694437903
strain_sample_71-kraken2_chocophlan-0.65	0.14235221994191566
strain_sample_71-kraken2_chocophlan-0.85	0.1873446883747298
strain_sample_71-kraken2_chocophlan-0.80	0.1874543423494389
strain_sample_71-kraken2_chocophlan-0.75	0.1695567447745612
strain_sample_71-kraken2_chocophlan-0.60	0.12231000071633104
strain_sample_71-kraken2_chocophlan-0.70	0.14862465613380557
strain_sample_71-kraken2_chocophlan-0.95	0.20653260916399746
strain_sample_71-kraken2_chocophlan-1.00	0.2314340357543046
strain_sample_71-kraken2_chocophlan-0.90	0.18577966163302795
marine_sample_2-kraken2_chocophlan-0.10	0.01436647864602581
marine_sample_2-kraken2_chocophlan-0.05	0.011200898861514536
marine_sample_2-kraken2_chocophlan-0.00	0.011741334241412332
marine_sample_2-kraken2_chocophlan-0.30	0.03803996033311109
marine_sample_2-kraken2_chocophlan-0.40	0.04560546918413688
marine_sample_2-kraken2_chocophlan-0.35	0.04191166625034139
marine_sample_2-kraken2_chocophlan-0.25	0.03249459111421629
marine_sample_2-kraken2_chocophlan-0.20	0.028198977126532552
marine_sample_2-kraken2_chocophlan-0.15	0.02041283224877633
marine_sample_2-kraken2_chocophlan-0.70	0.06290919350206446
marine_sample_2-kraken2_chocophlan-0.65	0.059928383454343925
marine_sample_2-kraken2_chocophlan-0.60	0.05754668262783166
marine_sample_2-kraken2_chocophlan-0.50	0.05092345381660127
marine_sample_2-kraken2_chocophlan-0.45	0.04918528974353058
marine_sample_2-kraken2_chocophlan-0.55	0.05425014884368839
marine_sample_2-kraken2_chocophlan-1.00	0.1009361483609805
marine_sample_2-kraken2_chocophlan-0.90	0.08586755727233464
marine_sample_2-kraken2_chocophlan-0.75	0.06658336981177661
marine_sample_2-kraken2_chocophlan-0.95	0.09214272635554721
marine_sample_2-kraken2_chocophlan-0.85	0.0767849603578091
marine_sample_2-kraken2_chocophlan-0.80	0.06946637815367238
strain_sample_95-kraken2_chocophlan-0.25	0.03782785777182013
strain_sample_95-kraken2_chocophlan-0.20	0.025064955247348964
strain_sample_95-kraken2_chocophlan-0.15	0.017381381196316457
strain_sample_95-kraken2_chocophlan-0.10	0.011031054049718025
strain_sample_95-kraken2_chocophlan-0.05	0.0045635530424570185
strain_sample_95-kraken2_chocophlan-0.00	0.002175651219944189
strain_sample_95-kraken2_chocophlan-0.40	0.08012111712601253
strain_sample_95-kraken2_chocophlan-0.30	0.0624682166338057
strain_sample_95-kraken2_chocophlan-0.55	0.10421124384781946
strain_sample_95-kraken2_chocophlan-0.50	0.09514056654444006
strain_sample_95-kraken2_chocophlan-0.35	0.07105163885131588
strain_sample_95-kraken2_chocophlan-0.45	0.08541338886713518
strain_sample_95-kraken2_chocophlan-0.70	0.15669263430192587
strain_sample_95-kraken2_chocophlan-0.65	0.13495424012763227
strain_sample_95-kraken2_chocophlan-0.75	0.15702391868415289
strain_sample_95-kraken2_chocophlan-0.80	0.1850891801096882
strain_sample_95-kraken2_chocophlan-0.60	0.11804267646622912
strain_sample_95-kraken2_chocophlan-0.85	0.1933513981876804
strain_sample_95-kraken2_chocophlan-0.90	0.24071812442018892
strain_sample_95-kraken2_chocophlan-0.95	0.27259056677011306
strain_sample_95-kraken2_chocophlan-1.00	0.2675888446771368
strain_sample_46-kraken2_chocophlan-0.10	0.006090881864571931
strain_sample_46-kraken2_chocophlan-0.05	0.0026391338659465056
strain_sample_46-kraken2_chocophlan-0.00	0.0012909017305208427
strain_sample_46-kraken2_chocophlan-0.40	0.07441017382462184
strain_sample_46-kraken2_chocophlan-0.35	0.062161368848038225
strain_sample_46-kraken2_chocophlan-0.20	0.01650727900776478
strain_sample_46-kraken2_chocophlan-0.25	0.027420022506249017
strain_sample_46-kraken2_chocophlan-0.15	0.010663302255154456
strain_sample_46-kraken2_chocophlan-0.30	0.04745003941196123
strain_sample_46-kraken2_chocophlan-0.60	0.12908355179883907
strain_sample_46-kraken2_chocophlan-0.50	0.10246060024410457
strain_sample_46-kraken2_chocophlan-0.65	0.1487855249280555
strain_sample_46-kraken2_chocophlan-0.45	0.08761968097213875
strain_sample_46-kraken2_chocophlan-0.55	0.12591523228362747
strain_sample_46-kraken2_chocophlan-0.70	0.1577085571341967
strain_sample_46-kraken2_chocophlan-0.80	0.19616325914575944
strain_sample_46-kraken2_chocophlan-1.00	0.2755079005467483
strain_sample_46-kraken2_chocophlan-0.90	0.2604012241184527
strain_sample_46-kraken2_chocophlan-0.95	0.2676290380733336
strain_sample_46-kraken2_chocophlan-0.75	0.1753645167990046
strain_sample_46-kraken2_chocophlan-0.85	0.2559375720171889
strain_sample_34-kraken2_chocophlan-0.25	0.02602347509697943
strain_sample_34-kraken2_chocophlan-0.15	0.012550177576268879
strain_sample_34-kraken2_chocophlan-0.20	0.018710873583878233
strain_sample_34-kraken2_chocophlan-0.10	0.008358980825903565
strain_sample_34-kraken2_chocophlan-0.05	0.003661976639007127
strain_sample_34-kraken2_chocophlan-0.00	0.0016565825668243893
strain_sample_34-kraken2_chocophlan-0.55	0.053795295878226644
strain_sample_34-kraken2_chocophlan-0.35	0.04467442417543765
strain_sample_34-kraken2_chocophlan-0.45	0.05035050606951663
strain_sample_34-kraken2_chocophlan-0.50	0.05157650363125256
strain_sample_34-kraken2_chocophlan-0.30	0.03750384354160561
strain_sample_34-kraken2_chocophlan-0.40	0.04736581182064311
strain_sample_34-kraken2_chocophlan-0.65	0.06572684153128729
strain_sample_34-kraken2_chocophlan-0.80	0.08335161355710802
strain_sample_34-kraken2_chocophlan-0.70	0.07084027935817391
strain_sample_34-kraken2_chocophlan-0.60	0.057346630621364365
strain_sample_34-kraken2_chocophlan-0.85	0.08764029088096725
strain_sample_34-kraken2_chocophlan-0.75	0.07266429092774333
strain_sample_34-kraken2_chocophlan-1.00	0.15749763489709478
strain_sample_34-kraken2_chocophlan-0.90	0.10035451074326114
strain_sample_34-kraken2_chocophlan-0.95	0.1337718373135637
plant_sample_8-kraken2_chocophlan-0.10	0.005442278364262909
plant_sample_8-kraken2_chocophlan-0.05	0.003087322088316236
plant_sample_8-kraken2_chocophlan-0.00	0.002484395725135709
plant_sample_8-kraken2_chocophlan-0.30	0.026604893716646212
plant_sample_8-kraken2_chocophlan-0.40	0.036102309092994896
plant_sample_8-kraken2_chocophlan-0.35	0.03200778838668426
plant_sample_8-kraken2_chocophlan-0.20	0.015650735006395272
plant_sample_8-kraken2_chocophlan-0.15	0.009864877269776808
plant_sample_8-kraken2_chocophlan-0.25	0.020954492542598013
plant_sample_8-kraken2_chocophlan-0.70	0.06871731165586506
plant_sample_8-kraken2_chocophlan-0.65	0.061640584583929695
plant_sample_8-kraken2_chocophlan-0.55	0.05067789005979879
plant_sample_8-kraken2_chocophlan-0.60	0.057575550207966744
plant_sample_8-kraken2_chocophlan-0.45	0.0407779709913068
plant_sample_8-kraken2_chocophlan-0.50	0.04546532519556123
plant_sample_8-kraken2_chocophlan-1.00	0.12613687715655178
plant_sample_8-kraken2_chocophlan-0.90	0.10351427466775676
plant_sample_8-kraken2_chocophlan-0.95	0.11922940453934543
plant_sample_8-kraken2_chocophlan-0.80	0.08728717953639292
plant_sample_8-kraken2_chocophlan-0.85	0.09669797878154218
plant_sample_8-kraken2_chocophlan-0.75	0.07208301692559813
mouse_sample_11-kraken2_chocophlan-0.20	0.05695354525114566
mouse_sample_11-kraken2_chocophlan-0.15	0.04361203066797074
mouse_sample_11-kraken2_chocophlan-0.10	0.025325234948989542
mouse_sample_11-kraken2_chocophlan-0.25	0.06349080888331399
mouse_sample_11-kraken2_chocophlan-0.05	0.009291903295263654
mouse_sample_11-kraken2_chocophlan-0.00	0.006820139524268554
mouse_sample_11-kraken2_chocophlan-0.40	0.07864428965709337
mouse_sample_11-kraken2_chocophlan-0.35	0.07531443984322597
mouse_sample_11-kraken2_chocophlan-0.45	0.0828926219857309
mouse_sample_11-kraken2_chocophlan-0.55	0.09275727973552389
mouse_sample_11-kraken2_chocophlan-0.30	0.07088399857347893
mouse_sample_11-kraken2_chocophlan-0.50	0.08553777935985428
mouse_sample_11-kraken2_chocophlan-0.80	0.11124633450942596
mouse_sample_11-kraken2_chocophlan-0.65	0.09958952560355729
mouse_sample_11-kraken2_chocophlan-0.60	0.09692138930412147
mouse_sample_11-kraken2_chocophlan-0.85	0.11939915199465298
mouse_sample_11-kraken2_chocophlan-0.70	0.10325974988106484
mouse_sample_11-kraken2_chocophlan-0.75	0.10715521136589332
mouse_sample_11-kraken2_chocophlan-0.95	0.13052520047249855
mouse_sample_11-kraken2_chocophlan-0.90	0.12467841027757022
strain_sample_89-kraken2_chocophlan-0.10	0.010630690784381471
mouse_sample_11-kraken2_chocophlan-1.00	0.13656494656186854
strain_sample_89-kraken2_chocophlan-0.05	0.004634622202199769
strain_sample_89-kraken2_chocophlan-0.00	0.0021850783771448427
strain_sample_89-kraken2_chocophlan-0.40	0.08398161561447738
strain_sample_89-kraken2_chocophlan-0.30	0.06091867528300901
strain_sample_89-kraken2_chocophlan-0.25	0.03925130577314931
strain_sample_89-kraken2_chocophlan-0.20	0.025172958999630755
strain_sample_89-kraken2_chocophlan-0.15	0.017220740121875047
strain_sample_89-kraken2_chocophlan-0.35	0.07442855510292071
strain_sample_89-kraken2_chocophlan-0.45	0.0912880590504713
strain_sample_89-kraken2_chocophlan-0.55	0.1033513524096138
strain_sample_89-kraken2_chocophlan-0.50	0.0968899672288778
strain_sample_89-kraken2_chocophlan-0.65	0.1186233150143284
strain_sample_89-kraken2_chocophlan-0.60	0.11080037219335294
