Sample name	Chao1 richness
mouse_sample_56-kraken2_refseqV205_500GB-0.25	112.0
mouse_sample_56-kraken2_refseqV205_500GB-0.15	135.85714285714286
mouse_sample_56-kraken2_refseqV205_500GB-0.10	258.15384615384613
mouse_sample_56-kraken2_refseqV205_500GB-0.20	114.875
mouse_sample_56-kraken2_refseqV205_500GB-0.05	1133.5584415584415
mouse_sample_56-kraken2_refseqV205_500GB-0.00	5669.8302752293575
mouse_sample_56-kraken2_refseqV205_500GB-0.40	86.0
mouse_sample_56-kraken2_refseqV205_500GB-0.55	71.0
mouse_sample_56-kraken2_refseqV205_500GB-0.45	76.0
mouse_sample_56-kraken2_refseqV205_500GB-0.30	103.5
mouse_sample_56-kraken2_refseqV205_500GB-0.35	91.0
mouse_sample_56-kraken2_refseqV205_500GB-0.50	72.0
mouse_sample_56-kraken2_refseqV205_500GB-0.75	11.0
mouse_sample_56-kraken2_refseqV205_500GB-0.80	2.0
mouse_sample_56-kraken2_refseqV205_500GB-0.85	0.0
mouse_sample_56-kraken2_refseqV205_500GB-0.70	20.166666666666668
mouse_sample_56-kraken2_refseqV205_500GB-0.65	47.666666666666664
mouse_sample_56-kraken2_refseqV205_500GB-0.60	57.333333333333336
strain_sample_71-kraken2_refseqV205_500GB-0.10	273.3235294117647
mouse_sample_56-kraken2_refseqV205_500GB-0.95	0.0
mouse_sample_56-kraken2_refseqV205_500GB-1.00	0.0
strain_sample_71-kraken2_refseqV205_500GB-0.05	1203.28125
mouse_sample_56-kraken2_refseqV205_500GB-0.90	0.0
strain_sample_71-kraken2_refseqV205_500GB-0.00	5199.743682310469
strain_sample_71-kraken2_refseqV205_500GB-0.40	20.333333333333332
strain_sample_71-kraken2_refseqV205_500GB-0.25	27.25
strain_sample_71-kraken2_refseqV205_500GB-0.15	119.5
strain_sample_71-kraken2_refseqV205_500GB-0.30	23.0
strain_sample_71-kraken2_refseqV205_500GB-0.35	24.0
strain_sample_71-kraken2_refseqV205_500GB-0.20	39.0
strain_sample_71-kraken2_refseqV205_500GB-0.55	15.0
strain_sample_71-kraken2_refseqV205_500GB-0.65	11.0
strain_sample_71-kraken2_refseqV205_500GB-0.60	12.0
strain_sample_71-kraken2_refseqV205_500GB-0.50	15.0
strain_sample_71-kraken2_refseqV205_500GB-0.45	18.0
strain_sample_71-kraken2_refseqV205_500GB-0.70	5.0
strain_sample_71-kraken2_refseqV205_500GB-0.75	3.0
strain_sample_71-kraken2_refseqV205_500GB-0.85	0.0
strain_sample_71-kraken2_refseqV205_500GB-0.95	0.0
strain_sample_71-kraken2_refseqV205_500GB-0.90	0.0
strain_sample_71-kraken2_refseqV205_500GB-1.00	0.0
strain_sample_71-kraken2_refseqV205_500GB-0.80	0.0
strain_sample_47-kraken2_refseqV205_500GB-0.25	34.0
strain_sample_47-kraken2_refseqV205_500GB-0.20	45.5
strain_sample_47-kraken2_refseqV205_500GB-0.15	159.0
strain_sample_47-kraken2_refseqV205_500GB-0.10	278.35714285714283
strain_sample_47-kraken2_refseqV205_500GB-0.05	1204.957627118644
strain_sample_47-kraken2_refseqV205_500GB-0.00	5281.611888111888
strain_sample_47-kraken2_refseqV205_500GB-0.35	30.0
strain_sample_47-kraken2_refseqV205_500GB-0.40	25.0
