Sample name	F1 score taxa
strain_sample_41-kraken2_refseqV205-0.20	0.04121475054229935
strain_sample_41-kraken2_refseqV205-0.15	0.0241884150222788
strain_sample_41-kraken2_refseqV205-0.25	0.08296943231441048
strain_sample_41-kraken2_refseqV205-0.05	0.006052883083784645
strain_sample_41-kraken2_refseqV205-0.10	0.01485535574667709
strain_sample_41-kraken2_refseqV205-0.00	0.0014205607476635515
strain_sample_41-kraken2_refseqV205-0.40	0.30000000000000004
strain_sample_41-kraken2_refseqV205-0.45	0.33027522935779813
strain_sample_41-kraken2_refseqV205-0.30	0.20689655172413796
strain_sample_41-kraken2_refseqV205-0.50	0.34951456310679613
strain_sample_41-kraken2_refseqV205-0.35	0.26086956521739135
strain_sample_41-kraken2_refseqV205-0.55	0.3673469387755102
strain_sample_41-kraken2_refseqV205-0.70	0.4235294117647059
strain_sample_41-kraken2_refseqV205-0.80	0.4411764705882353
strain_sample_41-kraken2_refseqV205-0.65	0.3956043956043956
strain_sample_41-kraken2_refseqV205-0.60	0.37499999999999994
strain_sample_41-kraken2_refseqV205-0.85	0.48387096774193544
strain_sample_41-kraken2_refseqV205-0.75	0.4054054054054054
strain_sample_41-kraken2_refseqV205-1.00	0.3913043478260869
strain_sample_41-kraken2_refseqV205-0.95	0.47058823529411764
strain_sample_41-kraken2_refseqV205-0.90	0.5172413793103449
strain_sample_38-kraken2_refseqV205-0.10	0.01444317749904979
strain_sample_38-kraken2_refseqV205-0.05	0.006235641614702987
strain_sample_38-kraken2_refseqV205-0.00	0.0014388489208633094
strain_sample_38-kraken2_refseqV205-0.40	0.29565217391304344
strain_sample_38-kraken2_refseqV205-0.35	0.265625
strain_sample_38-kraken2_refseqV205-0.25	0.08278867102396514
strain_sample_38-kraken2_refseqV205-0.30	0.22360248447204967
strain_sample_38-kraken2_refseqV205-0.20	0.042128603104212854
strain_sample_38-kraken2_refseqV205-0.15	0.024020227560050567
strain_sample_38-kraken2_refseqV205-0.45	0.30188679245283023
strain_sample_38-kraken2_refseqV205-0.55	0.3448275862068965
strain_sample_38-kraken2_refseqV205-0.65	0.3896103896103896
strain_sample_38-kraken2_refseqV205-0.60	0.379746835443038
strain_sample_38-kraken2_refseqV205-0.50	0.3157894736842105
strain_sample_38-kraken2_refseqV205-0.70	0.3888888888888889
