Sample name	F1 score reads
mouse_sample_32-kraken2_standard_0521-0.25	0
mouse_sample_32-kraken2_standard_0521-0.20	0
mouse_sample_32-kraken2_standard_0521-0.10	0
mouse_sample_32-kraken2_standard_0521-0.15	0
mouse_sample_32-kraken2_standard_0521-0.05	0
mouse_sample_32-kraken2_standard_0521-0.00	0
mouse_sample_32-kraken2_standard_0521-0.45	0
mouse_sample_32-kraken2_standard_0521-0.50	0
mouse_sample_32-kraken2_standard_0521-0.55	0
mouse_sample_32-kraken2_standard_0521-0.40	0
mouse_sample_32-kraken2_standard_0521-0.35	0
mouse_sample_32-kraken2_standard_0521-0.30	0
mouse_sample_32-kraken2_standard_0521-0.70	0
mouse_sample_32-kraken2_standard_0521-0.65	0
mouse_sample_32-kraken2_standard_0521-0.60	0
mouse_sample_32-kraken2_standard_0521-0.75	0
mouse_sample_32-kraken2_standard_0521-0.80	0
mouse_sample_32-kraken2_standard_0521-0.85	0
mouse_sample_32-kraken2_standard_0521-0.95	0
mouse_sample_32-kraken2_standard_0521-0.90	0
mouse_sample_32-kraken2_standard_0521-1.00	0
strain_sample_43-kraken2_standard_0521-0.10	0.8839011383866758
strain_sample_43-kraken2_standard_0521-0.05	0.8773024669147541
strain_sample_43-kraken2_standard_0521-0.00	0.8547479658677997
strain_sample_43-kraken2_standard_0521-0.35	0.7974774574095443
strain_sample_43-kraken2_standard_0521-0.25	0.8609759782978033
strain_sample_43-kraken2_standard_0521-0.20	0.8766274817927321
strain_sample_43-kraken2_standard_0521-0.15	0.8854965932455291
strain_sample_43-kraken2_standard_0521-0.30	0.8339393304917999
strain_sample_43-kraken2_standard_0521-0.40	0.754023137770906
strain_sample_43-kraken2_standard_0521-0.45	0.7033637953470987
strain_sample_43-kraken2_standard_0521-0.70	0.3695616961012518
strain_sample_43-kraken2_standard_0521-0.50	0.6557224011043238
strain_sample_43-kraken2_standard_0521-0.65	0.4482548351981261
strain_sample_43-kraken2_standard_0521-0.55	0.5926766965035979
strain_sample_43-kraken2_standard_0521-0.60	0.5228292424424162
strain_sample_43-kraken2_standard_0521-0.75	0.2999127907254417
strain_sample_43-kraken2_standard_0521-0.80	0.2167234473247604
strain_sample_43-kraken2_standard_0521-0.90	0.10138177393569314
strain_sample_43-kraken2_standard_0521-0.95	0.06322596209598746
strain_sample_43-kraken2_standard_0521-1.00	0.036285478478790364
strain_sample_43-kraken2_standard_0521-0.85	0.14899561057926888
strain_sample_31-kraken2_standard_0521-0.25	0.8792892691294993
strain_sample_31-kraken2_standard_0521-0.10	0.9030552425914669
strain_sample_31-kraken2_standard_0521-0.15	0.898596695561649
strain_sample_31-kraken2_standard_0521-0.20	0.8898422661647247
strain_sample_31-kraken2_standard_0521-0.05	0.901761084752407
strain_sample_31-kraken2_standard_0521-0.00	0.8946856975738006
strain_sample_31-kraken2_standard_0521-0.55	0.6251187211925493
strain_sample_31-kraken2_standard_0521-0.50	0.6889206585898155
strain_sample_31-kraken2_standard_0521-0.45	0.7362739130434783
strain_sample_31-kraken2_standard_0521-0.35	0.8292308305944602
strain_sample_31-kraken2_standard_0521-0.30	0.8639974031055353
strain_sample_31-kraken2_standard_0521-0.40	0.7862086734213919
strain_sample_31-kraken2_standard_0521-0.75	0.3214933833842727
strain_sample_31-kraken2_standard_0521-0.65	0.4764756560701256
strain_sample_31-kraken2_standard_0521-0.70	0.39446575457068844
strain_sample_31-kraken2_standard_0521-0.60	0.5536889896143453
strain_sample_31-kraken2_standard_0521-0.85	0.1612389149718484
strain_sample_31-kraken2_standard_0521-0.80	0.23304438409167008
strain_sample_31-kraken2_standard_0521-1.00	0.03912149720909544
strain_sample_31-kraken2_standard_0521-0.95	0.06798261186570219
strain_sample_31-kraken2_standard_0521-0.90	0.10958555573622288
marine_sample_7-kraken2_standard_0521-0.10	0.7826221349425923
marine_sample_7-kraken2_standard_0521-0.05	0.7834948272701477
marine_sample_7-kraken2_standard_0521-0.00	0.7746426090480785
marine_sample_7-kraken2_standard_0521-0.30	0.7223096104132504
marine_sample_7-kraken2_standard_0521-0.20	0.7622252906907319
marine_sample_7-kraken2_standard_0521-0.40	0.6518618495112853
marine_sample_7-kraken2_standard_0521-0.25	0.7466359935361069
marine_sample_7-kraken2_standard_0521-0.35	0.690620609902851
marine_sample_7-kraken2_standard_0521-0.15	0.7752868057465772
marine_sample_7-kraken2_standard_0521-0.50	0.5638914507121556
marine_sample_7-kraken2_standard_0521-0.55	0.5071132435738042
marine_sample_7-kraken2_standard_0521-0.45	0.6066789995421226
marine_sample_7-kraken2_standard_0521-0.65	0.37918189415094444
marine_sample_7-kraken2_standard_0521-0.60	0.4451818625484531
marine_sample_7-kraken2_standard_0521-0.70	0.31065112277134627
marine_sample_7-kraken2_standard_0521-0.80	0.1786200456096258
marine_sample_7-kraken2_standard_0521-0.75	0.2504530735320653
marine_sample_7-kraken2_standard_0521-0.85	0.12195474081265154
marine_sample_7-kraken2_standard_0521-1.00	0.0287953442749761
marine_sample_7-kraken2_standard_0521-0.90	0.08199265162523689
marine_sample_7-kraken2_standard_0521-0.95	0.05037842759069349
mouse_sample_7-kraken2_standard_0521-0.20	0
mouse_sample_7-kraken2_standard_0521-0.15	0
mouse_sample_7-kraken2_standard_0521-0.10	0
mouse_sample_7-kraken2_standard_0521-0.25	0
mouse_sample_7-kraken2_standard_0521-0.05	0
mouse_sample_7-kraken2_standard_0521-0.00	0
mouse_sample_7-kraken2_standard_0521-0.35	0
mouse_sample_7-kraken2_standard_0521-0.30	0
mouse_sample_7-kraken2_standard_0521-0.45	0
mouse_sample_7-kraken2_standard_0521-0.50	0
mouse_sample_7-kraken2_standard_0521-0.55	0
mouse_sample_7-kraken2_standard_0521-0.40	0
mouse_sample_7-kraken2_standard_0521-0.80	0
mouse_sample_7-kraken2_standard_0521-0.65	0
mouse_sample_7-kraken2_standard_0521-0.70	0
mouse_sample_7-kraken2_standard_0521-0.75	0
mouse_sample_7-kraken2_standard_0521-0.60	0
mouse_sample_7-kraken2_standard_0521-0.85	0
mouse_sample_7-kraken2_standard_0521-0.95	0
mouse_sample_7-kraken2_standard_0521-1.00	0
mouse_sample_7-kraken2_standard_0521-0.90	0
strain_sample_6-kraken2_standard_0521-0.10	0.8602392431737084
strain_sample_6-kraken2_standard_0521-0.05	0.857331972528433
strain_sample_6-kraken2_standard_0521-0.00	0.8438955608499052
strain_sample_6-kraken2_standard_0521-0.20	0.8420012767551158
