Sample name	Aitchisons distance
strain_sample_87-kraken2_chocophlan-0.50	49.443080742257145
strain_sample_87-kraken2_chocophlan-0.55	48.76506298958789
strain_sample_87-kraken2_chocophlan-0.25	53.649422696409395
strain_sample_87-kraken2_chocophlan-0.35	50.20314906136701
strain_sample_87-kraken2_chocophlan-0.40	50.5925213543176
strain_sample_87-kraken2_chocophlan-0.30	50.87706543813632
strain_sample_87-kraken2_chocophlan-0.10	73.33267755531226
strain_sample_87-kraken2_chocophlan-0.45	49.94815471490923
strain_sample_87-kraken2_chocophlan-0.20	57.53746492871976
strain_sample_87-kraken2_chocophlan-0.15	63.35415408487202
strain_sample_87-kraken2_chocophlan-0.05	99.19668026777889
strain_sample_87-kraken2_chocophlan-0.00	132.51667638492233
strain_sample_87-kraken2_chocophlan-0.70	46.470832206787435
strain_sample_87-kraken2_chocophlan-0.80	44.58012327265805
strain_sample_87-kraken2_chocophlan-0.60	48.01319419673077
strain_sample_87-kraken2_chocophlan-0.65	47.295673145854366
strain_sample_87-kraken2_chocophlan-0.75	45.50941487563768
strain_sample_87-kraken2_chocophlan-1.00	36.64623033604241
strain_sample_87-kraken2_chocophlan-0.95	39.59865962614953
strain_sample_87-kraken2_chocophlan-0.90	41.604441785776366
strain_sample_87-kraken2_chocophlan-0.85	43.17631905309192
strain_sample_74-kraken2_chocophlan-0.10	69.32704368992025
strain_sample_74-kraken2_chocophlan-0.05	95.32482787486309
strain_sample_74-kraken2_chocophlan-0.00	131.7457371507671
strain_sample_74-kraken2_chocophlan-0.35	46.47688030748836
strain_sample_74-kraken2_chocophlan-0.50	44.787281405382096
strain_sample_74-kraken2_chocophlan-0.40	45.95959327809332
strain_sample_74-kraken2_chocophlan-0.45	45.31172472923096
strain_sample_74-kraken2_chocophlan-0.60	42.94445940458519
strain_sample_74-kraken2_chocophlan-0.55	43.865455895135206
strain_sample_74-kraken2_chocophlan-0.15	59.81968591174047
strain_sample_74-kraken2_chocophlan-0.65	42.16450429011754
strain_sample_74-kraken2_chocophlan-0.30	47.42254038837246
strain_sample_74-kraken2_chocophlan-0.20	54.04716035831145
strain_sample_74-kraken2_chocophlan-0.70	41.72435006455723
strain_sample_74-kraken2_chocophlan-0.25	50.26916959186181
strain_sample_74-kraken2_chocophlan-0.90	36.0075937664984
strain_sample_74-kraken2_chocophlan-0.80	39.8378198274986
strain_sample_74-kraken2_chocophlan-0.85	37.711785648719236
strain_sample_74-kraken2_chocophlan-0.95	34.36850428106166
strain_sample_74-kraken2_chocophlan-1.00	32.243028834838555
strain_sample_74-kraken2_chocophlan-0.75	41.78118087280517
mouse_sample_37-kraken2_chocophlan-0.20	145.47854754997988
mouse_sample_37-kraken2_chocophlan-0.25	142.85359545924635
mouse_sample_37-kraken2_chocophlan-0.15	148.46158499257163
mouse_sample_37-kraken2_chocophlan-0.10	155.9143134954286
mouse_sample_37-kraken2_chocophlan-0.05	179.33901521973308
mouse_sample_37-kraken2_chocophlan-0.00	184.98914209226027
mouse_sample_37-kraken2_chocophlan-0.65	130.3374621145148
mouse_sample_37-kraken2_chocophlan-0.45	136.3213825649536
mouse_sample_37-kraken2_chocophlan-0.60	131.9568921781977
mouse_sample_37-kraken2_chocophlan-0.80	123.65369103769234
mouse_sample_37-kraken2_chocophlan-0.50	135.0914410331818
mouse_sample_37-kraken2_chocophlan-0.30	140.49573912560626
mouse_sample_37-kraken2_chocophlan-0.40	137.9191470751329
mouse_sample_37-kraken2_chocophlan-0.70	128.38115167062477
mouse_sample_37-kraken2_chocophlan-0.75	126.60568748429723
mouse_sample_37-kraken2_chocophlan-0.55	133.67837135416937
mouse_sample_37-kraken2_chocophlan-0.35	138.9564254602489
mouse_sample_37-kraken2_chocophlan-0.85	120.72303041028032
mouse_sample_37-kraken2_chocophlan-0.90	117.82339686500801
mouse_sample_37-kraken2_chocophlan-0.95	114.52490127432833
mouse_sample_37-kraken2_chocophlan-1.00	110.8563496119527
plant_sample_0-kraken2_chocophlan-0.35	143.74152649644077
plant_sample_0-kraken2_chocophlan-0.40	140.4947656444059
plant_sample_0-kraken2_chocophlan-0.20	159.41392989389473
plant_sample_0-kraken2_chocophlan-0.30	147.47979264730017
plant_sample_0-kraken2_chocophlan-0.15	172.8709864608184
plant_sample_0-kraken2_chocophlan-0.25	152.79955474876067
plant_sample_0-kraken2_chocophlan-0.10	195.79562228724902
plant_sample_0-kraken2_chocophlan-0.05	230.73603481423464
plant_sample_0-kraken2_chocophlan-0.00	243.35118822435555
plant_sample_0-kraken2_chocophlan-0.85	107.42505545644934
plant_sample_0-kraken2_chocophlan-0.60	129.42387272734368
plant_sample_0-kraken2_chocophlan-0.80	113.19111810593284
plant_sample_0-kraken2_chocophlan-0.65	126.45164519617813
plant_sample_0-kraken2_chocophlan-0.70	122.05809009393177
plant_sample_0-kraken2_chocophlan-0.45	137.5524001127126
plant_sample_0-kraken2_chocophlan-0.55	132.3137071572051
plant_sample_0-kraken2_chocophlan-0.90	100.98603808919623
plant_sample_0-kraken2_chocophlan-0.75	118.53454783980445
plant_sample_0-kraken2_chocophlan-0.95	94.22834999904094
plant_sample_0-kraken2_chocophlan-1.00	85.15497454426718
plant_sample_0-kraken2_chocophlan-0.50	135.21336531917845
mouse_sample_59-kraken2_chocophlan-0.25	129.68240510458534
mouse_sample_59-kraken2_chocophlan-0.50	122.3802428621587
mouse_sample_59-kraken2_chocophlan-0.30	127.25184095361625
mouse_sample_59-kraken2_chocophlan-0.35	125.58193977659758
mouse_sample_59-kraken2_chocophlan-0.45	123.57344265079139
mouse_sample_59-kraken2_chocophlan-0.10	144.42888262052165
mouse_sample_59-kraken2_chocophlan-0.20	132.8323492474689
mouse_sample_59-kraken2_chocophlan-0.15	137.48427553362535
mouse_sample_59-kraken2_chocophlan-0.40	124.6364792917965
mouse_sample_59-kraken2_chocophlan-0.55	121.17176026762162
mouse_sample_59-kraken2_chocophlan-0.05	170.85955268015334
mouse_sample_59-kraken2_chocophlan-0.00	169.88533759393064
mouse_sample_59-kraken2_chocophlan-0.80	111.64018824377236
mouse_sample_59-kraken2_chocophlan-0.85	108.8957249844216
mouse_sample_59-kraken2_chocophlan-0.75	114.48833117970432
mouse_sample_59-kraken2_chocophlan-0.65	118.04442593329145
mouse_sample_59-kraken2_chocophlan-0.90	106.32467505432044
mouse_sample_59-kraken2_chocophlan-0.95	103.23384937910066
mouse_sample_59-kraken2_chocophlan-0.70	116.26001227106747
mouse_sample_59-kraken2_chocophlan-0.60	119.55299005709621
mouse_sample_59-kraken2_chocophlan-1.00	99.99746827358595
strain_sample_11-kraken2_chocophlan-0.10	68.88639847711644
strain_sample_11-kraken2_chocophlan-0.05	95.17288314983836
strain_sample_11-kraken2_chocophlan-0.00	132.07228493843326
strain_sample_11-kraken2_chocophlan-0.50	44.45091633268417
strain_sample_11-kraken2_chocophlan-0.45	44.73897941826863
strain_sample_11-kraken2_chocophlan-0.70	42.206074753453656
strain_sample_11-kraken2_chocophlan-0.35	45.090515962872104
strain_sample_11-kraken2_chocophlan-0.65	42.883308637650025
strain_sample_11-kraken2_chocophlan-0.40	44.406182788305514
strain_sample_11-kraken2_chocophlan-0.60	43.36930633489043
strain_sample_11-kraken2_chocophlan-0.55	43.90569667503078
strain_sample_11-kraken2_chocophlan-0.15	58.80659247647499
strain_sample_11-kraken2_chocophlan-0.25	48.869570856198
strain_sample_11-kraken2_chocophlan-0.30	45.52727163350377
strain_sample_11-kraken2_chocophlan-0.20	52.77313999275958
strain_sample_11-kraken2_chocophlan-0.80	41.02959591261923
strain_sample_11-kraken2_chocophlan-0.85	39.29074328056181
strain_sample_11-kraken2_chocophlan-0.95	36.91228144885711
strain_sample_11-kraken2_chocophlan-0.75	42.07365164614644
mouse_sample_52-kraken2_chocophlan-0.15	103.33722652848942
strain_sample_11-kraken2_chocophlan-0.90	38.34488904011979
strain_sample_11-kraken2_chocophlan-1.00	33.87832812443319
mouse_sample_52-kraken2_chocophlan-0.10	114.98204317862559
mouse_sample_52-kraken2_chocophlan-0.20	98.14707067443558
mouse_sample_52-kraken2_chocophlan-0.25	94.8393882236128
mouse_sample_52-kraken2_chocophlan-0.05	144.4272678031645
mouse_sample_52-kraken2_chocophlan-0.00	146.80347358446687
mouse_sample_52-kraken2_chocophlan-0.30	91.14838764716426
mouse_sample_52-kraken2_chocophlan-0.40	88.56092052064604
mouse_sample_52-kraken2_chocophlan-0.55	84.25738908203728
mouse_sample_52-kraken2_chocophlan-0.50	85.81446445582391
mouse_sample_52-kraken2_chocophlan-0.35	89.21172033450806
mouse_sample_52-kraken2_chocophlan-0.45	86.96014453035289
mouse_sample_52-kraken2_chocophlan-0.80	76.72996091593109
mouse_sample_52-kraken2_chocophlan-0.60	83.27755619558364
mouse_sample_52-kraken2_chocophlan-0.75	78.53193412681716
mouse_sample_52-kraken2_chocophlan-0.70	80.06889214875189
mouse_sample_52-kraken2_chocophlan-0.65	81.44553227135583
mouse_sample_52-kraken2_chocophlan-0.85	74.63790243207448
mouse_sample_52-kraken2_chocophlan-1.00	68.24999470644174
mouse_sample_52-kraken2_chocophlan-0.95	70.45642341151519
mouse_sample_52-kraken2_chocophlan-0.90	72.5103026807272
marine_sample_5-kraken2_chocophlan-0.15	209.85364947328478
marine_sample_5-kraken2_chocophlan-0.40	188.20352068281198
marine_sample_5-kraken2_chocophlan-0.30	194.55476952356466
marine_sample_5-kraken2_chocophlan-0.25	198.56776677658195
marine_sample_5-kraken2_chocophlan-0.35	191.32840453374547
marine_sample_5-kraken2_chocophlan-0.20	202.7405910494947
marine_sample_5-kraken2_chocophlan-0.10	221.6862847075443
marine_sample_5-kraken2_chocophlan-0.05	243.05915301499294
marine_sample_5-kraken2_chocophlan-0.00	250.85635499556992
marine_sample_5-kraken2_chocophlan-0.95	135.55753561054573
marine_sample_5-kraken2_chocophlan-0.75	164.37874929809954
marine_sample_5-kraken2_chocophlan-1.00	126.60584200429714
marine_sample_5-kraken2_chocophlan-0.80	158.84034294008052
marine_sample_5-kraken2_chocophlan-0.90	143.65675848154137
marine_sample_5-kraken2_chocophlan-0.85	151.30184530753945
marine_sample_5-kraken2_chocophlan-0.45	185.200724437351
marine_sample_5-kraken2_chocophlan-0.55	179.15790519036685
marine_sample_5-kraken2_chocophlan-0.70	167.86168903758517
marine_sample_5-kraken2_chocophlan-0.65	171.76432396268734
marine_sample_5-kraken2_chocophlan-0.60	175.83405152601668
marine_sample_5-kraken2_chocophlan-0.50	182.31403355455524
strain_sample_68-kraken2_chocophlan-0.30	48.45636678721971
strain_sample_68-kraken2_chocophlan-0.25	50.728681739284276
strain_sample_68-kraken2_chocophlan-0.35	47.73503349879718
strain_sample_68-kraken2_chocophlan-0.20	54.955719448520085
strain_sample_68-kraken2_chocophlan-0.15	60.801964807147826
strain_sample_68-kraken2_chocophlan-0.10	70.3146975521558
strain_sample_68-kraken2_chocophlan-0.40	47.118727751032395
strain_sample_68-kraken2_chocophlan-0.50	45.82883749650244
strain_sample_68-kraken2_chocophlan-0.45	46.58325022952445
