Sample name	Proportion classified
strain_sample_41-kraken2_refseqV205-0.20	0.949666861129762
strain_sample_41-kraken2_refseqV205-0.10	0.988877216762849
strain_sample_41-kraken2_refseqV205-0.15	0.9738691780701518
strain_sample_41-kraken2_refseqV205-0.25	0.9215925100207589
strain_sample_41-kraken2_refseqV205-0.05	0.9965837997467824
strain_sample_41-kraken2_refseqV205-0.00	0.998790702971319
strain_sample_41-kraken2_refseqV205-0.45	0.6924618231583761
strain_sample_41-kraken2_refseqV205-0.40	0.7621866836700429
strain_sample_41-kraken2_refseqV205-0.50	0.6295862653665534
strain_sample_41-kraken2_refseqV205-0.30	0.878155624463167
strain_sample_41-kraken2_refseqV205-0.35	0.8245723777568074
strain_sample_41-kraken2_refseqV205-0.55	0.5503084991991356
strain_sample_41-kraken2_refseqV205-0.65	0.38749811634221676
strain_sample_41-kraken2_refseqV205-0.60	0.4686128901838405
strain_sample_41-kraken2_refseqV205-0.80	0.17120620054318456
strain_sample_41-kraken2_refseqV205-0.85	0.11505186425404222
strain_sample_41-kraken2_refseqV205-0.75	0.24428070414771302
strain_sample_41-kraken2_refseqV205-0.70	0.30880449067020355
strain_sample_41-kraken2_refseqV205-1.00	0.026574486251589372
strain_sample_41-kraken2_refseqV205-0.95	0.04668947238501349
strain_sample_41-kraken2_refseqV205-0.90	0.07636472602713999
strain_sample_38-kraken2_refseqV205-0.10	0.9860688602713097
strain_sample_38-kraken2_refseqV205-0.05	0.9951331842843462
strain_sample_38-kraken2_refseqV205-0.00	0.9982023026580336
strain_sample_38-kraken2_refseqV205-0.40	0.747738748081707
strain_sample_38-kraken2_refseqV205-0.35	0.8116678659833844
strain_sample_38-kraken2_refseqV205-0.25	0.912854670923978
strain_sample_38-kraken2_refseqV205-0.30	0.8670935101758027
strain_sample_38-kraken2_refseqV205-0.20	0.9428097292420373
strain_sample_38-kraken2_refseqV205-0.15	0.9691946469236136
strain_sample_38-kraken2_refseqV205-0.45	0.6768807763935988
strain_sample_38-kraken2_refseqV205-0.55	0.5342169043077543
strain_sample_38-kraken2_refseqV205-0.65	0.3731944671388472
strain_sample_38-kraken2_refseqV205-0.60	0.45322153707256585
strain_sample_38-kraken2_refseqV205-0.50	0.6135903754420022
strain_sample_38-kraken2_refseqV205-0.70	0.2961222710784485
strain_sample_38-kraken2_refseqV205-0.95	0.04403246107156231
strain_sample_38-kraken2_refseqV205-0.75	0.23328877296746633
strain_sample_38-kraken2_refseqV205-0.90	0.0722880572858002
strain_sample_38-kraken2_refseqV205-0.80	0.1630184088476954
strain_sample_38-kraken2_refseqV205-0.85	0.10915663657576763
strain_sample_38-kraken2_refseqV205-1.00	0.024980386774755996
strain_sample_33-kraken2_refseqV205-0.25	0.9163287703429065
strain_sample_33-kraken2_refseqV205-0.20	0.9455593194766537
strain_sample_33-kraken2_refseqV205-0.15	0.9711077228808332
strain_sample_33-kraken2_refseqV205-0.10	0.9872893276156196
strain_sample_33-kraken2_refseqV205-0.05	0.9957824197133689
strain_sample_33-kraken2_refseqV205-0.00	0.9984350974572043
strain_sample_33-kraken2_refseqV205-0.30	0.8715047228844399
strain_sample_33-kraken2_refseqV205-0.50	0.6200616944437431
strain_sample_33-kraken2_refseqV205-0.35	0.8167341106827234
strain_sample_33-kraken2_refseqV205-0.45	0.6830769919728397
strain_sample_33-kraken2_refseqV205-0.55	0.5407281158594424
strain_sample_33-kraken2_refseqV205-0.40	0.7533769345071718
strain_sample_33-kraken2_refseqV205-0.85	0.11146784206799464
strain_sample_33-kraken2_refseqV205-0.75	0.23757860954723545
strain_sample_33-kraken2_refseqV205-0.80	0.1661155282333154
strain_sample_33-kraken2_refseqV205-0.60	0.4594395925227308
strain_sample_33-kraken2_refseqV205-0.70	0.30102489958535755
strain_sample_33-kraken2_refseqV205-0.65	0.3788540618489278
strain_sample_33-kraken2_refseqV205-0.95	0.04507177798535948
strain_sample_33-kraken2_refseqV205-0.90	0.07383752243625578
strain_sample_33-kraken2_refseqV205-1.00	0.025632032180774006
mouse_sample_15-kraken2_refseqV205-0.10	0.9419738637171803
mouse_sample_15-kraken2_refseqV205-0.05	0.9598855940458652
mouse_sample_15-kraken2_refseqV205-0.00	0.9778754826832114
mouse_sample_15-kraken2_refseqV205-0.30	0.7974170935289614
mouse_sample_15-kraken2_refseqV205-0.25	0.8490294952248824
mouse_sample_15-kraken2_refseqV205-0.35	0.7376971361327606
mouse_sample_15-kraken2_refseqV205-0.40	0.6714648587849638
mouse_sample_15-kraken2_refseqV205-0.20	0.8846969701892539
mouse_sample_15-kraken2_refseqV205-0.15	0.9180801647930935
mouse_sample_15-kraken2_refseqV205-0.60	0.387742466748423
mouse_sample_15-kraken2_refseqV205-0.45	0.6006563192045494
mouse_sample_15-kraken2_refseqV205-0.70	0.24518502099323747
mouse_sample_15-kraken2_refseqV205-0.55	0.46335551609333125
mouse_sample_15-kraken2_refseqV205-0.50	0.53906817365994
mouse_sample_15-kraken2_refseqV205-0.65	0.3144514231370495
mouse_sample_15-kraken2_refseqV205-0.90	0.05597238984040663
mouse_sample_15-kraken2_refseqV205-0.80	0.12999050427692613
mouse_sample_15-kraken2_refseqV205-0.75	0.19016870161059063
mouse_sample_15-kraken2_refseqV205-0.85	0.08554183202353485
mouse_sample_15-kraken2_refseqV205-0.95	0.033609065497384676
mouse_sample_15-kraken2_refseqV205-1.00	0.018898336076395145
strain_sample_56-kraken2_refseqV205-0.25	0.9160644081684919
strain_sample_56-kraken2_refseqV205-0.20	0.9445306471747631
strain_sample_56-kraken2_refseqV205-0.15	0.9693317838885194
strain_sample_56-kraken2_refseqV205-0.10	0.9849629506944095
strain_sample_56-kraken2_refseqV205-0.05	0.9935359474904134
strain_sample_56-kraken2_refseqV205-0.00	0.9971075660781
strain_sample_56-kraken2_refseqV205-0.35	0.8182526482791334
strain_sample_56-kraken2_refseqV205-0.30	0.8722073246135982
strain_sample_56-kraken2_refseqV205-0.45	0.6861651331030608
strain_sample_56-kraken2_refseqV205-0.55	0.5445036541307323
strain_sample_56-kraken2_refseqV205-0.50	0.623557577996521
strain_sample_56-kraken2_refseqV205-0.40	0.7558424309610816
strain_sample_56-kraken2_refseqV205-0.60	0.4632450478435173
strain_sample_56-kraken2_refseqV205-0.75	0.24074300908715718
strain_sample_56-kraken2_refseqV205-0.70	0.30466482184140053
strain_sample_56-kraken2_refseqV205-0.65	0.3826596144082737
strain_sample_56-kraken2_refseqV205-0.80	0.16862626747822146
strain_sample_56-kraken2_refseqV205-0.85	0.11333245961639217
strain_sample_56-kraken2_refseqV205-1.00	0.026179645621611028
strain_sample_56-kraken2_refseqV205-0.95	0.04598188400024889
strain_sample_56-kraken2_refseqV205-0.90	0.07530247689735098
strain_sample_7-kraken2_refseqV205-0.10	0.9890828303179963
strain_sample_7-kraken2_refseqV205-0.05	0.9968622181522505
strain_sample_7-kraken2_refseqV205-0.00	0.9989608849443423
strain_sample_7-kraken2_refseqV205-0.30	0.8775854843065075
strain_sample_7-kraken2_refseqV205-0.25	0.9212147172352296
strain_sample_7-kraken2_refseqV205-0.20	0.94949915856475
strain_sample_7-kraken2_refseqV205-0.15	0.973911224561404
strain_sample_7-kraken2_refseqV205-0.35	0.8238315290198613
strain_sample_7-kraken2_refseqV205-0.40	0.7614499133770247
strain_sample_7-kraken2_refseqV205-0.60	0.46811404449275784
strain_sample_7-kraken2_refseqV205-0.50	0.6289812269552005
strain_sample_7-kraken2_refseqV205-0.55	0.5497008806255909
strain_sample_7-kraken2_refseqV205-0.65	0.3870165616757237
strain_sample_7-kraken2_refseqV205-0.70	0.30833999904729004
strain_sample_7-kraken2_refseqV205-0.45	0.6917093645529679
strain_sample_7-kraken2_refseqV205-0.90	0.076368720397806
strain_sample_7-kraken2_refseqV205-0.80	0.1709168450994267
strain_sample_7-kraken2_refseqV205-0.75	0.24379442442267504
strain_sample_7-kraken2_refseqV205-0.85	0.11498668384950729
strain_sample_7-kraken2_refseqV205-1.00	0.02657602497843254
strain_sample_7-kraken2_refseqV205-0.95	0.04662245531392019
strain_sample_24-kraken2_refseqV205-0.25	0.922498926481163
strain_sample_24-kraken2_refseqV205-0.20	0.9503700747722021
strain_sample_24-kraken2_refseqV205-0.15	0.9743731746799201
strain_sample_24-kraken2_refseqV205-0.10	0.98917428747347
strain_sample_24-kraken2_refseqV205-0.05	0.9967377497903295
strain_sample_24-kraken2_refseqV205-0.00	0.9988503807723986
strain_sample_24-kraken2_refseqV205-0.45	0.694584717238594
strain_sample_24-kraken2_refseqV205-0.40	0.7640958507332531
strain_sample_24-kraken2_refseqV205-0.55	0.5528418425038937
strain_sample_24-kraken2_refseqV205-0.35	0.8261916660080815
strain_sample_24-kraken2_refseqV205-0.30	0.879366381987601
strain_sample_24-kraken2_refseqV205-0.50	0.6320650535887983
strain_sample_24-kraken2_refseqV205-0.65	0.38990767587754344
strain_sample_24-kraken2_refseqV205-0.60	0.47120926150017384
strain_sample_24-kraken2_refseqV205-0.70	0.310941237877651
strain_sample_24-kraken2_refseqV205-0.85	0.11631798213917072
strain_sample_24-kraken2_refseqV205-0.75	0.2461304491410497
strain_sample_24-kraken2_refseqV205-0.80	0.17267231216876047
strain_sample_24-kraken2_refseqV205-0.90	0.07715805833271482
strain_sample_24-kraken2_refseqV205-0.95	0.047263751483319065
strain_sample_24-kraken2_refseqV205-1.00	0.026921132950762972
marine_sample_9-kraken2_refseqV205-0.10	0.9461676757404629
marine_sample_9-kraken2_refseqV205-0.05	0.9683706326071677
marine_sample_9-kraken2_refseqV205-0.00	0.985910504565727
marine_sample_9-kraken2_refseqV205-0.40	0.6590006247476715
marine_sample_9-kraken2_refseqV205-0.35	0.7259589864745313
marine_sample_9-kraken2_refseqV205-0.30	0.7877638105451785
marine_sample_9-kraken2_refseqV205-0.20	0.8812911555982064
marine_sample_9-kraken2_refseqV205-0.25	0.8433586956143098
marine_sample_9-kraken2_refseqV205-0.15	0.9180526791657042
marine_sample_9-kraken2_refseqV205-0.65	0.3049762935826366
marine_sample_9-kraken2_refseqV205-0.45	0.5878509520945504
marine_sample_9-kraken2_refseqV205-0.50	0.5264094330291758
marine_sample_9-kraken2_refseqV205-0.55	0.45137031272578937
marine_sample_9-kraken2_refseqV205-0.70	0.23727030072573313
marine_sample_9-kraken2_refseqV205-0.60	0.3768732370037529
marine_sample_9-kraken2_refseqV205-0.90	0.05374268419996202
marine_sample_9-kraken2_refseqV205-0.80	0.12546545263094927
marine_sample_9-kraken2_refseqV205-0.85	0.08248540143311182
marine_sample_9-kraken2_refseqV205-1.00	0.01796633041283917
marine_sample_9-kraken2_refseqV205-0.75	0.18365362312207828
marine_sample_9-kraken2_refseqV205-0.95	0.032149640100416085
marine_sample_2-kraken2_refseqV205-0.25	0.8550917041174297
marine_sample_2-kraken2_refseqV205-0.20	0.8923536116822356
marine_sample_2-kraken2_refseqV205-0.15	0.9276874936634414
marine_sample_2-kraken2_refseqV205-0.10	0.9534280661856248
marine_sample_2-kraken2_refseqV205-0.05	0.9719290454391913
marine_sample_2-kraken2_refseqV205-0.00	0.9861434178832459
marine_sample_2-kraken2_refseqV205-0.40	0.672860597632974
marine_sample_2-kraken2_refseqV205-0.55	0.46264896017974444
marine_sample_2-kraken2_refseqV205-0.45	0.6010766083326886
marine_sample_2-kraken2_refseqV205-0.50	0.5388272777855992
marine_sample_2-kraken2_refseqV205-0.35	0.7401388132772946
marine_sample_2-kraken2_refseqV205-0.30	0.8013075053203067
marine_sample_2-kraken2_refseqV205-0.70	0.24392125825914854
marine_sample_2-kraken2_refseqV205-0.75	0.1890342580184194
marine_sample_2-kraken2_refseqV205-0.60	0.38652481864829374
marine_sample_2-kraken2_refseqV205-0.65	0.3131535664674365
marine_sample_2-kraken2_refseqV205-0.80	0.12928768792851353
marine_sample_2-kraken2_refseqV205-0.85	0.08500220067778953
marine_sample_2-kraken2_refseqV205-0.95	0.033080890044431585
marine_sample_2-kraken2_refseqV205-0.90	0.055246592433031885
marine_sample_2-kraken2_refseqV205-1.00	0.01849314114080638
plant_sample_18-kraken2_refseqV205-0.10	0.8616939277636075
plant_sample_18-kraken2_refseqV205-0.05	0.8984436811203619
plant_sample_18-kraken2_refseqV205-0.00	0.9422376858847875
plant_sample_18-kraken2_refseqV205-0.30	0.6919470980316665
plant_sample_18-kraken2_refseqV205-0.25	0.7444532340343616
plant_sample_18-kraken2_refseqV205-0.20	0.7836013222484239
plant_sample_18-kraken2_refseqV205-0.40	0.5726223591125655
plant_sample_18-kraken2_refseqV205-0.35	0.634324949468213
plant_sample_18-kraken2_refseqV205-0.15	0.8250351917801627
plant_sample_18-kraken2_refseqV205-0.65	0.2612436534481929
plant_sample_18-kraken2_refseqV205-0.55	0.3880201766206266
plant_sample_18-kraken2_refseqV205-0.50	0.4538942862986669
plant_sample_18-kraken2_refseqV205-0.70	0.20322131117955627
plant_sample_18-kraken2_refseqV205-0.60	0.32324245632609844
plant_sample_18-kraken2_refseqV205-0.45	0.5085380372010203
plant_sample_18-kraken2_refseqV205-0.90	0.045608065835699506
plant_sample_18-kraken2_refseqV205-0.75	0.1575285745223543
plant_sample_18-kraken2_refseqV205-1.00	0.014597941431252707
plant_sample_18-kraken2_refseqV205-0.95	0.026803353145002165
plant_sample_18-kraken2_refseqV205-0.85	0.07081575749554839
plant_sample_18-kraken2_refseqV205-0.80	0.10803825376582127
plant_sample_13-kraken2_refseqV205-0.25	0.7737200932006084
plant_sample_13-kraken2_refseqV205-0.15	0.849284378251066
plant_sample_13-kraken2_refseqV205-0.20	0.811074534921806
plant_sample_13-kraken2_refseqV205-0.10	0.881660882482358
plant_sample_13-kraken2_refseqV205-0.05	0.9125986842797811
plant_sample_13-kraken2_refseqV205-0.00	0.9496193686912966
plant_sample_13-kraken2_refseqV205-0.40	0.6025160073879559
plant_sample_13-kraken2_refseqV205-0.45	0.5367720131096816
plant_sample_13-kraken2_refseqV205-0.35	0.6648909987785993
plant_sample_13-kraken2_refseqV205-0.30	0.7223680858595717
plant_sample_13-kraken2_refseqV205-0.55	0.41179826224836996
plant_sample_13-kraken2_refseqV205-0.50	0.4803431471476638
plant_sample_13-kraken2_refseqV205-0.75	0.16869520652079434
plant_sample_13-kraken2_refseqV205-0.85	0.07615859382213626
plant_sample_13-kraken2_refseqV205-0.80	0.11587830024082137
plant_sample_13-kraken2_refseqV205-0.65	0.27861501995115
plant_sample_13-kraken2_refseqV205-0.70	0.21724439835410156
plant_sample_13-kraken2_refseqV205-0.60	0.34389920691659914
plant_sample_13-kraken2_refseqV205-0.95	0.02901423844714577
plant_sample_13-kraken2_refseqV205-1.00	0.015831711967171057
plant_sample_13-kraken2_refseqV205-0.90	0.04917511085392486
mouse_sample_27-kraken2_refseqV205-0.10	0.9565923828100451
mouse_sample_27-kraken2_refseqV205-0.05	0.9727747573648138
mouse_sample_27-kraken2_refseqV205-0.00	0.9858017303545379
mouse_sample_27-kraken2_refseqV205-0.30	0.8096249775907162
mouse_sample_27-kraken2_refseqV205-0.25	0.8625100755327426
mouse_sample_27-kraken2_refseqV205-0.20	0.8988690746350482
mouse_sample_27-kraken2_refseqV205-0.15	0.9327948209280971
