Sample name	Precision reads
strain_sample_41-kraken2_refseqV205-0.20	0.8108270332209604
strain_sample_41-kraken2_refseqV205-0.10	0.7903493071643972
strain_sample_41-kraken2_refseqV205-0.15	0.7992201644922375
strain_sample_41-kraken2_refseqV205-0.05	0.7887028046062267
strain_sample_41-kraken2_refseqV205-0.25	0.8356488477937444
strain_sample_41-kraken2_refseqV205-0.00	0.7732617626902034
strain_sample_41-kraken2_refseqV205-0.40	0.9675356912051268
strain_sample_41-kraken2_refseqV205-0.45	0.9634325776454419
strain_sample_41-kraken2_refseqV205-0.50	0.9613570890617885
strain_sample_41-kraken2_refseqV205-0.30	0.8923392777861896
strain_sample_41-kraken2_refseqV205-0.35	0.9336867336935117
strain_sample_41-kraken2_refseqV205-0.55	0.9642829500194727
strain_sample_41-kraken2_refseqV205-0.70	0.9661731979748777
strain_sample_41-kraken2_refseqV205-0.65	0.9654271359121948
strain_sample_41-kraken2_refseqV205-0.80	0.9670853162293107
strain_sample_41-kraken2_refseqV205-0.85	0.9670511343046773
strain_sample_41-kraken2_refseqV205-0.60	0.9668345165973294
strain_sample_41-kraken2_refseqV205-0.75	0.9673802336652078
strain_sample_41-kraken2_refseqV205-1.00	0.9693630638066916
strain_sample_41-kraken2_refseqV205-0.95	0.9693286180421029
strain_sample_41-kraken2_refseqV205-0.90	0.9648912948314753
strain_sample_38-kraken2_refseqV205-0.10	0.6790152054427294
strain_sample_38-kraken2_refseqV205-0.05	0.6696800751296483
strain_sample_38-kraken2_refseqV205-0.00	0.6543687617085615
strain_sample_38-kraken2_refseqV205-0.40	0.9230265869884273
strain_sample_38-kraken2_refseqV205-0.35	0.8758430928865495
strain_sample_38-kraken2_refseqV205-0.25	0.790905109586412
strain_sample_38-kraken2_refseqV205-0.30	0.8373023578026757
strain_sample_38-kraken2_refseqV205-0.20	0.7511682378030489
strain_sample_38-kraken2_refseqV205-0.15	0.6962324521271485
strain_sample_38-kraken2_refseqV205-0.45	0.9552439871273525
strain_sample_38-kraken2_refseqV205-0.55	0.9577842065335819
strain_sample_38-kraken2_refseqV205-0.65	0.9611272442604915
strain_sample_38-kraken2_refseqV205-0.60	0.9598663089233023
strain_sample_38-kraken2_refseqV205-0.50	0.9568303376313866
strain_sample_38-kraken2_refseqV205-0.70	0.9621835568741629
strain_sample_38-kraken2_refseqV205-0.95	0.9685274040997333
strain_sample_38-kraken2_refseqV205-0.75	0.9631877726443847
strain_sample_38-kraken2_refseqV205-0.80	0.9649826849866316
strain_sample_38-kraken2_refseqV205-0.85	0.9665731832181488
strain_sample_38-kraken2_refseqV205-0.90	0.9694846419859885
strain_sample_38-kraken2_refseqV205-1.00	0.9740431280633292
strain_sample_33-kraken2_refseqV205-0.25	0.8716516781819414
strain_sample_33-kraken2_refseqV205-0.20	0.8488070230505929
strain_sample_33-kraken2_refseqV205-0.15	0.819759825952582
strain_sample_33-kraken2_refseqV205-0.10	0.8161955887416197
strain_sample_33-kraken2_refseqV205-0.05	0.78100837679308
strain_sample_33-kraken2_refseqV205-0.00	0.7736205230151831
strain_sample_33-kraken2_refseqV205-0.30	0.9133258600794434
strain_sample_33-kraken2_refseqV205-0.50	0.9479686055514065
strain_sample_33-kraken2_refseqV205-0.35	0.9354106492100472
strain_sample_33-kraken2_refseqV205-0.45	0.9500704327140432
strain_sample_33-kraken2_refseqV205-0.55	0.949365458057034
strain_sample_33-kraken2_refseqV205-0.40	0.9543620914661117
strain_sample_33-kraken2_refseqV205-0.85	0.9587247767954945
strain_sample_33-kraken2_refseqV205-0.75	0.9553738428598085
strain_sample_33-kraken2_refseqV205-0.80	0.9562773854363192
strain_sample_33-kraken2_refseqV205-0.60	0.9505545500382119
strain_sample_33-kraken2_refseqV205-0.70	0.9545541567811576
strain_sample_33-kraken2_refseqV205-0.65	0.9506167966951858
strain_sample_33-kraken2_refseqV205-0.95	0.9658699145789295
strain_sample_33-kraken2_refseqV205-0.90	0.9635958440606905
strain_sample_33-kraken2_refseqV205-1.00	0.9684902032057972
mouse_sample_15-kraken2_refseqV205-0.10	0.0
mouse_sample_15-kraken2_refseqV205-0.05	0.0
mouse_sample_15-kraken2_refseqV205-0.00	0.0
mouse_sample_15-kraken2_refseqV205-0.30	0.0
mouse_sample_15-kraken2_refseqV205-0.25	0.0
mouse_sample_15-kraken2_refseqV205-0.35	0.0
mouse_sample_15-kraken2_refseqV205-0.40	0.0
mouse_sample_15-kraken2_refseqV205-0.20	0.0
mouse_sample_15-kraken2_refseqV205-0.15	0.0
mouse_sample_15-kraken2_refseqV205-0.60	0.0
mouse_sample_15-kraken2_refseqV205-0.45	0.0
mouse_sample_15-kraken2_refseqV205-0.70	0.0
mouse_sample_15-kraken2_refseqV205-0.55	0.0
mouse_sample_15-kraken2_refseqV205-0.50	0.0
mouse_sample_15-kraken2_refseqV205-0.65	0.0
mouse_sample_15-kraken2_refseqV205-0.90	0.0
mouse_sample_15-kraken2_refseqV205-0.80	0.0
mouse_sample_15-kraken2_refseqV205-0.75	0.0
mouse_sample_15-kraken2_refseqV205-0.85	0.0
mouse_sample_15-kraken2_refseqV205-0.95	0.0
mouse_sample_15-kraken2_refseqV205-1.00	0.0
strain_sample_56-kraken2_refseqV205-0.25	0.858095484976034
strain_sample_56-kraken2_refseqV205-0.20	0.8372972411316292
strain_sample_56-kraken2_refseqV205-0.15	0.8218800396246972
strain_sample_56-kraken2_refseqV205-0.10	0.8175589256209949
strain_sample_56-kraken2_refseqV205-0.05	0.8096752663958574
strain_sample_56-kraken2_refseqV205-0.00	0.7596714117390461
strain_sample_56-kraken2_refseqV205-0.35	0.9240561409386481
strain_sample_56-kraken2_refseqV205-0.30	0.8949940283863168
strain_sample_56-kraken2_refseqV205-0.45	0.9573535548013392
strain_sample_56-kraken2_refseqV205-0.55	0.9570438359862331
strain_sample_56-kraken2_refseqV205-0.50	0.9564728469588731
strain_sample_56-kraken2_refseqV205-0.40	0.9591190976024784
strain_sample_56-kraken2_refseqV205-0.60	0.9572965236387987
strain_sample_56-kraken2_refseqV205-0.70	0.9585623850733126
strain_sample_56-kraken2_refseqV205-0.75	0.9600976901291329
strain_sample_56-kraken2_refseqV205-0.65	0.9581298646413603
strain_sample_56-kraken2_refseqV205-0.80	0.9618816434722621
strain_sample_56-kraken2_refseqV205-0.85	0.9615371353928375
strain_sample_56-kraken2_refseqV205-1.00	0.9753972719131054
strain_sample_56-kraken2_refseqV205-0.95	0.9676329126129498
strain_sample_56-kraken2_refseqV205-0.90	0.962836556693212
strain_sample_7-kraken2_refseqV205-0.10	0.7129189452435832
strain_sample_7-kraken2_refseqV205-0.05	0.7136287990931318
strain_sample_7-kraken2_refseqV205-0.00	0.7116025545948681
strain_sample_7-kraken2_refseqV205-0.30	0.7978901447910975
strain_sample_7-kraken2_refseqV205-0.25	0.7596024799978663
strain_sample_7-kraken2_refseqV205-0.20	0.7368323971340004
strain_sample_7-kraken2_refseqV205-0.15	0.7094544928258959
strain_sample_7-kraken2_refseqV205-0.35	0.8346818268252543
strain_sample_7-kraken2_refseqV205-0.40	0.8773561605704427
strain_sample_7-kraken2_refseqV205-0.60	0.9770934645711503
strain_sample_7-kraken2_refseqV205-0.50	0.9759198142620485
strain_sample_7-kraken2_refseqV205-0.55	0.9761214511924923
strain_sample_7-kraken2_refseqV205-0.65	0.9779619678588006
strain_sample_7-kraken2_refseqV205-0.70	0.9797276733073884
strain_sample_7-kraken2_refseqV205-0.45	0.928384428036729
strain_sample_7-kraken2_refseqV205-0.90	0.9824944757197306
strain_sample_7-kraken2_refseqV205-0.80	0.9808343674897276
strain_sample_7-kraken2_refseqV205-0.75	0.9803708011506559
strain_sample_7-kraken2_refseqV205-0.85	0.9807527946868931
strain_sample_7-kraken2_refseqV205-1.00	0.9832631724769657
strain_sample_7-kraken2_refseqV205-0.95	0.9812478949005426
strain_sample_24-kraken2_refseqV205-0.25	0.8037687181604074
strain_sample_24-kraken2_refseqV205-0.20	0.806160628618667
strain_sample_24-kraken2_refseqV205-0.15	0.7977378360732988
strain_sample_24-kraken2_refseqV205-0.10	0.7982221660559726
strain_sample_24-kraken2_refseqV205-0.05	0.7930773573800723
strain_sample_24-kraken2_refseqV205-0.00	0.7784229479693272
strain_sample_24-kraken2_refseqV205-0.45	0.9031908300679115
strain_sample_24-kraken2_refseqV205-0.40	0.8581305098200225
strain_sample_24-kraken2_refseqV205-0.55	0.9862749129340778
strain_sample_24-kraken2_refseqV205-0.35	0.8236302774261398
strain_sample_24-kraken2_refseqV205-0.30	0.803294432751052
strain_sample_24-kraken2_refseqV205-0.50	0.9529003352647983
strain_sample_24-kraken2_refseqV205-0.65	0.9880018180406431
strain_sample_24-kraken2_refseqV205-0.60	0.9877929443065041
strain_sample_24-kraken2_refseqV205-0.70	0.988488910020942
strain_sample_24-kraken2_refseqV205-0.85	0.9917835167865684
strain_sample_24-kraken2_refseqV205-0.75	0.9894714577155185
strain_sample_24-kraken2_refseqV205-0.80	0.9911607723980467
strain_sample_24-kraken2_refseqV205-0.90	0.9918847527794843
strain_sample_24-kraken2_refseqV205-0.95	0.9915154694068935
strain_sample_24-kraken2_refseqV205-1.00	0.9956830758154578
marine_sample_9-kraken2_refseqV205-0.10	0.7581870082161444
marine_sample_9-kraken2_refseqV205-0.05	0.7516942178477098
marine_sample_9-kraken2_refseqV205-0.00	0.7378408954603601
marine_sample_9-kraken2_refseqV205-0.40	0.7568906872746657
marine_sample_9-kraken2_refseqV205-0.35	0.7558221387066052
marine_sample_9-kraken2_refseqV205-0.30	0.7563112762943797
marine_sample_9-kraken2_refseqV205-0.20	0.7595859836170537
marine_sample_9-kraken2_refseqV205-0.25	0.7575814850408135
marine_sample_9-kraken2_refseqV205-0.15	0.7597044468041964
marine_sample_9-kraken2_refseqV205-0.45	0.7607279973865084
marine_sample_9-kraken2_refseqV205-0.50	0.7640682325279338
marine_sample_9-kraken2_refseqV205-0.65	0.7879356571796445
marine_sample_9-kraken2_refseqV205-0.55	0.7708005043856979
marine_sample_9-kraken2_refseqV205-0.70	0.7985990241314335
marine_sample_9-kraken2_refseqV205-0.60	0.7806468937403086
marine_sample_9-kraken2_refseqV205-0.90	0.8773026497759584
marine_sample_9-kraken2_refseqV205-0.80	0.8369666681027673
marine_sample_9-kraken2_refseqV205-0.85	0.8542885758483386
marine_sample_9-kraken2_refseqV205-1.00	0.9397853164760077
marine_sample_9-kraken2_refseqV205-0.75	0.8127737143326198
marine_sample_9-kraken2_refseqV205-0.95	0.9154335321667361
marine_sample_2-kraken2_refseqV205-0.25	0.789483540077802
marine_sample_2-kraken2_refseqV205-0.20	0.7869258583054851
marine_sample_2-kraken2_refseqV205-0.15	0.7870537319878242
marine_sample_2-kraken2_refseqV205-0.10	0.785129356485334
marine_sample_2-kraken2_refseqV205-0.05	0.78006384975551
marine_sample_2-kraken2_refseqV205-0.00	0.7671253993614116
marine_sample_2-kraken2_refseqV205-0.40	0.8016726003362036
marine_sample_2-kraken2_refseqV205-0.55	0.8170184094557393
marine_sample_2-kraken2_refseqV205-0.45	0.8079137956954505
marine_sample_2-kraken2_refseqV205-0.50	0.8109764964049518
marine_sample_2-kraken2_refseqV205-0.35	0.7930493758804253
marine_sample_2-kraken2_refseqV205-0.30	0.7910747017045263
marine_sample_2-kraken2_refseqV205-0.70	0.8402939908717896
marine_sample_2-kraken2_refseqV205-0.75	0.8506721613060042
marine_sample_2-kraken2_refseqV205-0.60	0.8230130547187147
marine_sample_2-kraken2_refseqV205-0.65	0.8294720918849582
marine_sample_2-kraken2_refseqV205-0.80	0.8716753899825069
marine_sample_2-kraken2_refseqV205-0.85	0.8845624443114475
marine_sample_2-kraken2_refseqV205-0.95	0.924882552391846
marine_sample_2-kraken2_refseqV205-0.90	0.9040517012231151
marine_sample_2-kraken2_refseqV205-1.00	0.949657356284508
plant_sample_18-kraken2_refseqV205-0.10	0.6765378904330569
plant_sample_18-kraken2_refseqV205-0.05	0.6598229368325121
plant_sample_18-kraken2_refseqV205-0.00	0.6063628720554303
plant_sample_18-kraken2_refseqV205-0.30	0.7429644312587618
plant_sample_18-kraken2_refseqV205-0.25	0.7250789179483637
plant_sample_18-kraken2_refseqV205-0.20	0.7101337202631837
plant_sample_18-kraken2_refseqV205-0.40	0.7641050105391258
plant_sample_18-kraken2_refseqV205-0.35	0.7533060448846819
plant_sample_18-kraken2_refseqV205-0.15	0.691604862656743
plant_sample_18-kraken2_refseqV205-0.65	0.7507008016085824
plant_sample_18-kraken2_refseqV205-0.55	0.7575712732923348
plant_sample_18-kraken2_refseqV205-0.50	0.7579231258437925
plant_sample_18-kraken2_refseqV205-0.70	0.743275427052102
plant_sample_18-kraken2_refseqV205-0.60	0.7538911668084783
plant_sample_18-kraken2_refseqV205-0.45	0.7608819487765436
plant_sample_18-kraken2_refseqV205-0.90	0.7390114383395414
plant_sample_18-kraken2_refseqV205-0.75	0.738037537963568
plant_sample_18-kraken2_refseqV205-1.00	0.6506266882877388
plant_sample_18-kraken2_refseqV205-0.95	0.7072005296734989
plant_sample_18-kraken2_refseqV205-0.85	0.7498845762919916
plant_sample_18-kraken2_refseqV205-0.80	0.7407195612997417
plant_sample_13-kraken2_refseqV205-0.25	0.7967761954768467
plant_sample_13-kraken2_refseqV205-0.15	0.7616040096877887
plant_sample_13-kraken2_refseqV205-0.20	0.7791122186960432
plant_sample_13-kraken2_refseqV205-0.10	0.7472734525213083
plant_sample_13-kraken2_refseqV205-0.05	0.7266425178829499
plant_sample_13-kraken2_refseqV205-0.00	0.6654050015615884
plant_sample_13-kraken2_refseqV205-0.40	0.8201469284496288
plant_sample_13-kraken2_refseqV205-0.45	0.8136267559486405
plant_sample_13-kraken2_refseqV205-0.35	0.8256922043059393
plant_sample_13-kraken2_refseqV205-0.30	0.8199562932619119
plant_sample_13-kraken2_refseqV205-0.55	0.7984690939317448
plant_sample_13-kraken2_refseqV205-0.50	0.8068969036597439
plant_sample_13-kraken2_refseqV205-0.75	0.7565020793745937
plant_sample_13-kraken2_refseqV205-0.85	0.751989100279404
plant_sample_13-kraken2_refseqV205-0.80	0.7501492419546907
plant_sample_13-kraken2_refseqV205-0.65	0.7778742366620285
plant_sample_13-kraken2_refseqV205-0.70	0.7659704370535848
plant_sample_13-kraken2_refseqV205-0.60	0.7886310416858889
plant_sample_13-kraken2_refseqV205-0.95	0.7041980499354193
plant_sample_13-kraken2_refseqV205-1.00	0.623107845223259
plant_sample_13-kraken2_refseqV205-0.90	0.7426674715552024
mouse_sample_27-kraken2_refseqV205-0.10	0.0
mouse_sample_27-kraken2_refseqV205-0.05	0.0
mouse_sample_27-kraken2_refseqV205-0.00	0.0
mouse_sample_27-kraken2_refseqV205-0.30	0.0
mouse_sample_27-kraken2_refseqV205-0.25	0.0
mouse_sample_27-kraken2_refseqV205-0.20	0.0
mouse_sample_27-kraken2_refseqV205-0.15	0.0
mouse_sample_27-kraken2_refseqV205-0.40	0.0
mouse_sample_27-kraken2_refseqV205-0.35	0.0
mouse_sample_27-kraken2_refseqV205-0.50	0.0
mouse_sample_27-kraken2_refseqV205-0.45	0.0
mouse_sample_27-kraken2_refseqV205-0.60	0.0
mouse_sample_27-kraken2_refseqV205-0.55	0.0
mouse_sample_27-kraken2_refseqV205-0.65	0.0
mouse_sample_27-kraken2_refseqV205-0.70	0.0
mouse_sample_27-kraken2_refseqV205-0.90	0.0
mouse_sample_27-kraken2_refseqV205-0.75	0.0
mouse_sample_27-kraken2_refseqV205-0.80	0.0
mouse_sample_27-kraken2_refseqV205-0.95	0.0
mouse_sample_27-kraken2_refseqV205-0.85	0.0
mouse_sample_27-kraken2_refseqV205-1.00	0.0
strain_sample_97-kraken2_refseqV205-0.25	0.8672149073799973
strain_sample_97-kraken2_refseqV205-0.20	0.8465072192760237
strain_sample_97-kraken2_refseqV205-0.15	0.8117506328611379
strain_sample_97-kraken2_refseqV205-0.10	0.8080767540320021
strain_sample_97-kraken2_refseqV205-0.05	0.804321722173301
strain_sample_97-kraken2_refseqV205-0.00	0.7576762637704543
strain_sample_97-kraken2_refseqV205-0.50	0.9782911362862687
strain_sample_97-kraken2_refseqV205-0.45	0.9794396188412671
strain_sample_97-kraken2_refseqV205-0.30	0.8982448860124528
