Sample name	Aitchisons distance
strain_sample_41-kraken2_refseqV205-0.10	117.04151226247288
strain_sample_41-kraken2_refseqV205-0.25	65.08817298819427
strain_sample_41-kraken2_refseqV205-0.15	99.24408247526969
strain_sample_41-kraken2_refseqV205-0.20	82.56560305142487
strain_sample_41-kraken2_refseqV205-0.05	160.62413332643555
strain_sample_41-kraken2_refseqV205-0.00	240.20367261868415
strain_sample_41-kraken2_refseqV205-0.40	49.383114862788084
strain_sample_41-kraken2_refseqV205-0.30	51.81558664239573
strain_sample_41-kraken2_refseqV205-0.45	48.73183875104904
strain_sample_41-kraken2_refseqV205-0.55	48.16322487024963
strain_sample_41-kraken2_refseqV205-0.35	50.069423712605705
strain_sample_41-kraken2_refseqV205-0.50	48.24618288058105
strain_sample_41-kraken2_refseqV205-0.75	46.60297200429658
strain_sample_41-kraken2_refseqV205-0.70	45.75693557122315
strain_sample_41-kraken2_refseqV205-0.65	47.29934764454978
strain_sample_41-kraken2_refseqV205-0.85	42.060745296544
strain_sample_41-kraken2_refseqV205-0.80	44.57414184418426
strain_sample_41-kraken2_refseqV205-0.60	47.56524627315436
strain_sample_41-kraken2_refseqV205-1.00	40.18969435193084
strain_sample_41-kraken2_refseqV205-0.95	40.799951682868866
strain_sample_41-kraken2_refseqV205-0.90	40.010707037509626
strain_sample_38-kraken2_refseqV205-0.10	117.89448215604672
strain_sample_38-kraken2_refseqV205-0.05	157.99834751362974
strain_sample_38-kraken2_refseqV205-0.00	244.34915910825353
strain_sample_38-kraken2_refseqV205-0.40	49.002981055291535
strain_sample_38-kraken2_refseqV205-0.35	49.603370686292806
strain_sample_38-kraken2_refseqV205-0.30	51.05529562608649
strain_sample_38-kraken2_refseqV205-0.25	66.11695536052973
strain_sample_38-kraken2_refseqV205-0.20	83.49141101971921
strain_sample_38-kraken2_refseqV205-0.15	100.53696562346087
strain_sample_38-kraken2_refseqV205-0.60	46.88660755989423
strain_sample_38-kraken2_refseqV205-0.45	48.95085373659221
strain_sample_38-kraken2_refseqV205-0.50	48.48205177034136
strain_sample_38-kraken2_refseqV205-0.55	48.190429284543555
strain_sample_38-kraken2_refseqV205-0.65	46.17231513321301
strain_sample_38-kraken2_refseqV205-0.70	46.70761200767629
strain_sample_38-kraken2_refseqV205-0.75	45.53110298565066
strain_sample_38-kraken2_refseqV205-0.90	39.26857551942756
strain_sample_38-kraken2_refseqV205-0.95	39.47794147627499
strain_sample_38-kraken2_refseqV205-0.80	44.46865044003339
strain_sample_38-kraken2_refseqV205-0.85	41.690230359732716
strain_sample_38-kraken2_refseqV205-1.00	38.61495915711059
strain_sample_33-kraken2_refseqV205-0.25	65.24701274351114
strain_sample_33-kraken2_refseqV205-0.20	82.45500813395749
strain_sample_33-kraken2_refseqV205-0.15	101.00863348135572
strain_sample_33-kraken2_refseqV205-0.10	118.36589357642791
strain_sample_33-kraken2_refseqV205-0.05	159.51881778911863
strain_sample_33-kraken2_refseqV205-0.00	240.73897569745358
strain_sample_33-kraken2_refseqV205-0.55	49.660151802309805
strain_sample_33-kraken2_refseqV205-0.45	51.18514496840492
strain_sample_33-kraken2_refseqV205-0.50	50.73177985097482
strain_sample_33-kraken2_refseqV205-0.40	50.88910347849537
strain_sample_33-kraken2_refseqV205-0.30	52.9700350601162
strain_sample_33-kraken2_refseqV205-0.35	51.33335680144936
strain_sample_33-kraken2_refseqV205-0.70	46.776906722451315
strain_sample_33-kraken2_refseqV205-0.85	42.73291149493168
strain_sample_33-kraken2_refseqV205-0.75	45.62282421314181
strain_sample_33-kraken2_refseqV205-0.80	42.97239037483799
strain_sample_33-kraken2_refseqV205-0.60	48.884503292229056
strain_sample_33-kraken2_refseqV205-0.65	48.41913955891161
strain_sample_33-kraken2_refseqV205-0.90	40.31377559598087
strain_sample_33-kraken2_refseqV205-0.95	38.82582792218051
strain_sample_33-kraken2_refseqV205-1.00	35.16417146340816
mouse_sample_15-kraken2_refseqV205-0.10	166.94766212935627
mouse_sample_15-kraken2_refseqV205-0.05	201.85185943390206
mouse_sample_15-kraken2_refseqV205-0.00	297.9117808490593
mouse_sample_15-kraken2_refseqV205-0.40	130.53385776498905
mouse_sample_15-kraken2_refseqV205-0.30	134.02768747489299
mouse_sample_15-kraken2_refseqV205-0.25	140.90907276620706
mouse_sample_15-kraken2_refseqV205-0.35	132.0754821856962
mouse_sample_15-kraken2_refseqV205-0.20	147.52251705993513
mouse_sample_15-kraken2_refseqV205-0.15	155.70751235385703
mouse_sample_15-kraken2_refseqV205-0.70	121.20594084182348
