Sample name	Precision taxa
strain_sample_71-kraken2_chocophlan-0.25	0.16666666666666666
strain_sample_71-kraken2_chocophlan-0.20	0.1076923076923077
strain_sample_71-kraken2_chocophlan-0.10	0.0425531914893617
strain_sample_71-kraken2_chocophlan-0.15	0.06896551724137931
strain_sample_71-kraken2_chocophlan-0.05	0.01859229747675963
strain_sample_71-kraken2_chocophlan-0.00	0.008398320335932814
strain_sample_71-kraken2_chocophlan-0.35	0.30434782608695654
strain_sample_71-kraken2_chocophlan-0.30	0.25925925925925924
strain_sample_71-kraken2_chocophlan-0.40	0.3333333333333333
strain_sample_71-kraken2_chocophlan-0.45	0.3888888888888889
strain_sample_71-kraken2_chocophlan-0.50	0.3888888888888889
strain_sample_71-kraken2_chocophlan-0.55	0.4375
strain_sample_71-kraken2_chocophlan-0.65	0.5384615384615384
strain_sample_71-kraken2_chocophlan-0.60	0.4666666666666667
strain_sample_71-kraken2_chocophlan-0.75	0.6363636363636364
strain_sample_71-kraken2_chocophlan-0.70	0.56
strain_sample_71-kraken2_chocophlan-0.80	0.7
strain_sample_71-kraken2_chocophlan-0.85	0.7
strain_sample_71-kraken2_chocophlan-0.95	0.7777777777777778
strain_sample_71-kraken2_chocophlan-0.90	0.7
strain_sample_71-kraken2_chocophlan-1.00	0.875
marine_sample_2-kraken2_chocophlan-0.10	0.1256788207913111
marine_sample_2-kraken2_chocophlan-0.05	0.09294320137693632
marine_sample_2-kraken2_chocophlan-0.00	0.08575966119640022
marine_sample_2-kraken2_chocophlan-0.30	0.3595505617977528
marine_sample_2-kraken2_chocophlan-0.40	0.4376731301939058
marine_sample_2-kraken2_chocophlan-0.35	0.39949748743718594
marine_sample_2-kraken2_chocophlan-0.25	0.3018867924528302
marine_sample_2-kraken2_chocophlan-0.20	0.25925925925925924
marine_sample_2-kraken2_chocophlan-0.15	0.18430034129692832
marine_sample_2-kraken2_chocophlan-0.70	0.606425702811245
marine_sample_2-kraken2_chocophlan-0.65	0.5779467680608364
marine_sample_2-kraken2_chocophlan-0.50	0.48580441640378547
marine_sample_2-kraken2_chocophlan-0.55	0.5220338983050847
marine_sample_2-kraken2_chocophlan-0.60	0.5507246376811594
marine_sample_2-kraken2_chocophlan-0.45	0.46827794561933533
marine_sample_2-kraken2_chocophlan-1.00	0.869281045751634
marine_sample_2-kraken2_chocophlan-0.90	0.7722222222222223
marine_sample_2-kraken2_chocophlan-0.95	0.8154761904761905
marine_sample_2-kraken2_chocophlan-0.80	0.6681614349775785
marine_sample_2-kraken2_chocophlan-0.75	0.6452991452991453
