Sample name	F1 score taxa
strain_sample_40-kraken2_minikraken-0.30	0.3636363636363637
strain_sample_40-kraken2_minikraken-0.45	0.46153846153846156
strain_sample_40-kraken2_minikraken-0.35	0.39215686274509803
strain_sample_40-kraken2_minikraken-0.05	0.040287769784172665
strain_sample_40-kraken2_minikraken-0.20	0.2828282828282828
strain_sample_40-kraken2_minikraken-0.40	0.41860465116279066
strain_sample_40-kraken2_minikraken-0.15	0.19858156028368795
strain_sample_40-kraken2_minikraken-0.10	0.1129032258064516
strain_sample_40-kraken2_minikraken-0.00	0.009427609427609429
strain_sample_40-kraken2_minikraken-0.55	0.07407407407407407
strain_sample_40-kraken2_minikraken-0.25	0.34210526315789475
strain_sample_40-kraken2_minikraken-0.50	0.29411764705882354
strain_sample_40-kraken2_minikraken-0.60	0
strain_sample_40-kraken2_minikraken-0.75	0
strain_sample_40-kraken2_minikraken-0.80	0
strain_sample_40-kraken2_minikraken-0.70	0
strain_sample_40-kraken2_minikraken-1.00	0
strain_sample_40-kraken2_minikraken-0.90	0
strain_sample_40-kraken2_minikraken-0.95	0
strain_sample_40-kraken2_minikraken-0.65	0
strain_sample_40-kraken2_minikraken-0.85	0
strain_sample_39-kraken2_minikraken-0.10	0.11155378486055777
strain_sample_39-kraken2_minikraken-0.05	0.04327666151468315
strain_sample_39-kraken2_minikraken-0.00	0.010211524434719182
strain_sample_39-kraken2_minikraken-0.35	0.5106382978723405
strain_sample_39-kraken2_minikraken-0.25	0.3414634146341463
strain_sample_39-kraken2_minikraken-0.20	0.2745098039215686
strain_sample_39-kraken2_minikraken-0.15	0.19999999999999998
strain_sample_39-kraken2_minikraken-0.45	0.37837837837837834
strain_sample_39-kraken2_minikraken-0.40	0.46153846153846156
strain_sample_39-kraken2_minikraken-0.30	0.3823529411764706
strain_sample_39-kraken2_minikraken-0.65	0
strain_sample_39-kraken2_minikraken-0.60	0
strain_sample_39-kraken2_minikraken-0.70	0
strain_sample_39-kraken2_minikraken-0.50	0.32258064516129037
strain_sample_39-kraken2_minikraken-0.55	0.20689655172413793
strain_sample_39-kraken2_minikraken-0.85	0
strain_sample_39-kraken2_minikraken-0.95	0
strain_sample_39-kraken2_minikraken-0.90	0
strain_sample_39-kraken2_minikraken-0.80	0
strain_sample_39-kraken2_minikraken-1.00	0
strain_sample_32-kraken2_minikraken-0.25	0.30379746835443033
strain_sample_32-kraken2_minikraken-0.20	0.28865979381443296
strain_sample_32-kraken2_minikraken-0.15	0.20289855072463767
strain_sample_32-kraken2_minikraken-0.10	0.10852713178294575
strain_sample_39-kraken2_minikraken-0.75	0
strain_sample_32-kraken2_minikraken-0.05	0.04223227752639517
strain_sample_32-kraken2_minikraken-0.00	0.009824561403508772
strain_sample_32-kraken2_minikraken-0.80	0
strain_sample_32-kraken2_minikraken-0.35	0.43999999999999995
strain_sample_32-kraken2_minikraken-0.45	0.411764705882353
strain_sample_32-kraken2_minikraken-0.70	0
strain_sample_32-kraken2_minikraken-0.85	0
strain_sample_32-kraken2_minikraken-0.40	0.4285714285714286
strain_sample_32-kraken2_minikraken-0.60	0
strain_sample_32-kraken2_minikraken-0.65	0
strain_sample_32-kraken2_minikraken-0.55	0.20689655172413793
strain_sample_32-kraken2_minikraken-0.75	0
strain_sample_32-kraken2_minikraken-0.30	0.4000000000000001
strain_sample_32-kraken2_minikraken-0.50	0.375
strain_sample_32-kraken2_minikraken-0.95	0
strain_sample_32-kraken2_minikraken-1.00	0
strain_sample_32-kraken2_minikraken-0.90	0
mouse_sample_14-kraken2_minikraken-0.15	0
mouse_sample_14-kraken2_minikraken-0.10	0
mouse_sample_14-kraken2_minikraken-0.05	0
mouse_sample_14-kraken2_minikraken-0.20	0
mouse_sample_14-kraken2_minikraken-0.00	0
mouse_sample_14-kraken2_minikraken-0.25	0
mouse_sample_14-kraken2_minikraken-0.40	0
mouse_sample_14-kraken2_minikraken-0.35	0
mouse_sample_14-kraken2_minikraken-0.30	0
mouse_sample_14-kraken2_minikraken-0.60	0
mouse_sample_14-kraken2_minikraken-0.45	0
mouse_sample_14-kraken2_minikraken-0.65	0
mouse_sample_14-kraken2_minikraken-0.55	0
mouse_sample_14-kraken2_minikraken-0.80	0
mouse_sample_14-kraken2_minikraken-0.70	0
mouse_sample_14-kraken2_minikraken-0.75	0
mouse_sample_14-kraken2_minikraken-0.85	0
mouse_sample_14-kraken2_minikraken-0.90	0
mouse_sample_14-kraken2_minikraken-0.95	0
mouse_sample_14-kraken2_minikraken-1.00	0
mouse_sample_14-kraken2_minikraken-0.50	0
plant_sample_20-kraken2_minikraken-0.00	0.020762916465475616
plant_sample_20-kraken2_minikraken-0.15	0.17660044150110374
plant_sample_20-kraken2_minikraken-0.30	0.3236514522821577
plant_sample_20-kraken2_minikraken-0.25	0.2815884476534296
plant_sample_20-kraken2_minikraken-0.35	0.32407407407407407
plant_sample_20-kraken2_minikraken-0.10	0.10035842293906809
plant_sample_20-kraken2_minikraken-0.20	0.24464831804281345
plant_sample_20-kraken2_minikraken-0.50	0.09815950920245399
plant_sample_20-kraken2_minikraken-0.55	0.03846153846153846
plant_sample_20-kraken2_minikraken-0.40	0.3147208121827411
plant_sample_20-kraken2_minikraken-0.05	0.044745057232049947
plant_sample_20-kraken2_minikraken-0.45	0.1839080459770115
plant_sample_20-kraken2_minikraken-0.70	0
plant_sample_20-kraken2_minikraken-0.65	0
plant_sample_20-kraken2_minikraken-0.60	0.012987012987012988
plant_sample_20-kraken2_minikraken-0.75	0
plant_sample_20-kraken2_minikraken-0.85	0
plant_sample_20-kraken2_minikraken-0.90	0
plant_sample_20-kraken2_minikraken-0.95	0
plant_sample_20-kraken2_minikraken-0.80	0
plant_sample_20-kraken2_minikraken-1.00	0
strain_sample_57-kraken2_minikraken-0.10	0.12121212121212123
strain_sample_57-kraken2_minikraken-0.05	0.0457516339869281
strain_sample_57-kraken2_minikraken-0.00	0.01066260472201066
strain_sample_57-kraken2_minikraken-0.60	0
strain_sample_57-kraken2_minikraken-0.55	0.07142857142857144
strain_sample_57-kraken2_minikraken-0.25	0.3684210526315789
strain_sample_57-kraken2_minikraken-0.50	0.25806451612903225
strain_sample_57-kraken2_minikraken-0.15	0.21705426356589144
strain_sample_57-kraken2_minikraken-0.30	0.4333333333333333
strain_sample_57-kraken2_minikraken-0.40	0.4102564102564103
strain_sample_57-kraken2_minikraken-0.70	0
strain_sample_57-kraken2_minikraken-0.35	0.5
strain_sample_57-kraken2_minikraken-0.20	0.2916666666666667
strain_sample_57-kraken2_minikraken-0.65	0
strain_sample_57-kraken2_minikraken-0.45	0.36363636363636365
strain_sample_57-kraken2_minikraken-0.80	0
strain_sample_57-kraken2_minikraken-0.85	0
strain_sample_57-kraken2_minikraken-0.75	0
strain_sample_57-kraken2_minikraken-0.95	0
strain_sample_57-kraken2_minikraken-1.00	0
strain_sample_6-kraken2_minikraken-0.00	0.009352037408149633
strain_sample_6-kraken2_minikraken-0.15	0.18181818181818182
strain_sample_6-kraken2_minikraken-0.10	0.10071942446043165
strain_sample_6-kraken2_minikraken-0.05	0.039603960396039604
strain_sample_57-kraken2_minikraken-0.90	0
strain_sample_6-kraken2_minikraken-0.20	0.25925925925925924
strain_sample_6-kraken2_minikraken-0.25	0.3218390804597701
strain_sample_6-kraken2_minikraken-0.50	0.3125
strain_sample_6-kraken2_minikraken-0.40	0.45
strain_sample_6-kraken2_minikraken-0.30	0.34920634920634924
strain_sample_6-kraken2_minikraken-0.55	0.19999999999999998
strain_sample_6-kraken2_minikraken-0.35	0.42553191489361697
strain_sample_6-kraken2_minikraken-0.75	0
strain_sample_6-kraken2_minikraken-0.85	0
strain_sample_6-kraken2_minikraken-0.80	0
strain_sample_6-kraken2_minikraken-0.60	0
strain_sample_6-kraken2_minikraken-0.70	0
strain_sample_6-kraken2_minikraken-0.65	0
strain_sample_6-kraken2_minikraken-0.45	0.4444444444444444
strain_sample_6-kraken2_minikraken-0.90	0
strain_sample_6-kraken2_minikraken-0.95	0
strain_sample_6-kraken2_minikraken-1.00	0
strain_sample_25-kraken2_minikraken-0.10	0.11023622047244096
strain_sample_25-kraken2_minikraken-0.20	0.23076923076923075
strain_sample_25-kraken2_minikraken-0.15	0.1857142857142857
strain_sample_25-kraken2_minikraken-0.05	0.04236006051437216
strain_sample_25-kraken2_minikraken-0.40	0.3888888888888889
strain_sample_25-kraken2_minikraken-0.25	0.27586206896551724
strain_sample_25-kraken2_minikraken-0.00	0.009265387160820648
strain_sample_25-kraken2_minikraken-0.35	0.3404255319148936
strain_sample_25-kraken2_minikraken-0.30	0.3428571428571428
strain_sample_25-kraken2_minikraken-0.50	0.375
strain_sample_25-kraken2_minikraken-0.85	0
strain_sample_25-kraken2_minikraken-0.90	0
strain_sample_25-kraken2_minikraken-0.75	0
strain_sample_25-kraken2_minikraken-0.60	0
strain_sample_25-kraken2_minikraken-0.55	0.20689655172413793
strain_sample_25-kraken2_minikraken-0.70	0
strain_sample_25-kraken2_minikraken-0.45	0.36363636363636365
strain_sample_25-kraken2_minikraken-0.65	0
strain_sample_25-kraken2_minikraken-0.80	0
strain_sample_25-kraken2_minikraken-1.00	0
strain_sample_25-kraken2_minikraken-0.95	0
marine_sample_8-kraken2_minikraken-0.55	0.20093457943925233
marine_sample_8-kraken2_minikraken-0.30	0.8256410256410256
marine_sample_8-kraken2_minikraken-0.50	0.5488029465930019
marine_sample_8-kraken2_minikraken-0.25	0.7995049504950495
marine_sample_8-kraken2_minikraken-0.40	0.8365650969529086
marine_sample_8-kraken2_minikraken-0.45	0.7569230769230769
marine_sample_8-kraken2_minikraken-0.05	0.29071332436069985
marine_sample_8-kraken2_minikraken-0.35	0.8419654714475432
marine_sample_8-kraken2_minikraken-0.20	0.7591069330199764
marine_sample_8-kraken2_minikraken-0.10	0.5505522514868308
marine_sample_8-kraken2_minikraken-0.15	0.6930481283422459
marine_sample_8-kraken2_minikraken-0.00	0.14958448753462605
marine_sample_8-kraken2_minikraken-0.65	0
marine_sample_8-kraken2_minikraken-0.80	0
marine_sample_8-kraken2_minikraken-0.60	0.020671834625323
marine_sample_8-kraken2_minikraken-0.90	0
marine_sample_8-kraken2_minikraken-0.75	0
marine_sample_8-kraken2_minikraken-0.95	0
marine_sample_8-kraken2_minikraken-0.70	0
marine_sample_8-kraken2_minikraken-0.85	0
marine_sample_8-kraken2_minikraken-1.00	0
marine_sample_3-kraken2_minikraken-0.10	0.5568445475638051
marine_sample_3-kraken2_minikraken-0.05	0.29887920298879206
marine_sample_3-kraken2_minikraken-0.00	0.163265306122449
marine_sample_3-kraken2_minikraken-0.35	0.842358604091456
marine_sample_3-kraken2_minikraken-0.20	0.7581837381203801
marine_sample_3-kraken2_minikraken-0.40	0.8381430363864493
