Sample name	Precision reads
strain_sample_29-kraken2_minikraken-0.25	0.9906303701633031
strain_sample_29-kraken2_minikraken-0.10	0.9828573606689178
strain_sample_29-kraken2_minikraken-0.20	0.9912674083397621
strain_sample_29-kraken2_minikraken-0.15	0.9852206450526548
strain_sample_29-kraken2_minikraken-0.05	0.9834954833652445
strain_sample_29-kraken2_minikraken-0.00	0.9465366362839585
strain_sample_29-kraken2_minikraken-0.45	0.999639379733141
strain_sample_29-kraken2_minikraken-0.40	0.9860496979510494
strain_sample_29-kraken2_minikraken-0.30	0.9884696668324217
strain_sample_29-kraken2_minikraken-0.55	1.0
strain_sample_29-kraken2_minikraken-0.50	1.0
strain_sample_29-kraken2_minikraken-0.35	0.9893101501044034
strain_sample_29-kraken2_minikraken-0.75	0
strain_sample_29-kraken2_minikraken-0.65	0
strain_sample_29-kraken2_minikraken-0.70	0
strain_sample_29-kraken2_minikraken-0.60	1.0
strain_sample_29-kraken2_minikraken-0.80	0
strain_sample_29-kraken2_minikraken-0.85	0
strain_sample_29-kraken2_minikraken-0.90	0
strain_sample_29-kraken2_minikraken-1.00	0
strain_sample_29-kraken2_minikraken-0.95	0
mouse_sample_27-kraken2_minikraken-0.10	0.7088441710506946
mouse_sample_27-kraken2_minikraken-0.05	0.7128699973751149
mouse_sample_27-kraken2_minikraken-0.00	0.7110820426089065
mouse_sample_27-kraken2_minikraken-0.40	0.8465767116441779
mouse_sample_27-kraken2_minikraken-0.15	0.7056472509470826
mouse_sample_27-kraken2_minikraken-0.35	0.8447595805026054
mouse_sample_27-kraken2_minikraken-0.30	0.7336787600278261
mouse_sample_27-kraken2_minikraken-0.20	0.7053554125501632
mouse_sample_27-kraken2_minikraken-0.25	0.7097040046683389
mouse_sample_27-kraken2_minikraken-0.70	0.0
mouse_sample_27-kraken2_minikraken-0.45	0.8459280997798972
mouse_sample_27-kraken2_minikraken-0.55	0.8055555555555556
mouse_sample_27-kraken2_minikraken-0.50	0.8455445544554455
mouse_sample_27-kraken2_minikraken-0.65	0.6
mouse_sample_27-kraken2_minikraken-0.60	0.7
mouse_sample_27-kraken2_minikraken-0.85	0
mouse_sample_27-kraken2_minikraken-1.00	0
mouse_sample_27-kraken2_minikraken-0.95	0
mouse_sample_27-kraken2_minikraken-0.75	0.0
mouse_sample_27-kraken2_minikraken-0.90	0
mouse_sample_27-kraken2_minikraken-0.80	0.0
mouse_sample_2-kraken2_minikraken-0.20	0.966426188419787
mouse_sample_2-kraken2_minikraken-0.25	0.9663593824201684
mouse_sample_2-kraken2_minikraken-0.15	0.9663116394781018
