Sample name	L1 distance
plant_sample_20-kraken2_refseqV205_500GB-0.25	26160732.0
plant_sample_20-kraken2_refseqV205_500GB-0.15	21082035.0
plant_sample_20-kraken2_refseqV205_500GB-0.20	23533247.0
plant_sample_20-kraken2_refseqV205_500GB-0.05	20703727.0
plant_sample_20-kraken2_refseqV205_500GB-0.10	20307310.0
plant_sample_20-kraken2_refseqV205_500GB-0.00	22154277.0
plant_sample_20-kraken2_refseqV205_500GB-0.40	31947987.0
plant_sample_20-kraken2_refseqV205_500GB-0.45	32667531.0
plant_sample_20-kraken2_refseqV205_500GB-0.50	32991901.0
plant_sample_20-kraken2_refseqV205_500GB-0.55	33149942.0
plant_sample_20-kraken2_refseqV205_500GB-0.30	28803426.0
plant_sample_20-kraken2_refseqV205_500GB-0.35	30729296.0
plant_sample_20-kraken2_refseqV205_500GB-0.80	33244170.0
plant_sample_20-kraken2_refseqV205_500GB-0.60	33218397.0
plant_sample_20-kraken2_refseqV205_500GB-0.75	33244063.0
plant_sample_20-kraken2_refseqV205_500GB-0.65	33238378.0
plant_sample_20-kraken2_refseqV205_500GB-0.70	33243446.0
plant_sample_20-kraken2_refseqV205_500GB-0.85	33244170.0
plant_sample_20-kraken2_refseqV205_500GB-1.00	33244170.0
plant_sample_20-kraken2_refseqV205_500GB-0.90	33244170.0
plant_sample_20-kraken2_refseqV205_500GB-0.95	33244170.0
strain_sample_29-kraken2_refseqV205_500GB-0.10	5455762.0
strain_sample_29-kraken2_refseqV205_500GB-0.05	5523526.0
strain_sample_29-kraken2_refseqV205_500GB-0.00	7256263.0
strain_sample_29-kraken2_refseqV205_500GB-0.20	5349528.0
strain_sample_29-kraken2_refseqV205_500GB-0.30	9142680.0
strain_sample_29-kraken2_refseqV205_500GB-0.25	7067282.0
strain_sample_29-kraken2_refseqV205_500GB-0.15	6007759.0
strain_sample_29-kraken2_refseqV205_500GB-0.35	10827811.0
strain_sample_29-kraken2_refseqV205_500GB-0.40	12013679.0
strain_sample_29-kraken2_refseqV205_500GB-0.45	12724090.0
strain_sample_29-kraken2_refseqV205_500GB-0.50	13038465.0
strain_sample_29-kraken2_refseqV205_500GB-0.55	13211332.0
strain_sample_29-kraken2_refseqV205_500GB-0.60	13271831.0
strain_sample_29-kraken2_refseqV205_500GB-0.65	13288442.0
strain_sample_29-kraken2_refseqV205_500GB-0.70	13291905.0
strain_sample_29-kraken2_refseqV205_500GB-0.90	13292508.0
strain_sample_29-kraken2_refseqV205_500GB-0.75	13292508.0
strain_sample_29-kraken2_refseqV205_500GB-0.95	13292508.0
strain_sample_29-kraken2_refseqV205_500GB-0.80	13292508.0
strain_sample_29-kraken2_refseqV205_500GB-0.85	13292508.0
strain_sample_29-kraken2_refseqV205_500GB-1.00	13292508.0
plant_sample_9-kraken2_refseqV205_500GB-0.25	24365208.0
plant_sample_9-kraken2_refseqV205_500GB-0.20	21295405.0
plant_sample_9-kraken2_refseqV205_500GB-0.15	17675284.0
plant_sample_9-kraken2_refseqV205_500GB-0.10	15295750.0
plant_sample_9-kraken2_refseqV205_500GB-0.05	15950645.0
plant_sample_9-kraken2_refseqV205_500GB-0.00	18742373.0
plant_sample_9-kraken2_refseqV205_500GB-0.55	33100635.0
plant_sample_9-kraken2_refseqV205_500GB-0.45	32548338.0
plant_sample_9-kraken2_refseqV205_500GB-0.35	30063925.0
plant_sample_9-kraken2_refseqV205_500GB-0.50	32911011.0
plant_sample_9-kraken2_refseqV205_500GB-0.40	31644882.0
plant_sample_9-kraken2_refseqV205_500GB-0.30	27630519.0
plant_sample_9-kraken2_refseqV205_500GB-0.75	33205948.0
plant_sample_9-kraken2_refseqV205_500GB-0.80	33206028.0
plant_sample_9-kraken2_refseqV205_500GB-0.65	33199794.0
plant_sample_9-kraken2_refseqV205_500GB-0.60	33175096.0
plant_sample_9-kraken2_refseqV205_500GB-0.70	33205161.0
plant_sample_9-kraken2_refseqV205_500GB-0.85	33206028.0
plant_sample_9-kraken2_refseqV205_500GB-1.00	33206028.0
plant_sample_9-kraken2_refseqV205_500GB-0.90	33206028.0
plant_sample_9-kraken2_refseqV205_500GB-0.95	33206028.0
strain_sample_0-kraken2_refseqV205_500GB-0.10	5869999.0
strain_sample_0-kraken2_refseqV205_500GB-0.05	6243048.0
strain_sample_0-kraken2_refseqV205_500GB-0.00	7251557.0
strain_sample_0-kraken2_refseqV205_500GB-0.35	10985385.0
strain_sample_0-kraken2_refseqV205_500GB-0.40	12097222.0
strain_sample_0-kraken2_refseqV205_500GB-0.30	9406828.0
strain_sample_0-kraken2_refseqV205_500GB-0.25	7453770.0
strain_sample_0-kraken2_refseqV205_500GB-0.20	5830657.0
strain_sample_0-kraken2_refseqV205_500GB-0.15	5416425.0
strain_sample_0-kraken2_refseqV205_500GB-0.55	13232707.0
strain_sample_0-kraken2_refseqV205_500GB-0.60	13289766.0
strain_sample_0-kraken2_refseqV205_500GB-0.45	12771661.0
strain_sample_0-kraken2_refseqV205_500GB-0.70	13309538.0
