Sample name	L1 distance
plant_sample_20-kraken2_refseqV205-0.25	8573404.0
plant_sample_20-kraken2_refseqV205-0.20	7093569.0
plant_sample_20-kraken2_refseqV205-0.15	5622357.0
plant_sample_20-kraken2_refseqV205-0.10	4551425.0
plant_sample_20-kraken2_refseqV205-0.05	3911065.0
plant_sample_20-kraken2_refseqV205-0.00	4828706.0
plant_sample_20-kraken2_refseqV205-0.45	17360508.0
plant_sample_20-kraken2_refseqV205-0.40	15032516.0
plant_sample_20-kraken2_refseqV205-0.35	12754177.0
plant_sample_20-kraken2_refseqV205-0.30	10580446.0
plant_sample_20-kraken2_refseqV205-0.55	21542868.0
plant_sample_20-kraken2_refseqV205-0.50	19286793.0
plant_sample_20-kraken2_refseqV205-0.80	30295007.0
plant_sample_20-kraken2_refseqV205-0.75	28881213.0
plant_sample_20-kraken2_refseqV205-0.65	25700046.0
plant_sample_20-kraken2_refseqV205-0.60	23700913.0
plant_sample_20-kraken2_refseqV205-0.70	27518060.0
plant_sample_20-kraken2_refseqV205-0.85	31314764.0
plant_sample_20-kraken2_refseqV205-0.95	32594672.0
plant_sample_20-kraken2_refseqV205-1.00	32945478.0
plant_sample_20-kraken2_refseqV205-0.90	32047982.0
strain_sample_23-kraken2_refseqV205-0.10	5284738.0
strain_sample_23-kraken2_refseqV205-0.05	4832716.0
strain_sample_23-kraken2_refseqV205-0.00	4911715.0
strain_sample_23-kraken2_refseqV205-0.35	6352554.0
strain_sample_23-kraken2_refseqV205-0.40	6811619.0
strain_sample_23-kraken2_refseqV205-0.30	5871683.0
strain_sample_23-kraken2_refseqV205-0.25	5528082.0
strain_sample_23-kraken2_refseqV205-0.20	5653184.0
strain_sample_23-kraken2_refseqV205-0.15	5532176.0
strain_sample_23-kraken2_refseqV205-0.55	8164770.0
strain_sample_23-kraken2_refseqV205-0.50	7744516.0
strain_sample_23-kraken2_refseqV205-0.45	7350167.0
strain_sample_23-kraken2_refseqV205-0.70	9339631.0
strain_sample_23-kraken2_refseqV205-0.60	8569847.0
strain_sample_23-kraken2_refseqV205-0.65	8884322.0
strain_sample_23-kraken2_refseqV205-0.85	11851191.0
strain_sample_23-kraken2_refseqV205-0.90	12346936.0
strain_sample_23-kraken2_refseqV205-0.75	10180099.0
strain_sample_23-kraken2_refseqV205-0.80	11126961.0
strain_sample_23-kraken2_refseqV205-0.95	12723239.0
strain_sample_23-kraken2_refseqV205-1.00	12977963.0
strain_sample_51-kraken2_refseqV205-0.15	5555942.0
strain_sample_51-kraken2_refseqV205-0.20	5923725.0
strain_sample_51-kraken2_refseqV205-0.25	5762066.0
strain_sample_51-kraken2_refseqV205-0.10	5232641.0
strain_sample_51-kraken2_refseqV205-0.05	4723710.0
strain_sample_51-kraken2_refseqV205-0.00	4620045.0
strain_sample_51-kraken2_refseqV205-0.35	6092859.0
strain_sample_51-kraken2_refseqV205-0.55	6837573.0
strain_sample_51-kraken2_refseqV205-0.30	5755649.0
strain_sample_51-kraken2_refseqV205-0.45	6625012.0
strain_sample_51-kraken2_refseqV205-0.50	6759639.0
strain_sample_51-kraken2_refseqV205-0.40	6380721.0
strain_sample_51-kraken2_refseqV205-0.75	10126546.0
strain_sample_51-kraken2_refseqV205-0.65	8240697.0
strain_sample_51-kraken2_refseqV205-0.60	7168836.0
strain_sample_51-kraken2_refseqV205-0.70	9278147.0
strain_sample_51-kraken2_refseqV205-0.85	11815553.0
strain_sample_51-kraken2_refseqV205-0.80	11082931.0
strain_sample_51-kraken2_refseqV205-0.90	12319336.0
strain_sample_51-kraken2_refseqV205-1.00	12964418.0
