Sample name	L1 distance
mouse_sample_56-kraken2_refseqV205_500GB-0.25	23212498.0
mouse_sample_56-kraken2_refseqV205_500GB-0.15	15668953.0
mouse_sample_56-kraken2_refseqV205_500GB-0.20	19804521.0
mouse_sample_56-kraken2_refseqV205_500GB-0.10	11952726.0
mouse_sample_56-kraken2_refseqV205_500GB-0.05	9339113.0
mouse_sample_56-kraken2_refseqV205_500GB-0.00	8878392.0
mouse_sample_56-kraken2_refseqV205_500GB-0.35	29403920.0
mouse_sample_56-kraken2_refseqV205_500GB-0.50	32571288.0
mouse_sample_56-kraken2_refseqV205_500GB-0.30	26739598.0
mouse_sample_56-kraken2_refseqV205_500GB-0.55	32814052.0
mouse_sample_56-kraken2_refseqV205_500GB-0.40	31166286.0
mouse_sample_56-kraken2_refseqV205_500GB-0.45	32149146.0
mouse_sample_56-kraken2_refseqV205_500GB-0.60	32912045.0
mouse_sample_56-kraken2_refseqV205_500GB-0.85	32945668.0
mouse_sample_56-kraken2_refseqV205_500GB-0.75	32945507.0
mouse_sample_56-kraken2_refseqV205_500GB-0.80	32945667.0
mouse_sample_56-kraken2_refseqV205_500GB-0.70	32944654.0
mouse_sample_56-kraken2_refseqV205_500GB-0.65	32938919.0
strain_sample_71-kraken2_refseqV205_500GB-0.10	6272942.0
mouse_sample_56-kraken2_refseqV205_500GB-1.00	32945668.0
mouse_sample_56-kraken2_refseqV205_500GB-0.95	32945668.0
mouse_sample_56-kraken2_refseqV205_500GB-0.90	32945668.0
strain_sample_71-kraken2_refseqV205_500GB-0.05	5274832.0
strain_sample_71-kraken2_refseqV205_500GB-0.00	5565351.0
strain_sample_71-kraken2_refseqV205_500GB-0.20	6074158.0
strain_sample_71-kraken2_refseqV205_500GB-0.40	12094933.0
strain_sample_71-kraken2_refseqV205_500GB-0.15	6847524.0
strain_sample_71-kraken2_refseqV205_500GB-0.25	7319251.0
strain_sample_71-kraken2_refseqV205_500GB-0.30	9338415.0
strain_sample_71-kraken2_refseqV205_500GB-0.35	10972622.0
strain_sample_71-kraken2_refseqV205_500GB-0.55	13224586.0
strain_sample_71-kraken2_refseqV205_500GB-0.65	13297070.0
strain_sample_71-kraken2_refseqV205_500GB-0.70	13300207.0
