Sample name	Proportion classified
mouse_sample_32-kraken2_standard_0521-0.00	0.6571078900120376
mouse_sample_32-kraken2_standard_0521-0.05	0.6152037979142809
mouse_sample_32-kraken2_standard_0521-0.10	0.5851143897075529
mouse_sample_32-kraken2_standard_0521-0.15	0.5562174990345569
mouse_sample_32-kraken2_standard_0521-0.20	0.524126307886707
mouse_sample_32-kraken2_standard_0521-0.25	0.49429925655299617
mouse_sample_32-kraken2_standard_0521-0.30	0.4550949674583994
mouse_sample_32-kraken2_standard_0521-0.35	0.4131054736750812
mouse_sample_32-kraken2_standard_0521-0.40	0.36933490843956224
mouse_sample_32-kraken2_standard_0521-0.45	0.32454115139927586
mouse_sample_32-kraken2_standard_0521-0.50	0.2871255933713335
mouse_sample_32-kraken2_standard_0521-0.55	0.2427280253652656
mouse_sample_32-kraken2_standard_0521-0.60	0.19980333487550925
mouse_sample_32-kraken2_standard_0521-0.65	0.15954328553673602
mouse_sample_32-kraken2_standard_0521-0.70	0.12261540973298161
mouse_sample_32-kraken2_standard_0521-0.75	0.09389770578866014
mouse_sample_32-kraken2_standard_0521-0.80	0.06335007773302431
mouse_sample_32-kraken2_standard_0521-0.85	0.041423828240322993
mouse_sample_32-kraken2_standard_0521-0.90	0.02699670316925293
mouse_sample_32-kraken2_standard_0521-0.95	0.016136425332721287
mouse_sample_32-kraken2_standard_0521-1.00	0.009025739862967688
strain_sample_43-kraken2_standard_0521-0.00	0.9173936338262921
strain_sample_43-kraken2_standard_0521-0.05	0.8971675987054062
strain_sample_43-kraken2_standard_0521-0.10	0.8774756143388154
strain_sample_43-kraken2_standard_0521-0.15	0.853240552008333
strain_sample_43-kraken2_standard_0521-0.20	0.8214024655506061
strain_sample_43-kraken2_standard_0521-0.25	0.7883325962535697
strain_sample_43-kraken2_standard_0521-0.30	0.7409016262420646
strain_sample_43-kraken2_standard_0521-0.35	0.6863104062680401
strain_sample_43-kraken2_standard_0521-0.40	0.6257738021752098
strain_sample_43-kraken2_standard_0521-0.45	0.560854869169971
strain_sample_43-kraken2_standard_0521-0.50	0.5041636109560178
strain_sample_43-kraken2_standard_0521-0.55	0.434396642946282
strain_sample_43-kraken2_standard_0521-0.60	0.36460388591659365
strain_sample_43-kraken2_standard_0521-0.65	0.29676101939259114
strain_sample_43-kraken2_standard_0521-0.70	0.23238275356659138
strain_sample_43-kraken2_standard_0521-0.75	0.1807014072083243
strain_sample_43-kraken2_standard_0521-0.80	0.12401278052701929
strain_sample_43-kraken2_standard_0521-0.85	0.08219682450699739
strain_sample_43-kraken2_standard_0521-0.90	0.05417280628295713
strain_sample_43-kraken2_standard_0521-0.95	0.032828219413282504
