Sample name	Recall reads
strain_sample_40-kraken2_minikraken-0.35	0.005620196320324269
strain_sample_40-kraken2_minikraken-0.45	0.00021262043978603274
strain_sample_40-kraken2_minikraken-0.00	0.7264855842713932
strain_sample_40-kraken2_minikraken-0.25	0.06540240831695185
strain_sample_40-kraken2_minikraken-0.20	0.1440748750452672
strain_sample_40-kraken2_minikraken-0.05	0.6667934749934346
strain_sample_40-kraken2_minikraken-0.40	0.0012323979865338818
strain_sample_40-kraken2_minikraken-0.15	0.30906810085916236
strain_sample_40-kraken2_minikraken-0.30	0.021115352357355545
strain_sample_40-kraken2_minikraken-0.55	2.3546006620823116e-06
strain_sample_40-kraken2_minikraken-0.50	4.159794503012084e-05
strain_sample_40-kraken2_minikraken-0.10	0.5336634117190359
strain_sample_40-kraken2_minikraken-0.70	0
strain_sample_40-kraken2_minikraken-0.75	0
strain_sample_40-kraken2_minikraken-0.85	0
strain_sample_40-kraken2_minikraken-0.95	0
strain_sample_40-kraken2_minikraken-0.65	0
strain_sample_40-kraken2_minikraken-0.90	0
strain_sample_40-kraken2_minikraken-0.80	0
strain_sample_40-kraken2_minikraken-1.00	0
strain_sample_40-kraken2_minikraken-0.60	0
strain_sample_39-kraken2_minikraken-0.10	0.5557865979591625
strain_sample_39-kraken2_minikraken-0.05	0.6879555042488918
strain_sample_39-kraken2_minikraken-0.00	0.7433412357733961
strain_sample_39-kraken2_minikraken-0.45	0.0002019526707567532
strain_sample_39-kraken2_minikraken-0.60	0
strain_sample_39-kraken2_minikraken-0.40	0.0011876355727512377
strain_sample_39-kraken2_minikraken-0.15	0.31575919394342017
strain_sample_39-kraken2_minikraken-0.70	0
strain_sample_39-kraken2_minikraken-0.30	0.02148553307234637
strain_sample_39-kraken2_minikraken-0.20	0.14764655897652695
strain_sample_39-kraken2_minikraken-0.25	0.06696119700617667
strain_sample_39-kraken2_minikraken-0.55	4.923798448926555e-06
strain_sample_39-kraken2_minikraken-0.35	0.005663214494123946
strain_sample_39-kraken2_minikraken-0.65	0
strain_sample_39-kraken2_minikraken-0.50	4.22369585696981e-05
strain_sample_39-kraken2_minikraken-0.95	0
strain_sample_39-kraken2_minikraken-0.80	0
strain_sample_39-kraken2_minikraken-0.90	0
strain_sample_39-kraken2_minikraken-1.00	0
strain_sample_39-kraken2_minikraken-0.75	0
strain_sample_39-kraken2_minikraken-0.85	0
strain_sample_32-kraken2_minikraken-0.05	0.7029053167953339
strain_sample_32-kraken2_minikraken-0.15	0.32199364350420195
strain_sample_32-kraken2_minikraken-0.10	0.5631290097619871
strain_sample_32-kraken2_minikraken-0.20	0.15059048995399707
strain_sample_32-kraken2_minikraken-0.25	0.06863839160969072
strain_sample_32-kraken2_minikraken-0.00	0.7718261439584191
strain_sample_32-kraken2_minikraken-0.50	4.231908264562254e-05
strain_sample_32-kraken2_minikraken-0.60	0
strain_sample_32-kraken2_minikraken-0.65	0
strain_sample_32-kraken2_minikraken-0.75	0
strain_sample_32-kraken2_minikraken-0.85	0
strain_sample_32-kraken2_minikraken-0.35	0.005906556844664531
strain_sample_32-kraken2_minikraken-0.30	0.022265002095526887
strain_sample_32-kraken2_minikraken-0.45	0.00021891838745640807
strain_sample_32-kraken2_minikraken-0.40	0.0012506098303143537
strain_sample_32-kraken2_minikraken-0.80	0
strain_sample_32-kraken2_minikraken-0.70	0
strain_sample_32-kraken2_minikraken-0.55	4.779204233203275e-06
strain_sample_32-kraken2_minikraken-0.90	0
strain_sample_32-kraken2_minikraken-0.95	0
strain_sample_32-kraken2_minikraken-1.00	0
mouse_sample_14-kraken2_minikraken-0.10	0.13837052222093552
mouse_sample_14-kraken2_minikraken-0.05	0.22619201363738445
mouse_sample_14-kraken2_minikraken-0.00	0.29762100573546824
mouse_sample_14-kraken2_minikraken-0.15	0.07113088765293515
mouse_sample_14-kraken2_minikraken-0.20	0.030842947785117928
mouse_sample_14-kraken2_minikraken-0.25	0.013714066485374132
mouse_sample_14-kraken2_minikraken-0.30	0.004147681200537904
mouse_sample_14-kraken2_minikraken-0.40	0.00019681323613784281
mouse_sample_14-kraken2_minikraken-0.35	0.001013332759620246
mouse_sample_14-kraken2_minikraken-0.85	0
mouse_sample_14-kraken2_minikraken-0.75	0
mouse_sample_14-kraken2_minikraken-0.80	0
mouse_sample_14-kraken2_minikraken-1.00	0
mouse_sample_14-kraken2_minikraken-0.90	0
mouse_sample_14-kraken2_minikraken-0.95	0
mouse_sample_14-kraken2_minikraken-0.70	0
mouse_sample_14-kraken2_minikraken-0.55	8.413390247113892e-07
mouse_sample_14-kraken2_minikraken-0.45	3.353336969921108e-05
mouse_sample_14-kraken2_minikraken-0.65	0
mouse_sample_14-kraken2_minikraken-0.60	0
mouse_sample_14-kraken2_minikraken-0.50	7.21147735466905e-06
plant_sample_20-kraken2_minikraken-0.30	0.005058610342749814
plant_sample_20-kraken2_minikraken-0.20	0.03430097568464676
plant_sample_20-kraken2_minikraken-0.15	0.07272531953077631
plant_sample_20-kraken2_minikraken-0.35	0.0012841971204352938
plant_sample_20-kraken2_minikraken-0.55	1.1712080747769507e-06
plant_sample_20-kraken2_minikraken-0.40	0.0002646930248995909
plant_sample_20-kraken2_minikraken-0.45	4.398536991940104e-05
plant_sample_20-kraken2_minikraken-0.25	0.016428503131338656
plant_sample_20-kraken2_minikraken-0.50	8.165922965805961e-06
plant_sample_20-kraken2_minikraken-0.10	0.09661275888700487
plant_sample_20-kraken2_minikraken-0.05	0.12773530359161042
plant_sample_20-kraken2_minikraken-0.00	0.13963181707759967
strain_sample_57-kraken2_minikraken-0.10	0.506852966812875
plant_sample_20-kraken2_minikraken-0.95	0.0
plant_sample_20-kraken2_minikraken-0.75	0.0
plant_sample_20-kraken2_minikraken-0.60	9.760067289807923e-08
plant_sample_20-kraken2_minikraken-0.85	0.0
plant_sample_20-kraken2_minikraken-1.00	0.0
plant_sample_20-kraken2_minikraken-0.65	0.0
plant_sample_20-kraken2_minikraken-0.80	0.0
