Sample name,proportion_classified,precision_reads,precision_taxa,recall_reads,recall_taxa,f1_reads,f1_taxa,L1_distance,aitchisons_distance,braycurtis_distance,shannon_diversity,dissimilarity_species
ani100_cLOW_stFalse_r7,0.280345897192271,0.7739692451313964,0.582089552238806,0.216979102425586,0.4534883720930232,0.3389382555158094,0.5098039215686274,11849426.0,4.880854799134227,0.6610617444841906,4.995743163152797,-19.0
ani100_cLOW_stFalse_r8,0.4890980729859895,0.8932579117191496,0.5818181818181818,0.4368907233013252,0.3764705882352941,0.5867856942763445,0.4571428571428571,8614434.0,4.39494469508041,0.4132143057236556,3.025433324551887,-30.0
ani100_cLOW_stFalse_r9,0.4714871306373417,0.7227549256402654,0.6082474226804123,0.340769646044134,0.4436090225563909,0.4631636104034933,0.5130434782608695,11059265.0,6.654692349501133,0.5368363895965067,4.812912197841501,-36.0
ani100_cLOW_stTrue_r0,0.4928644969419272,0.9281217663512124,0.7920792079207921,0.4574382674735432,0.3225806451612903,0.6128329374977931,0.4584527220630372,8091828.0,13.824788531072002,0.3871670625022069,2.171827263305099,-147.0
ani100_cLOW_stTrue_r1,0.4451236428571428,0.8308336800802217,0.7283950617283951,0.3698237142857143,0.3831168831168831,0.5118229379384295,0.5021276595744681,9876667.0,7.3856635763097715,0.4881770620615705,4.452582751979877,-73.0
ani100_cLOW_stTrue_r2,0.5144751469928991,0.7150341888055091,0.6774193548387096,0.3678673193906627,0.4038461538461538,0.4858017249356519,0.5060240963855421,10902364.0,5.569031692326302,0.5141982750643481,4.008546669398936,-42.0
ani100_cLOW_stTrue_r3,0.6028691155153352,0.7107583454539509,0.7888888888888889,0.4284942550689664,0.4551282051282051,0.5346590696910423,0.5772357723577235,10442324.0,8.690921072039263,0.4653409303089577,5.293178816263781,-66.0
ani100_cLOW_stTrue_r4,0.2281335200953715,0.666827391372277,0.7045454545454546,0.1521256800897714,0.3406593406593406,0.2477347578265888,0.4592592592592592,12934341.0,9.648798228099697,0.7522652421734112,5.494291282439015,-94.0
ani100_cLOW_stTrue_r5,0.6773356980969272,0.6142655888996934,0.6521739130434783,0.4160640114742939,0.3174603174603174,0.4961010630684747,0.4270462633451957,11832899.0,8.250852195203066,0.5038989369315252,3.550002942244809,-97.0
ani100_cLOW_stTrue_r6,0.5262400037485719,0.9476117561259062,0.6785714285714286,0.4986712140958877,0.4367816091954023,0.6534636923041067,0.5314685314685316,7404565.0,6.244670198496747,0.3465363076958933,3.1321596749686624,-31.0
ani100_cLOW_stTrue_r7,0.5093627156232451,0.6713629652295158,0.703125,0.3419672631381804,0.3846153846153846,0.4531280117078757,0.4972375690607735,11555993.0,7.090687448517331,0.5468719882921242,4.331481248295842,-53.0
ani100_cLOW_stTrue_r8,0.4239511816933636,0.6747605939635207,0.7560975609756098,0.2860655511709505,0.3583815028901734,0.4017912339252546,0.4862745098039216,11925476.0,11.16324477094816,0.5982087660747454,5.036664719277439,-91.0
ani100_cLOW_stTrue_r9,0.4926569979019994,0.731185977605972,0.6973684210526315,0.3602238886353967,0.3441558441558441,0.482661306839694,0.4608695652173913,10810926.0,12.176669186940993,0.5173386931603059,4.71333927159237,-78.0
ani95_cLOW_stFalse_r0,0.2562948241263532,0.7108337332635476,0.7407407407407407,0.1821830066498599,0.6122448979591837,0.2900322490408298,0.6703910614525139,12486998.0,12.019423124076225,0.7099677509591702,5.009406828134872,-17.0
ani95_cLOW_stFalse_r1,0.2686140661102668,0.8365701412381754,0.75,0.2247145072244265,0.6219512195121951,0.354267721330617,0.6799999999999999,11468594.0,13.972646458512417,0.645732278669383,3.667388900580045,-14.0
ani95_cLOW_stFalse_r2,0.2552601428571429,0.9111391124236844,0.7323943661971831,0.2325775,0.5842696629213483,0.3705646217215532,0.65,11061472.0,12.062999430713546,0.6294353782784468,3.840319835703924,-18.0
ani95_cLOW_stFalse_r3,0.2858390102397172,0.9488598099079276,0.726027397260274,0.2712211489203283,0.4732142857142857,0.4218586413391904,0.5729729729729729,10407551.0,11.767515838018646,0.5781413586608095,3.849086344777262,-39.0
ani95_cLOW_stFalse_r4,0.2922755120787177,0.8589068139250257,0.7341772151898734,0.2510374288678368,0.5420560747663551,0.3885199812600721,0.6236559139784946,11062806.0,9.873875349888737,0.6114800187399277,4.436669047215681,-28.0
ani95_cLOW_stFalse_r5,0.290916327273761,0.668309096283958,0.7831325301204819,0.1944220277745754,0.5909090909090909,0.301215537625383,0.6735751295336788,12629010.0,15.848939003531951,0.698784462374617,3.187725401471652,-27.0
ani95_cLOW_stFalse_r6,0.3890383015659569,0.7318698101197146,0.7,0.2847253878963731,0.5915492957746479,0.409960456202515,0.6412213740458015,11474227.0,8.485883256244252,0.590039543797485,3.9966068782489392,-11.0
ani95_cLOW_stFalse_r7,0.4662253716176979,0.9902298979126904,0.6976744186046512,0.461670302141299,0.379746835443038,0.6297398900305956,0.4918032786885245,7600390.0,10.6861092349628,0.3702601099694044,0.8838566118471489,-36.0
ani95_cLOW_stFalse_r8,0.4781657825951118,0.9620449873922968,0.8333333333333334,0.460016994288142,0.6,0.6224159694462992,0.6976744186046512,7813844.0,6.371840830496354,0.3775840305537007,0.6038295435704738,-7.0
ani95_cLOW_stFalse_r9,0.4014027283710388,0.8510270855476659,0.7572815533980582,0.3416045940564866,0.4875,0.4875180947500517,0.5931558935361217,10054711.0,12.285362321489044,0.5124819052499483,4.514690984020336,-57.0
ani95_cLOW_stTrue_r0,0.3566077956890553,0.7600201662210989,0.75,0.2710291161553355,0.4436619718309859,0.3995688614153554,0.5575221238938053,11403689.0,9.904377187163313,0.6004311385846446,4.903583716240274,-58.0
ani95_cLOW_stTrue_r1,0.2421837511166069,0.5960423208702482,0.75,0.144351765092605,0.4615384615384615,0.2324161219511143,0.5714285714285714,13348725.0,10.193633819710534,0.7675838780488857,4.624914233173776,-40.0
ani95_cLOW_stTrue_r2,0.4165072619958503,0.828038939446297,0.7582417582417582,0.3448842314947248,0.4233128834355828,0.4869501777333425,0.5433070866141733,10174349.0,12.016440195380152,0.5130498222666574,3.244732897808405,-72.0
ani95_cLOW_stTrue_r3,0.3907495222146952,0.597556566148091,0.7027027027027027,0.2334949427186205,0.4770642201834862,0.3357828839614371,0.5683060109289617,12932646.0,13.006524071399037,0.6642171160385629,4.550900298372438,-35.0
ani95_cLOW_stTrue_r4,0.3473254820100945,0.8461434844134668,0.7603305785123967,0.2938871935736082,0.4509803921568627,0.4362527058200571,0.5661538461538461,10633729.0,15.376066482603951,0.5637472941799428,4.879186354447376,-83.0
ani95_cLOW_stTrue_r5,0.4008207998827429,0.9091763830368108,0.7614678899082569,0.3644168050833135,0.4611111111111111,0.5202903970498117,0.5743944636678201,9407822.0,15.581779645735548,0.4797096029501883,4.224345596335222,-71.0
ani95_cLOW_stTrue_r6,0.4600481428571428,0.745865261927556,0.7777777777777778,0.3431339285714285,0.4711538461538461,0.4700309784305547,0.5868263473053892,10832924.0,8.536313600148121,0.5299690215694454,4.215485147298184,-41.0
ani95_cLOW_stTrue_r7,0.3997327144766325,0.5720995550244073,0.7831325301204819,0.2286869080807799,0.4642857142857143,0.3267579670255648,0.5829596412556053,13193034.0,10.082008444148816,0.6732420329744352,4.281590190960436,-57.0
ani95_cLOW_stTrue_r8,0.3442944110253777,0.8343901882920318,0.75,0.2872758784433591,0.4473684210526316,0.4274002422196129,0.5604395604395604,10776391.0,9.412395525006602,0.5725997577803872,4.76203970610781,-46.0
ani95_cLOW_stTrue_r9,0.3802783229366637,0.7855836751100463,0.7789473684210526,0.2987404424972693,0.4539877300613497,0.432869860423038,0.5736434108527131,10959161.0,12.513357503706,0.567130139576962,4.700224566829335,-68.0
ani97_cHIGH_stFalse_r0,0.3355592622227517,0.5330089707394629,0.7411347517730497,0.1788560969794424,0.4256619144602851,0.2678370058723936,0.5407503234152651,13689857.0,21.516478211522955,0.7321629941276063,5.450616705869964,-209.0
ani97_cHIGH_stFalse_r1,0.42217,0.7663942081558208,0.7305194805194806,0.3235486428571428,0.4601226993865031,0.4550069863056356,0.5646173149309912,10851018.0,18.855685537640024,0.5449930136943645,6.145537751067196,-181.0
ani97_cHIGH_stFalse_r2,0.3739354441473803,0.7285576069920545,0.7831325301204819,0.2724335123575265,0.4472477064220183,0.3965739635264885,0.5693430656934306,11606933.0,20.243577379391905,0.6034260364735116,5.597297440506002,-187.0
ani97_cHIGH_stFalse_r3,0.3633224485900881,0.8565731443660041,0.7864077669902912,0.3112122522075676,0.4576271186440678,0.4565497363142742,0.5785714285714286,10372589.0,23.280425837041765,0.5434502636857259,5.741406693639743,-222.0
ani97_cHIGH_stFalse_r4,0.4597073882788168,0.7953755319577054,0.7482758620689656,0.3656400084971513,0.4676724137931034,0.5009771292975204,0.5755968169761273,10197973.0,18.705773588617586,0.4990228707024796,6.029356847849784,-174.0
ani97_cHIGH_stFalse_r5,0.4674475511538482,0.8914072389367441,0.7339055793991416,0.4166861309217942,0.4004683840749414,0.5679059951330534,0.5181818181818182,8877068.0,16.141739935907932,0.4320940048669465,5.139868836977468,-194.0
ani97_cHIGH_stFalse_r6,0.3109479033378109,0.7664176970212082,0.764505119453925,0.2383159759697383,0.4315992292870905,0.3635781030855015,0.5517241379310345,11680435.0,19.56820986369926,0.6364218969144986,5.817700736132109,-226.0
ani97_cHIGH_stFalse_r7,0.4554193366636152,0.7611707752249964,0.7744807121661721,0.3466518895406976,0.4554973821989528,0.4763601538170546,0.5736263736263736,10669630.0,21.11082530998025,0.5236398461829453,6.560388068119442,-236.0
ani97_cHIGH_stFalse_r8,0.3627065966056542,0.8536231992513423,0.7546583850931677,0.3096147653840846,0.4576271186440678,0.4544114868971787,0.5697538100820633,10408670.0,20.569927107732585,0.5455885131028213,6.365229329894781,-209.0
ani97_cHIGH_stFalse_r9,0.415027084972915,0.8187366241651801,0.7989556135770235,0.3397978744878398,0.4864864864864865,0.4802704882420591,0.6047430830039525,10296049.0,22.64861577853103,0.5197295117579409,6.704505215590533,-246.0
ani97_cHIGH_stTrue_r0,0.4181215739226981,0.7975537489844017,0.8696808510638298,0.3334744288133065,0.3954050785973398,0.4703044293880606,0.543640897755611,10516400.0,24.289188206180548,0.5296955706119393,7.410426196188001,-451.0
ani97_cHIGH_stTrue_r1,0.4520330606281039,0.8445008352753565,0.865,0.3817422972725096,0.3844444444444444,0.5258038644208003,0.5323076923076923,9639662.0,25.232918963227792,0.4741961355791997,7.308223806075031,-500.0
ani97_cHIGH_stTrue_r2,0.4730823247461097,0.7940952966778382,0.8498498498498499,0.3756724490223033,0.4155653450807636,0.5100494965032613,0.5581854043392506,10104285.0,22.96158789618768,0.4899505034967388,7.023070784114086,-348.0
ani97_cHIGH_stTrue_r3,0.4613460662638864,0.8918571647982243,0.8660968660968661,0.4114547946489235,0.3877551020408163,0.5631175313604655,0.5356828193832598,8938126.0,22.08943945723255,0.4368824686395345,6.473504512100741,-433.0
ani97_cHIGH_stTrue_r4,0.4634511184199906,0.8299326605761365,0.8724035608308606,0.3846332197572888,0.3983739837398374,0.5256522953394667,0.5469767441860466,9718598.0,22.299340182842744,0.4743477046605333,6.784042141948822,-401.0
ani97_cHIGH_stTrue_r5,0.4064557723508246,0.7908169577427167,0.8555555555555555,0.3214321173474453,0.4084880636604774,0.4570810169312138,0.5529622980251346,10690280.0,20.494858749591444,0.5429189830687862,7.336389218632295,-394.0
ani97_cHIGH_stTrue_r6,0.4421212992641564,0.7839343217723919,0.8581730769230769,0.3465940608797752,0.4043035107587769,0.4806725496067842,0.5496535796766744,10485054.0,23.76908927104097,0.5193274503932158,6.937690123636672,-467.0
ani97_cHIGH_stTrue_r7,0.4195182027883147,0.7652424022526525,0.8511326860841424,0.3210331172904453,0.4194577352472089,0.4523127870566931,0.561965811965812,10884326.0,20.671079887278093,0.5476872129433069,7.087863447958327,-318.0
ani97_cHIGH_stTrue_r8,0.3977734853962122,0.7734510744451076,0.8514588859416445,0.3076583296654757,0.383054892601432,0.4402119984101243,0.5283950617283951,10954394.0,23.04204011653774,0.5597880015898756,7.235319168270094,-461.0
ani97_cHIGH_stTrue_r9,0.4379914817215871,0.7984716284679787,0.8682170542635659,0.3497237716653386,0.4132841328413284,0.486405901718755,0.56,10339624.0,25.45897156335534,0.513594098281245,7.019172801194281,-426.0
ani97_cLOW_stFalse_r0,0.4886595048602122,0.739509205646465,0.7764705882352941,0.3613682022707704,0.55,0.4854947704172333,0.6439024390243903,10722928.0,9.622658592541416,0.5145052295827667,3.489685695874416,-35.0
ani97_cLOW_stFalse_r1,0.476803639543377,0.2743318976817347,0.6833333333333333,0.1308024472574924,0.6212121212121212,0.1771426393531047,0.6507936507936507,17012780.0,8.619883547247916,0.8228573606468953,2.7014800875698515,-6.0
ani97_cLOW_stFalse_r2,0.3243709672281101,0.9596367823492922,0.826530612244898,0.3112783112783113,0.5664335664335665,0.4700772200251602,0.6721991701244813,9825391.0,11.42597417099646,0.5299227799748398,3.771973264700283,-45.0
ani97_cLOW_stFalse_r3,0.5351445714285714,0.59153868167,0.638095238095238,0.3165587142857143,0.5193798449612403,0.4124155081903873,0.5726495726495726,12628380.0,9.92562130911446,0.5875844918096127,4.547905045907418,-24.0
ani97_cLOW_stFalse_r4,0.4670205949852893,0.7807898789485268,0.671875,0.364644953825033,0.5972222222222222,0.4971231556959696,0.6323529411764705,10328237.0,9.444356331564371,0.5028768443040303,3.0332076386744355,-8.0
ani97_cLOW_stFalse_r5,0.4525830203215627,0.974997021068738,0.8454545454545455,0.4412670965998157,0.7380952380952381,0.6075619643442218,0.788135593220339,7980687.0,11.510646546216911,0.392438035655778,4.389361161506133,-16.0
ani97_cLOW_stFalse_r6,0.3953846876922767,0.7089797499290023,0.7604166666666666,0.280319737005827,0.6636363636363637,0.4017813001365624,0.7087378640776699,11686438.0,10.965583794446855,0.5982186998634376,4.7110551391243325,-14.0
ani97_cLOW_stFalse_r7,0.3465094504986499,0.8892959644685067,0.7647058823529411,0.3081494559786491,0.6435643564356436,0.457701141071877,0.6989247311827956,10222949.0,12.482618524612349,0.5422988589281229,4.8572786188318045,-16.0
ani97_cLOW_stFalse_r8,0.5832394047887415,0.7383470453332458,0.72,0.4306330912476882,0.627906976744186,0.5439898602134015,0.6708074534161491,10107628.0,8.947683457816316,0.4560101397865985,3.708620195081311,-11.0
ani97_cLOW_stFalse_r9,0.3560146839958045,0.8845547546480312,0.8,0.3149144814530053,0.6153846153846154,0.4644706066530761,0.6956521739130435,10166603.0,8.096606477235985,0.535529393346924,3.8880641144153816,-21.0
ani97_cLOW_stTrue_r0,0.4968878584766321,0.6994328846407347,0.8181818181818182,0.3475397081972679,0.4714285714285714,0.4643496922354031,0.5981873111782477,11225323.0,13.728982394718663,0.5356503077645969,5.32811020674951,-89.0
ani97_cLOW_stTrue_r1,0.4734392560240262,0.8194767476946845,0.7529411764705882,0.3879724617575601,0.4383561643835616,0.5266215898230876,0.554112554112554,9764936.0,8.982008134744826,0.4733784101769123,5.277254119149718,-61.0
ani97_cLOW_stTrue_r2,0.5720913873763501,0.5209398243338605,0.7634408602150538,0.2980251868427503,0.461038961038961,0.379144862996956,0.5748987854251013,13664582.0,12.011602779897636,0.620855137003044,5.207645573392111,-61.0
ani97_cLOW_stTrue_r3,0.4787917766250471,0.7067319182429813,0.8,0.3383774307331846,0.4047619047619047,0.457640400875696,0.5375494071146245,11228512.0,8.452443572290973,0.5423595991243041,5.411689127112672,-83.0
ani97_cLOW_stTrue_r4,0.5050973702503806,0.8933256685962855,0.8061224489795918,0.4512164459851468,0.4247311827956989,0.5995843922178732,0.5563380281690141,8437281.0,12.73743262405728,0.4004156077821268,3.984691748244613,-88.0
ani97_cLOW_stTrue_r5,0.4359685513836448,0.7976119147689599,0.8306451612903226,0.3477337110481586,0.4639639639639639,0.4843193964284185,0.5953757225433526,10367001.0,14.43418920375959,0.5156806035715815,5.868712726543936,-98.0
ani97_cLOW_stTrue_r6,0.5154462923341253,0.8355263714023013,0.7821782178217822,0.4306689702867015,0.4566473988439306,0.5683724622446042,0.5766423357664234,9157513.0,10.01898625321676,0.4316275377553957,5.376676901615337,-72.0
ani97_cLOW_stTrue_r7,0.4699283528469075,0.7115423082792572,0.7,0.3343739049105578,0.3943661971830985,0.4549526570638001,0.5045045045045045,11216526.0,10.002181424628748,0.5450473429361999,5.242448117992579,-62.0
ani97_cLOW_stTrue_r8,0.4673525294532522,0.7561537825502256,0.7538461538461538,0.3533903829304923,0.4260869565217391,0.4816707312484323,0.5444444444444445,10647991.0,11.596619938620506,0.5183292687515677,5.66211236394776,-100.0
ani97_cLOW_stTrue_r9,0.5075274285714285,0.8064481807035341,0.8165137614678899,0.4092945714285714,0.4972067039106145,0.5430011602726584,0.6180555555555556,9645136.0,11.32533272137618,0.4569988397273416,5.4976637429063455,-70.0
ani99_cHIGH_stFalse_r0,0.4621984675986865,0.7987971452560614,0.7325,0.369202816459557,0.4688,0.5049968586903048,0.5717073170731708,10133091.0,19.526035110978547,0.4950031413096953,6.85408076370517,-225.0
ani99_cHIGH_stFalse_r1,0.474313443249461,0.933878301160534,0.7427385892116183,0.4429510325994099,0.3960176991150442,0.6008912617972519,0.5165945165945166,8237764.0,14.323130536157596,0.399108738202748,4.140703627560657,-211.0
ani99_cHIGH_stFalse_r2,0.5369593863321299,0.9067540279669676,0.7348837209302326,0.4868900864113298,0.3708920187793427,0.6335757349753613,0.4929797191887676,7884518.0,13.775759415661666,0.3664242650246386,2.3604070084452475,-211.0
ani99_cHIGH_stFalse_r3,0.5160997788143805,0.7207868076507875,0.7216828478964401,0.3719979120008949,0.4477911646586345,0.490730118425061,0.5526641883519208,10809460.0,16.637535619820323,0.509269881574939,5.729229626155204,-189.0
ani99_cHIGH_stFalse_r4,0.4852329370097503,0.7920209207207433,0.7131474103585658,0.3843146375344928,0.4890710382513661,0.517514294166195,0.580226904376013,10032457.0,13.59044404074602,0.482485705833805,5.959482979630715,-115.0
ani99_cHIGH_stFalse_r5,0.4917705047025687,0.780700823016995,0.7615894039735099,0.3839256377567784,0.4590818363273453,0.5147248005594883,0.572851805728518,10134875.0,18.415262090713203,0.4852751994405117,5.752526036190481,-199.0
ani99_cHIGH_stFalse_r6,0.5250589428908246,0.9222456920118176,0.7207207207207207,0.4842333481333418,0.4020100502512563,0.6350355838908804,0.5161290322580646,7792287.0,14.561534050780551,0.3649644161091196,3.7323545898119854,-176.0
ani99_cHIGH_stFalse_r7,0.3941184504210862,0.7810842365556944,0.7181008902077152,0.3078397089596674,0.4040066777963272,0.4416263322053961,0.5170940170940171,10898134.0,18.52525355290653,0.5583736677946038,6.675382530474483,-262.0
ani99_cHIGH_stFalse_r8,0.3280467142857143,0.7080661856956784,0.7574750830564784,0.2322787857142857,0.3725490196078431,0.3498051434722552,0.4994523548740416,12088848.0,18.49551693656567,0.6501948565277448,6.102423429124418,-311.0
ani99_cHIGH_stFalse_r9,0.5022127158662256,0.8215456096901524,0.732484076433121,0.4125906518504656,0.4466019417475728,0.5493105570106324,0.5548854041013269,9478433.0,19.257434118733613,0.4506894429893676,6.034768572857146,-201.0
ani99_cHIGH_stTrue_r0,0.4998977856266734,0.9022732238032292,0.8744186046511628,0.4510443866094742,0.4392523364485981,0.6014334989114248,0.5847589424572318,8369319.0,14.027559916925355,0.3985665010885751,5.951880546272685,-213.0
ani99_cHIGH_stTrue_r1,0.432848337956668,0.742236267249737,0.8233438485804416,0.3212757346502099,0.4110236220472441,0.448443462074108,0.5483193277310924,11064153.0,17.45484103137844,0.551556537925892,7.067164849842989,-318.0
ani99_cHIGH_stTrue_r2,0.5055309889380222,0.670467801388297,0.848605577689243,0.3389422506869272,0.3796791443850267,0.4502627354432761,0.5246305418719212,11587074.0,19.329785092970567,0.549737264556724,6.350115149384599,-310.0
ani99_cHIGH_stTrue_r3,0.5044633520418834,0.803241913799585,0.8603174603174604,0.4052061083358761,0.3854907539118065,0.5386719560644977,0.5324165029469548,9716727.0,19.95301643386489,0.4613280439355022,6.34209084786337,-388.0
ani99_cHIGH_stTrue_r4,0.507559752235383,0.7638014103273519,0.8644986449864499,0.3876748545827868,0.3806682577565632,0.5143077798514445,0.5285832642916322,10250986.0,21.4751374107361,0.4856922201485554,6.959315075655029,-469.0
ani99_cHIGH_stTrue_r5,0.5472933610094842,0.737664833666096,0.8277945619335347,0.4037190661156198,0.4,0.521839072394424,0.5393700787401575,10357988.0,22.65088369720052,0.4781609276055761,6.184103620844396,-354.0
ani99_cHIGH_stTrue_r6,0.4574453920960503,0.7854121416626199,0.8610421836228288,0.3592831650998558,0.3817381738173817,0.4930313918426082,0.5289634146341463,10344298.0,22.920053392108763,0.5069686081573918,7.233593877345779,-506.0
ani99_cHIGH_stTrue_r7,0.4900144528220431,0.8056279252892655,0.8406466512702079,0.3947693269887773,0.3503368623676612,0.5298865742424121,0.4945652173913044,9806685.0,23.56704035498357,0.4701134257575879,7.062168283499599,-606.0
ani99_cHIGH_stTrue_r8,0.506657554309146,0.729955659090986,0.88,0.3698375489891597,0.4150943396226415,0.4909377687469836,0.5641025641025641,10737782.0,23.628356950085944,0.5090622312530164,6.995593557211611,-364.0
ani99_cHIGH_stTrue_r9,0.5543648618474821,0.8176861050520372,0.8547945205479452,0.4532964446617784,0.3644859813084112,0.5832561656379708,0.5110565110565111,9068783.0,20.95679287129844,0.4167438343620291,6.371952709862971,-491.0
