Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_standard_0521-0.00,0.9181809826702616,0.809500016077516,0.034582549558674576,0.7432675202336462,0.8298611111111112,0.7749712117351495,0.06639811084872899,14371561.0,180.32395251402218,11.590461394741993,0.22502878826485054,0.25055341668186776,0.9717009272269334,6.75370230765916,7137.884422110553,0.1682613152455612,0.5295078325935901,0.005113130781297182,6911.0,0.42068466129193927
marine_sample_0-kraken2_standard_0521-0.05,0.8962227423569874,0.8252205093723269,0.052643220526432215,0.7395813879588968,0.8263888888888888,0.7800575021472468,0.098981077147016,13885924.0,167.8907252026631,9.578758654742916,0.21994249785275327,0.2503471366895847,0.9707144670085428,6.570461955220307,5247.071428571428,0.17115609006616178,0.5411160706882014,0.007552876100169413,4521.0,0.4395192896471314
marine_sample_0-kraken2_standard_0521-0.10,0.8705430188927457,0.8349566753622197,0.09627831715210357,0.7268657048144771,0.8263888888888888,0.7771707974347897,0.17246376811594202,13877655.0,146.63579645865343,10.2891055215187,0.22282920256521035,0.2508349177513892,0.9702426669674616,6.497313403920423,2900.31914893617,0.17251784674334644,0.5764392242458007,0.013594321234844242,2472.0,0.47481728277536583
marine_sample_0-kraken2_standard_0521-0.15,0.8391023640635668,0.8422056160096288,0.15414507772020725,0.7066967234212921,0.8263888888888888,0.7685235332521879,0.259825327510917,14173889.0,136.29852803112522,11.330296063441606,0.231476466747812,0.2514765081809786,0.9700418593453471,6.458086414359362,1812.9408284023666,0.17309376101516205,0.6096872889488705,0.02161911185505413,1544.0,0.5141744303815525
marine_sample_0-kraken2_standard_0521-0.20,0.7999423933894763,0.8491341527948164,0.23017408123791105,0.6792584064954307,0.8263888888888888,0.7547557177275183,0.3600605143721634,14697172.0,129.3020084142237,12.272116967361903,0.2452442822724817,0.2522016110134052,0.9700042741356668,6.431573297414972,1182.6813186813188,0.17319945951511995,0.6422568554238937,0.03224185981591954,1034.0,0.5574081160498409
marine_sample_0-kraken2_standard_0521-0.25,0.7611336488381516,0.8546746805720276,0.29528535980148884,0.6505216581933689,0.8263888888888888,0.7387533122458125,0.4351005484460695,15318611.0,125.513540494533,12.093169767454395,0.2612466877541876,0.2529609853948745,0.9700681210118944,6.417361923482366,905.063829787234,0.17301381648280348,0.6646922685143226,0.041450614897077166,806.0,0.586926930345941
marine_sample_0-kraken2_standard_0521-0.30,0.7080959813832735,0.8616970282415858,0.3640552995391705,0.6101642028677761,0.8229166666666666,0.7144378413368135,0.5047923322683706,16240119.0,122.46383767956556,9.442483744905383,0.2855621586631864,0.25374738180191725,0.9702211088946356,6.405010918654367,721.0370370370372,0.1725703717682337,0.6852834224087754,0.05158346242164622,651.0,0.609615086802592
marine_sample_0-kraken2_standard_0521-0.35,0.6493578124385226,0.8682072884324276,0.4093264248704663,0.5637771855596626,0.8229166666666666,0.6836323583736341,0.5467128027681661,17373336.0,120.28470211799637,10.028784269720587,0.31636764162636594,0.2543687856177325,0.9704272097346917,6.395049820322107,618.2608695652174,0.171972008011591,0.6968243953379575,0.058402190028686164,579.0,0.6151725805709001
marine_sample_0-kraken2_standard_0521-0.40,0.5864562293379835,0.8741980986623075,0.4356617647058824,0.5126789206359313,0.8229166666666666,0.6463196540252087,0.5697115384615384,18681653.0,118.46284462926096,11.057888245326419,0.3536803459747913,0.25507999708368073,0.9706699277068366,6.387398352224441,574.0,0.17126501000145838,0.7028802718433567,0.06267407989124266,544.0,0.6080155962433735
marine_sample_0-kraken2_standard_0521-0.45,0.5206758174477147,0.8783425066475186,0.4674556213017752,0.4573317026477716,0.8229166666666666,0.6014848101094314,0.5962264150943396,20177056.0,116.17472893633524,12.298412570607095,0.3985151898905685,0.25838691411680403,0.9709406644212308,6.379091399337777,534.0,0.1704729656881141,0.7099046971958108,0.06787445578116479,507.0,0.5988556126018856
