Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_chocophlan-0.00,0.6426712107209567,0.571328386642186,0.01804871891960116,0.36717630596258455,0.4965277777777778,0.4470478371644847,0.03483132383388138,30242277.0,234.95453955124145,11.818307813093426,0.5529521628355154,0.6083148010341102,0.9777183151131488,7.411292386175747,8168.923076923077,0.1493257937457456,0.5722196604060524,0.005664509585362186,7923.0,0.24093958049918304
marine_sample_0-kraken2_chocophlan-0.05,0.5823203570288324,0.6265850205851652,0.020408163265306117,0.3648732128960717,0.4965277777777778,0.4611875354763234,0.039204934886908835,28386270.0,229.05848271844718,13.905365041268313,0.5388124645236766,0.6093998968556614,0.9729911417065404,6.560325685803955,7233.491935483871,0.16440312756096515,0.5135452656260823,0.005283985975196636,7007.0,0.2501962351816161
marine_sample_0-kraken2_chocophlan-0.10,0.5446797231638945,0.6536448282842285,0.03502326720548616,0.3560270841173649,0.4965277777777778,0.4609720433024543,0.06543125142987874,27722093.0,207.5247194376024,15.974260936215098,0.5390279566975458,0.6118096863335496,0.9707236010630632,6.284975082189289,4528.953316953317,0.17114199664656896,0.5239481654918831,0.008365713044609233,4083.0,0.2632016473661665
marine_sample_0-kraken2_chocophlan-0.15,0.5136892588900546,0.6703833837645126,0.0591887417218543,0.3443687435781995,0.4965277777777778,0.4550058627366033,0.10576923076923077,27466596.0,194.01863099272197,17.943901636324675,0.5449941372633967,0.6142485005667094,0.9693531331330796,6.163244322149781,2825.4174311926604,0.17508718824741915,0.5484091795149134,0.013505696571383443,2416.0,0.28038754675291705
marine_sample_0-kraken2_chocophlan-0.20,0.4826878019053432,0.6811180071120698,0.08542413381123057,0.32876735369107296,0.4965277777777778,0.44347482088756257,0.14576962283384304,27473299.0,186.39785029378208,20.100142734718133,0.5565251791124374,0.6167021282550792,0.9683789567182068,6.086692821813131,1894.852564102564,0.17784158076922707,0.5683672785042475,0.018891583044556147,1674.0,0.2946222218607028
marine_sample_0-kraken2_chocophlan-0.25,0.4551115354684622,0.6868287357032604,0.10823170731707316,0.3125836805097735,0.4930555555555556,0.4296353549408699,0.1775,27632817.0,181.8716524666584,19.501933906329487,0.5703646450591301,0.6194750546595645,0.9677427637596342,6.039031288044042,1445.0092592592596,0.17961853650088927,0.5830558500069749,0.02362865548281011,1312.0,0.30356767747043495
marine_sample_0-kraken2_chocophlan-0.30,0.41973146549355017,0.691919231311688,0.1297148114075437,0.29042027296162554,0.4895833333333333,0.4091200061705541,0.2050909090909091,27930697.0,178.1243791584773,18.473977878820698,0.5908799938294459,0.6226585032569433,0.9672140109047456,5.999485217908005,1203.45,0.18108308962319308,0.5948249244364893,0.028059644587788198,1087.0,0.3071054576307316
marine_sample_0-kraken2_chocophlan-0.35,0.38220598478020135,0.6969187302188021,0.146875,0.2663665095950448,0.4895833333333333,0.3854223068458243,0.2259615384615385,28283024.0,174.90744512633012,19.714983316229826,0.6145776931541758,0.6251005964509743,0.9668829293167496,5.970797398821308,1050.553846153846,0.1819946776630821,0.6026913632687146,0.03145407021743357,960.0,0.3056919226536814
marine_sample_0-kraken2_chocophlan-0.40,0.3430485370233601,0.7023965460921021,0.16549295774647887,0.2409561075471568,0.4895833333333333,0.3588196567805289,0.24736842105263154,28671353.0,171.7840023545389,21.146227922129377,0.641180343219471,0.6271440326197758,0.9666528533963112,5.948109610019388,923.9423076923076,0.18262561802172447,0.6110207537840657,0.03519668216704214,852.0,0.3030940389165802
marine_sample_0-kraken2_chocophlan-0.45,0.3028439885039071,0.7083944296248574,0.18383311603650587,0.21453299450154212,0.4895833333333333,0.3293302903410508,0.2672985781990522,29092255.0,168.68213072742697,22.45015718776812,0.6706697096589492,0.628872985833275,0.966447296675604,5.9264214403706434,832.2826086956521,0.18318788661367136,0.6184253631271615,0.03885770252824737,767.0,0.2983144342700515
marine_sample_0-kraken2_chocophlan-0.50,0.2689898329438329,0.7130718538269487,0.19886363636363635,0.19180907883786025,0.4861111111111111,0.3023019946391484,0.28225806451612906,29478264.0,166.26913220161845,22.30933347817856,0.6976980053608516,0.6300881674648281,0.9663644801002524,5.913202427653428,749.8181818181819,0.18341428781843225,0.6251118107353336,0.042230789049441886,704.0,0.29228002957763877
marine_sample_0-kraken2_chocophlan-0.55,0.2285335333245832,0.7195027294080044,0.21406727828746175,0.16443050098829276,0.4861111111111111,0.2676858165089249,0.29723991507431,29954408.0,163.4637939986752,24.339808953675327,0.7323141834910751,0.6312587117617224,0.966347499868904,5.901348872708621,703.5238095238095,0.18346192239523024,0.6309479561061372,0.04543650491972495,654.0,0.2824628657916175
marine_sample_0-kraken2_chocophlan-0.60,0.1891528374259156,0.727159339985811,0.2352941176470588,0.13754425241907214,0.4861111111111111,0.2313314959863453,0.3171007927519819,30433580.0,160.47302591240663,26.85398969564343,0.7686685040136547,0.6322915103119446,0.96633493765225,5.890540370944517,680.6896551724138,0.18349772131639186,0.6391128128705852,0.04992333748105728,595.0,0.2742161443691636
marine_sample_0-kraken2_chocophlan-0.65,0.15193725504801198,0.7364558102555212,0.2626641651031895,0.11189507427438347,0.4861111111111111,0.19427286301235172,0.34104750304506704,30902463.0,157.3975214513177,29.441354503983018,0.8057271369876482,0.6332196622592252,0.966401250721275,5.882632503232495,578.5357142857142,0.18331889486752911,0.6494411436093223,0.05584054907269823,533.0,0.26766018302870936
marine_sample_0-kraken2_chocophlan-0.70,0.1173209682355708,0.7434209970515929,0.2874743326488706,0.0872188711807463,0.4861111111111111,0.15612142555326586,0.3612903225806451,31393099.0,154.1049352027791,32.3242332382175,0.8438785744467341,0.6342495773024127,0.9664666757356392,5.874855344641857,512.5517241379309,0.18314385095031752,0.6580422776634096,0.0612342538473411,487.0,0.25870587406695544
marine_sample_0-kraken2_chocophlan-0.75,0.09029674012060143,0.7475418364288848,0.31096196868008946,0.06750059093329618,0.4826388888888889,0.12382058654202655,0.3782312925170068,31806365.0,151.0445092823366,33.80320986538827,0.8761794134579735,0.6352490031960942,0.9665165156705844,5.867682009347988,466.84,0.1830120790133815,0.6664691830721237,0.0668131322091541,447.0,0.2510259395295167
marine_sample_0-kraken2_chocophlan-0.80,0.061166927318057875,0.7524787138971,0.33827160493827163,0.04602681080132958,0.4756944444444444,0.08674754106341312,0.3953823953823954,32266424.0,146.3864602891798,35.55612311354975,0.9132524589365868,0.6361349674000593,0.9665182601110952,5.859005848201369,418.5,0.18301646856251147,0.6764206819969728,0.07374574352055567,405.0,0.24106496822290424
marine_sample_0-kraken2_chocophlan-0.85,0.040097955265673696,0.7575459551044041,0.3760445682451253,0.03037604381946845,0.46875,0.058409967379869435,0.4173106646058733,32607115.0,140.87164210643556,37.80253332302003,0.9415900326201304,0.6375940224874057,0.966301895170628,5.835734286332023,369.0,0.18361967396698414,0.6875405595625392,0.08266088952000472,359.0,0.23786031599287136
marine_sample_0-kraken2_chocophlan-0.90,0.026135830861224837,0.7648516927970654,0.4123076923076923,0.0199900344768656,0.4652777777777778,0.038961770704543416,0.4371941272430668,32833849.0,135.4463137156597,41.563728242005254,0.9610382292954566,0.6382489124696934,0.9662169782718568,5.826017619218828,344.0,0.1838700434820912,0.698203621193728,0.0910789775314806,325.0,0.2380779489738051
