Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_chocophlan-0.00,0.6427596329635958,0.8882521554238777,0.07854507116499737,0.5709326293993745,0.7525252525252525,0.6950896746463049,0.1422434367541766,16677173.0,150.03709146419936,14.596052345193662,0.3049103253536952,0.34007485812706745,0.9417677922253256,5.792477194726157,1960.142857142857,0.2413348864371111,0.5319321444015052,0.009052518335968094,1897.0,0.41866655570024075
marine_sample_0-kraken2_chocophlan-0.05,0.5823931912470389,0.9418440600703668,0.0866783013379872,0.5485235678014488,0.7525252525252525,0.6932835288164669,0.1554512258737611,16159495.0,131.1514184294517,19.651144723451214,0.3067164711835331,0.3482508236474002,0.930699828978074,5.262458375691224,1738.2173913043478,0.2632725822328479,0.4896515420621256,0.008394403036071947,1719.0,0.424367377345114
marine_sample_0-kraken2_chocophlan-0.10,0.5447192789021946,0.9644820331187473,0.12183156173344235,0.5253719575945666,0.7525252525252525,0.6802167419933276,0.20971147079521466,16446806.0,116.66246375592878,24.121165846261505,0.3197832580066724,0.35900505900718943,0.9257753764800234,5.098646887381241,1333.9174311926606,0.27246032158402705,0.4971278415078075,0.011016040895429343,1223.0,0.44496410639427114
marine_sample_0-kraken2_chocophlan-0.15,0.5137125057704224,0.9738461583435404,0.18908629441624367,0.5002769502375597,0.7525252525252525,0.6609933502305811,0.3022312373225152,17085508.0,108.89490347168741,27.78363500303407,0.3390066497694189,0.3672242808173565,0.9227509041528916,5.02556670239625,911.0923076923076,0.27795000490426186,0.5222967820890599,0.016427836715482085,788.0,0.4816122937765482
marine_sample_0-kraken2_chocophlan-0.20,0.4827058227428375,0.9788404867745188,0.25645438898450945,0.4724920025024936,0.7525252525252525,0.6373374883339125,0.3825417201540437,17903335.0,105.16680817946094,31.278923728024374,0.3626625116660875,0.3736996951882853,0.9203149659007864,4.975849909195379,654.1,0.2822955646864861,0.5418902431859178,0.021599669440138643,581.0,0.5099396042439781
marine_sample_0-kraken2_chocophlan-0.25,0.45512658286777,0.981353620692568,0.3089770354906054,0.44664011997072217,0.7474747474747475,0.6138849021512367,0.4372230428360413,18706556.0,103.460554356366,33.74230547843143,0.38611509784876336,0.3784902925737492,0.9186338067693932,4.943369909514968,542.0,0.2852565980570079,0.5551926671042036,0.025657863411613014,479.0,0.525553972493639
marine_sample_0-kraken2_chocophlan-0.30,0.41974329917683817,0.9824022657173228,0.35406698564593303,0.41235676813098987,0.7474747474747475,0.5808891908418553,0.4805194805194806,19811391.0,101.91711421514263,36.5912335688765,0.41911080915814464,0.3835655231641678,0.9168951601250522,4.913073893299666,477.4,0.2882877027086753,0.5642438561191561,0.028787065846075176,418.0,0.530704335680668
marine_sample_0-kraken2_chocophlan-0.35,0.3822165570048647,0.9845921913086936,0.3893333333333333,0.376327437415884,0.7373737373737373,0.5445274628041653,0.5095986038394416,20961124.0,100.11387089550712,36.679047584009254,0.4554725371958346,0.3875758623053219,0.9153926120112732,4.883386834711127,398.33333333333326,0.2908820401339176,0.5711064726017675,0.03151813015456737,375.0,0.5270630333218034
marine_sample_0-kraken2_chocophlan-0.40,0.34305949969950256,0.9863833199061398,0.4190751445086705,0.3383881682389347,0.7323232323232324,0.5039064439284275,0.5330882352941176,22183758.0,98.84851957723691,38.238045513152606,0.4960935560715724,0.3908916269910243,0.9141083369144491,4.862026200407131,372.71428571428567,0.2930816472766091,0.5764363371080563,0.03364905634119487,346.0,0.5184973396112726
marine_sample_0-kraken2_chocophlan-0.45,0.3028527286100918,0.988134876487318,0.440625,0.2992593435789804,0.7121212121212122,0.4593908996886179,0.5444015444015444,23450654.0,97.04249712629476,35.375964019188096,0.5406091003113822,0.39356525584706814,0.9129658984736904,4.842865921476138,338.9,0.29502475934419464,0.5819403708200013,0.035905466308000414,320.0,0.5018962220450811
marine_sample_0-kraken2_chocophlan-0.50,0.2689973416261223,0.9886589305074356,0.4622950819672131,0.2659466240814253,0.7121212121212122,0.4191444936214527,0.5606361829025845,24541726.0,95.34713141183731,37.18283139561151,0.5808555063785472,0.3960162023003357,0.9120933806659496,4.82854775208709,326.3684210526316,0.29650056872431685,0.5850894831021248,0.03729740205491176,305.0,0.4898903382620186
marine_sample_0-kraken2_chocophlan-0.55,0.2285396303746021,0.9889656952478052,0.493006993006993,0.2260178544450949,0.7121212121212122,0.3679455653802202,0.5826446280991735,25853535.0,93.73191021317189,39.72568614435572,0.6320544346197798,0.3987439209875006,0.9112065639793828,4.814317205459905,304.4736842105263,0.29799343594815786,0.5899991564524659,0.03937795014140042,286.0,0.47529509673969683
marine_sample_0-kraken2_chocophlan-0.60,0.18915812353824726,0.9894016811739638,0.5405405405405406,0.18715336543645414,0.7070707070707071,0.3147661555379934,0.6126914660831511,27130306.0,91.8232948225091,41.75846028884405,0.6852338444620065,0.400941265904414,0.9104262197135552,4.801823792786761,295.1111111111111,0.2993010518008479,0.5989695176024279,0.043104174554840606,259.0,0.46372881081057227
marine_sample_0-kraken2_chocophlan-0.65,0.15194239098669793,0.9900001779046392,0.5684647302904564,0.15042299410808718,0.6919191919191919,0.2611640916855957,0.6241457858769932,28337076.0,89.53972269769167,39.577142464243295,0.7388359083144043,0.4028010745316055,0.90971409233902,4.790937126302409,254.9090909090909,0.30049039056197685,0.6054598924272352,0.04595819769505712,241.0,0.44265493878129447
marine_sample_0-kraken2_chocophlan-0.70,0.11732538334075693,0.9902325050354246,0.6053811659192825,0.1161794082497592,0.6818181818181818,0.20795984765402456,0.6413301662707838,29464776.0,87.52876206125359,41.13745332559977,0.7920401523459755,0.40241053024381773,0.9091191542068436,4.784893847231669,229.0,0.3014816351906688,0.6133771627143366,0.04934268484848445,223.0,0.42464500696240415
marine_sample_0-kraken2_chocophlan-0.75,0.09030073473957938,0.9903181194088628,0.6367924528301887,0.08942645380853881,0.6818181818181818,0.1640399771534567,0.6585365853658537,30346464.0,85.38254808029454,43.98989069907257,0.8359600228465434,0.4032115008685903,0.9086964901511521,4.777446764691833,219.33333333333331,0.3021859139695937,0.6182059963972373,0.05166264845551262,212.0,0.4112882812596552
marine_sample_0-kraken2_chocophlan-0.80,0.06117062158974423,0.9903926177281172,0.66,0.06058293204432285,0.6666666666666666,0.11418132166825973,0.6633165829145728,31297261.0,82.54750679767399,44.870750450837406,0.8858186783317403,0.4043469706201655,0.9081292858904998,4.768520239591144,207.8,0.3031314399734808,0.6238369902837848,0.05442430755507708,200.0,0.38874895229141626
marine_sample_0-kraken2_chocophlan-0.85,0.04010137922479763,0.9905217849152952,0.6842105263157895,0.03972128972731169,0.6565656565656566,0.0763796501393288,0.6701030927835052,31984933.0,79.19873455554063,47.246991899035244,0.9236203498606712,0.4051557543408211,0.9075997973007508,4.759389408326833,196.0,0.3040170517037733,0.6287292194964621,0.056960458321371366,190.0,0.373241371461417
marine_sample_0-kraken2_chocophlan-0.90,0.026138173570099104,0.9904339482801215,0.7272727272727273,0.025888134449864382,0.6464646464646465,0.050457404502934365,0.6844919786096257,32441175.0,75.21566912306419,50.425242833046504,0.9495425954970655,0.40425970667571215,0.9075750150853332,4.752227464806126,189.0,0.3040759234981735,0.6370763494812051,0.0614749159771466,176.0,0.36747469155628004
marine_sample_0-kraken2_chocophlan-0.95,0.015608448048478456,0.9903440578817734,0.7839506172839507,0.015457733777567,0.6414141414141414,0.030440341072919368,0.7055555555555556,32785146.0,70.4745897974883,55.63812950780913,0.9695596589270806,0.4034878204858781,0.9073042382268044,4.737945641220545,174.0,0.30455413941102355,0.6455098727301636,0.06659246753132357,162.0,0.3679979483142375
marine_sample_0-kraken2_chocophlan-1.00,0.00870478534329245,0.9908703212984432,0.8223684210526315,0.00862531344994217,0.6313131313131313,0.017101759752248456,0.7142857142857141,33010258.0,64.96910060402467,60.88413407915093,0.9828982402477516,0.3981961368387705,0.9058447731152428,4.691082384305839,156.5,0.3070071893153426,0.6472308636647836,0.0698734163369757,152.0,0.3656937370189813
marine_sample_1-kraken2_chocophlan-0.00,0.6663203034167293,0.9001449211550411,0.0837257980115123,0.5997848369830548,0.7207207207207207,0.7198914107368407,0.15002344116268168,15543385.0,159.94250483350862,15.514531085949795,0.2801085892631593,0.3234635207934494,0.9619133590594412,6.202567211002264,1994.1818181818185,0.1951747898487862,0.5690370131211275,0.01373936437158203,1911.0,0.43495742594976117
marine_sample_1-kraken2_chocophlan-0.05,0.6072286089337996,0.9538516445804978,0.09190120620333142,0.5792060072678327,0.7207207207207207,0.7207512410472402,0.16301579215486497,14946159.0,137.54964262823307,20.239261795082964,0.2792487589527599,0.33196999594934284,0.9553610106753048,5.706934159506974,1759.0731707317073,0.21129759210403654,0.5301033746994139,0.012867283678688968,1741.0,0.4418835166010526
marine_sample_1-kraken2_chocophlan-0.10,0.5699502018872438,0.9740976069571116,0.12204424103737604,0.5551871277430868,0.7207207207207207,0.7072671822019501,0.20874103065883887,15304459.0,122.4190733803446,24.93970777582863,0.29273281779805,0.3411123367955826,0.9528031984931128,5.570233143116843,1401.4700854700855,0.21726324403544925,0.5378514919137477,0.01616161439186277,1311.0,0.45800410643039446
marine_sample_1-kraken2_chocophlan-0.15,0.5386088371065337,0.984335500960786,0.1873536299765808,0.5301717994951662,0.7207207207207207,0.6891573565795879,0.29739776951672864,15926836.0,113.53124377273018,28.883486738643047,0.3108426434204121,0.3486453937405739,0.9514522183281796,5.518754620660506,1031.7941176470588,0.2203460904559372,0.5667182517405703,0.024119746506014228,854.0,0.4932775630481583
marine_sample_1-kraken2_chocophlan-0.20,0.5066062661529164,0.9883458398821904,0.2699490662139219,0.5007021956104847,0.7162162162162162,0.6646755782969308,0.3921085080147965,16823860.0,109.14712009946086,31.067639376522934,0.3353244217030692,0.3539608532285987,0.9504792637897952,5.490020345383439,714.0714285714287,0.22254030720297865,0.5966036156964222,0.03428448361638208,589.0,0.5283920431558636
marine_sample_1-kraken2_chocophlan-0.25,0.4778693972618816,0.990245106497854,0.3285123966942149,0.4732078321836572,0.7162162162162162,0.6403919494650768,0.4504249291784703,17698080.0,106.61524752878546,33.91103384957022,0.3596080505349232,0.35771861652826553,0.9497897134410624,5.472557882451974,548.0975609756098,0.22408332064659087,0.6135936539065338,0.04114925136015901,484.0,0.5454084393217735
marine_sample_1-kraken2_chocophlan-0.30,0.4407423658598884,0.9916624861682448,0.3897058823529412,0.4370676702882912,0.7162162162162162,0.606725644563708,0.5047619047619047,18868729.0,104.79165329150743,37.475531691110376,0.3932743554362921,0.36150073676715694,0.9490489374986972,5.4573020948327535,457.0,0.22572967983516498,0.6292705765273442,0.048104598252375785,408.0,0.5557437746628064
marine_sample_1-kraken2_chocophlan-0.35,0.4012616098452966,0.9923743414227768,0.4209115281501341,0.39820172580846935,0.7072072072072072,0.5683474420632021,0.5277310924369748,20142540.0,103.35814680022068,37.737787415254324,0.4316525579367981,0.3651235102376952,0.9483975628538452,5.445305035261401,399.25,0.2271680223825039,0.6373972554276067,0.05195423502691796,373.0,0.5480392672500884
marine_sample_1-kraken2_chocophlan-0.40,0.3600464751155677,0.9930378660487296,0.4572271386430679,0.3575397833271304,0.6981981981981982,0.5257758317365575,0.552584670231729,21478212.0,101.67064727175571,37.85795635652253,0.4742241682634426,0.3700679725464077,0.9477892858713376,5.435264598116134,376.05882352941177,0.2285030807432066,0.6466595026335209,0.056498987930050676,339.0,0.5391802509841432
marine_sample_1-kraken2_chocophlan-0.45,0.31765423784840346,0.9930883894528479,0.4842767295597484,0.3154587354677429,0.6936936936936937,0.478818686126423,0.5703703703703703,22869201.0,100.32928022807006,38.82423585685165,0.5211813138735769,0.37464628653777293,0.9472487995740488,5.427022101660953,349.23076923076917,0.2296831777973551,0.6528447628642586,0.05961293890296542,318.0,0.5245945282483966
marine_sample_1-kraken2_chocophlan-0.50,0.28206477580339145,0.9931531750975422,0.5082508250825083,0.28013352767231464,0.6936936936936937,0.43700370364948543,0.5866666666666667,24036775.0,99.11921774034886,41.1309312743749,0.5629962963505145,0.37818737638709415,0.9468350255732656,5.420781377075792,328.0,0.2305827253471651,0.6576085119571805,0.062077148885896875,303.0,0.511835185158076
marine_sample_1-kraken2_chocophlan-0.55,0.2395503810035788,0.9931538497216488,0.5390070921985816,0.237910383095992,0.6846846846846847,0.3838656124705029,0.6031746031746031,25433160.0,96.94319188896195,40.99685367063937,0.6161343875294971,0.38198336246763737,0.9463296322374096,5.413231472358439,307.3,0.23167682020446384,0.6650528067204975,0.06607182768834813,282.0,0.493520107822553
marine_sample_1-kraken2_chocophlan-0.60,0.19818116802900745,0.9943883668351948,0.5665399239543726,0.19706904801385605,0.6711711711711712,0.3289469961175105,0.6144329896907216,26775649.0,94.56697088748638,40.91510783717903,0.6710530038824895,0.3854778431461866,0.9458733958277232,5.4023098114051225,284.0,0.232660486457452,0.6720194367676677,0.07024792016730289,263.0,0.47168999290411606
marine_sample_1-kraken2_chocophlan-0.65,0.1590090789952645,0.9943008794941384,0.5843137254901961,0.15810286709254442,0.6711711711711712,0.2728242081237233,0.6247379454926625,28066415.0,92.75702049251673,44.04856824080644,0.7271757918762768,0.3886300845488333,0.945414904495365,5.395107394481808,273.4,0.2336457415630375,0.6748647576184289,0.07184321271578586,255.0,0.4487810768081929
marine_sample_1-kraken2_chocophlan-0.70,0.12272198573135155,0.994175634365984,0.6125,0.12200720801511965,0.6621621621621622,0.2173417988882493,0.6363636363636365,29262071.0,90.1752596930993,45.07458622992888,0.7826582011117507,0.3913469315554315,0.9449061641858414,5.387074841213299,267.27272727272725,0.2347344888689568,0.6813139471292643,0.07562854546417104,240.0,0.4268527176259429
marine_sample_1-kraken2_chocophlan-0.75,0.09437897578776444,0.9943524198210656,0.6336206896551724,0.09384596295479733,0.6621621621621622,0.17150542002553434,0.6475770925110133,30193823.0,88.28465487203303,47.71135125457353,0.8284945799744656,0.3932157921708175,0.9445125936710774,5.379882835903584,257.3,0.2355749639992091,0.6846393290133229,0.07768149770841712,232.0,0.4095412562682738
marine_sample_1-kraken2_chocophlan-0.80,0.06395090972828597,0.9942675918908588,0.6792452830188679,0.06358431701477259,0.6486486486486487,0.1195249074621514,0.6635944700460831,31196032.0,84.75114806043152,48.165503690330276,0.8804750925378486,0.3950905806505735,0.9442017496896592,5.374397287327402,238.25,0.2362399387346997,0.6954519419456389,0.08453636280421703,212.0,0.39155968875411723
