Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_refseqV208_nt-0.00,0.9535814762610006,0.9564080714233182,0.033423180592991916,0.9120130206557844,0.9393939393939394,0.9336831166123714,0.06454971369078606,4313521.0,173.1802408330608,6.707253491287938,0.06631688338762856,0.07400004380325738,0.9480780139350607,5.812089421799921,7517.52422907489,0.2279039036449081,0.4671284272185722,0.0034608560445360467,5565.0,0.49911641515157873
marine_sample_0-kraken2_refseqV208_nt-0.05,0.9242349929223159,0.9737950572935776,0.0978432403997896,0.900015467885516,0.9393939393939394,0.9354527603914652,0.17722725107193904,4135348.0,96.21738941811014,8.350643305433142,0.06454723960853481,0.07577815133188039,0.946029743434092,5.597907656826845,2151.7591623036647,0.23232933922448304,0.51392110649047,0.00974683020522972,1901.0,0.5563400057317021
marine_sample_0-kraken2_refseqV208_nt-0.10,0.8977763187573792,0.977490989510852,0.2222222222222222,0.8775682621815606,0.9393939393939394,0.9248384580498638,0.3594202898550724,4749162.0,73.36077634918938,9.709049072712217,0.07516154195013634,0.08227757374440993,0.9456675065148754,5.565000360295738,1014.070588235294,0.2330998343157241,0.5731746133556082,0.02198947726472563,837.0,0.642129373952468
marine_sample_0-kraken2_refseqV208_nt-0.15,0.8664656542359931,0.9786351539433609,0.3502824858757062,0.8479537489198761,0.9393939393939394,0.9086197187667746,0.5102880658436214,5678698.0,65.58505221828648,10.849315826582878,0.09138028123322534,0.08859595826454934,0.9456411896293528,5.5580998202679766,640.1176470588234,0.2331540429588841,0.6139804516326437,0.034644598705045944,531.0,0.7094538923051981
marine_sample_0-kraken2_refseqV208_nt-0.20,0.8262407421701714,0.9807512761404128,0.4973262032085562,0.8103366622825974,0.9393939393939394,0.8874368461626284,0.6503496503496503,6844324.0,61.23055098878178,11.993690336348818,0.11256315383737156,0.09428908519211486,0.9455998724677188,5.550269358629615,403.5625,0.23324151169783294,0.6493901831452569,0.04915056108751238,374.0,0.7688932482561394
marine_sample_0-kraken2_refseqV208_nt-0.25,0.7870788492734149,0.9820967826563952,0.6078431372549019,0.7729876055683187,0.9393939393939394,0.8650850586504313,0.7380952380952379,8027495.0,58.86044870794475,12.963816101467348,0.13491494134956875,0.098930279707022,0.9457004975067524,5.549754353738849,345.54545454545456,0.2330252485654377,0.6720956384106489,0.06018423201235655,306.0,0.8015901483728346
marine_sample_0-kraken2_refseqV208_nt-0.30,0.7331235908080513,0.9843826482445388,0.7045454545454546,0.7216741418101751,0.9393939393939394,0.8328017062807409,0.8051948051948052,9648008.0,55.83968681631757,13.53246703837106,0.16719829371925884,0.10406105860131637,0.9458286362600452,5.549975215737236,270.0,0.2327499325700293,0.6899183622022549,0.06992400645592378,264.0,0.8189982557377731
marine_sample_0-kraken2_refseqV208_nt-0.35,0.6730721533308965,0.9862179468300379,0.7322834645669292,0.6637958371264694,0.9393939393939394,0.7935053318590322,0.8230088495575222,11502700.0,55.11353327605135,14.7851316320471,0.20649466814096776,0.10905806607712654,0.9459806192687028,5.551193811918295,289.0,0.2324233217165159,0.6948820775352518,0.07288139591231492,254.0,0.8082570907082771
marine_sample_0-kraken2_refseqV208_nt-0.40,0.6084430927481447,0.9883158665582978,0.7469879518072289,0.6013339624607934,0.9393939393939394,0.7477217753888571,0.8322147651006712,13510199.0,54.4537989003511,16.45413225180767,0.2522782246111429,0.11413171243379595,0.9461285530926395,5.552502494697687,262.2,0.2321050751908497,0.6975503953496022,0.07454903269879334,249.0,0.7899682702447641
marine_sample_0-kraken2_refseqV208_nt-0.45,0.5406806890807841,0.990717454039446,0.7773109243697479,0.5356617957344076,0.9343434343434344,0.6953573177502463,0.8486238532110092,15627146.0,53.13942023588093,14.833717727764375,0.3046426822497536,0.12013049893513693,0.9462994782616168,5.553992619389263,245.5,0.23173678114335255,0.7034985209160961,0.07824282774641443,238.0,0.7719905854806277
