Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.00,0.9597877325551536,0.8660111013507946,0.03842887473460722,0.8311868313330705,0.914141414141414,0.8482416922258991,0.07375713121434392,9902339.0,151.33528377308676,15.108925840841177,0.15175830777410107,0.15296938376030367,0.9486038719169371,5.85954963697932,4840.923076923077,0.2267405539706185,0.4802314624426034,0.00413093812650537,4710.0,0.4609994117201215
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.05,0.9310663920691497,0.8827382300322003,0.05823680823680824,0.8218878989775877,0.914141414141414,0.8512269721570058,0.10949788263762857,9565280.0,124.98185567962378,18.294246056550318,0.14877302784299426,0.1507686847422637,0.9465314186002696,5.640573504004887,3602.598130841121,0.2312559209880932,0.4861821188228311,0.006017558598477124,3108.0,0.4803624273973172
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.10,0.9008218102592028,0.8874319071194489,0.1266713581984518,0.7994180170531185,0.9090909090909092,0.8411288346319081,0.2223594811612106,10054553.0,95.1631952114039,17.76973444520566,0.15887116536809193,0.15600841267361687,0.945934282445213,5.58558399839167,1893.7278481012656,0.23253136861486726,0.5333475497492611,0.013016192137948778,1421.0,0.5317441578965594
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.15,0.8654643564353461,0.8891257795209473,0.21301775147928995,0.7695066705631722,0.9090909090909092,0.8250028127405198,0.3451581975071908,10869118.0,86.47020615268715,19.507589088551146,0.1749971872594801,0.1624337702270175,0.9458212274702748,5.5744205385855095,1032.4235294117648,0.23277015797591505,0.5733344531108873,0.021843092735506883,845.0,0.5850805051238552
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.20,0.8223221410917444,0.8898582028597566,0.29900332225913623,0.7317501026436869,0.9090909090909092,0.8030963199572375,0.45,11946901.0,81.81759191343838,20.52296269881886,0.19690368004276246,0.16913098136327848,0.945911159910449,5.573202223691842,753.5,0.2325751809336836,0.6035771906134662,0.030711133116482117,602.0,0.6265481599786188
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.25,0.7800673318558249,0.8905199248210912,0.3662551440329218,0.6946655017196384,0.898989898989899,0.7804935120014913,0.52046783625731,13009484.0,79.60091998047847,12.188163505130902,0.21950648799850872,0.1748525166505646,0.9460704729313654,5.576024109107534,519.78125,0.2322316543163385,0.6247777313926453,0.03815374027118045,486.0,0.6504806741294007
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.30,0.7227418163622596,0.8912329471764687,0.4178403755868544,0.6441313190442108,0.898989898989899,0.7477978567959278,0.5705128205128205,14465893.0,77.77980384431959,13.209140931841947,0.2522021432040722,0.1817969898074441,0.946308803969572,5.5815476041502405,438.5,0.231717700279818,0.6390078029870361,0.04372072171842208,426.0,0.6591553386543741
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.35,0.6597420797668344,0.8917977868862086,0.4575835475578406,0.5883565266517674,0.898989898989899,0.7089734409028438,0.606473594548552,16082350.0,76.76741634164809,14.125923048549936,0.2910265590971562,0.1888680518167468,0.9465961299620532,5.588640997686569,405.66666666666674,0.2310968556816537,0.649568074390327,0.0481368501117422,389.0,0.6577235177256979
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.40,0.5927975518091569,0.8927658968631109,0.4810810810810811,0.5292294379991584,0.898989898989899,0.664528191166593,0.6267605633802817,17790694.0,75.86808649666534,15.387728176066911,0.3354718088334069,0.1963691997977324,0.9469133857003119,5.596262260841198,386.66666666666674,0.23040963379830154,0.6559620252289735,0.0509111899177678,370.0,0.6456443772734374
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.45,0.5234943965707548,0.894276908594075,0.5100286532951289,0.4681489506316153,0.898989898989899,0.6145725926992254,0.6508226691042046,19550584.0,75.01363440722044,16.34461975257156,0.38542740730077457,0.20385685701030976,0.947289137975297,5.604783680713261,365.66666666666674,0.2295930463606097,0.66351704258373,0.05435937495294887,349.0,0.6326976309017149
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.50,0.4648410757358734,0.8961429718030604,0.5250737463126843,0.41656406302607707,0.898989898989899,0.568749839045595,0.6629422718808194,21032750.0,74.38417472585864,17.29271910121528,0.4312501609544051,0.209979653147638,0.9476234151346102,5.6120235393392335,355.2352941176471,0.22886431058917045,0.6676893617975026,0.05632006200778247,339.0,0.6158460554632073
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.55,0.3945951003144936,0.8990653115806936,0.5527950310559007,0.3547667668124653,0.898989898989899,0.5087738609327713,0.6846153846153846,22808981.0,73.64385757392172,18.73453695408637,0.4912261390672287,0.21722015681726967,0.9480482647708052,5.621012680692465,350.11111111111114,0.2279348020755257,0.6747171725430258,0.059778370220184326,322.0,0.5966946227740779
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.60,0.32622590501396764,0.9032871975026199,0.5874587458745875,0.29467568349282275,0.898989898989899,0.4443823369438998,0.7105788423153693,24534083.0,72.65502536041839,20.56671751429529,0.5556176630561002,0.22407343824045828,0.9484627801567772,5.629658629991188,315.75,0.2270244169179443,0.6829479325898375,0.06403779720836622,303.0,0.5774805896296346
