Sample name	F1 score reads
mouse_sample_32-kraken2_standard_0521-0.20	0.5530251627827935
mouse_sample_32-kraken2_standard_0521-0.25	0.5360155371888018
mouse_sample_32-kraken2_standard_0521-0.50	0.38261270261138686
mouse_sample_32-kraken2_standard_0521-0.40	0.45059543056801316
mouse_sample_32-kraken2_standard_0521-0.55	0.33830809698170816
mouse_sample_32-kraken2_standard_0521-0.10	0.5795210856982301
mouse_sample_32-kraken2_standard_0521-0.45	0.4149300555485761
mouse_sample_32-kraken2_standard_0521-0.30	0.5116055747411754
mouse_sample_32-kraken2_standard_0521-0.35	0.4832901599351291
mouse_sample_32-kraken2_standard_0521-0.15	0.5698545175414383
mouse_sample_32-kraken2_standard_0521-0.05	0.5836321230169859
mouse_sample_32-kraken2_standard_0521-0.00	0.5680749998958168
mouse_sample_32-kraken2_standard_0521-0.70	0.19202249467059498
mouse_sample_32-kraken2_standard_0521-0.65	0.24131949654830237
mouse_sample_32-kraken2_standard_0521-0.75	0.15143376316983942
mouse_sample_32-kraken2_standard_0521-0.60	0.29112392810891613
mouse_sample_32-kraken2_standard_0521-0.80	0.10618939433277341
mouse_sample_32-kraken2_standard_0521-0.85	0.07194508504263063
mouse_sample_32-kraken2_standard_0521-0.95	0.030539760080778706
mouse_sample_32-kraken2_standard_0521-1.00	0.017683749812575898
mouse_sample_32-kraken2_standard_0521-0.90	0.048110319004103376
strain_sample_43-kraken2_standard_0521-0.10	0.7045986743176678
strain_sample_43-kraken2_standard_0521-0.05	0.6999092705681244
strain_sample_43-kraken2_standard_0521-0.00	0.6877729629601163
strain_sample_43-kraken2_standard_0521-0.35	0.6942232495072426
strain_sample_43-kraken2_standard_0521-0.20	0.704955780787275
strain_sample_43-kraken2_standard_0521-0.50	0.6620386947464083
strain_sample_43-kraken2_standard_0521-0.65	0.45469323497602776
strain_sample_43-kraken2_standard_0521-0.70	0.3753786439980466
strain_sample_43-kraken2_standard_0521-0.55	0.600421882470769
strain_sample_43-kraken2_standard_0521-0.30	0.6998783987386561
strain_sample_43-kraken2_standard_0521-0.15	0.7054866055834204
strain_sample_43-kraken2_standard_0521-0.60	0.5299486064739062
strain_sample_43-kraken2_standard_0521-0.40	0.6872045107185739
strain_sample_43-kraken2_standard_0521-0.45	0.6773558317173612
strain_sample_43-kraken2_standard_0521-0.25	0.7034351391654325
strain_sample_43-kraken2_standard_0521-0.75	0.30498152449902005
strain_sample_43-kraken2_standard_0521-0.85	0.15174429263549505
strain_sample_43-kraken2_standard_0521-0.90	0.1033027343050226
strain_sample_43-kraken2_standard_0521-0.80	0.22057046979180417
strain_sample_43-kraken2_standard_0521-0.95	0.06444919110709413
strain_sample_43-kraken2_standard_0521-1.00	0.03699750148287597
strain_sample_31-kraken2_standard_0521-0.20	0.7551062918562426
strain_sample_31-kraken2_standard_0521-0.25	0.7520421845479239
strain_sample_31-kraken2_standard_0521-0.10	0.7582965176592502
strain_sample_31-kraken2_standard_0521-0.15	0.7574792996287104
strain_sample_31-kraken2_standard_0521-0.05	0.756314574573769
strain_sample_31-kraken2_standard_0521-0.00	0.7511127896522362
strain_sample_31-kraken2_standard_0521-0.45	0.6953760198121118
strain_sample_31-kraken2_standard_0521-0.30	0.7471092208325671
strain_sample_31-kraken2_standard_0521-0.55	0.634903655520899
strain_sample_31-kraken2_standard_0521-0.35	0.7398813731546202
strain_sample_31-kraken2_standard_0521-0.40	0.7210903005492006
strain_sample_31-kraken2_standard_0521-0.50	0.6716471184731234
strain_sample_31-kraken2_standard_0521-0.60	0.5628428563754349
strain_sample_31-kraken2_standard_0521-0.75	0.3277432079852551
strain_sample_31-kraken2_standard_0521-0.70	0.4017772344830088
strain_sample_31-kraken2_standard_0521-0.80	0.23783080527717126
strain_sample_31-kraken2_standard_0521-0.85	0.16469432900234596
strain_sample_31-kraken2_standard_0521-0.65	0.4848158162392509
strain_sample_31-kraken2_standard_0521-0.90	0.11200445414443949
strain_sample_31-kraken2_standard_0521-0.95	0.06951830684399131
strain_sample_31-kraken2_standard_0521-1.00	0.040019207025316854
marine_sample_7-kraken2_standard_0521-0.25	0.33463340447955564
marine_sample_7-kraken2_standard_0521-0.40	0.3648826011663005
marine_sample_7-kraken2_standard_0521-0.30	0.3443146736307466
marine_sample_7-kraken2_standard_0521-0.35	0.3556924608422337
marine_sample_7-kraken2_standard_0521-0.05	0.31148813514419504
marine_sample_7-kraken2_standard_0521-0.20	0.3277385369832198
marine_sample_7-kraken2_standard_0521-0.15	0.32077046969201317
marine_sample_7-kraken2_standard_0521-0.10	0.31556111156206434
marine_sample_7-kraken2_standard_0521-0.00	0.307769538327882
marine_sample_7-kraken2_standard_0521-0.75	0.25240837445312664
marine_sample_7-kraken2_standard_0521-0.55	0.3699887072892058
marine_sample_7-kraken2_standard_0521-0.70	0.3025359698427722
marine_sample_7-kraken2_standard_0521-0.65	0.3411093060346645
marine_sample_7-kraken2_standard_0521-1.00	0.030215330196821558
marine_sample_7-kraken2_standard_0521-0.50	0.3709077645257802
marine_sample_7-kraken2_standard_0521-0.45	0.36870765860596594
marine_sample_7-kraken2_standard_0521-0.60	0.3640535728804868
marine_sample_7-kraken2_standard_0521-0.80	0.18234966802541372
marine_sample_7-kraken2_standard_0521-0.90	0.08588850354759801
marine_sample_7-kraken2_standard_0521-0.95	0.05283087989429305
marine_sample_7-kraken2_standard_0521-0.85	0.12625551432550208
mouse_sample_7-kraken2_standard_0521-0.25	0.5601140568912234
mouse_sample_7-kraken2_standard_0521-0.15	0.5998026253359741
mouse_sample_7-kraken2_standard_0521-0.20	0.5802842751957553
mouse_sample_7-kraken2_standard_0521-0.30	0.5328828351107412
mouse_sample_7-kraken2_standard_0521-0.45	0.43308723025204543
mouse_sample_7-kraken2_standard_0521-0.35	0.5026132521564373
mouse_sample_7-kraken2_standard_0521-0.50	0.3981642083609014
mouse_sample_7-kraken2_standard_0521-0.40	0.46926016122635206
mouse_sample_7-kraken2_standard_0521-0.10	0.612979464673274
mouse_sample_7-kraken2_standard_0521-0.05	0.6160474538963561
mouse_sample_7-kraken2_standard_0521-0.55	0.3512595067202824
mouse_sample_7-kraken2_standard_0521-0.00	0.5998102147987109
mouse_sample_7-kraken2_standard_0521-0.90	0.04916445723987052
mouse_sample_7-kraken2_standard_0521-1.00	0.016718561852657993
mouse_sample_7-kraken2_standard_0521-0.85	0.07439169372536729
mouse_sample_7-kraken2_standard_0521-0.95	0.029724567941366613
mouse_sample_7-kraken2_standard_0521-0.80	0.11140136676090347
mouse_sample_7-kraken2_standard_0521-0.75	0.15909109484384434
strain_sample_6-kraken2_standard_0521-0.05	0.7465754377654386
mouse_sample_7-kraken2_standard_0521-0.70	0.20056757951610701
mouse_sample_7-kraken2_standard_0521-0.65	0.25097321512898596
mouse_sample_7-kraken2_standard_0521-0.60	0.3022516099676611
strain_sample_6-kraken2_standard_0521-0.10	0.7504958678147204
strain_sample_6-kraken2_standard_0521-0.00	0.7357312818356997
strain_sample_6-kraken2_standard_0521-0.40	0.6999939017762975
strain_sample_6-kraken2_standard_0521-0.45	0.6642605435858863
strain_sample_6-kraken2_standard_0521-0.30	0.7312954197977839
strain_sample_6-kraken2_standard_0521-0.60	0.5432553066164882
strain_sample_6-kraken2_standard_0521-0.15	0.7494457566881654
strain_sample_6-kraken2_standard_0521-0.20	0.7457646069321413
strain_sample_6-kraken2_standard_0521-0.50	0.6316958892295651
strain_sample_6-kraken2_standard_0521-0.55	0.5894391316515155
strain_sample_6-kraken2_standard_0521-0.35	0.7188517439414979
strain_sample_6-kraken2_standard_0521-0.25	0.7407364606371674
strain_sample_6-kraken2_standard_0521-0.65	0.4912026525571569
strain_sample_6-kraken2_standard_0521-0.70	0.41041617130926306
strain_sample_6-kraken2_standard_0521-0.85	0.1693281688314689
strain_sample_6-kraken2_standard_0521-0.90	0.11545173425296548
strain_sample_6-kraken2_standard_0521-0.95	0.07181444879510797
strain_sample_6-kraken2_standard_0521-1.00	0.0412816830276822
strain_sample_6-kraken2_standard_0521-0.80	0.2440249253481229
strain_sample_6-kraken2_standard_0521-0.75	0.3359370325690713
strain_sample_56-kraken2_standard_0521-0.10	0.7534136710182784
strain_sample_56-kraken2_standard_0521-0.05	0.7520127711466823
strain_sample_56-kraken2_standard_0521-0.25	0.7578964975495881
strain_sample_56-kraken2_standard_0521-0.20	0.7558267308993908
strain_sample_56-kraken2_standard_0521-0.15	0.7544047222444606
strain_sample_56-kraken2_standard_0521-0.00	0.7484284932112201
strain_sample_56-kraken2_standard_0521-0.50	0.7043758416622521
strain_sample_56-kraken2_standard_0521-0.35	0.7573505495996614
strain_sample_56-kraken2_standard_0521-0.30	0.7603984471046698
strain_sample_56-kraken2_standard_0521-0.45	0.7282621382228702
strain_sample_56-kraken2_standard_0521-0.85	0.16732635273195776
strain_sample_56-kraken2_standard_0521-0.55	0.6401371431774814
strain_sample_56-kraken2_standard_0521-0.40	0.7431096329995105
strain_sample_56-kraken2_standard_0521-0.80	0.2418268483620951
strain_sample_56-kraken2_standard_0521-0.60	0.5686928393133168
strain_sample_56-kraken2_standard_0521-0.65	0.49140721802097626
