Sample name	L1 distance
plant_sample_20-kraken2_refseqV205_500GB-0.30	27601793.0
plant_sample_20-kraken2_refseqV205_500GB-0.25	27353695.0
plant_sample_20-kraken2_refseqV205_500GB-0.55	30653991.0
plant_sample_20-kraken2_refseqV205_500GB-0.40	29578792.0
plant_sample_20-kraken2_refseqV205_500GB-0.20	29553690.0
plant_sample_20-kraken2_refseqV205_500GB-0.35	28516799.0
plant_sample_20-kraken2_refseqV205_500GB-0.50	30496070.0
plant_sample_20-kraken2_refseqV205_500GB-0.45	30192216.0
plant_sample_20-kraken2_refseqV205_500GB-0.15	32741380.0
plant_sample_20-kraken2_refseqV205_500GB-0.10	36854341.0
plant_sample_20-kraken2_refseqV205_500GB-0.05	40098110.0
plant_sample_20-kraken2_refseqV205_500GB-0.00	42334174.0
plant_sample_20-kraken2_refseqV205_500GB-0.75	30737386.0
plant_sample_20-kraken2_refseqV205_500GB-0.65	30731701.0
plant_sample_20-kraken2_refseqV205_500GB-0.60	30711720.0
plant_sample_20-kraken2_refseqV205_500GB-0.70	30736769.0
plant_sample_20-kraken2_refseqV205_500GB-0.95	30737493.0
plant_sample_20-kraken2_refseqV205_500GB-0.85	30737493.0
plant_sample_20-kraken2_refseqV205_500GB-0.90	30737493.0
plant_sample_20-kraken2_refseqV205_500GB-0.80	30737493.0
plant_sample_20-kraken2_refseqV205_500GB-1.00	30737493.0
strain_sample_29-kraken2_refseqV205_500GB-0.10	8496873.0
strain_sample_29-kraken2_refseqV205_500GB-0.05	8768731.0
strain_sample_29-kraken2_refseqV205_500GB-0.00	8995474.0
strain_sample_29-kraken2_refseqV205_500GB-0.40	11435512.0
strain_sample_29-kraken2_refseqV205_500GB-0.30	8564513.0
strain_sample_29-kraken2_refseqV205_500GB-0.70	12713738.0
strain_sample_29-kraken2_refseqV205_500GB-0.35	10249644.0
strain_sample_29-kraken2_refseqV205_500GB-0.65	12710275.0
strain_sample_29-kraken2_refseqV205_500GB-0.25	6489115.0
strain_sample_29-kraken2_refseqV205_500GB-0.55	12633165.0
strain_sample_29-kraken2_refseqV205_500GB-0.45	12145923.0
strain_sample_29-kraken2_refseqV205_500GB-0.15	8081232.0
strain_sample_29-kraken2_refseqV205_500GB-0.50	12460298.0
strain_sample_29-kraken2_refseqV205_500GB-0.60	12693664.0
strain_sample_29-kraken2_refseqV205_500GB-0.20	6123329.0
strain_sample_29-kraken2_refseqV205_500GB-0.90	12714341.0
strain_sample_29-kraken2_refseqV205_500GB-1.00	12714341.0
strain_sample_29-kraken2_refseqV205_500GB-0.80	12714341.0
strain_sample_29-kraken2_refseqV205_500GB-0.95	12714341.0
strain_sample_29-kraken2_refseqV205_500GB-0.75	12714341.0
strain_sample_29-kraken2_refseqV205_500GB-0.85	12714341.0
plant_sample_9-kraken2_refseqV205_500GB-0.20	28492548.0
plant_sample_9-kraken2_refseqV205_500GB-0.25	25992539.0
plant_sample_9-kraken2_refseqV205_500GB-0.05	38307308.0
plant_sample_9-kraken2_refseqV205_500GB-0.15	31883937.0
plant_sample_9-kraken2_refseqV205_500GB-0.10	35480065.0
plant_sample_9-kraken2_refseqV205_500GB-0.00	40461572.0
plant_sample_9-kraken2_refseqV205_500GB-0.65	31023319.0
plant_sample_9-kraken2_refseqV205_500GB-0.75	31029473.0
plant_sample_9-kraken2_refseqV205_500GB-0.35	28019492.0
plant_sample_9-kraken2_refseqV205_500GB-0.60	30998621.0
plant_sample_9-kraken2_refseqV205_500GB-0.40	29523771.0
plant_sample_9-kraken2_refseqV205_500GB-0.70	31028686.0
plant_sample_9-kraken2_refseqV205_500GB-0.50	30743508.0
plant_sample_9-kraken2_refseqV205_500GB-0.55	30933132.0
plant_sample_9-kraken2_refseqV205_500GB-0.45	30384503.0
plant_sample_9-kraken2_refseqV205_500GB-0.30	25726234.0
plant_sample_9-kraken2_refseqV205_500GB-0.85	31029553.0
plant_sample_9-kraken2_refseqV205_500GB-0.80	31029553.0
plant_sample_9-kraken2_refseqV205_500GB-1.00	31029553.0
plant_sample_9-kraken2_refseqV205_500GB-0.90	31029553.0
plant_sample_9-kraken2_refseqV205_500GB-0.95	31029553.0
strain_sample_0-kraken2_refseqV205_500GB-0.20	5807352.0
strain_sample_0-kraken2_refseqV205_500GB-0.15	6869440.0
strain_sample_0-kraken2_refseqV205_500GB-0.10	7593392.0
strain_sample_0-kraken2_refseqV205_500GB-0.25	6662103.0
strain_sample_0-kraken2_refseqV205_500GB-0.05	8060263.0
strain_sample_0-kraken2_refseqV205_500GB-0.30	8615161.0
strain_sample_0-kraken2_refseqV205_500GB-0.40	11305555.0
strain_sample_0-kraken2_refseqV205_500GB-0.35	10193718.0
strain_sample_0-kraken2_refseqV205_500GB-0.00	8369280.0
strain_sample_0-kraken2_refseqV205_500GB-0.55	12437422.0
strain_sample_0-kraken2_refseqV205_500GB-0.45	11976376.0
strain_sample_0-kraken2_refseqV205_500GB-0.80	12514761.0
