Sample name	Chao1 richness
strain_sample_87-kraken2_chocophlan-0.35	168.0
strain_sample_87-kraken2_chocophlan-0.45	114.76923076923077
strain_sample_87-kraken2_chocophlan-0.40	134.0
strain_sample_87-kraken2_chocophlan-0.15	866.8730158730159
strain_sample_87-kraken2_chocophlan-0.10	1362.7345132743362
strain_sample_87-kraken2_chocophlan-0.25	316.5769230769231
strain_sample_87-kraken2_chocophlan-0.50	105.625
strain_sample_87-kraken2_chocophlan-0.55	96.0
strain_sample_87-kraken2_chocophlan-0.20	535.0
strain_sample_87-kraken2_chocophlan-0.30	191.54545454545456
strain_sample_87-kraken2_chocophlan-0.05	3292.464285714286
strain_sample_87-kraken2_chocophlan-0.00	7332.64
strain_sample_87-kraken2_chocophlan-0.90	30.0
strain_sample_87-kraken2_chocophlan-0.95	25.0
strain_sample_74-kraken2_chocophlan-0.10	1219.5593220338983
strain_sample_87-kraken2_chocophlan-1.00	21.0
strain_sample_87-kraken2_chocophlan-0.65	65.5
strain_sample_87-kraken2_chocophlan-0.60	78.875
strain_sample_87-kraken2_chocophlan-0.75	47.0
strain_sample_87-kraken2_chocophlan-0.80	42.5
strain_sample_87-kraken2_chocophlan-0.85	36.0
strain_sample_87-kraken2_chocophlan-0.70	52.5
strain_sample_74-kraken2_chocophlan-0.00	7370.756124721604
strain_sample_74-kraken2_chocophlan-0.05	3132.0477611940296
strain_sample_74-kraken2_chocophlan-0.50	90.0
strain_sample_74-kraken2_chocophlan-0.55	76.625
strain_sample_74-kraken2_chocophlan-0.25	314.3333333333333
strain_sample_74-kraken2_chocophlan-0.65	64.33333333333333
strain_sample_74-kraken2_chocophlan-0.60	66.85714285714286
strain_sample_74-kraken2_chocophlan-0.15	769.5625
strain_sample_74-kraken2_chocophlan-0.40	117.14285714285714
strain_sample_74-kraken2_chocophlan-0.30	160.4
strain_sample_74-kraken2_chocophlan-0.35	125.58333333333333
strain_sample_74-kraken2_chocophlan-0.45	96.5
strain_sample_74-kraken2_chocophlan-0.70	57.0
strain_sample_74-kraken2_chocophlan-0.20	518.560975609756
mouse_sample_37-kraken2_chocophlan-0.10	1434.2616822429907
strain_sample_74-kraken2_chocophlan-0.75	56.0
strain_sample_74-kraken2_chocophlan-0.80	51.0
strain_sample_74-kraken2_chocophlan-0.85	37.0
strain_sample_74-kraken2_chocophlan-0.90	31.0
strain_sample_74-kraken2_chocophlan-0.95	29.0
strain_sample_74-kraken2_chocophlan-1.00	25.0
mouse_sample_37-kraken2_chocophlan-0.05	4361.204741379311
mouse_sample_37-kraken2_chocophlan-0.25	608.7307692307693
mouse_sample_37-kraken2_chocophlan-0.15	895.1724137931035
mouse_sample_37-kraken2_chocophlan-0.20	729.0227272727273
mouse_sample_37-kraken2_chocophlan-0.00	7969.714285714285
mouse_sample_37-kraken2_chocophlan-0.75	307.88235294117646
mouse_sample_37-kraken2_chocophlan-0.85	264.0
mouse_sample_37-kraken2_chocophlan-0.70	312.05555555555554
mouse_sample_37-kraken2_chocophlan-0.60	349.0
mouse_sample_37-kraken2_chocophlan-0.55	374.42857142857144
