Sample name	Chao1 richness
strain_sample_40-kraken2_minikraken-0.30	41.5
strain_sample_40-kraken2_minikraken-0.25	51.0
strain_sample_40-kraken2_minikraken-0.45	13.5
strain_sample_40-kraken2_minikraken-0.40	17.0
strain_sample_40-kraken2_minikraken-0.15	136.85714285714286
strain_sample_40-kraken2_minikraken-0.20	76.75
strain_sample_40-kraken2_minikraken-0.05	936.9850746268658
strain_sample_40-kraken2_minikraken-0.10	259.14285714285717
strain_sample_40-kraken2_minikraken-0.35	25.0
strain_sample_40-kraken2_minikraken-0.00	3564.0204081632655
strain_sample_40-kraken2_minikraken-0.50	8.0
strain_sample_40-kraken2_minikraken-0.55	1.0
strain_sample_40-kraken2_minikraken-0.90	0.0
strain_sample_40-kraken2_minikraken-0.75	0.0
strain_sample_40-kraken2_minikraken-0.80	0.0
strain_sample_40-kraken2_minikraken-0.95	0.0
strain_sample_40-kraken2_minikraken-1.00	0.0
strain_sample_40-kraken2_minikraken-0.85	0.0
strain_sample_40-kraken2_minikraken-0.70	0.0
strain_sample_40-kraken2_minikraken-0.65	0.0
strain_sample_40-kraken2_minikraken-0.60	0.0
strain_sample_39-kraken2_minikraken-0.05	821.328947368421
strain_sample_39-kraken2_minikraken-0.10	272.04
strain_sample_39-kraken2_minikraken-0.00	3305.552434456929
strain_sample_39-kraken2_minikraken-0.55	3.0
strain_sample_39-kraken2_minikraken-0.15	152.25
strain_sample_39-kraken2_minikraken-0.60	0.0
strain_sample_39-kraken2_minikraken-0.50	5.0
strain_sample_39-kraken2_minikraken-0.70	0.0
strain_sample_39-kraken2_minikraken-0.30	43.0
strain_sample_39-kraken2_minikraken-0.25	56.75
strain_sample_39-kraken2_minikraken-0.35	21.0
strain_sample_39-kraken2_minikraken-0.20	88.0
strain_sample_39-kraken2_minikraken-0.45	14.0
strain_sample_39-kraken2_minikraken-0.65	0.0
strain_sample_39-kraken2_minikraken-0.40	13.0
strain_sample_39-kraken2_minikraken-0.95	0.0
strain_sample_39-kraken2_minikraken-0.90	0.0
strain_sample_39-kraken2_minikraken-0.75	0.0
strain_sample_39-kraken2_minikraken-0.80	0.0
strain_sample_39-kraken2_minikraken-1.00	0.0
strain_sample_39-kraken2_minikraken-0.85	0.0
strain_sample_32-kraken2_minikraken-0.25	98.0
strain_sample_32-kraken2_minikraken-0.05	843.2941176470588
strain_sample_32-kraken2_minikraken-0.10	298.3
strain_sample_32-kraken2_minikraken-0.15	143.66666666666666
strain_sample_32-kraken2_minikraken-0.20	84.75
strain_sample_32-kraken2_minikraken-0.00	3504.964285714286
strain_sample_32-kraken2_minikraken-0.60	0.0
strain_sample_32-kraken2_minikraken-0.40	16.0
strain_sample_32-kraken2_minikraken-0.85	0.0
strain_sample_32-kraken2_minikraken-0.45	8.0
strain_sample_32-kraken2_minikraken-0.80	0.0
strain_sample_32-kraken2_minikraken-0.75	0.0
strain_sample_32-kraken2_minikraken-0.35	25.5
strain_sample_32-kraken2_minikraken-0.30	34.2
strain_sample_32-kraken2_minikraken-0.55	3.0
strain_sample_32-kraken2_minikraken-0.50	6.0
strain_sample_32-kraken2_minikraken-0.70	0.0
strain_sample_32-kraken2_minikraken-0.65	0.0
strain_sample_32-kraken2_minikraken-0.95	0.0
strain_sample_32-kraken2_minikraken-0.90	0.0
strain_sample_32-kraken2_minikraken-1.00	0.0
mouse_sample_14-kraken2_minikraken-0.40	59.0
mouse_sample_14-kraken2_minikraken-0.15	198.125
mouse_sample_14-kraken2_minikraken-0.30	92.75
mouse_sample_14-kraken2_minikraken-0.35	70.75
mouse_sample_14-kraken2_minikraken-0.20	148.0
mouse_sample_14-kraken2_minikraken-0.10	290.11764705882354
mouse_sample_14-kraken2_minikraken-0.25	133.5
mouse_sample_14-kraken2_minikraken-0.00	4282.057692307692
mouse_sample_14-kraken2_minikraken-0.05	1036.8921568627452
mouse_sample_14-kraken2_minikraken-1.00	0.0
mouse_sample_14-kraken2_minikraken-0.95	0.0
mouse_sample_14-kraken2_minikraken-0.75	0.0
mouse_sample_14-kraken2_minikraken-0.80	0.0
mouse_sample_14-kraken2_minikraken-0.85	0.0
mouse_sample_14-kraken2_minikraken-0.90	0.0
mouse_sample_14-kraken2_minikraken-0.55	7.5
mouse_sample_14-kraken2_minikraken-0.60	0.0
mouse_sample_14-kraken2_minikraken-0.50	30.0
mouse_sample_14-kraken2_minikraken-0.45	41.5
mouse_sample_14-kraken2_minikraken-0.70	0.0
mouse_sample_14-kraken2_minikraken-0.65	0.0
plant_sample_20-kraken2_minikraken-0.30	89.0
plant_sample_20-kraken2_minikraken-0.35	64.0
plant_sample_20-kraken2_minikraken-0.50	12.0
plant_sample_20-kraken2_minikraken-0.45	23.0
plant_sample_20-kraken2_minikraken-0.20	175.14285714285714
plant_sample_20-kraken2_minikraken-0.25	125.0
plant_sample_20-kraken2_minikraken-0.40	46.0
plant_sample_20-kraken2_minikraken-0.15	303.75
plant_sample_20-kraken2_minikraken-0.10	731.1219512195122
plant_sample_20-kraken2_minikraken-0.55	4.0
plant_sample_20-kraken2_minikraken-0.05	1949.2865853658536
plant_sample_20-kraken2_minikraken-0.00	4278.931034482759
plant_sample_20-kraken2_minikraken-0.60	2.0
plant_sample_20-kraken2_minikraken-1.00	1.0
plant_sample_20-kraken2_minikraken-0.95	1.0
plant_sample_20-kraken2_minikraken-0.85	1.0
plant_sample_20-kraken2_minikraken-0.90	1.0
plant_sample_20-kraken2_minikraken-0.75	1.0
plant_sample_20-kraken2_minikraken-0.80	1.0
strain_sample_57-kraken2_minikraken-0.10	248.58823529411765
plant_sample_20-kraken2_minikraken-0.70	1.0
plant_sample_20-kraken2_minikraken-0.65	1.0
strain_sample_57-kraken2_minikraken-0.05	824.2786885245902
strain_sample_57-kraken2_minikraken-0.00	3253.9197651663408
strain_sample_57-kraken2_minikraken-0.70	0.0
strain_sample_57-kraken2_minikraken-0.15	111.25
strain_sample_57-kraken2_minikraken-0.60	0.0
strain_sample_57-kraken2_minikraken-0.55	2.0
strain_sample_57-kraken2_minikraken-0.50	5.0
strain_sample_57-kraken2_minikraken-0.20	92.0
strain_sample_57-kraken2_minikraken-0.65	0.0
strain_sample_57-kraken2_minikraken-0.40	13.0
strain_sample_57-kraken2_minikraken-0.30	34.75
strain_sample_57-kraken2_minikraken-0.45	7.0
strain_sample_57-kraken2_minikraken-0.35	26.0
strain_sample_57-kraken2_minikraken-0.25	50.75
strain_sample_6-kraken2_minikraken-0.10	338.125
strain_sample_6-kraken2_minikraken-0.05	884.3918918918919
strain_sample_6-kraken2_minikraken-0.15	132.0909090909091
strain_sample_6-kraken2_minikraken-0.25	62.2
strain_sample_57-kraken2_minikraken-1.00	0.0
strain_sample_6-kraken2_minikraken-0.20	87.0
strain_sample_57-kraken2_minikraken-0.95	0.0
strain_sample_57-kraken2_minikraken-0.75	0.0
strain_sample_57-kraken2_minikraken-0.85	0.0
strain_sample_57-kraken2_minikraken-0.90	0.0
strain_sample_57-kraken2_minikraken-0.80	0.0
strain_sample_6-kraken2_minikraken-0.00	3496.5
strain_sample_6-kraken2_minikraken-0.55	4.0
strain_sample_6-kraken2_minikraken-0.45	10.0
strain_sample_6-kraken2_minikraken-0.35	21.0
strain_sample_6-kraken2_minikraken-0.75	0.0
strain_sample_6-kraken2_minikraken-0.40	14.0
strain_sample_6-kraken2_minikraken-0.60	0.0
strain_sample_6-kraken2_minikraken-0.30	39.0
strain_sample_6-kraken2_minikraken-0.50	6.0
strain_sample_6-kraken2_minikraken-0.65	0.0
strain_sample_6-kraken2_minikraken-0.80	0.0
strain_sample_6-kraken2_minikraken-0.70	0.0
strain_sample_6-kraken2_minikraken-0.85	0.0
strain_sample_6-kraken2_minikraken-0.90	0.0
strain_sample_25-kraken2_minikraken-0.20	81.5
strain_sample_25-kraken2_minikraken-0.15	136.75
strain_sample_25-kraken2_minikraken-0.25	62.5
strain_sample_6-kraken2_minikraken-0.95	0.0
strain_sample_25-kraken2_minikraken-0.30	44.25
strain_sample_25-kraken2_minikraken-0.00	3588.410569105691
strain_sample_25-kraken2_minikraken-0.35	21.0
strain_sample_25-kraken2_minikraken-0.05	813.418918918919
strain_sample_25-kraken2_minikraken-0.10	256.2758620689655
strain_sample_6-kraken2_minikraken-1.00	0.0
strain_sample_25-kraken2_minikraken-0.40	10.0
strain_sample_25-kraken2_minikraken-0.45	7.0
strain_sample_25-kraken2_minikraken-0.60	0.0
strain_sample_25-kraken2_minikraken-1.00	0.0
strain_sample_25-kraken2_minikraken-0.90	0.0
strain_sample_25-kraken2_minikraken-0.85	0.0
strain_sample_25-kraken2_minikraken-0.95	0.0
strain_sample_25-kraken2_minikraken-0.50	6.0
strain_sample_25-kraken2_minikraken-0.55	3.0
strain_sample_25-kraken2_minikraken-0.65	0.0
strain_sample_25-kraken2_minikraken-0.75	0.0
strain_sample_25-kraken2_minikraken-0.70	0.0
strain_sample_25-kraken2_minikraken-0.80	0.0
marine_sample_8-kraken2_minikraken-0.40	341.625
marine_sample_8-kraken2_minikraken-0.00	4084.551515151515
marine_sample_8-kraken2_minikraken-0.30	403.42857142857144
marine_sample_8-kraken2_minikraken-0.45	284.1034482758621
marine_sample_8-kraken2_minikraken-0.35	377.5
marine_sample_8-kraken2_minikraken-0.25	438.75
marine_sample_8-kraken2_minikraken-0.50	189.5625
marine_sample_8-kraken2_minikraken-0.55	117.5
marine_sample_8-kraken2_minikraken-0.20	482.25
marine_sample_8-kraken2_minikraken-0.15	569.4
marine_sample_8-kraken2_minikraken-0.10	934.0
marine_sample_8-kraken2_minikraken-0.05	2265.138613861386
marine_sample_8-kraken2_minikraken-0.65	0.0
marine_sample_8-kraken2_minikraken-0.85	0.0
marine_sample_8-kraken2_minikraken-0.60	4.5
marine_sample_8-kraken2_minikraken-1.00	0.0
marine_sample_8-kraken2_minikraken-0.80	0.0
marine_sample_8-kraken2_minikraken-0.90	0.0
marine_sample_3-kraken2_minikraken-0.10	1014.7254901960785
marine_sample_3-kraken2_minikraken-0.05	2409.459595959596
marine_sample_3-kraken2_minikraken-0.00	4150.5
marine_sample_8-kraken2_minikraken-0.75	0.0
marine_sample_8-kraken2_minikraken-0.70	0.0
marine_sample_8-kraken2_minikraken-0.95	0.0
marine_sample_3-kraken2_minikraken-0.50	192.23684210526315
marine_sample_3-kraken2_minikraken-0.65	0.0
marine_sample_3-kraken2_minikraken-0.45	331.6896551724138
marine_sample_3-kraken2_minikraken-0.60	7.0
marine_sample_3-kraken2_minikraken-0.40	377.75
marine_sample_3-kraken2_minikraken-0.55	142.2
marine_sample_3-kraken2_minikraken-0.35	413.0
marine_sample_3-kraken2_minikraken-0.70	0.0
marine_sample_3-kraken2_minikraken-0.30	471.0
marine_sample_3-kraken2_minikraken-0.15	651.3333333333334
marine_sample_3-kraken2_minikraken-0.20	530.5
marine_sample_3-kraken2_minikraken-0.25	491.57142857142856
marine_sample_3-kraken2_minikraken-0.90	0.0
marine_sample_3-kraken2_minikraken-0.85	0.0
plant_sample_19-kraken2_minikraken-0.15	284.2
marine_sample_3-kraken2_minikraken-0.95	0.0
plant_sample_19-kraken2_minikraken-0.25	121.6
marine_sample_3-kraken2_minikraken-0.80	0.0
marine_sample_3-kraken2_minikraken-0.75	0.0
plant_sample_19-kraken2_minikraken-0.10	748.5
plant_sample_19-kraken2_minikraken-0.20	170.66666666666666
marine_sample_3-kraken2_minikraken-1.00	0.0
plant_sample_19-kraken2_minikraken-0.05	1972.264705882353
plant_sample_19-kraken2_minikraken-0.00	4223.218487394958
plant_sample_19-kraken2_minikraken-0.40	39.5
plant_sample_19-kraken2_minikraken-0.75	1.0
plant_sample_19-kraken2_minikraken-0.55	3.0
plant_sample_19-kraken2_minikraken-0.70	1.0
plant_sample_19-kraken2_minikraken-0.85	1.0
plant_sample_19-kraken2_minikraken-0.50	7.0
plant_sample_19-kraken2_minikraken-0.65	1.0
plant_sample_19-kraken2_minikraken-0.60	1.0
plant_sample_19-kraken2_minikraken-0.30	80.0
plant_sample_19-kraken2_minikraken-0.80	1.0
plant_sample_19-kraken2_minikraken-0.35	57.0
plant_sample_19-kraken2_minikraken-0.45	22.5
plant_sample_19-kraken2_minikraken-1.00	0.0
plant_sample_19-kraken2_minikraken-0.90	0.0
mouse_sample_26-kraken2_minikraken-0.10	349.4761904761905
mouse_sample_26-kraken2_minikraken-0.05	1383.8260869565217
mouse_sample_26-kraken2_minikraken-0.15	193.57142857142858
plant_sample_19-kraken2_minikraken-0.95	0.0
mouse_sample_26-kraken2_minikraken-0.20	134.5
mouse_sample_26-kraken2_minikraken-0.40	47.75
mouse_sample_26-kraken2_minikraken-0.00	4127.051282051282
mouse_sample_26-kraken2_minikraken-0.25	118.0
mouse_sample_26-kraken2_minikraken-0.35	66.0
mouse_sample_26-kraken2_minikraken-0.30	89.5
mouse_sample_26-kraken2_minikraken-0.60	1.0
mouse_sample_26-kraken2_minikraken-0.95	0.0
mouse_sample_26-kraken2_minikraken-0.45	33.5
mouse_sample_26-kraken2_minikraken-0.50	15.0
mouse_sample_26-kraken2_minikraken-0.65	1.0
mouse_sample_26-kraken2_minikraken-0.85	0.0
mouse_sample_26-kraken2_minikraken-0.70	1.0
mouse_sample_26-kraken2_minikraken-0.55	6.0
mouse_sample_26-kraken2_minikraken-0.80	1.0
mouse_sample_26-kraken2_minikraken-0.90	0.0
mouse_sample_26-kraken2_minikraken-1.00	0.0
mouse_sample_26-kraken2_minikraken-0.75	1.0
plant_sample_12-kraken2_minikraken-0.40	35.0
plant_sample_12-kraken2_minikraken-0.45	19.0
plant_sample_12-kraken2_minikraken-0.55	4.0
plant_sample_12-kraken2_minikraken-0.35	51.5
plant_sample_12-kraken2_minikraken-0.50	6.0
plant_sample_12-kraken2_minikraken-0.20	158.5
plant_sample_12-kraken2_minikraken-0.15	255.46153846153845
plant_sample_12-kraken2_minikraken-0.10	670.1081081081081
plant_sample_12-kraken2_minikraken-0.30	67.0
plant_sample_12-kraken2_minikraken-0.25	111.375
plant_sample_12-kraken2_minikraken-0.00	4143.433460076046
plant_sample_12-kraken2_minikraken-0.05	1955.21875
plant_sample_12-kraken2_minikraken-0.60	2.0
plant_sample_12-kraken2_minikraken-0.65	1.0
plant_sample_12-kraken2_minikraken-0.90	0.0
plant_sample_12-kraken2_minikraken-0.85	0.0
plant_sample_12-kraken2_minikraken-0.75	1.0
plant_sample_12-kraken2_minikraken-0.95	0.0
strain_sample_65-kraken2_minikraken-0.10	299.8333333333333
plant_sample_12-kraken2_minikraken-1.00	0.0
