Sample name	Number of taxa
plant_sample_20-kraken2_refseqV205_500GB-0.35	287
plant_sample_20-kraken2_refseqV205_500GB-0.25	535
plant_sample_20-kraken2_refseqV205_500GB-0.20	737
plant_sample_20-kraken2_refseqV205_500GB-0.30	396
plant_sample_20-kraken2_refseqV205_500GB-0.55	100
plant_sample_20-kraken2_refseqV205_500GB-0.15	1428
plant_sample_20-kraken2_refseqV205_500GB-0.40	220
plant_sample_20-kraken2_refseqV205_500GB-0.45	168
plant_sample_20-kraken2_refseqV205_500GB-0.50	138
plant_sample_20-kraken2_refseqV205_500GB-0.10	3700
plant_sample_20-kraken2_refseqV205_500GB-0.05	10343
plant_sample_20-kraken2_refseqV205_500GB-0.00	31168
plant_sample_20-kraken2_refseqV205_500GB-0.75	5
plant_sample_20-kraken2_refseqV205_500GB-0.70	9
plant_sample_20-kraken2_refseqV205_500GB-0.65	30
plant_sample_20-kraken2_refseqV205_500GB-0.60	63
plant_sample_20-kraken2_refseqV205_500GB-0.95	0
plant_sample_20-kraken2_refseqV205_500GB-0.80	0
plant_sample_20-kraken2_refseqV205_500GB-0.90	0
plant_sample_20-kraken2_refseqV205_500GB-1.00	0
plant_sample_20-kraken2_refseqV205_500GB-0.85	0
strain_sample_29-kraken2_refseqV205_500GB-0.10	1034
strain_sample_29-kraken2_refseqV205_500GB-0.05	3362
strain_sample_29-kraken2_refseqV205_500GB-0.00	26260
strain_sample_29-kraken2_refseqV205_500GB-0.55	9
strain_sample_29-kraken2_refseqV205_500GB-0.40	20
strain_sample_29-kraken2_refseqV205_500GB-0.65	3
strain_sample_29-kraken2_refseqV205_500GB-0.30	40
strain_sample_29-kraken2_refseqV205_500GB-0.35	27
strain_sample_29-kraken2_refseqV205_500GB-0.50	14
strain_sample_29-kraken2_refseqV205_500GB-0.70	2
strain_sample_29-kraken2_refseqV205_500GB-0.60	6
strain_sample_29-kraken2_refseqV205_500GB-0.15	352
strain_sample_29-kraken2_refseqV205_500GB-0.45	19
strain_sample_29-kraken2_refseqV205_500GB-0.25	55
strain_sample_29-kraken2_refseqV205_500GB-0.20	94
strain_sample_29-kraken2_refseqV205_500GB-1.00	0
strain_sample_29-kraken2_refseqV205_500GB-0.95	0
strain_sample_29-kraken2_refseqV205_500GB-0.80	0
strain_sample_29-kraken2_refseqV205_500GB-0.90	0
strain_sample_29-kraken2_refseqV205_500GB-0.85	0
plant_sample_9-kraken2_refseqV205_500GB-0.20	719
strain_sample_29-kraken2_refseqV205_500GB-0.75	0
plant_sample_9-kraken2_refseqV205_500GB-0.25	519
plant_sample_9-kraken2_refseqV205_500GB-0.15	1414
plant_sample_9-kraken2_refseqV205_500GB-0.10	3669
plant_sample_9-kraken2_refseqV205_500GB-0.05	10109
plant_sample_9-kraken2_refseqV205_500GB-0.00	31059
plant_sample_9-kraken2_refseqV205_500GB-0.80	0
plant_sample_9-kraken2_refseqV205_500GB-0.60	45
plant_sample_9-kraken2_refseqV205_500GB-0.65	25
plant_sample_9-kraken2_refseqV205_500GB-0.75	4
plant_sample_9-kraken2_refseqV205_500GB-0.50	111
plant_sample_9-kraken2_refseqV205_500GB-0.40	215
plant_sample_9-kraken2_refseqV205_500GB-0.30	372
plant_sample_9-kraken2_refseqV205_500GB-0.45	162
plant_sample_9-kraken2_refseqV205_500GB-0.70	13
plant_sample_9-kraken2_refseqV205_500GB-0.35	282
plant_sample_9-kraken2_refseqV205_500GB-0.55	74
plant_sample_9-kraken2_refseqV205_500GB-0.85	0
plant_sample_9-kraken2_refseqV205_500GB-1.00	0
strain_sample_0-kraken2_refseqV205_500GB-0.20	133
plant_sample_9-kraken2_refseqV205_500GB-0.90	0
plant_sample_9-kraken2_refseqV205_500GB-0.95	0
strain_sample_0-kraken2_refseqV205_500GB-0.15	369
strain_sample_0-kraken2_refseqV205_500GB-0.10	1114
strain_sample_0-kraken2_refseqV205_500GB-0.25	74
strain_sample_0-kraken2_refseqV205_500GB-0.30	54
strain_sample_0-kraken2_refseqV205_500GB-0.40	29
strain_sample_0-kraken2_refseqV205_500GB-0.35	39
strain_sample_0-kraken2_refseqV205_500GB-0.05	3557
strain_sample_0-kraken2_refseqV205_500GB-0.00	26292
strain_sample_0-kraken2_refseqV205_500GB-0.55	14
strain_sample_0-kraken2_refseqV205_500GB-0.45	24
strain_sample_0-kraken2_refseqV205_500GB-0.75	0
strain_sample_0-kraken2_refseqV205_500GB-0.80	0
strain_sample_0-kraken2_refseqV205_500GB-0.50	21
strain_sample_0-kraken2_refseqV205_500GB-0.60	6
strain_sample_0-kraken2_refseqV205_500GB-0.85	0
strain_sample_0-kraken2_refseqV205_500GB-0.95	0
strain_sample_0-kraken2_refseqV205_500GB-0.90	0
strain_sample_0-kraken2_refseqV205_500GB-0.70	1
strain_sample_0-kraken2_refseqV205_500GB-1.00	0
strain_sample_0-kraken2_refseqV205_500GB-0.65	3
plant_sample_17-kraken2_refseqV205_500GB-0.20	750
plant_sample_17-kraken2_refseqV205_500GB-0.45	182
plant_sample_17-kraken2_refseqV205_500GB-0.15	1466
plant_sample_17-kraken2_refseqV205_500GB-0.30	416
plant_sample_17-kraken2_refseqV205_500GB-0.55	86
plant_sample_17-kraken2_refseqV205_500GB-0.40	228
plant_sample_17-kraken2_refseqV205_500GB-0.35	316
plant_sample_17-kraken2_refseqV205_500GB-0.25	552
plant_sample_17-kraken2_refseqV205_500GB-0.10	3696
plant_sample_17-kraken2_refseqV205_500GB-0.50	132
plant_sample_17-kraken2_refseqV205_500GB-0.05	10233
plant_sample_17-kraken2_refseqV205_500GB-0.00	31593
plant_sample_17-kraken2_refseqV205_500GB-0.85	0
plant_sample_17-kraken2_refseqV205_500GB-0.95	0
plant_sample_17-kraken2_refseqV205_500GB-0.80	0
plant_sample_17-kraken2_refseqV205_500GB-0.90	0
plant_sample_17-kraken2_refseqV205_500GB-0.65	28
plant_sample_17-kraken2_refseqV205_500GB-0.60	54
plant_sample_17-kraken2_refseqV205_500GB-0.75	3
plant_sample_17-kraken2_refseqV205_500GB-0.70	11
plant_sample_17-kraken2_refseqV205_500GB-1.00	0
strain_sample_88-kraken2_refseqV205_500GB-0.10	1164
strain_sample_88-kraken2_refseqV205_500GB-0.05	3566
strain_sample_88-kraken2_refseqV205_500GB-0.00	26328
strain_sample_88-kraken2_refseqV205_500GB-0.70	1
strain_sample_88-kraken2_refseqV205_500GB-0.65	3
strain_sample_88-kraken2_refseqV205_500GB-0.35	50
strain_sample_88-kraken2_refseqV205_500GB-0.30	63
strain_sample_88-kraken2_refseqV205_500GB-0.55	15
strain_sample_88-kraken2_refseqV205_500GB-0.15	408
strain_sample_88-kraken2_refseqV205_500GB-0.60	9
strain_sample_88-kraken2_refseqV205_500GB-0.50	23
strain_sample_88-kraken2_refseqV205_500GB-0.45	32
strain_sample_88-kraken2_refseqV205_500GB-0.40	42
strain_sample_88-kraken2_refseqV205_500GB-0.20	140
strain_sample_88-kraken2_refseqV205_500GB-0.25	88
strain_sample_88-kraken2_refseqV205_500GB-0.85	0
strain_sample_88-kraken2_refseqV205_500GB-0.80	0
strain_sample_88-kraken2_refseqV205_500GB-1.00	0
strain_sample_88-kraken2_refseqV205_500GB-0.95	0
strain_sample_88-kraken2_refseqV205_500GB-0.90	0
strain_sample_88-kraken2_refseqV205_500GB-0.75	1
strain_sample_47-kraken2_refseqV205_500GB-0.15	357
strain_sample_47-kraken2_refseqV205_500GB-0.25	66
strain_sample_47-kraken2_refseqV205_500GB-0.10	1037
strain_sample_47-kraken2_refseqV205_500GB-0.20	116
strain_sample_47-kraken2_refseqV205_500GB-0.05	3383
strain_sample_47-kraken2_refseqV205_500GB-0.00	25939
strain_sample_47-kraken2_refseqV205_500GB-0.30	51
strain_sample_47-kraken2_refseqV205_500GB-0.40	35
strain_sample_47-kraken2_refseqV205_500GB-0.55	13
strain_sample_47-kraken2_refseqV205_500GB-0.50	19
strain_sample_47-kraken2_refseqV205_500GB-0.85	0
strain_sample_47-kraken2_refseqV205_500GB-0.70	1
strain_sample_47-kraken2_refseqV205_500GB-0.80	0
strain_sample_47-kraken2_refseqV205_500GB-0.35	46
strain_sample_47-kraken2_refseqV205_500GB-0.45	25
strain_sample_47-kraken2_refseqV205_500GB-0.60	8
strain_sample_47-kraken2_refseqV205_500GB-0.65	4
strain_sample_47-kraken2_refseqV205_500GB-0.75	1
strain_sample_47-kraken2_refseqV205_500GB-1.00	0
strain_sample_47-kraken2_refseqV205_500GB-0.95	0
strain_sample_47-kraken2_refseqV205_500GB-0.90	0
mouse_sample_2-kraken2_refseqV205_500GB-0.35	100
mouse_sample_2-kraken2_refseqV205_500GB-0.20	187
mouse_sample_2-kraken2_refseqV205_500GB-0.15	389
mouse_sample_2-kraken2_refseqV205_500GB-0.30	113
mouse_sample_2-kraken2_refseqV205_500GB-0.10	962
mouse_sample_2-kraken2_refseqV205_500GB-0.05	3055
mouse_sample_2-kraken2_refseqV205_500GB-0.25	130
mouse_sample_2-kraken2_refseqV205_500GB-0.40	85
mouse_sample_2-kraken2_refseqV205_500GB-0.00	23864
mouse_sample_2-kraken2_refseqV205_500GB-0.70	22
mouse_sample_2-kraken2_refseqV205_500GB-0.65	44
mouse_sample_2-kraken2_refseqV205_500GB-0.80	2
mouse_sample_2-kraken2_refseqV205_500GB-1.00	0
mouse_sample_2-kraken2_refseqV205_500GB-0.85	1
mouse_sample_2-kraken2_refseqV205_500GB-0.95	0
mouse_sample_2-kraken2_refseqV205_500GB-0.45	79
mouse_sample_2-kraken2_refseqV205_500GB-0.90	0
mouse_sample_2-kraken2_refseqV205_500GB-0.50	72
mouse_sample_2-kraken2_refseqV205_500GB-0.55	67
mouse_sample_2-kraken2_refseqV205_500GB-0.75	11
mouse_sample_2-kraken2_refseqV205_500GB-0.60	60
strain_sample_35-kraken2_refseqV205_500GB-0.35	46
strain_sample_35-kraken2_refseqV205_500GB-0.45	25
strain_sample_35-kraken2_refseqV205_500GB-0.40	37
strain_sample_35-kraken2_refseqV205_500GB-0.50	17
strain_sample_35-kraken2_refseqV205_500GB-0.15	390
strain_sample_35-kraken2_refseqV205_500GB-0.20	145
strain_sample_35-kraken2_refseqV205_500GB-0.55	10
strain_sample_35-kraken2_refseqV205_500GB-0.30	56
strain_sample_35-kraken2_refseqV205_500GB-0.25	73
strain_sample_35-kraken2_refseqV205_500GB-0.10	1053
strain_sample_35-kraken2_refseqV205_500GB-0.05	3399
strain_sample_35-kraken2_refseqV205_500GB-0.00	25698
strain_sample_35-kraken2_refseqV205_500GB-0.65	4
strain_sample_35-kraken2_refseqV205_500GB-0.60	8
strain_sample_35-kraken2_refseqV205_500GB-1.00	0
strain_sample_35-kraken2_refseqV205_500GB-0.95	0
mouse_sample_31-kraken2_refseqV205_500GB-0.10	982
strain_sample_35-kraken2_refseqV205_500GB-0.85	0
strain_sample_35-kraken2_refseqV205_500GB-0.70	2
strain_sample_35-kraken2_refseqV205_500GB-0.90	0
strain_sample_35-kraken2_refseqV205_500GB-0.75	0
strain_sample_35-kraken2_refseqV205_500GB-0.80	0
mouse_sample_31-kraken2_refseqV205_500GB-0.05	2861
mouse_sample_31-kraken2_refseqV205_500GB-0.00	23982
mouse_sample_31-kraken2_refseqV205_500GB-0.40	159
mouse_sample_31-kraken2_refseqV205_500GB-0.65	75
mouse_sample_31-kraken2_refseqV205_500GB-0.15	453
mouse_sample_31-kraken2_refseqV205_500GB-0.20	268
