Sample name	L1 distance
mouse_sample_13-kraken2_refseqV208_nt-0.55	28835434.0
mouse_sample_13-kraken2_refseqV208_nt-0.50	28519149.0
mouse_sample_13-kraken2_refseqV208_nt-0.45	28268301.0
mouse_sample_13-kraken2_refseqV208_nt-0.20	27014600.0
mouse_sample_13-kraken2_refseqV208_nt-0.25	27200940.0
mouse_sample_13-kraken2_refseqV208_nt-0.35	27693581.0
mouse_sample_13-kraken2_refseqV208_nt-0.30	27436057.0
mouse_sample_13-kraken2_refseqV208_nt-0.40	27972613.0
mouse_sample_13-kraken2_refseqV208_nt-0.10	26745761.0
mouse_sample_13-kraken2_refseqV208_nt-0.15	26816976.0
mouse_sample_13-kraken2_refseqV208_nt-0.05	27404781.0
mouse_sample_13-kraken2_refseqV208_nt-0.00	32004069.0
mouse_sample_13-kraken2_refseqV208_nt-0.60	29183042.0
mouse_sample_13-kraken2_refseqV208_nt-0.95	32714235.0
mouse_sample_13-kraken2_refseqV208_nt-0.90	32401505.0
mouse_sample_13-kraken2_refseqV208_nt-0.65	29911923.0
mouse_sample_13-kraken2_refseqV208_nt-1.00	32920639.0
mouse_sample_13-kraken2_refseqV208_nt-0.85	32113404.0
mouse_sample_13-kraken2_refseqV208_nt-0.80	31690022.0
mouse_sample_13-kraken2_refseqV208_nt-0.70	30580878.0
mouse_sample_61-kraken2_refseqV208_nt-0.10	25655467.0
mouse_sample_13-kraken2_refseqV208_nt-0.75	31111979.0
mouse_sample_61-kraken2_refseqV208_nt-0.05	26693279.0
mouse_sample_61-kraken2_refseqV208_nt-0.00	31617513.0
mouse_sample_61-kraken2_refseqV208_nt-0.45	26934845.0
mouse_sample_61-kraken2_refseqV208_nt-0.30	25681797.0
mouse_sample_61-kraken2_refseqV208_nt-0.25	25463523.0
mouse_sample_61-kraken2_refseqV208_nt-0.35	25937625.0
mouse_sample_61-kraken2_refseqV208_nt-0.40	26300104.0
mouse_sample_61-kraken2_refseqV208_nt-0.60	29128155.0
mouse_sample_61-kraken2_refseqV208_nt-0.20	25359035.0
mouse_sample_61-kraken2_refseqV208_nt-0.15	25401020.0
mouse_sample_61-kraken2_refseqV208_nt-0.70	30608443.0
mouse_sample_61-kraken2_refseqV208_nt-0.50	27556578.0
mouse_sample_61-kraken2_refseqV208_nt-0.65	29896148.0
mouse_sample_61-kraken2_refseqV208_nt-0.55	28357634.0
