Sample name	Precision reads
strain_sample_40-kraken2_minikraken-0.35	0.9664345291116689
strain_sample_40-kraken2_minikraken-0.30	0.9544337028824834
strain_sample_40-kraken2_minikraken-0.15	0.9668687973832105
strain_sample_40-kraken2_minikraken-0.45	0.9833030852994555
strain_sample_40-kraken2_minikraken-0.10	0.9505600400388086
strain_sample_40-kraken2_minikraken-0.40	0.9864304560874482
strain_sample_40-kraken2_minikraken-0.05	0.8189383021896192
strain_sample_40-kraken2_minikraken-0.25	0.9592226237082963
strain_sample_40-kraken2_minikraken-0.20	0.9631035727477251
strain_sample_40-kraken2_minikraken-0.50	0.9689213893967094
strain_sample_40-kraken2_minikraken-0.00	0.755815166924752
strain_sample_40-kraken2_minikraken-0.55	1.0
strain_sample_40-kraken2_minikraken-0.75	0
strain_sample_40-kraken2_minikraken-0.90	0
strain_sample_40-kraken2_minikraken-0.85	0
strain_sample_40-kraken2_minikraken-0.80	0
strain_sample_40-kraken2_minikraken-0.95	0
strain_sample_40-kraken2_minikraken-1.00	0
strain_sample_39-kraken2_minikraken-0.05	0.8392412984934576
strain_sample_39-kraken2_minikraken-0.10	0.9850403858585614
strain_sample_40-kraken2_minikraken-0.70	0
strain_sample_40-kraken2_minikraken-0.65	0
strain_sample_40-kraken2_minikraken-0.60	0
strain_sample_39-kraken2_minikraken-0.00	0.7675706138478763
strain_sample_39-kraken2_minikraken-0.40	0.9933719433719433
strain_sample_39-kraken2_minikraken-0.25	0.9834511092479893
strain_sample_39-kraken2_minikraken-0.20	0.9855423753271877
strain_sample_39-kraken2_minikraken-0.35	0.9931595563830649
strain_sample_39-kraken2_minikraken-0.30	0.9805140772625613
strain_sample_39-kraken2_minikraken-0.45	0.9879563417388032
strain_sample_39-kraken2_minikraken-0.15	0.9848573669791497
strain_sample_39-kraken2_minikraken-0.50	1.0
strain_sample_39-kraken2_minikraken-0.60	0
strain_sample_39-kraken2_minikraken-0.55	1.0
strain_sample_39-kraken2_minikraken-0.65	0
strain_sample_39-kraken2_minikraken-0.70	0
strain_sample_39-kraken2_minikraken-0.95	0
strain_sample_39-kraken2_minikraken-0.80	0
strain_sample_39-kraken2_minikraken-0.90	0
strain_sample_39-kraken2_minikraken-1.00	0
strain_sample_39-kraken2_minikraken-0.75	0
strain_sample_39-kraken2_minikraken-0.85	0
strain_sample_32-kraken2_minikraken-0.10	0.9904490956020503
strain_sample_32-kraken2_minikraken-0.15	0.9944542012728554
strain_sample_32-kraken2_minikraken-0.25	0.9950095149977148
strain_sample_32-kraken2_minikraken-0.05	0.8529015788972543
strain_sample_32-kraken2_minikraken-0.20	0.9944965439864142
strain_sample_32-kraken2_minikraken-0.00	0.7942408816352121
strain_sample_32-kraken2_minikraken-0.30	0.9954782476831189
strain_sample_32-kraken2_minikraken-0.50	1.0
strain_sample_32-kraken2_minikraken-0.55	1.0
strain_sample_32-kraken2_minikraken-0.35	0.9979552499283686
strain_sample_32-kraken2_minikraken-0.40	0.9977859778597786
strain_sample_32-kraken2_minikraken-0.65	0
strain_sample_32-kraken2_minikraken-0.70	0
strain_sample_32-kraken2_minikraken-0.80	0
strain_sample_32-kraken2_minikraken-0.60	0
