Sample name	Shannon diversity
mouse_sample_32-kraken2_standard_0521-0.40	3.303344556941986
mouse_sample_32-kraken2_standard_0521-0.55	3.284581524122944
mouse_sample_32-kraken2_standard_0521-0.25	3.335409021814387
mouse_sample_32-kraken2_standard_0521-0.30	3.321609823940664
mouse_sample_32-kraken2_standard_0521-0.50	3.292846309258744
mouse_sample_32-kraken2_standard_0521-0.20	3.3539827008595124
mouse_sample_32-kraken2_standard_0521-0.35	3.3121958114813137
mouse_sample_32-kraken2_standard_0521-0.15	3.389151317497416
mouse_sample_32-kraken2_standard_0521-0.10	3.4576589978759893
mouse_sample_32-kraken2_standard_0521-0.45	3.297340114210218
mouse_sample_32-kraken2_standard_0521-0.05	3.628428031528403
mouse_sample_32-kraken2_standard_0521-0.00	4.258396736073787
mouse_sample_32-kraken2_standard_0521-0.80	3.253706881485073
mouse_sample_32-kraken2_standard_0521-0.75	3.2572540890856367
mouse_sample_32-kraken2_standard_0521-0.65	3.2706144379375743
mouse_sample_32-kraken2_standard_0521-0.60	3.278528038837409
mouse_sample_32-kraken2_standard_0521-0.90	3.2330410268096386
mouse_sample_32-kraken2_standard_0521-0.85	3.249754931666424
mouse_sample_32-kraken2_standard_0521-0.95	3.2459033160811446
mouse_sample_32-kraken2_standard_0521-0.70	3.2631447806183074
strain_sample_43-kraken2_standard_0521-0.05	2.624850125862219
mouse_sample_32-kraken2_standard_0521-1.00	3.278431133525532
strain_sample_43-kraken2_standard_0521-0.10	2.4204655865454265
strain_sample_43-kraken2_standard_0521-0.00	3.0654535862328376
strain_sample_43-kraken2_standard_0521-0.65	2.1289251954951465
strain_sample_43-kraken2_standard_0521-0.50	2.145632923314386
strain_sample_43-kraken2_standard_0521-0.20	2.2485236372956314
strain_sample_43-kraken2_standard_0521-0.35	2.1527902423019727
strain_sample_43-kraken2_standard_0521-0.40	2.148860530614394
strain_sample_43-kraken2_standard_0521-0.15	2.315208569163033
strain_sample_43-kraken2_standard_0521-0.55	2.139549297474573
strain_sample_43-kraken2_standard_0521-0.60	2.1366369610908365
strain_sample_43-kraken2_standard_0521-0.30	2.159927377190163
strain_sample_43-kraken2_standard_0521-0.25	2.2009650911121446
strain_sample_43-kraken2_standard_0521-0.45	2.1466012151884732
strain_sample_43-kraken2_standard_0521-0.70	2.120377361978965
strain_sample_31-kraken2_standard_0521-0.20	2.402029441746617
strain_sample_43-kraken2_standard_0521-0.90	2.0700935524915023
strain_sample_43-kraken2_standard_0521-0.85	2.090131188233049
strain_sample_31-kraken2_standard_0521-0.10	2.5296513103785307
strain_sample_43-kraken2_standard_0521-0.80	2.0931860784543934
strain_sample_43-kraken2_standard_0521-0.75	2.113688174449931
strain_sample_31-kraken2_standard_0521-0.05	2.664641965763398
strain_sample_31-kraken2_standard_0521-0.25	2.3664194321139607
strain_sample_31-kraken2_standard_0521-0.15	2.456105515978277
strain_sample_43-kraken2_standard_0521-1.00	2.031175193149871
strain_sample_43-kraken2_standard_0521-0.95	2.0128926434324375
strain_sample_31-kraken2_standard_0521-0.00	2.9094869625311133
strain_sample_31-kraken2_standard_0521-0.85	2.2296075154351342
strain_sample_31-kraken2_standard_0521-0.60	2.2815048625521954
strain_sample_31-kraken2_standard_0521-0.55	2.289755549972099
strain_sample_31-kraken2_standard_0521-0.50	2.3037414995546537
