Sample name	Bray-Curtis dissimilarity raw
mouse_sample_32-kraken2_standard_0521-0.40	0.5494045694319868
mouse_sample_32-kraken2_standard_0521-0.30	0.48839442525882454
mouse_sample_32-kraken2_standard_0521-0.55	0.6616919030182918
mouse_sample_32-kraken2_standard_0521-0.20	0.4469748372172065
mouse_sample_32-kraken2_standard_0521-0.50	0.6173872973886132
mouse_sample_32-kraken2_standard_0521-0.25	0.46398446281119826
mouse_sample_32-kraken2_standard_0521-0.35	0.5167098400648709
mouse_sample_32-kraken2_standard_0521-0.15	0.4301454824585617
mouse_sample_32-kraken2_standard_0521-0.10	0.42047891430176987
mouse_sample_32-kraken2_standard_0521-0.45	0.5850699444514238
mouse_sample_32-kraken2_standard_0521-0.05	0.4163678769830142
mouse_sample_32-kraken2_standard_0521-0.00	0.43192500010418333
mouse_sample_32-kraken2_standard_0521-0.75	0.8485662368301605
mouse_sample_32-kraken2_standard_0521-0.80	0.8938106056672266
mouse_sample_32-kraken2_standard_0521-0.65	0.7586805034516977
mouse_sample_32-kraken2_standard_0521-0.60	0.7088760718910838
mouse_sample_32-kraken2_standard_0521-0.85	0.9280549149573694
mouse_sample_32-kraken2_standard_0521-0.90	0.9518896809958967
mouse_sample_32-kraken2_standard_0521-0.70	0.807977505329405
mouse_sample_32-kraken2_standard_0521-0.95	0.9694602399192213
strain_sample_43-kraken2_standard_0521-0.05	0.30009072943187565
strain_sample_43-kraken2_standard_0521-0.10	0.2954013256823321
mouse_sample_32-kraken2_standard_0521-1.00	0.9823162501874241
strain_sample_43-kraken2_standard_0521-0.00	0.31222703703988364
strain_sample_43-kraken2_standard_0521-0.35	0.30577675049275743
strain_sample_43-kraken2_standard_0521-0.65	0.5453067650239722
strain_sample_43-kraken2_standard_0521-0.15	0.29451339441657964
strain_sample_43-kraken2_standard_0521-0.50	0.3379613052535917
strain_sample_43-kraken2_standard_0521-0.55	0.399578117529231
strain_sample_43-kraken2_standard_0521-0.45	0.32264416828263875
strain_sample_43-kraken2_standard_0521-0.20	0.29504421921272495
strain_sample_43-kraken2_standard_0521-0.60	0.4700513935260939
strain_sample_43-kraken2_standard_0521-0.30	0.3001216012613439
strain_sample_43-kraken2_standard_0521-0.70	0.6246213560019533
strain_sample_43-kraken2_standard_0521-0.40	0.31279548928142603
strain_sample_43-kraken2_standard_0521-0.25	0.2965648608345675
strain_sample_31-kraken2_standard_0521-0.20	0.24489370814375735
strain_sample_43-kraken2_standard_0521-0.90	0.8966972656949774
strain_sample_43-kraken2_standard_0521-0.75	0.69501847550098
strain_sample_43-kraken2_standard_0521-0.80	0.7794295302081958
strain_sample_31-kraken2_standard_0521-0.10	0.24170348234074973
strain_sample_43-kraken2_standard_0521-0.85	0.848255707364505
strain_sample_31-kraken2_standard_0521-0.05	0.243685425426231
strain_sample_31-kraken2_standard_0521-0.25	0.24795781545207599
strain_sample_31-kraken2_standard_0521-0.15	0.24252070037128964
strain_sample_43-kraken2_standard_0521-1.00	0.963002498517124
strain_sample_43-kraken2_standard_0521-0.95	0.9355508088929059
strain_sample_31-kraken2_standard_0521-0.00	0.2488872103477638
strain_sample_31-kraken2_standard_0521-0.30	0.25289077916743274
strain_sample_31-kraken2_standard_0521-0.85	0.8353056709976541
strain_sample_31-kraken2_standard_0521-0.55	0.365096344479101
strain_sample_31-kraken2_standard_0521-0.60	0.4371571436245651
strain_sample_31-kraken2_standard_0521-0.50	0.32835288152687647
strain_sample_31-kraken2_standard_0521-0.40	0.2789096994507994
strain_sample_31-kraken2_standard_0521-0.35	0.2601186268453799
strain_sample_31-kraken2_standard_0521-0.65	0.5151841837607491
strain_sample_31-kraken2_standard_0521-0.45	0.30462398018788817
strain_sample_31-kraken2_standard_0521-0.70	0.5982227655169912
strain_sample_31-kraken2_standard_0521-0.80	0.7621691947228287
