Sample name	Pielou evenness
plant_sample_20-kraken2_refseqV205_500GB-0.35	0.4565959841324729
plant_sample_20-kraken2_refseqV205_500GB-0.30	0.4334282314774428
plant_sample_20-kraken2_refseqV205_500GB-0.55	0.5463247188171977
plant_sample_20-kraken2_refseqV205_500GB-0.25	0.4151008772781643
plant_sample_20-kraken2_refseqV205_500GB-0.20	0.3978248986289931
plant_sample_20-kraken2_refseqV205_500GB-0.15	0.37004472841668284
plant_sample_20-kraken2_refseqV205_500GB-0.50	0.5141940402871713
plant_sample_20-kraken2_refseqV205_500GB-0.40	0.47034124805333116
plant_sample_20-kraken2_refseqV205_500GB-0.45	0.4950936625928488
plant_sample_20-kraken2_refseqV205_500GB-0.10	0.34264636861930087
plant_sample_20-kraken2_refseqV205_500GB-0.05	0.33996274146956457
plant_sample_20-kraken2_refseqV205_500GB-0.00	0.3948441233723175
plant_sample_20-kraken2_refseqV205_500GB-0.75	0.7658046989604559
plant_sample_20-kraken2_refseqV205_500GB-0.70	0.7777534878789204
plant_sample_20-kraken2_refseqV205_500GB-0.65	0.6300871873465164
plant_sample_20-kraken2_refseqV205_500GB-0.60	0.5828768290421937
plant_sample_20-kraken2_refseqV205_500GB-0.95	nan
plant_sample_20-kraken2_refseqV205_500GB-0.80	nan
plant_sample_20-kraken2_refseqV205_500GB-0.90	nan
plant_sample_20-kraken2_refseqV205_500GB-0.85	nan
plant_sample_20-kraken2_refseqV205_500GB-1.00	nan
strain_sample_29-kraken2_refseqV205_500GB-0.10	0.23983850151935493
strain_sample_29-kraken2_refseqV205_500GB-0.05	0.22451120336676333
strain_sample_29-kraken2_refseqV205_500GB-0.00	0.23957612482114524
strain_sample_29-kraken2_refseqV205_500GB-0.55	0.3894975195330919
strain_sample_29-kraken2_refseqV205_500GB-0.40	0.3232366487037641
strain_sample_29-kraken2_refseqV205_500GB-0.65	0.4766489217280977
strain_sample_29-kraken2_refseqV205_500GB-0.30	0.28077910804735484
strain_sample_29-kraken2_refseqV205_500GB-0.35	0.3030622463631514
strain_sample_29-kraken2_refseqV205_500GB-0.50	0.33891488901274797
strain_sample_29-kraken2_refseqV205_500GB-0.70	0.2992893161253199
strain_sample_29-kraken2_refseqV205_500GB-0.60	0.3931383837659883
strain_sample_29-kraken2_refseqV205_500GB-0.45	0.3312363363333659
strain_sample_29-kraken2_refseqV205_500GB-0.25	0.2741941680673703
strain_sample_29-kraken2_refseqV205_500GB-0.15	0.2556432886076283
strain_sample_29-kraken2_refseqV205_500GB-0.20	0.25559176200227846
strain_sample_29-kraken2_refseqV205_500GB-1.00	nan
strain_sample_29-kraken2_refseqV205_500GB-0.95	nan
strain_sample_29-kraken2_refseqV205_500GB-0.90	nan
strain_sample_29-kraken2_refseqV205_500GB-0.80	nan
strain_sample_29-kraken2_refseqV205_500GB-0.85	nan
plant_sample_9-kraken2_refseqV205_500GB-0.20	0.34001141440311067
strain_sample_29-kraken2_refseqV205_500GB-0.75	nan
plant_sample_9-kraken2_refseqV205_500GB-0.25	0.3518383407139266
plant_sample_9-kraken2_refseqV205_500GB-0.15	0.31804924856848826
plant_sample_9-kraken2_refseqV205_500GB-0.10	0.29809535585495817
plant_sample_9-kraken2_refseqV205_500GB-0.05	0.2989551492146498
plant_sample_9-kraken2_refseqV205_500GB-0.00	0.359428010848903
plant_sample_9-kraken2_refseqV205_500GB-0.60	0.4816859312864843
plant_sample_9-kraken2_refseqV205_500GB-0.80	nan
plant_sample_9-kraken2_refseqV205_500GB-0.65	0.48985783163490193
