Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Mean F1 score
marine_sample_0-kraken2_refseqV205-0.00,0.9802038997693032,0.9543744802276698,0.035034846487097385,0.9354815873594636,0.9393939393939394,0.9448335976597648,0.06755039041220265,3637147.0,162.47940780230903,5.473604949822638,0.05516640234023499,0.05610357547465801,0.9486915249166992,5.825133143136872,6078.798045602606,0.2265505885959727,0.4707473327248854,0.0036711165048224493,0.5061919940359837
marine_sample_0-kraken2_refseqV205-0.05,0.9609408859464198,0.9654082716231708,0.06886338393187708,0.9277002798335716,0.9393939393939394,0.9461787313245094,0.12832011038289065,3513943.0,111.58734781229515,7.221228821787823,0.053821268675490544,0.056384251344503575,0.9472614689239977,5.647102078891129,3119.9871382636657,0.2296680940149088,0.4953912095387726,0.007020166079560051,0.5372494208537
marine_sample_0-kraken2_refseqV205-0.10,0.9395101155466066,0.9674630041336548,0.1706422018348624,0.9089412788006772,0.9393939393939394,0.9372895469993596,0.2888198757763976,4049564.0,80.51549794324644,8.353602267438598,0.0627104530006404,0.05928642614185845,0.9468310791382624,5.598706171579456,1470.4230769230771,0.2305918972304977,0.5548705444221138,0.017255027519672058,0.6130547113878786
marine_sample_0-kraken2_refseqV205-0.15,0.9122626092550816,0.9668900207785764,0.3120805369127517,0.8820576132181641,0.9393939393939394,0.9225276998557936,0.4685138539042821,4932536.0,70.5768147138223,9.956406698072088,0.07747230014420659,0.06329862321043771,0.9467927812438346,5.586739563237049,803.204081632653,0.23067141871245386,0.6059916955457695,0.03153429907100469,0.6955207768800379
marine_sample_0-kraken2_refseqV205-0.20,0.8752797960281473,0.9665380069910166,0.4638403990024938,0.845991189612549,0.9393939393939394,0.9022559635147384,0.6210350584307179,6102849.0,65.33605324965725,11.957779438226687,0.09774403648526173,0.06794369543338727,0.9467743571756586,5.576254680195482,467.12,0.2307099997411605,0.6448431903570887,0.046852709590845004,0.7616455109727281
marine_sample_0-kraken2_refseqV205-0.25,0.8379019660433359,0.9657565461325404,0.5967741935483871,0.8092093087236771,0.9343434343434344,0.8805794037706545,0.7283464566929133,7307652.0,61.702850210940845,5.260691598312535,0.11942059622934552,0.07236248104528532,0.9469141918440594,5.574174379523245,356.42857142857144,0.2304061287132844,0.6735247208187102,0.06076589136849981,0.8044629302317838
marine_sample_0-kraken2_refseqV205-0.30,0.7848070824294131,0.9654876598292988,0.6776556776556777,0.7577215534322337,0.9343434343434344,0.8490795009630411,0.7855626326963906,8968417.0,58.83646032491398,6.031808754279026,0.15092049903695895,0.07775563514225835,0.9470830162406396,5.573316747614869,279.0,0.2300393128463539,0.6886795996180587,0.06922170166880902,0.8173210668297158
marine_sample_0-kraken2_refseqV205-0.35,0.7242218377109452,0.9662960117388208,0.7489878542510121,0.6998126733942458,0.9343434343434344,0.8117431969465229,0.8314606741573034,10807372.0,56.9562443790289,6.9882839890481785,0.18825680305347706,0.08360119695964491,0.9472679479153729,5.573094337576976,251.0,0.2296369483566349,0.7011621601265471,0.07677651136075744,0.8216019355519131
marine_sample_0-kraken2_refseqV205-0.40,0.6578255336645763,0.9682513549004268,0.7838983050847458,0.6369404642588224,0.9343434343434344,0.7684046979912097,0.8525345622119817,12783355.0,55.984613136175724,8.124871589142021,0.23159530200879025,0.09005600332328939,0.9474645770396396,5.573393597267488,237.66666666666663,0.2292085302506873,0.7070462993651216,0.08065582985389487,0.8104696301015957
marine_sample_0-kraken2_refseqV205-0.45,0.587115912129195,0.9695136577579352,0.8043478260869565,0.5692168954962623,0.9343434343434344,0.7172971944218359,0.8644859813084114,14938777.0,54.92018969332189,9.557651330672867,0.2827028055781641,0.09691526815552984,0.9476996585843828,5.573767141033382,235.0,0.2286953580957258,0.7104421909709079,0.08313188727403302,0.7908915878651237
marine_sample_0-kraken2_refseqV205-0.50,0.5259190702208965,0.9712940878159878,0.8222222222222222,0.5108220835752381,0.9343434343434344,0.6695270981852137,0.8747044917257683,16789727.0,53.78542335125221,10.973945530785077,0.33047290181478634,0.104373339388042,0.9479090323311468,5.573261495511799,226.0,0.2282373773810916,0.7132605020698992,0.08532082707117608,0.772115794955491
marine_sample_0-kraken2_refseqV205-0.55,0.4511116303782064,0.9746097566610498,0.8486238532110092,0.4396577963098731,0.9343434343434344,0.6059599924718185,0.889423076923077,19037829.0,52.37553369116824,12.938920550818295,0.3940400075281815,0.11408589146317535,0.9481666016868088,5.572698563339375,218.75,0.22767278294702425,0.7173746567219107,0.08849807484328802,0.7476915346974478
marine_sample_0-kraken2_refseqV205-0.60,0.3767795802286184,0.9790588082055054,0.8486238532110092,0.3688893667748017,0.9343434343434344,0.5358728035660532,0.889423076923077,21275399.0,51.68570167635403,15.376634846031351,0.464127196433947,0.12457570528392525,0.9483865867828852,5.570894427099185,223.0,0.2271897860420995,0.717142409884714,0.08887526860520965,0.7126479402445651
marine_sample_0-kraken2_refseqV205-0.65,0.3050581187026559,0.9853636650590154,0.8558139534883721,0.30059318590085715,0.9292929292929292,0.4606586964872854,0.8910411622276029,23435262.0,50.8815736922037,18.213877854035605,0.5393413035127147,0.1365758844221895,0.9486307717260666,5.567491755452036,218.0,0.2266525821461597,0.7185535857883342,0.09054375444175873,0.6758499293574441
marine_sample_0-kraken2_refseqV205-0.70,0.2373975928365969,0.9903795535053124,0.8679245283018868,0.2351137219967448,0.9292929292929292,0.3800132202581269,0.8975609756097561,25542769.0,49.922035937578116,21.722734065324026,0.6199867797418731,0.15090679683803748,0.9489180196130668,5.562721322206878,213.5,0.2260192641402973,0.719821244914884,0.09234139115879078,0.6387870979339415
marine_sample_0-kraken2_refseqV205-0.75,0.1838264485224265,0.9928480900873022,0.8803827751196173,0.18251173832302287,0.9292929292929292,0.30834205225068584,0.9041769041769042,27261873.0,48.6754101165799,25.262915592780637,0.6916579477493142,0.16409250397110592,0.9491725365230694,5.557074557419488,209.5,0.22545713191225256,0.7210089035930461,0.09413589952972908,0.606259478213795
marine_sample_0-kraken2_refseqV205-0.80,0.12549113539986287,0.9943597735006048,0.8888888888888888,0.12478333697254135,0.9292929292929292,0.2217402395234477,0.908641975308642,29163721.0,47.146693973452514,30.405731091197925,0.7782597604765523,0.1760335452260698,0.9493391704569109,5.551148240176877,208.0,0.22509070488583816,0.7215386561181889,0.09535804916670862,0.5651911074160448
marine_sample_0-kraken2_refseqV205-0.85,0.08238472145341659,0.9947484161398069,0.9019607843137256,0.08195207117990533,0.9292929292929292,0.1514287287238512,0.9154228855721392,30580618.0,45.231841841491395,36.03596496503983,0.8485712712761488,0.18406586092058236,0.9493257514550641,5.547519853301878,205.5,0.22512607552070607,0.7230464430790272,0.09673475039233896,0.5334258071479953
marine_sample_0-kraken2_refseqV205-0.90,0.05371032524908552,0.9952037551292476,0.9064039408866996,0.05345271737710314,0.9292929292929292,0.1014561898014381,0.917705735660848,31523670.0,44.263952962922275,42.22513997549931,0.8985438101985619,0.2019865522653123,0.9492656339105259,5.532335063360161,203.0,0.2252683505109093,0.7217341970567829,0.09709608602769686,0.5095809627311431
marine_sample_0-kraken2_refseqV205-0.95,0.03216157843314224,0.9956416293040896,0.9108910891089108,0.032021406352165015,0.9292929292929292,0.062047274421461476,0.92,32233311.0,43.42151600049584,50.237460665833424,0.9379527255785384,0.2430114638346141,0.949172050465419,5.494936567094187,202.0,0.2254928746309899,0.7175221759636902,0.09739710326376363,0.4910236372107308
marine_sample_0-kraken2_refseqV205-1.00,0.017946681748105334,0.997093037850756,0.9242424242424242,0.017894511423559058,0.9242424242424242,0.0351580524685813,0.9242424242424242,32700733.0,41.291821709966065,61.150448099004095,0.9648419475314188,0.3508940525320795,0.9467371959195748,5.335572087816924,198.0,0.2308634701625495,0.6993475798174511,0.09482236502004186,0.47970023835550274
marine_sample_1-kraken2_refseqV205-0.00,0.9874048917425412,0.9682761260026016,0.04075719528684566,0.9560805833724859,0.9504504504504504,0.9621397102773576,0.07816262270790887,2505711.0,151.49070677536463,2.4993953613821094,0.0378602897226423,0.03701551489811946,0.9711750819311976,6.324254489790371,5741.98738170347,0.16980575666785902,0.5125875700703808,0.006701218109615207,0.5201511664926333
marine_sample_1-kraken2_refseqV205-0.05,0.9732569894798582,0.9749050976582231,0.07579022988505747,0.9488332003754092,0.9504504504504504,0.9616924763819208,0.14038589487691286,2517262.0,106.19403545559791,3.562551336788641,0.03830752361807932,0.03686098917667677,0.9706365433872328,6.193651378949437,3305.1262135922334,0.1713724013689063,0.541263826147212,0.012232735642665318,0.5510391856294168
marine_sample_1-kraken2_refseqV205-0.10,0.9541974415263902,0.9750816489399114,0.18252595155709345,0.9304204146977972,0.9504504504504504,0.9522276459138764,0.3062409288824383,3108893.0,75.89432549933078,4.460514948000133,0.0477723540861236,0.04090596209256148,0.9704863819876484,6.1555246973653945,1540.3065693430658,0.17180152404374227,0.6049699908817967,0.029310262901422482,0.6292342873981573
marine_sample_1-kraken2_refseqV205-0.15,0.9277786529531524,0.9735003981072106,0.319213313161876,0.9031928880052654,0.9504504504504504,0.9370296601445086,0.4779161947904871,4042536.0,65.1404420039541,5.564758053155618,0.06297033985549147,0.04679428025291291,0.9704613951525152,6.143005239251064,973.8936170212767,0.17187165818253608,0.6557080645128208,0.05121634254210693,0.7074729274674978
marine_sample_1-kraken2_refseqV205-0.20,0.8918679718504362,0.9709463824457972,0.4964705882352941,0.8659559808874511,0.9504504504504504,0.9154507542515872,0.6522411128284389,5326737.0,59.371005821646385,6.598164561115671,0.08454924574841292,0.05459709738109208,0.9704598130294372,6.137401086492321,529.0,0.17187504302910053,0.7029179743271602,0.07965221001530336,0.783845933540013
marine_sample_1-kraken2_refseqV205-0.25,0.8539674262194628,0.9700360356932664,0.6261127596439169,0.8283791767411097,0.9504504504504504,0.8936286204664424,0.7549194991055455,6567311.0,55.51032598168845,7.464157495530695,0.1063713795335576,0.061444878519497426,0.9704433074406172,6.130972061170232,364.0,0.17192263086083098,0.7301727568398512,0.100395504147947,0.8242740597859939
marine_sample_1-kraken2_refseqV205-0.30,0.8003238135539729,0.9695450883923644,0.7301038062283737,0.7759500225547008,0.9504504504504504,0.8620116189241731,0.8258317025440314,8272825.0,52.91803161375704,8.579549759704644,0.13798838107582675,0.07049532651573095,0.9704392310908212,6.126125326659548,296.85714285714283,0.17193431242328602,0.7493799411257266,0.11705404629655347,0.8439216607341022
marine_sample_1-kraken2_refseqV205-0.35,0.7389005257518468,0.97082095169046,0.7785977859778598,0.7173401116149892,0.9504504504504504,0.8250501980897768,0.8559837728194726,10130920.0,52.49184504782773,13.96213495477095,0.17494980191022308,0.07932682817953847,0.9704343901435664,6.120601823732642,274.5,0.171948418723754,0.7572988065940633,0.1248084148538553,0.8405169854546246
marine_sample_1-kraken2_refseqV205-0.40,0.67143041005473,0.9743039641351229,0.8076923076923077,0.6541773101571946,0.945945945945946,0.7827754074855847,0.8713692946058091,12090882.0,50.53370448317254,11.033848431496336,0.21722459251441528,0.08803100389928797,0.9704097515421128,6.114347268876608,264.6666666666667,0.17202015575020718,0.7621624202952659,0.12998045121613874,0.827072351045697
marine_sample_1-kraken2_refseqV205-0.45,0.5995340356770863,0.9761033175659296,0.8235294117647058,0.5852071612180944,0.945945945945946,0.7317220492533938,0.8805031446540881,14290228.0,49.62548757903435,12.550996277846005,0.2682779507466062,0.0975710171290002,0.9703645964619656,6.107475625131341,256.42857142857144,0.17215155416723293,0.7639736813451535,0.13232715466209213,0.8061125969537409
marine_sample_1-kraken2_refseqV205-0.50,0.5372997876176585,0.977618099297252,0.8366533864541833,0.5252739971235925,0.945945945945946,0.6833722366378591,0.8879492600422834,16209449.0,48.234041408784,14.120174474988469,0.3166277633621409,0.10610697794387322,0.9703049667844836,6.099702507135711,251.33333333333331,0.17232487643596567,0.7651846177410196,0.1341659972597086,0.7856607483400713
marine_sample_1-kraken2_refseqV205-0.55,0.4611757656511637,0.9797020849754212,0.8641975308641975,0.4518148591485812,0.945945945945946,0.6184264340672703,0.9032258064516129,18566987.0,47.52840562091711,16.37698626514077,0.3815735659327298,0.11720685878565122,0.9702354888699748,6.091139037230638,244.5,0.17252666223699206,0.7686161703458824,0.13825949700538806,0.7608261202594415
marine_sample_1-kraken2_refseqV205-0.60,0.3848202209273631,0.9844362063547566,0.875,0.37883095841833264,0.945945945945946,0.5471193338939598,0.9090909090909092,20885163.0,45.534106541327255,18.83088026584429,0.4528806661060401,0.12797694135647686,0.9700400209121448,6.073261870033535,243.33333333333331,0.17309273996199515,0.7680973698316528,0.13907441839155654,0.7281051214924346
marine_sample_1-kraken2_refseqV205-0.65,0.3116548556027697,0.9889865587512646,0.8898305084745762,0.30822246316070545,0.945945945945946,0.4699749508708404,0.9170305676855895,23151368.0,44.785441930658905,21.80119754886536,0.5300250491291596,0.14089983163699865,0.9698764353619233,6.059994395567182,237.0,0.1735653446339861,0.7687769644799258,0.14066356975021452,0.693502759278215
marine_sample_1-kraken2_refseqV205-0.70,0.2426733257136021,0.9917899632337656,0.8931623931623932,0.24068096878730905,0.9414414414414416,0.3873599984921196,0.9166666666666669,25352630.0,44.15369340690041,23.604560841654724,0.6126400015078804,0.15616068890497914,0.969621984504034,6.041854121867481,237.0,0.17429792678951073,0.7676714278353404,0.1406775328714867,0.6520133325793932
marine_sample_1-kraken2_refseqV205-0.75,0.1881305879639036,0.9937747666155998,0.9126637554585152,0.18695943114708385,0.9414414414414416,0.3147119231522787,0.9268292682926828,27114278.0,42.501009160356105,27.368936642293853,0.6852880768477213,0.1703240595196438,0.9693873248253358,6.02535605753534,229.5,0.17497115034861446,0.7686183725296499,0.1426471944107758,0.6207705957224807
marine_sample_1-kraken2_refseqV205-0.80,0.12852621020788946,0.9963316149095168,0.920704845814978,0.12805472657462652,0.9414414414414416,0.2269415196852843,0.930957683741648,29052579.0,41.46711490703128,32.97540343886202,0.7730584803147157,0.18312173817116376,0.9691453647861444,6.00999628142773,228.0,0.17566415083057976,0.7678986837156915,0.14277551210957387,0.5789496017134661
marine_sample_1-kraken2_refseqV205-0.85,0.08449490592879033,0.997127358964982,0.9247787610619468,0.08425218239476931,0.9414414414414416,0.15537589330143234,0.9330357142857142,30503641.0,40.09421792550869,39.08951188954987,0.8446241066985677,0.1914743643169747,0.9687851298862362,5.9953475200311015,226.0,0.1766914338799515,0.7666509358475724,0.14175227207211402,0.5442058037935733
