Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
marine_sample_0-kraken2_GTDBr202RefSeqV205,0.0,0.7189910493503638,33294790,27528555,20459143,1139053,3005768,1602035,1.0,1.7821067149640974,1.0,2.433992244245065
marine_sample_0-kraken2_chocophlan,1.0,3.7250533792223943,33294790,15045890,3030658,1652049,4545647,12050975,1.0,2.0772937122325064,2.0,2.66898045536752
marine_sample_0-kraken2_minikraken,0.0,1.5062041538631117,33294790,25845440,15751861,1255233,1010856,5183183,1.0,1.5885178289608384,1.0,1.4892744367150217
marine_sample_0-kraken2_refseqV205,0.0,0.5704216785869501,33294790,26925619,14137489,3764488,1570613,1030755,1.0,1.4482245659967568,1.0,2.6955182466973087
marine_sample_0-kraken2_refseqV205_100GB,0.0,1.5062041538631117,33294790,25845440,15751861,1255233,1010856,5183183,1.0,1.5885178289608384,1.0,1.4892744367150217
marine_sample_0-kraken2_refseqV205_500GB,0.0,0.7671479231435309,33294790,25863442,13317025,4433983,1486062,1503970,1.0,1.5859393236284398,2.0,3.302872962231724
marine_sample_0-kraken2_refseqV208_nt,0.0,0.7241489133885511,33294790,28095250,17041729,1562924,1780819,1828270,1.0,1.615151472496423,1.0,2.7424763549804894
marine_sample_0-kraken2_standard_0521,0.0,0.8974456063546279,33294790,27599244,17084694,1128530,1725186,2841726,1.0,1.4495432110799005,1.0,1.5464651347738736
marine_sample_1-kraken2_GTDBr202RefSeqV205,0.0,0.6437878240169997,33301262,27675918,18600659,1268332,3071450,1254033,1.0,1.8187927135797253,1.0,2.462047567109997
marine_sample_1-kraken2_chocophlan,1.0,3.5720410535792912,33301262,15275155,2569272,2026187,4778060,11221773,1.0,2.1750302415324945,2.0,2.835819767855573
marine_sample_1-kraken2_minikraken,0.0,1.2075634851315844,33301262,26926501,14360938,1538964,778391,4057336,1.0,1.6044397399809225,1.0,1.577046754137702
marine_sample_1-kraken2_refseqV205,0.0,0.5113142258692779,33301262,26607520,13481673,4700072,1299716,690316,1.0,1.5233564507096913,1.0,2.7867149438800483
marine_sample_1-kraken2_refseqV205_100GB,0.0,1.2075634851315844,33301262,26926501,14360938,1538964,778391,4057336,1.0,1.6044397399809225,1.0,1.577046754137702
marine_sample_1-kraken2_refseqV205_500GB,0.0,0.7052847726911972,33301262,25499666,12753332,5453334,1243734,1095910,1.0,1.6690925221158286,2.0,3.573112900346859
marine_sample_1-kraken2_refseqV208_nt,0.0,0.5694218735614284,33301262,28400727,15384172,2164541,1470506,1254601,1.0,1.6085844527777482,1.0,2.782190620099476
marine_sample_1-kraken2_standard_0521,0.0,0.7561264495021239,33301262,27851117,15521901,1678666,1509578,2261793,1.0,1.37962584576086,1.0,1.660679342173773
marine_sample_2-kraken2_GTDBr202RefSeqV205,0.0,0.691773543288245,33298832,27492926,17968990,1247543,3130071,1415565,2.0,1.8894282601882257,1.0,2.4994576800334563
marine_sample_2-kraken2_chocophlan,0.0,3.206784940685006,33298832,16686355,3195932,1875723,4556268,10180257,1.0,2.014796960958521,2.0,2.4973548526996217
marine_sample_2-kraken2_minikraken,0.0,1.2981889274674858,33298832,26356431,13830920,1644148,935313,4362827,1.0,1.57072477660162,1.0,1.4745983430145844
marine_sample_2-kraken2_refseqV205,0.0,0.5329955417054868,33298832,26616412,12419917,4544791,1336202,796226,1.0,1.5364416097461908,1.0,2.6586399361773143
marine_sample_2-kraken2_refseqV205_100GB,0.0,1.2981889274674858,33298832,26356431,13830920,1644148,935313,4362827,1.0,1.57072477660162,1.0,1.4745983430145844
marine_sample_2-kraken2_refseqV205_500GB,0.0,0.7174102683241262,33298832,25586235,11653995,5235454,1283837,1183020,1.0,1.6816054538918688,2.0,3.3845433649287253
marine_sample_2-kraken2_refseqV208_nt,0.0,0.6444225431090196,33298832,28040882,14706776,2122608,1650829,1468979,1.0,1.6710080240911183,1.0,2.756800371207436
marine_sample_2-kraken2_standard_0521,0.0,0.7360471382299535,33298832,28014339,15074593,1612719,1474445,2197122,1.0,1.427613862055324,1.0,1.6488977208373317
marine_sample_3-kraken2_GTDBr202RefSeqV205,0.0,0.7067763138446586,33286888,27447016,17655777,1186328,3256998,1357999,1.0,1.9294562717899264,2.0,2.661500559717876
marine_sample_3-kraken2_chocophlan,0.0,3.1759735545119145,33286888,16669139,3288862,1932510,4654702,10030212,1.0,2.017568343760188,2.0,2.4801742410147845
marine_sample_3-kraken2_minikraken,0.0,1.346857026706732,33286888,26329009,13271097,1614808,779648,4563291,1.0,1.5622909968243903,1.0,1.5892710556558858
marine_sample_3-kraken2_refseqV205,0.0,0.5464469673464218,33286888,26382723,11896229,4799324,1362021,733229,1.0,1.5365238937817076,2.0,3.0321580944787194
marine_sample_3-kraken2_refseqV205_100GB,0.0,1.346857026706732,33286888,26329009,13271097,1614808,779648,4563291,1.0,1.5622909968243903,1.0,1.5892710556558858
marine_sample_3-kraken2_refseqV205_500GB,0.0,0.7440534543211129,33286888,25318089,11133759,5474790,1307787,1167158,1.0,1.6812458560054355,2.0,3.7366620099450447
marine_sample_3-kraken2_refseqV208_nt,0.0,0.6679059033695189,33286888,28199300,14040455,1931619,1645201,1498199,1.0,1.7703149534147262,2.0,3.1704472584200962
marine_sample_3-kraken2_standard_0521,0.0,0.8317504478039521,33286888,27716710,14226717,1511315,1537293,2521233,1.0,1.4732276196557303,1.0,1.7990994559917983
marine_sample_4-kraken2_GTDBr202RefSeqV205,0.0,0.8465452499788725,33297894,26044566,15360121,1425959,4252854,1466403,2.0,1.980529594469406,2.0,2.631970201657522
marine_sample_4-kraken2_chocophlan,0.0,2.457137409350873,33297894,18729190,4265152,2234278,5007284,7326961,1.0,1.996088221787978,2.0,2.2793608271470123
marine_sample_4-kraken2_minikraken,0.0,1.3967237687764875,33297894,25984139,10681897,2001016,633704,4678869,1.0,1.6412907243120496,1.0,1.7553873732846883
marine_sample_4-kraken2_refseqV205,0.0,0.5939150085587995,33297894,25635715,9948649,5619259,1330792,701143,1.0,1.5726831598258777,2.0,3.403727254146403
marine_sample_4-kraken2_refseqV205_100GB,0.0,1.3967237687764875,33297894,25984139,10681897,2001016,633704,4678869,1.0,1.6412907243120496,1.0,1.7553873732846883
marine_sample_4-kraken2_refseqV205_500GB,0.0,0.7933718871229514,33297894,24511845,9058309,6360576,1262037,1137483,1.0,1.7038654989736783,3.0,4.048314748299773
marine_sample_4-kraken2_refseqV208_nt,0.0,0.7118683241648857,33297894,27509673,12032850,2768522,1511487,1487259,1.0,1.7575197162962766,2.0,3.4827133809288466
marine_sample_4-kraken2_standard_0521,0.0,0.8665758260867791,33297894,27420391,12584893,1913458,1372527,2591205,1.0,1.5455416319563848,1.0,1.875488788198702
marine_sample_5-kraken2_GTDBr202RefSeqV205,0.0,0.7462649915377447,33298452,26784786,15700993,1231666,3928263,1267277,2.0,1.962982659259897,2.0,2.6088113244963487
marine_sample_5-kraken2_chocophlan,0.0,2.7564401792611863,33298452,18486057,3396541,1502654,4674627,8635021,1.0,2.073752174485943,2.0,2.3430817047007166
marine_sample_5-kraken2_minikraken,0.0,1.2358602135618797,33298452,26857481,11662147,1535707,748050,4157061,1.0,1.6402614561241171,1.0,1.6286946059755365
marine_sample_5-kraken2_refseqV205,0.0,0.4922722533768236,33298452,26897749,11541601,4489316,1337733,564480,1.0,1.5335879675211102,2.0,3.2474768881383653
marine_sample_5-kraken2_refseqV205_100GB,0.0,1.2358602135618797,33298452,26857481,11662147,1535707,748050,4157061,1.0,1.6402614561241171,1.0,1.6286946059755365
marine_sample_5-kraken2_refseqV205_500GB,0.0,0.6863712763584325,33298452,25786184,10764486,5211465,1288095,990357,1.0,1.6637206620403284,2.0,3.936283426300079
marine_sample_5-kraken2_refseqV208_nt,0.0,0.5985930216816086,33298452,28285481,12955398,2121084,1656231,1228954,1.0,1.6746663498475307,2.0,3.175407899018917
marine_sample_5-kraken2_standard_0521,0.0,0.7485672306928862,33298452,28082089,13385342,1488256,1511804,2216050,1.0,1.5144350165562914,1.0,1.802836875679652
marine_sample_6-kraken2_GTDBr202RefSeqV205,0.0,0.8091394690839626,33293400,26020950,15916495,1453929,4379433,1363754,2.0,2.008590515767964,2.0,2.527008404969319
marine_sample_6-kraken2_chocophlan,0.0,2.9559357109817563,33293400,16808123,3130113,1821812,5560027,9103355,1.0,2.0352012172496394,2.0,2.297552511885284
marine_sample_6-kraken2_minikraken,0.0,1.3393594225882608,33293400,26034583,11421221,1762650,1023475,4472581,1.0,1.6305267636796867,1.0,1.4299841227191676
marine_sample_6-kraken2_refseqV205,0.0,0.5745931025368392,33293400,25954703,11345756,5031669,1648391,650597,1.0,1.6165099492832298,2.0,3.0749270045759776
marine_sample_6-kraken2_refseqV205_100GB,0.0,1.3393594225882608,33293400,26034583,11421221,1762650,1023475,4472581,1.0,1.6305267636796867,1.0,1.4299841227191676
marine_sample_6-kraken2_refseqV205_500GB,0.0,0.7753895667009076,33293400,24844710,10602668,5802676,1525683,1100587,1.0,1.7402400202940849,2.0,3.6929866820302775
marine_sample_6-kraken2_refseqV208_nt,0.0,0.7116949004907879,33293400,27219990,12547966,2408108,2220527,1435670,1.0,1.737819898443093,2.0,2.9303449136173527
marine_sample_6-kraken2_standard_0521,0.0,0.8831553100614536,33293400,26864278,12959457,1816686,2052965,2559233,1.0,1.5345144950750982,1.0,1.7439522836482844
marine_sample_7-kraken2_GTDBr202RefSeqV205,0.0,0.7874888161478335,33291302,26775138,17427891,1315186,3667622,1468379,2.0,1.9740690670369057,2.0,2.6774994805898755
marine_sample_7-kraken2_chocophlan,0.0,3.1551684881534516,33291302,16666683,3364725,1863741,4823545,9937229,1.0,2.0563366905594718,2.0,2.440360979321225
marine_sample_7-kraken2_minikraken,0.0,1.3789567016633957,33291302,26227863,12240073,1658695,744837,4659785,1.0,1.6651216769810002,1.0,1.6193771254650349
marine_sample_7-kraken2_refseqV205,0.0,0.5785871636981936,33291302,26292121,12055355,4782365,1470379,739813,1.0,1.5608980075757497,2.0,3.454349524850396
marine_sample_7-kraken2_refseqV205_100GB,0.0,1.3789567016633957,33291302,26227863,12240073,1658695,744837,4659785,1.0,1.6651216769810002,1.0,1.6193771254650349
marine_sample_7-kraken2_refseqV205_500GB,0.0,0.7775026942472841,33291302,25151909,11263538,5537541,1386291,1200052,1.0,1.6892844676003302,3.0,4.032014923273685
marine_sample_7-kraken2_refseqV208_nt,0.0,0.7329685093121321,33291302,27493706,13439373,2418664,1811691,1558635,1.0,1.7233559518808732,2.0,3.382523840986128
marine_sample_7-kraken2_standard_0521,0.0,0.8285050852021347,33291302,27687202,13894882,1649092,1462026,2492806,1.0,1.5300286460670478,1.0,1.7934133866292392
marine_sample_8-kraken2_GTDBr202RefSeqV205,0.0,0.7905322358732481,33304294,26930144,18357040,1218957,3550325,1526233,2.0,1.967800340783145,2.0,2.6717672325772988
marine_sample_8-kraken2_chocophlan,1.0,3.4217404218206817,33304294,16205911,3244215,1504155,4611744,10982334,1.0,2.191028850085264,2.0,2.5631617886855818
marine_sample_8-kraken2_minikraken,0.0,1.2972102936636338,33304294,26736669,13800265,1355065,805169,4407251,1.0,1.7185182998601545,1.0,1.4996230605003422
marine_sample_8-kraken2_refseqV205,0.0,0.5605852206325106,33304294,26860692,13106873,4145173,1468931,820727,1.0,1.579493787110936,2.0,3.1704266572085413
marine_sample_8-kraken2_refseqV205_100GB,0.0,1.2972102936636338,33304294,26736669,13800265,1355065,805169,4407251,1.0,1.7185182998601545,1.0,1.4996230605003422
marine_sample_8-kraken2_refseqV205_500GB,0.0,0.7521906334360368,33304294,25809766,12332891,4818830,1384545,1270383,1.0,1.7075976948761422,2.0,3.7573195526328154
marine_sample_8-kraken2_refseqV208_nt,0.0,0.7026227608968381,33304294,27927526,14921941,2012554,1763463,1587855,1.0,1.731894398858366,2.0,3.1234366697798595
marine_sample_8-kraken2_standard_0521,0.0,0.8217784769735699,33304294,27953084,15023285,1320684,1528263,2502025,1.0,1.5956087905963878,1.0,1.7935983531630355
marine_sample_9-kraken2_GTDBr202RefSeqV205,0.0,0.8482044540508958,33299844,26348787,17600133,1329250,4000072,1544720,2.0,1.9836569494075609,2.0,2.7531216938095118
marine_sample_9-kraken2_chocophlan,9.0,6.243348034704442,35235489,8530160,1957041,926619,2168879,23609732,1.0,2.155655129022824,2.0,2.536550448411368
marine_sample_9-kraken2_minikraken,0.0,1.4348810462895862,33299844,26061139,12496679,1644344,722855,4871379,1.0,1.6261725040502475,1.0,1.7483091353037608
marine_sample_9-kraken2_refseqV205,0.0,0.5659411197241645,33299844,26304268,12346477,4822616,1474999,689118,1.0,1.4914938282459147,2.0,3.641493994233216
marine_sample_9-kraken2_refseqV205_100GB,0.0,1.4348810462895862,33299844,26061139,12496679,1644344,722855,4871379,1.0,1.6261725040502475,1.0,1.7483091353037608
marine_sample_9-kraken2_refseqV205_500GB,0.0,0.7652545159070415,33299844,25141508,11449571,5589391,1372523,1174630,1.0,1.6020938595993732,3.0,4.196890689627788
marine_sample_9-kraken2_refseqV208_nt,0.0,0.7401004941644772,33299844,27499754,14052797,2409768,1805281,1565472,1.0,1.6508879692982894,2.0,3.5460435245260986
marine_sample_9-kraken2_standard_0521,0.0,0.7981244296519827,33299844,27942749,14759518,1582562,1367198,2407086,1.0,1.5196453598658377,1.0,1.8332904231866929
mouse_sample_0-kraken2_GTDBr202RefSeqV205,1.0,1.2743710642526207,33170320,8952297,8356743,729562,22056268,1432193,1.0,1.9635260608419849,1.0,1.267170175842985
mouse_sample_0-kraken2_chocophlan,5.0,4.600099335791756,33170320,7960363,7183629,1673925,9305083,14230949,2.0,2.469983422196335,1.0,2.1895193197094533
mouse_sample_0-kraken2_minikraken,0.0,2.1092908961987704,33170320,21241137,17653850,403877,4350534,7174765,2.0,1.9778645478697725,1.0,1.0559834723737362
mouse_sample_0-kraken2_refseqV205,1.0,1.06595308697655,33170320,8594253,6291658,14662617,9385980,527468,1.0,1.298871204233187,1.0,1.2322553425428138
mouse_sample_0-kraken2_refseqV205_100GB,0.0,2.1092908961987704,33170320,21241137,17653850,403877,4350534,7174765,2.0,1.9778645478697725,1.0,1.0559834723737362
mouse_sample_0-kraken2_refseqV205_500GB,1.0,1.2267078219323782,33170320,8283740,5582653,15818989,8160191,907397,1.0,1.3744215259268466,1.0,1.3212597597286633
mouse_sample_0-kraken2_refseqV208_nt,1.0,2.065195391542801,33170320,7026133,4932839,830082,21093182,4220923,1.0,2.0206027838213574,1.0,1.3671535664936658
mouse_sample_0-kraken2_standard_0521,1.0,2.0507274274110108,33170320,7152713,6356564,692460,20229290,5095856,1.0,1.4971940617508592,1.0,1.04421979219241
mouse_sample_1-kraken2_GTDBr202RefSeqV205,0.0,0.8249688443547462,33270054,23734584,22467809,989180,7338119,1208171,2.0,3.141954952586991,1.0,1.8349743306152435
mouse_sample_1-kraken2_chocophlan,0.0,2.934139090967511,33270054,19098990,17567935,1747092,3059080,9364892,2.0,3.655588829895621,1.0,2.2713652470677457
mouse_sample_1-kraken2_minikraken,9.0,4.680512691683639,33270054,14611180,13459295,436024,1258807,16963989,2.0,2.3751949433976107,1.0,1.5958610017262376
mouse_sample_1-kraken2_refseqV205,0.0,1.0511560636481083,33270054,23459952,14362667,4514711,3680234,1615152,1.0,2.340750050224699,1.0,2.6812958089078034
mouse_sample_1-kraken2_refseqV205_100GB,9.0,4.680512691683639,33270054,14611180,13459295,436024,1258807,16963989,2.0,2.3751949433976107,1.0,1.5958610017262376
mouse_sample_1-kraken2_refseqV205_500GB,0.0,1.244320162510106,33270054,22841208,13057764,4940253,3224201,2264379,1.0,2.4512572534240653,1.0,2.7632396367348067
mouse_sample_1-kraken2_refseqV208_nt,1.0,4.0481703456207185,33270054,12894781,11782886,897984,8316755,11160534,2.0,3.5616692502316294,2.0,3.7321909807370783
mouse_sample_1-kraken2_standard_0521,1.0,4.022788270797516,33270054,13846943,12866589,694334,4911034,13817742,2.0,2.4046424343327564,1.0,1.5901072971598242
mouse_sample_10-kraken2_GTDBr202RefSeqV205,1.0,1.0174680608918392,33187370,10716315,10197739,564014,21059531,847510,1.0,1.8657019152006864,1.0,1.1912524072829542
mouse_sample_10-kraken2_chocophlan,9.0,6.5299626313426335,36621867,3586125,3328743,553960,7069457,25412325,1.0,2.552769153007437,1.0,1.275114340464904
mouse_sample_10-kraken2_minikraken,4.0,4.646089461141392,33187370,11511159,9211351,375619,4863489,16437096,2.0,2.111706276839031,1.0,1.1235485471438302
mouse_sample_10-kraken2_refseqV205,9.0,5.585997019493249,36213976,4477405,3533573,3103358,7715437,20917775,1.0,1.6402271346070934,1.0,1.1588411647972758
mouse_sample_10-kraken2_refseqV205_100GB,4.0,4.646089461141392,33187370,11511159,9211351,375619,4863489,16437096,2.0,2.111706276839031,1.0,1.1235485471438302
mouse_sample_10-kraken2_refseqV205_500GB,1.0,1.166994883897097,33187370,9368597,7157884,6807741,15939220,1071808,1.0,1.4821481898327211,1.0,1.1915954482088835
mouse_sample_10-kraken2_refseqV208_nt,1.0,3.972622205375117,33187370,6877863,5831575,1403293,14403214,10503000,1.0,2.0060785595025417,1.0,2.3952131100739043
mouse_sample_10-kraken2_standard_0521,1.0,4.061489446135684,33187370,7142591,6574487,1223244,11634191,13187344,1.0,1.4590416956878596,1.0,1.2307940448974923
mouse_sample_11-kraken2_GTDBr202RefSeqV205,0.0,0.6337589297823571,33268448,27299190,26302552,635775,4258623,1074860,2.0,2.4748881286618696,1.0,2.3098931274264003
mouse_sample_11-kraken2_chocophlan,0.0,3.2756206120586087,33268448,18045348,17476095,1164940,2943037,11115123,2.0,2.5003356396037564,1.0,2.0475332114411064
mouse_sample_11-kraken2_minikraken,9.0,6.4705192739979935,33268448,8333120,8014583,305875,1014720,23614580,2.0,2.630113608500204,1.0,1.899096302428256
mouse_sample_11-kraken2_refseqV205,0.0,0.9400739703877979,33268448,25310102,23004516,2941954,3206682,1809682,1.0,1.862054607244029,1.0,2.9654742815159096
mouse_sample_11-kraken2_refseqV205_100GB,9.0,6.4705192739979935,33268448,8333120,8014583,305875,1014720,23614580,2.0,2.630113608500204,1.0,1.899096302428256
mouse_sample_11-kraken2_refseqV205_500GB,0.0,1.1486317906985022,33268448,24474337,21941260,3330951,2903927,2559227,1.0,1.9399874090012128,1.0,3.0021749858037063
mouse_sample_11-kraken2_refseqV208_nt,6.0,4.992801978619502,33268448,10527850,8478484,872599,7716785,14151214,4.0,3.857180675201324,6.0,4.584302270958696
mouse_sample_11-kraken2_standard_0521,9.0,4.995148075437723,33268448,11870459,10986002,605728,3263057,17529197,2.0,2.4652682392096783,1.0,2.122152938180363
mouse_sample_12-kraken2_GTDBr202RefSeqV205,0.0,1.0062526763192052,33221934,17441985,16104706,874932,13643653,1261364,2.0,2.5295302949257765,1.0,1.4559309739114588
mouse_sample_12-kraken2_chocophlan,1.0,3.014274515144121,33221934,14665115,13813988,1768174,7600751,9187894,2.0,2.5043966261239,1.0,1.7130904564562106
mouse_sample_12-kraken2_minikraken,2.0,4.538655455760041,33221934,13624232,11742720,381212,2962631,16253813,2.0,2.246608186520886,1.0,1.2292273320572151
mouse_sample_12-kraken2_refseqV205,1.0,1.291836170645574,33221934,15364592,10860972,7598018,8436829,1822486,1.0,1.6519533120347965,1.0,1.655037692479011
mouse_sample_12-kraken2_refseqV205_100GB,2.0,4.538655455760041,33221934,13624232,11742720,381212,2962631,16253813,2.0,2.246608186520886,1.0,1.2292273320572151
mouse_sample_12-kraken2_refseqV205_500GB,1.0,1.5006736814298651,33221934,14757353,9994319,8248873,7698835,2516864,1.0,1.729181671241635,1.0,1.6807250707412225
mouse_sample_12-kraken2_refseqV208_nt,1.0,3.4595290569176376,33221934,10449134,8587735,1184058,12562202,9026540,2.0,3.4540740402919448,1.0,2.3565583486079906
mouse_sample_12-kraken2_standard_0521,1.0,3.1349810941169167,33221934,12131213,10572412,942530,10129363,10018824,1.0,1.8251228077620871,1.0,1.2103870697495982
mouse_sample_13-kraken2_GTDBr202RefSeqV205,1.0,1.087042544694898,33184772,8396430,7896987,605586,23330975,851781,1.0,1.7657029719973711,1.0,1.1717446441908237
mouse_sample_13-kraken2_chocophlan,1.0,1.8365627463102652,33184772,7143389,6628523,1025545,21083945,3931893,1.0,2.1540371217255214,1.0,1.1074690718458997
mouse_sample_13-kraken2_minikraken,9.0,5.018614110110505,33184772,9186104,6990500,383514,5919218,17695931,2.0,2.0186277424031456,1.0,1.098788556191037
mouse_sample_13-kraken2_refseqV205,1.0,0.9064253929483076,33184772,8200615,6579737,4088364,20637336,258452,1.0,1.4092825394216366,1.0,1.0656291587247502
mouse_sample_13-kraken2_refseqV205_100GB,9.0,5.018614110110505,33184772,9186104,6990500,383514,5919218,17695931,2.0,2.0186277424031456,1.0,1.098788556191037
mouse_sample_13-kraken2_refseqV205_500GB,1.0,1.037796673727335,33184772,7974696,6155830,4600740,20040255,569079,1.0,1.554443415624443,1.0,1.106060127478418
mouse_sample_13-kraken2_refseqV208_nt,5.0,4.582297115074348,33184772,5366034,4601680,1666719,13804009,12348010,1.0,1.8656720178986383,1.0,2.7398449247606256
mouse_sample_13-kraken2_standard_0521,1.0,4.454013455328245,33184772,6495737,5985729,1482381,10469035,14737618,1.0,1.367759030910407,1.0,1.255064100941491
mouse_sample_14-kraken2_GTDBr202RefSeqV205,0.0,0.9569614226788908,33279864,25791114,24640970,615410,5029625,1843715,2.0,2.7807884174777793,1.0,2.692603524119592
mouse_sample_14-kraken2_chocophlan,0.0,2.5052866802580684,33279864,20585505,20093520,1037057,3262959,8394343,2.0,2.435178587097913,1.0,1.624627830138227
mouse_sample_14-kraken2_minikraken,9.0,5.584093823219951,33279864,11619550,11229697,243192,1030495,20386558,2.0,2.5375793611631963,1.0,1.6895967471943096
mouse_sample_14-kraken2_refseqV205,0.0,0.6915163174945667,33279864,26303980,22733375,2309025,3467427,1199426,1.0,1.985160403200485,1.0,2.201890912195124
mouse_sample_14-kraken2_refseqV205_100GB,9.0,5.584093823219951,33279864,11619550,11229697,243192,1030495,20386558,2.0,2.5375793611631963,1.0,1.6895967471943096
mouse_sample_14-kraken2_refseqV205_500GB,0.0,0.8705359793537618,33279864,25557814,21440624,2639130,3328924,1753992,1.0,2.1010340528886413,1.0,2.295171953460037
mouse_sample_14-kraken2_refseqV208_nt,7.0,5.752586969706368,33279864,8016314,6540643,891322,8110190,16262038,4.0,3.8180713591721065,6.0,5.1396871096731385
mouse_sample_14-kraken2_standard_0521,1.0,4.286668689511472,33279864,15126769,14109535,576460,2457449,15119185,2.0,2.1855375915067827,1.0,2.1677772356618594
mouse_sample_15-kraken2_GTDBr202RefSeqV205,0.0,0.9662124459555452,33240228,19296937,18011704,802833,11855041,1285417,2.0,2.600243138984073,1.0,1.557211653675428
mouse_sample_15-kraken2_chocophlan,1.0,2.180280171363445,33240228,16282620,15610670,1555712,9067236,6334660,2.0,2.466211612432121,1.0,1.2820174747850392
mouse_sample_15-kraken2_minikraken,9.0,5.337580355947017,33240228,10824790,9628766,336774,2852295,19226319,2.0,2.3240303586381366,1.0,1.2629808627789199
mouse_sample_15-kraken2_refseqV205,0.0,1.0905598180614164,33240228,17999100,13849809,4260139,9455986,1524993,1.0,1.9369393815553904,1.0,1.5094987450277528
mouse_sample_15-kraken2_refseqV205_100GB,9.0,5.337580355947017,33240228,10824790,9628766,336774,2852295,19226319,2.0,2.3240303586381366,1.0,1.2629808627789199
mouse_sample_15-kraken2_refseqV205_500GB,0.0,1.2839105074730537,33240228,17369400,12959985,4706645,9020925,2143256,1.0,2.0291632362330283,1.0,1.533945243974426
mouse_sample_15-kraken2_refseqV208_nt,5.0,4.490324434597741,33240228,9868701,8391851,1309148,9762204,12300175,1.0,3.3028626251577364,1.0,3.5067795141343083
mouse_sample_15-kraken2_standard_0521,1.0,3.850576656694413,33240228,13061750,11576886,1041342,6088744,13048391,1.0,1.773985875917806,1.0,1.4307042634737148
mouse_sample_16-kraken2_GTDBr202RefSeqV205,1.0,1.3554696331928795,33171548,8158506,7567747,797670,22611245,1604127,1.0,1.9217458347436909,1.0,1.2822365155036797
mouse_sample_16-kraken2_chocophlan,6.0,4.959939614515426,33171548,8096991,7250394,1756762,7799055,15518740,1.0,2.4841646164932984,1.0,2.6280272417619828
mouse_sample_16-kraken2_minikraken,1.0,3.7503530224070833,34617491,16932056,14052006,280604,3435521,13969304,2.0,2.017633390828356,1.0,1.0297902414218978
mouse_sample_16-kraken2_refseqV205,1.0,0.9715377467460968,33171548,8460358,6112723,16639588,7850836,220761,1.0,1.2812332252457213,1.0,1.1363533768887797
mouse_sample_16-kraken2_refseqV205_100GB,0.0,1.166661953792449,33171548,24210024,20092648,400958,4912584,3647969,2.0,2.017917088572868,1.0,1.0298134342333891
mouse_sample_16-kraken2_refseqV205_500GB,1.0,1.1259900201220636,33171548,8154055,5342909,17940742,6563977,512765,1.0,1.3563926174290897,1.0,1.279891139167611
mouse_sample_16-kraken2_refseqV208_nt,1.0,1.3276615248706511,33171548,7539059,5167315,870640,22977933,1783916,1.0,1.8121956262060093,1.0,1.1492580294319772
mouse_sample_16-kraken2_standard_0521,1.0,1.161089859297492,33171548,7991725,7111512,738923,22862440,1578459,1.0,1.3692901696117186,1.0,1.0190166928814248
mouse_sample_17-kraken2_GTDBr202RefSeqV205,0.0,0.9947575529478042,33257942,18857403,18330869,584128,12427504,1388907,2.0,2.4225563575106825,1.0,1.542412941488492
mouse_sample_17-kraken2_chocophlan,1.0,3.952718722042392,33257942,13514553,12984432,1137763,5572341,13033285,2.0,2.4607339138291544,1.0,2.0386392361845767
mouse_sample_17-kraken2_minikraken,9.0,5.467862773950355,33257942,10747361,9294178,310965,2446934,19752566,2.0,2.491405785216986,1.0,1.3490290297981065
mouse_sample_17-kraken2_refseqV205,0.0,1.2720612417930128,33257942,17525327,14502869,6455468,7277544,1999589,1.0,1.436759968448453,1.0,2.06591042252716
mouse_sample_17-kraken2_refseqV205_100GB,9.0,5.467862773950355,33257942,10747361,9294178,310965,2446934,19752566,2.0,2.491405785216986,1.0,1.3490290297981065
mouse_sample_17-kraken2_refseqV205_500GB,0.0,1.4640624486025022,33257942,16996621,13556296,7015678,6509276,2736362,1.0,1.5143522835569134,1.0,2.0647754066658104
mouse_sample_17-kraken2_refseqV208_nt,2.0,4.329650914659722,33257942,8616613,7372261,796957,12224617,11619755,2.0,3.1244910327658832,1.0,3.020740772492095
mouse_sample_17-kraken2_standard_0521,1.0,4.517518672682754,33257942,8776941,8106464,606838,8649876,15224287,1.0,2.1154410237987733,1.0,1.3804892694415505
mouse_sample_18-kraken2_GTDBr202RefSeqV205,1.0,1.125579071055633,33192386,12797454,12377293,648418,18430840,1315674,1.0,1.9887958076426009,1.0,1.314645344433569
mouse_sample_18-kraken2_chocophlan,4.0,4.473473404412686,33192386,10953165,10327232,1392276,6627871,14219074,1.0,2.416372903073816,1.0,2.5874571185830257
mouse_sample_18-kraken2_minikraken,0.0,2.4117584376127708,33192386,20459863,17369809,367319,4057569,8307606,2.0,2.178768318546005,1.0,1.1048484942585082
mouse_sample_18-kraken2_refseqV205,1.0,0.910400626215904,33192386,12695820,11070640,12988854,6994902,512806,1.0,1.277125834195996,1.0,1.2887497208681409
mouse_sample_18-kraken2_refseqV205_100GB,0.0,2.4117584376127708,33192386,20459863,17369809,367319,4057569,8307606,2.0,2.178768318546005,1.0,1.1048484942585082
