Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
strain_sample_63-kraken2_refseqV205_500GB,2.0,2.6323751886528104,13311490,2490712,331761,9128456,842533,810285,2.0,2.7264504533954046,2.0,2.9725268921217327
strain_sample_63-kraken2_refseqV208_nt,2.0,1.8816236198952931,13311490,3930251,435766,3745268,4743139,876452,1.0,1.8700186475306972,2.0,2.109996143903858
strain_sample_63-kraken2_standard_0521,1.0,1.247913719651219,13311490,4673555,503230,3907821,4596778,133099,2.0,1.6463133802699763,2.0,1.9531221651339263
strain_sample_64-kraken2_GTDBr202RefSeqV205,1.0,1.2654031931337093,13274358,5249099,2222709,4407554,3229182,388107,1.0,1.2706571490672605,2.0,2.3845723158372616
strain_sample_64-kraken2_chocophlan,1.0,1.5320605335489672,13274358,6261926,462107,5939293,997006,76125,2.0,3.0109747069221875,2.0,1.7741738765865
strain_sample_64-kraken2_minikraken,0.0,1.3154374772776205,13274358,7203521,500446,4875932,264666,930235,2.0,1.7717213857781446,2.0,1.7026894274292883
strain_sample_64-kraken2_refseqV205,1.0,2.1144315227900288,13274358,4827619,603591,6576029,1322399,548276,2.0,3.002059905757715,2.0,2.5644975533103094
strain_sample_64-kraken2_refseqV205_100GB,0.0,1.3154374772776205,13274358,7203521,500446,4875932,264666,930235,2.0,1.7717213857781446,2.0,1.7026894274292883
strain_sample_64-kraken2_refseqV205_500GB,2.0,2.7663382289373244,13274358,3681871,447000,7645915,993299,953183,2.0,3.269199304465195,2.0,3.1671098027884863
strain_sample_64-kraken2_refseqV208_nt,1.0,1.6080572785516256,13274358,6534591,524960,4711134,992621,1035984,2.0,1.9801540351006783,2.0,2.713068734189585
strain_sample_64-kraken2_standard_0521,0.0,0.8516666493400283,13274358,7301843,614508,5041367,734986,196162,2.0,1.6727790299734182,1.0,1.5058477304329607
strain_sample_65-kraken2_GTDBr202RefSeqV205,0.0,0.9230201472352901,13301974,7505490,2930972,3140118,2359441,296472,1.0,1.2923358294178753,1.0,2.351225565716625
strain_sample_65-kraken2_chocophlan,0.0,1.3565458029011332,13301974,7295654,1625585,4976252,981611,48449,2.0,3.159605462102804,1.0,1.9209554497657424
strain_sample_65-kraken2_minikraken,0.0,1.2309370022825183,13301974,8551707,1864273,3284914,287046,1178304,2.0,1.6164940695555499,1.0,1.5993429624520112
strain_sample_65-kraken2_refseqV205,1.0,1.7518751728126967,13301974,6181604,1100195,5661520,1099184,359631,2.0,3.068282899292063,1.0,2.4520544331067406
strain_sample_65-kraken2_refseqV205_100GB,0.0,1.2309370022825183,13301974,8551707,1864273,3284914,287046,1178304,2.0,1.6164940695555499,1.0,1.5993429624520112
strain_sample_65-kraken2_refseqV205_500GB,1.0,2.2817529187773182,13301974,5248885,737098,6623144,820331,609506,2.0,3.3710058244241714,2.0,3.0946471607192705
strain_sample_65-kraken2_refseqV208_nt,0.0,1.149711012816594,13301974,8128642,2299812,3606316,796977,769990,1.0,1.70135118497658,2.0,2.794892449844851
strain_sample_65-kraken2_standard_0521,0.0,0.6520327734815901,13301974,8884933,2449362,3529943,598663,288435,1.0,1.4741096385975638,1.0,1.4597277600252565
strain_sample_66-kraken2_GTDBr202RefSeqV205,1.0,1.188886959983043,13294814,5303415,1967196,4358561,3286775,340611,1.0,1.224540163599867,1.0,2.237521886956059
strain_sample_66-kraken2_chocophlan,1.0,1.4872523225973675,13294814,6431087,365997,5823637,987549,52474,2.0,3.01803821220313,1.0,1.7456500892613935
strain_sample_66-kraken2_minikraken,0.0,1.3995066798226736,13294814,7314457,461151,4601708,243182,1135421,2.0,1.7311287461090534,1.0,1.730510481861322
strain_sample_66-kraken2_refseqV205,1.0,2.0540300150118687,13294814,4860306,494931,6670479,1278309,485402,2.0,2.951174420907404,2.0,2.542984520956983
strain_sample_66-kraken2_refseqV205_100GB,0.0,1.3995066798226736,13294814,7314457,461151,4601708,243182,1135421,2.0,1.7311287461090534,1.0,1.730510481861322
strain_sample_66-kraken2_refseqV205_500GB,2.0,2.6898787752878683,13294814,3728245,344620,7750293,956152,859050,2.0,3.2238726974580185,2.0,3.1735163446815986
strain_sample_66-kraken2_refseqV208_nt,0.0,1.5432950020963059,13294814,6822462,420431,4441876,1018593,1011446,2.0,1.8946280805677598,2.0,2.940497333085933
strain_sample_66-kraken2_standard_0521,0.0,0.8675667820550178,13294814,7677249,489481,4557429,731454,328675,2.0,1.6149649286911545,2.0,1.6623232629803104
strain_sample_67-kraken2_GTDBr202RefSeqV205,1.0,1.1085887468182078,13312466,6162445,1510926,3966674,2855344,327732,1.0,1.2706703399371866,1.0,2.3694826262614943
strain_sample_67-kraken2_chocophlan,1.0,1.6318455198308113,13312466,5715922,280852,6445336,1111615,39589,2.0,3.032528637762252,1.0,1.63895323470806
strain_sample_67-kraken2_minikraken,0.0,1.1464923929195387,13312466,7670642,454408,4617692,238017,786114,2.0,1.6859329292642298,1.0,1.6910010629492849
strain_sample_67-kraken2_refseqV205,1.0,2.141701469885444,13312466,4369158,455573,7131036,1369048,443201,2.0,2.9695551950656256,2.0,2.444258345945504
strain_sample_67-kraken2_refseqV205_100GB,0.0,1.1464923929195387,13312466,7670642,454408,4617692,238017,786114,2.0,1.6859329292642298,1.0,1.6910010629492849
strain_sample_67-kraken2_refseqV205_500GB,2.0,2.75611145222831,13312466,3286597,323909,8273101,995127,757574,2.0,3.2494084140880184,2.0,3.0038246374583344
strain_sample_67-kraken2_refseqV208_nt,1.0,1.3846025221773337,13312466,6107626,466041,5572721,852172,779924,1.0,1.6617040400910077,2.0,2.5261778138685616
strain_sample_67-kraken2_standard_0521,0.0,0.7659505008313261,13312466,7150681,519167,5386878,628372,146533,1.0,1.4763248768581727,1.0,1.4722059544346342
strain_sample_68-kraken2_GTDBr202RefSeqV205,1.0,1.2263248152408448,13301100,5558217,2077956,4182215,3125590,434358,1.0,1.2580850099767706,2.0,2.2825082624400514
strain_sample_68-kraken2_chocophlan,1.0,1.5663697739284719,13301100,5831222,281543,5963744,1431410,74714,2.0,2.945842242725375,2.0,1.8119728100264771
strain_sample_68-kraken2_minikraken,0.0,1.2516756508860172,13301100,7599128,345396,4398766,340369,962833,2.0,1.6810173580499619,2.0,1.7296757342766234
strain_sample_68-kraken2_refseqV205,1.0,2.0470715204005683,13301100,4566008,396102,6829240,1448173,457635,2.0,2.878206359712061,2.0,2.384542454527187
strain_sample_68-kraken2_refseqV205_100GB,0.0,1.2516756508860172,13301100,7599128,345396,4398766,340369,962833,2.0,1.6810173580499619,2.0,1.7296757342766234
strain_sample_68-kraken2_refseqV205_500GB,2.0,2.65636248129854,13301100,3470165,271855,7956500,1075368,798903,2.0,3.1441420222459624,2.0,2.905585808765
strain_sample_68-kraken2_refseqV208_nt,1.0,1.4550528151806994,13301100,6450798,330652,4766446,1159113,924688,1.0,1.7467868092914511,1.0,2.3338112850084505
strain_sample_68-kraken2_standard_0521,0.0,0.8196793498282097,13301100,7320800,394037,4817686,928756,233858,2.0,1.559533975439661,1.0,1.3831081575785245
strain_sample_69-kraken2_GTDBr202RefSeqV205,1.0,1.2720071207122756,13306534,5675008,3090422,3967086,3233755,428215,1.0,1.3337553055315663,2.0,2.3992909172154357
strain_sample_69-kraken2_chocophlan,1.0,1.6367492090727758,13306534,6342897,977838,5594220,1059591,309795,2.0,3.0602064273482275,1.0,1.7663013370253242
strain_sample_69-kraken2_minikraken,1.0,1.662838797841722,13306534,6320895,1126615,5265788,431091,1288744,2.0,1.8695179145077625,1.0,1.5850388897007823
strain_sample_69-kraken2_refseqV205,1.0,2.2889772047326518,13306534,4758763,1015025,6191924,1529958,825729,2.0,3.0290034244606363,2.0,2.790921711576396
strain_sample_69-kraken2_refseqV205_100GB,1.0,1.662838797841722,13306534,6320895,1126615,5265788,431091,1288744,2.0,1.8695179145077625,1.0,1.5850388897007823
strain_sample_69-kraken2_refseqV205_500GB,2.0,2.943080745143701,13306534,3687742,842056,7112446,1159146,1346695,2.0,3.268302915762032,2.0,3.2711806795692686
strain_sample_69-kraken2_refseqV208_nt,1.0,2.061200760468504,13306534,5468676,1198074,5087781,1265825,1484045,2.0,2.0445093843465347,2.0,2.8970465901684666
strain_sample_69-kraken2_standard_0521,1.0,1.2002940059372336,13306534,6160400,1254624,5717516,937761,490851,2.0,1.754151278282387,2.0,1.6258428320222318
strain_sample_7-kraken2_GTDBr202RefSeqV205,1.0,1.1681152165965083,13309402,6089201,3256429,3980010,2837981,401369,1.0,1.2879728945404658,2.0,2.3963796797793924
strain_sample_7-kraken2_chocophlan,1.0,1.3801825205970937,13309402,6617957,1074151,5610853,1036825,43756,2.0,2.9078696233888146,1.0,1.6009181877365997
strain_sample_7-kraken2_minikraken,0.0,1.206226019771587,13309402,7654471,1346988,4547059,266140,841722,2.0,1.7715151705750904,1.0,1.5907980762004958
strain_sample_7-kraken2_refseqV205,1.0,1.9691920794037177,13309402,5249184,1143076,6241587,1233936,584643,2.0,2.8528715533405204,2.0,2.5447575887242126
strain_sample_7-kraken2_refseqV205_100GB,0.0,1.206226019771587,13309402,7654471,1346988,4547059,266140,841722,2.0,1.7715151705750904,1.0,1.5907980762004958
strain_sample_7-kraken2_refseqV205_500GB,1.0,2.5950512276960302,13309402,4093633,827644,7275382,936404,1003819,2.0,3.100006845001404,2.0,3.1492806523679953
strain_sample_7-kraken2_refseqV208_nt,0.0,1.5332921043334629,13309402,7029932,1278253,4303766,920378,1055255,2.0,1.9563282483294864,2.0,2.705071177277162
strain_sample_7-kraken2_standard_0521,0.0,0.7485793125791828,13309402,7969246,1413170,4511337,665737,163081,2.0,1.6592356101971544,1.0,1.5171666889477375
strain_sample_70-kraken2_GTDBr202RefSeqV205,1.0,1.1942372249300863,13311434,5474686,2498560,4526834,2937598,370403,1.0,1.2538650633091473,1.0,2.338688615664908
strain_sample_70-kraken2_chocophlan,1.0,1.4255680492424785,13311434,6541792,592365,5823545,905993,40084,2.0,2.9254239470975154,1.0,1.7429284773723417
strain_sample_70-kraken2_minikraken,0.0,1.2664816577988518,13311434,7282582,684931,4927138,245922,855778,2.0,1.7766869935447311,1.0,1.6370109221623117
strain_sample_70-kraken2_refseqV205,1.0,2.05570902428694,13311434,4913314,684442,6533264,1301458,563267,2.0,2.9054241493991366,2.0,2.544799755351306
strain_sample_70-kraken2_refseqV205_100GB,0.0,1.2664816577988518,13311434,7282582,684931,4927138,245922,855778,2.0,1.7766869935447311,1.0,1.6370109221623117
strain_sample_70-kraken2_refseqV205_500GB,2.0,2.711691768144589,13311434,3726731,481786,7617062,977538,989750,2.0,3.164708124996225,2.0,3.1505690827364257
strain_sample_70-kraken2_refseqV208_nt,1.0,1.6220723477275252,13311434,6516377,594878,4764799,970088,1060019,2.0,1.9711880815958869,2.0,2.740229752352364
strain_sample_70-kraken2_standard_0521,0.0,0.8364325736806417,13311434,7396074,675000,5038067,703588,173703,2.0,1.6807918592587197,1.0,1.5674371933574762
strain_sample_71-kraken2_GTDBr202RefSeqV205,1.0,1.0476347861390751,13300700,6153668,1860511,4148703,2683600,314041,1.0,1.2219226105122492,1.0,2.2478465494112387
strain_sample_71-kraken2_chocophlan,1.0,1.542987511935462,13300700,6046373,442938,6168977,1052468,32871,2.0,2.9976368853377147,1.0,1.6480529574295846
strain_sample_71-kraken2_minikraken,0.0,1.0803268249039524,13300700,8074816,582336,4191190,226174,808512,2.0,1.6030518778676224,1.0,1.6523915215718872
strain_sample_71-kraken2_refseqV205,1.0,1.992579638665634,13300700,4771702,514745,6843506,1328538,356900,2.0,2.9594452025029274,1.0,2.28607461736134
strain_sample_71-kraken2_refseqV205_100GB,0.0,1.0803268249039524,13300700,8074816,582336,4191190,226174,808512,2.0,1.6030518778676224,1.0,1.6523915215718872
strain_sample_71-kraken2_refseqV205_500GB,1.0,2.589702496861068,13300700,3688281,368384,8010057,967213,635021,2.0,3.2417673182600324,2.0,2.855393796402654
strain_sample_71-kraken2_refseqV208_nt,0.0,1.1778707887554791,13300700,7288538,543201,4534220,796200,681671,1.0,1.6624680760968806,2.0,2.5029289123335845
strain_sample_71-kraken2_standard_0521,0.0,0.6444748020780862,13300700,8194971,616566,4374254,591377,140097,1.0,1.4726661963388499,1.0,1.4699049844684524
strain_sample_72-kraken2_GTDBr202RefSeqV205,0.0,1.0073970396202958,13300456,6927500,3008362,3574900,2437958,359972,1.0,1.2557321883129595,1.0,2.325241452067673
strain_sample_72-kraken2_chocophlan,0.0,1.4102253336276591,13300456,6664634,1442436,5622104,965487,48229,2.0,2.9722739031508487,1.0,1.6697562991526556
strain_sample_72-kraken2_minikraken,0.0,1.065122353699753,13300456,8403573,1536425,3757027,266033,873819,1.0,1.5724678049958118,1.0,1.4825303627745432
strain_sample_72-kraken2_refseqV205,1.0,1.8757848603085487,13300456,5299837,1334632,6369667,1238220,392719,2.0,2.9123875706532227,1.0,2.3124057114244643
strain_sample_72-kraken2_refseqV205_100GB,0.0,1.065122353699753,13300456,8403573,1536425,3757027,266033,873819,1.0,1.5724678049958118,1.0,1.4825303627745432
strain_sample_72-kraken2_refseqV205_500GB,1.0,2.4600755041782025,13300456,4222220,976219,7466936,914187,697078,2.0,3.1886803368878485,2.0,2.8839143413765456
strain_sample_72-kraken2_refseqV208_nt,0.0,1.2098373920412957,13300456,7396479,1409178,4316480,797775,789707,1.0,1.6211216083475424,1.0,2.48986493685563
strain_sample_72-kraken2_standard_0521,0.0,0.6000485246520871,13300456,8595725,1580127,3962928,578767,163036,1.0,1.4362272037241148,1.0,1.4201397107989917
strain_sample_73-kraken2_GTDBr202RefSeqV205,1.0,1.1280697159427555,13309782,6221406,1411343,3801963,2906349,379354,1.0,1.2641966794521673,1.0,2.335355113924721
strain_sample_73-kraken2_chocophlan,1.0,1.6402188255224617,13309782,5399845,233858,6457720,1410706,41503,2.0,2.942725451088,2.0,1.7395963439582731
strain_sample_73-kraken2_minikraken,0.0,1.2997927389043638,13309782,7679608,375221,4199866,315861,1114440,1.0,1.6063302972047204,1.0,1.6575740594755288
strain_sample_73-kraken2_refseqV205,1.0,2.061843236801324,13309782,4165326,348906,7342717,1455390,346298,2.0,2.8602838703983826,2.0,2.2834346807384964
strain_sample_73-kraken2_refseqV205_100GB,0.0,1.2997927389043638,13309782,7679608,375221,4199866,315861,1114440,1.0,1.6063302972047204,1.0,1.6575740594755288
strain_sample_73-kraken2_refseqV205_500GB,2.0,2.629094150452652,13309782,3157575,241254,8498837,1052949,600288,2.0,3.135906595220028,2.0,2.789614691689721
strain_sample_73-kraken2_refseqV208_nt,1.0,1.408384975802008,13309782,5975830,351357,5479954,1032167,821791,1.0,1.5397373773575471,2.0,2.8204040625208906
strain_sample_73-kraken2_standard_0521,0.0,0.8921805781642405,13309782,7127083,401536,5016010,765470,401219,1.0,1.4096849886662906,1.0,1.5582112950213594
strain_sample_74-kraken2_GTDBr202RefSeqV205,1.0,1.2061046126424222,13312196,5482118,2490706,4553892,2914661,361499,1.0,1.2578407656571566,2.0,2.4270764250113483
strain_sample_74-kraken2_chocophlan,1.0,1.4385720432601805,13312196,6630847,347778,5772665,838208,70476,2.0,2.9425769553577075,2.0,1.8250338818049936
strain_sample_74-kraken2_minikraken,0.0,1.311706047597256,13312196,7046363,455489,5144364,268112,853357,2.0,1.8144734703842884,1.0,1.6678216566211137
strain_sample_74-kraken2_refseqV205,1.0,2.094977342581194,13312196,4765744,516101,6656311,1306137,583998,2.0,2.8835886724643727,2.0,2.6326870764705386
strain_sample_74-kraken2_refseqV205_100GB,0.0,1.311706047597256,13312196,7046363,455489,5144364,268112,853357,2.0,1.8144734703842884,1.0,1.6678216566211137
strain_sample_74-kraken2_refseqV205_500GB,2.0,2.756813150888103,13312196,3571708,363053,7728952,985618,1025911,2.0,3.140106187747058,2.0,3.2428841599889613
strain_sample_74-kraken2_refseqV208_nt,1.0,1.668499021498782,13312196,6364422,418392,4917147,949081,1081543,2.0,1.989010700717306,2.0,2.8419218169998137
strain_sample_74-kraken2_standard_0521,0.0,0.8628734883410671,13312196,7281518,479271,5169263,672939,188476,2.0,1.6863932053756987,2.0,1.5945680069070154
strain_sample_75-kraken2_GTDBr202RefSeqV205,1.0,1.2424940001458151,13304490,5309324,2214213,4478396,3122155,393236,1.0,1.2735622307629786,1.0,2.3303449060024244
strain_sample_75-kraken2_chocophlan,1.0,1.5925247040660708,13304490,6070893,435083,6086801,1003466,143314,2.0,2.973819745380209,1.0,1.790504112745225
strain_sample_75-kraken2_minikraken,0.0,1.4314490070645325,13304490,6827547,419486,5096415,322959,1057557,2.0,1.770704112596796,1.0,1.5554141547379083
strain_sample_75-kraken2_refseqV205,1.0,2.151846256414188,13304490,4767832,604397,6541807,1366514,628247,2.0,2.9656946467543297,2.0,2.6148155086592597
strain_sample_75-kraken2_refseqV205_100GB,0.0,1.4314490070645325,13304490,6827547,419486,5096415,322959,1057557,2.0,1.770704112596796,1.0,1.5554141547379083
strain_sample_75-kraken2_refseqV205_500GB,2.0,2.806014736378471,13304490,3630622,454838,7593503,1018454,1061651,2.0,3.2294980327261342,2.0,3.193264496972863
strain_sample_75-kraken2_refseqV208_nt,1.0,1.7418916471056012,13304490,6206028,459415,4870517,1041851,1185974,2.0,1.9597876365075824,2.0,2.836254896333545
strain_sample_75-kraken2_standard_0521,0.0,0.9470544154642532,13304490,7029564,532506,5215065,768414,291442,2.0,1.684647650604547,1.0,1.5506042315730844
strain_sample_76-kraken2_GTDBr202RefSeqV205,0.0,1.2440935756147458,13313554,6687832,1232077,3032085,3106626,486785,1.0,1.3500736292023476,2.0,2.6030394389282776
strain_sample_76-kraken2_chocophlan,1.0,1.8076885405655017,13313554,5783878,261489,5997720,1398020,133932,2.0,3.368604736466524,2.0,1.9008218766541247
strain_sample_76-kraken2_minikraken,0.0,1.186376455152396,13313554,8309148,356415,3717964,288966,997476,2.0,1.6969473077200317,2.0,1.7594249842542031
strain_sample_76-kraken2_refseqV205,1.0,2.2850499573592447,13313554,4036669,419121,7379190,1432861,464824,2.0,3.040204548195669,2.0,2.655095644308834
strain_sample_76-kraken2_refseqV205_100GB,0.0,1.186376455152396,13313554,8309148,356415,3717964,288966,997476,2.0,1.6969473077200317,2.0,1.7594249842542031
strain_sample_76-kraken2_refseqV205_500GB,2.0,2.904928391021661,13313554,2994829,287974,8476644,1066332,775709,2.0,3.3373898915655773,2.0,3.1916082420859544
strain_sample_76-kraken2_refseqV208_nt,1.0,1.4110293164394718,13313554,5600003,348973,5791436,1083546,838563,1.0,1.4908818814539262,1.0,2.4035407818403653
strain_sample_76-kraken2_standard_0521,0.0,0.8408050172027695,13313554,6704684,400134,5488991,834888,284991,1.0,1.3680435985411523,1.0,1.3415032914594534
strain_sample_77-kraken2_GTDBr202RefSeqV205,0.0,1.0922267721947856,13314366,6798189,1376195,3390427,2707432,413790,1.0,1.3272994817466943,1.0,2.3185561077803616
strain_sample_77-kraken2_chocophlan,1.0,1.6134314619261632,13314366,5072012,394060,6912047,1302872,27384,2.0,2.7495015586554894,1.0,1.7117706113877649
strain_sample_77-kraken2_minikraken,0.0,1.2711490731139583,13314366,7282586,488934,4754050,345578,932109,2.0,1.67336292214007,1.0,1.6781305522921017
strain_sample_77-kraken2_refseqV205,1.0,2.0699785479834336,13314366,3878658,472350,7500495,1539346,395608,2.0,2.7342507394511957,2.0,2.266816557161288
strain_sample_77-kraken2_refseqV205_100GB,0.0,1.2711490731139583,13314366,7282586,488934,4754050,345578,932109,2.0,1.67336292214007,1.0,1.6781305522921017
strain_sample_77-kraken2_refseqV205_500GB,2.0,2.62121666176219,13314366,2916985,329865,8626319,1095686,674524,2.0,2.9974088600247684,2.0,2.705929435988048
strain_sample_77-kraken2_refseqV208_nt,1.0,1.4369647792467175,13314366,5016750,397358,6485318,1050817,761118,1.0,1.525718553816482,2.0,2.2688784060402525
strain_sample_77-kraken2_standard_0521,1.0,0.8197241235519589,13314366,6242277,429663,6105342,821747,144999,1.0,1.3781822541636488,1.0,1.4540156520194172
strain_sample_78-kraken2_GTDBr202RefSeqV205,1.0,1.2211382800618211,13305548,5648352,2042743,4264491,2978286,414214,1.0,1.2707744019157268,1.0,2.383564573717904
strain_sample_78-kraken2_chocophlan,1.0,1.5314999427306564,13305548,5989009,269847,6335269,941757,39509,2.0,2.8951430475959268,1.0,1.7842383969537792
strain_sample_78-kraken2_minikraken,0.0,1.2494064130241007,13305548,7171405,329304,5119515,222309,792317,2.0,1.7777553147124288,2.0,1.7629560656563612
strain_sample_78-kraken2_refseqV205,1.0,2.1198888613982683,13305548,4584823,418696,6797439,1366737,556529,2.0,2.9009119463962825,2.0,2.545164139113816
strain_sample_78-kraken2_refseqV205_100GB,0.0,1.2494064130241007,13305548,7171405,329304,5119515,222309,792317,2.0,1.7777553147124288,2.0,1.7629560656563612
strain_sample_78-kraken2_refseqV205_500GB,2.0,2.762491631310488,13305548,3436024,286863,7897817,1011482,960180,2.0,3.160861159482424,2.0,3.1147731744114084
strain_sample_78-kraken2_refseqV208_nt,1.0,1.6715131913394323,13305548,5767691,337626,5540935,945937,1050969,1.0,1.8393090696786731,2.0,2.7380702943219264
strain_sample_78-kraken2_standard_0521,0.0,0.8780737929771851,13305548,6743226,387048,5726404,675904,160013,2.0,1.6049583647957777,1.0,1.557154566328946
strain_sample_79-kraken2_GTDBr202RefSeqV205,1.0,1.1195722817435778,13309322,5772206,1948612,4288879,2892613,355213,1.0,1.2546187476960764,1.0,2.1846074811943392
strain_sample_79-kraken2_chocophlan,1.0,1.5868339499187112,13309322,5845899,453724,6279895,1152154,31368,2.0,3.0319952801758627,1.0,1.5594321592426013
strain_sample_79-kraken2_minikraken,0.0,1.164580434675786,13309322,7806449,581724,4265764,331745,905360,1.0,1.6061111210090384,1.0,1.5078117228594252
strain_sample_79-kraken2_refseqV205,1.0,2.0877147611275766,13309322,4532455,524519,6954793,1413372,408680,2.0,3.002967593715587,1.0,2.2801725235819017
strain_sample_79-kraken2_refseqV205_100GB,0.0,1.164580434675786,13309322,7806449,581724,4265764,331745,905360,1.0,1.6061111210090384,1.0,1.5078117228594252
strain_sample_79-kraken2_refseqV205_500GB,1.0,2.686394243072637,13309322,3479366,403331,8095557,1035880,698454,2.0,3.279771484531577,2.0,2.8148414874309764
strain_sample_79-kraken2_refseqV208_nt,0.0,1.2645514925553685,13309322,7276610,587826,4366173,896917,769592,1.0,1.7561395299728157,2.0,2.4931136325880767
strain_sample_79-kraken2_standard_0521,0.0,0.7196393625460409,13309322,8074185,644660,4316766,708729,209642,1.0,1.544069565040125,1.0,1.4473049642387994
strain_sample_8-kraken2_GTDBr202RefSeqV205,1.0,1.1073865422797495,13313726,6580146,2011243,3307700,3045580,380258,1.0,1.4244979895395593,1.0,2.170006698231536
strain_sample_8-kraken2_chocophlan,1.0,1.8035687380076773,13313726,5258930,788971,5821470,1994655,238671,2.0,2.9286872559679944,3.0,2.4139091722628727
strain_sample_8-kraken2_minikraken,0.0,1.3032112873586252,13313726,7161144,873901,4963371,267424,921777,2.0,1.7322664374676002,1.0,1.7075281201388055
strain_sample_8-kraken2_refseqV205,1.0,2.0727022623118425,13313726,4106535,840057,7179454,1580353,447381,2.0,2.7757628922756523,2.0,2.30358154159229
strain_sample_8-kraken2_refseqV205_100GB,0.0,1.3032112873586252,13313726,7161144,873901,4963371,267424,921777,2.0,1.7322664374676002,1.0,1.7075281201388055
strain_sample_8-kraken2_refseqV205_500GB,2.0,2.628309685808466,13313726,3171175,600813,8249564,1138768,754210,2.0,3.0410050761470546,2.0,2.7377464066429686
strain_sample_8-kraken2_refseqV208_nt,1.0,1.5163114367833617,13313726,4883016,860814,6583828,1030591,816286,1.0,1.5949165136148755,1.0,2.271007606315212
strain_sample_8-kraken2_standard_0521,1.0,0.9289648142075329,13313726,6344381,952213,5896226,788773,284346,1.0,1.4782484592686915,1.0,1.3854201398881554
strain_sample_80-kraken2_GTDBr202RefSeqV205,1.0,1.1861344989855989,13310316,6309881,2392519,3939426,2632624,428377,1.0,1.3050723633341508,1.0,2.5796027081725303
strain_sample_80-kraken2_chocophlan,1.0,1.6274578304527103,13310316,6165918,158928,6174332,908866,61200,2.0,3.1416817236261347,2.0,1.885197597885717
strain_sample_80-kraken2_minikraken,0.0,1.2020891164417131,13310316,7695079,254141,4554537,230211,830488,2.0,1.7843422942880907,2.0,1.7328972116884076
strain_sample_80-kraken2_refseqV205,1.0,2.1864924919889206,13310316,4496746,363904,7050612,1287919,475035,2.0,3.038319794083124,2.0,2.64421986165279
strain_sample_80-kraken2_refseqV205_100GB,0.0,1.2020891164417131,13310316,7695079,254141,4554537,230211,830488,2.0,1.7843422942880907,2.0,1.7328972116884076
strain_sample_80-kraken2_refseqV205_500GB,2.0,2.834246084014835,13310316,3324494,244144,8182029,959740,844043,2.0,3.3028301415211314,2.0,3.2346072894742326
strain_sample_80-kraken2_refseqV208_nt,1.0,1.5920779040858233,13310316,5589293,259158,5889820,909059,922143,1.0,1.7712758624202438,2.0,2.705289755670424
strain_sample_80-kraken2_standard_0521,1.0,0.9130815526843992,13310316,6436628,304340,6017586,676265,179837,2.0,1.5777338288144116,1.0,1.5389263084737492
strain_sample_81-kraken2_GTDBr202RefSeqV205,0.0,1.524104314678186,13313716,6928125,4318889,2875865,2672979,826804,1.0,1.5757419072174808,2.0,3.0786429672661098
strain_sample_81-kraken2_chocophlan,0.0,1.1053474476998006,13313716,8505271,385219,3681444,966481,160379,2.0,3.0750651103208413,2.0,2.018582879539277
strain_sample_81-kraken2_minikraken,1.0,2.2249097847663264,13313716,5068659,877359,4924426,919210,2401346,1.0,1.357336266196304,1.0,1.4413746586742964
strain_sample_81-kraken2_refseqV205,1.0,2.17223914044734,13313716,3572988,383668,8110531,1212858,416741,3.0,2.6946990277208727,2.0,2.7283358810347127
strain_sample_81-kraken2_refseqV205_100GB,1.0,2.2249097847663264,13313716,5068659,877359,4924426,919210,2401346,1.0,1.357336266196304,1.0,1.4413746586742964
strain_sample_81-kraken2_refseqV205_500GB,2.0,2.6329171359821704,13313716,2800647,269423,8888275,928463,694474,3.0,2.8942822988712664,2.0,3.2976596805688536
strain_sample_81-kraken2_refseqV208_nt,0.0,1.4219035466882424,13313716,7004650,345500,4238994,1104443,964851,1.0,1.5677509805392509,2.0,3.2545563691381085
strain_sample_81-kraken2_standard_0521,0.0,0.9011605775577608,13313716,7644490,411111,4275878,924508,468829,1.0,1.361397822856499,2.0,2.116871892941976
strain_sample_82-kraken2_GTDBr202RefSeqV205,1.0,1.1290778090705096,13305184,5877256,1441881,4115021,2947928,357487,1.0,1.2471384714683111,1.0,2.240819992889921
strain_sample_82-kraken2_chocophlan,1.0,1.597848552864808,13305184,5745484,477421,6279577,1243578,36454,2.0,3.0054368311750936,1.0,1.6548153794936868
strain_sample_82-kraken2_minikraken,0.0,1.2773509934173026,13305184,7526790,527859,4413699,329191,1035436,2.0,1.620718132342056,1.0,1.5872001360912054
strain_sample_82-kraken2_refseqV205,1.0,2.0979319789940516,13305184,4638469,531854,6752599,1416720,496936,2.0,2.9764021230936413,1.0,2.3563985826415945
strain_sample_82-kraken2_refseqV205_100GB,0.0,1.2773509934173026,13305184,7526790,527859,4413699,329191,1035436,2.0,1.620718132342056,1.0,1.5872001360912054
strain_sample_82-kraken2_refseqV205_500GB,1.0,2.708445895975584,13305184,3582027,374484,7872219,1028961,820558,2.0,3.260382872986638,2.0,2.8884768227367217
