Sample name,Proportion classified,Precision reads,Precision taxa,Mean Precision,Recall reads,Recall taxa,Mean Recall,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_refseqV205-0.00,0.9802039,0.95437448,0.035034846,0.494704663,0.935481587,0.939393939,0.937437763,0.944833598,0.06755039,3637147,162.4794078,5.47360495,0.055166402,0.056103575,0.948691525,5.825133143,6078.798046,0.226550589,0.470747333,0.003671117,5309,0.506191994
marine_sample_0-kraken2_refseqV205-0.05,0.960940886,0.965408272,0.068863384,0.517135828,0.92770028,0.939393939,0.93354711,0.946178731,0.12832011,3513943,111.5873478,7.221228822,0.053821269,0.056384251,0.947261469,5.647102079,3119.987138,0.229668094,0.49539121,0.007020166,2701,0.537249421
marine_sample_0-kraken2_refseqV205-0.10,0.939510116,0.967463004,0.170642202,0.569052603,0.908941279,0.939393939,0.924167609,0.937289547,0.288819876,4049564,80.51549794,8.353602267,0.062710453,0.059286426,0.946831079,5.598706172,1470.423077,0.230591897,0.554870544,0.017255028,1090,0.613054711
marine_sample_0-kraken2_refseqV205-0.15,0.912262609,0.966890021,0.312080537,0.639485279,0.882057613,0.939393939,0.910725776,0.9225277,0.468513854,4932536,70.57681471,9.956406698,0.0774723,0.063298623,0.946792781,5.586739563,803.2040816,0.230671419,0.605991696,0.031534299,596,0.695520777
marine_sample_0-kraken2_refseqV205-0.20,0.875279796,0.966538007,0.463840399,0.715189203,0.84599119,0.939393939,0.892692565,0.902255964,0.621035058,6102849,65.33605325,11.95777944,0.097744036,0.067943695,0.946774357,5.57625468,467.12,0.23071,0.64484319,0.04685271,401,0.761645511
marine_sample_0-kraken2_refseqV205-0.25,0.837901966,0.965756546,0.596774194,0.78126537,0.809209309,0.934343434,0.871776372,0.880579404,0.728346457,7307652,61.70285021,5.260691598,0.119420596,0.072362481,0.946914192,5.57417438,356.4285714,0.230406129,0.673524721,0.060765891,310,0.80446293
marine_sample_0-kraken2_refseqV205-0.30,0.784807082,0.96548766,0.677655678,0.821571669,0.757721553,0.934343434,0.846032494,0.849079501,0.785562633,8968417,58.83646032,6.031808754,0.150920499,0.077755635,0.947083016,5.573316748,279,0.230039313,0.6886796,0.069221702,273,0.817321067
marine_sample_0-kraken2_refseqV205-0.35,0.724221838,0.966296012,0.748987854,0.857641933,0.699812673,0.934343434,0.817078054,0.811743197,0.831460674,10807372,56.95624438,6.988283989,0.188256803,0.083601197,0.947267948,5.573094338,251,0.229636948,0.70116216,0.076776511,247,0.821601936
marine_sample_0-kraken2_refseqV205-0.40,0.657825534,0.968251355,0.783898305,0.87607483,0.636940464,0.934343434,0.785641949,0.768404698,0.852534562,12783355,55.98461314,8.124871589,0.231595302,0.090056003,0.947464577,5.573393597,237.6666667,0.22920853,0.707046299,0.08065583,236,0.81046963
marine_sample_0-kraken2_refseqV205-0.45,0.587115912,0.969513658,0.804347826,0.886930742,0.569216895,0.934343434,0.751780165,0.717297194,0.864485981,14938777,54.92018969,9.557651331,0.282702806,0.096915268,0.947699659,5.573767141,235,0.228695358,0.710442191,0.083131887,230,0.790891588
marine_sample_0-kraken2_refseqV205-0.50,0.52591907,0.971294088,0.822222222,0.896758155,0.510822084,0.934343434,0.722582759,0.669527098,0.874704492,16789727,53.78542335,10.97394553,0.330472902,0.104373339,0.947909032,5.573261496,226,0.228237377,0.713260502,0.085320827,225,0.772115795
marine_sample_0-kraken2_refseqV205-0.55,0.45111163,0.974609757,0.848623853,0.911616805,0.439657796,0.934343434,0.687000615,0.605959992,0.889423077,19037829,52.37553369,12.93892055,0.394040008,0.114085891,0.948166602,5.572698563,218.75,0.227672783,0.717374657,0.088498075,218,0.747691535
marine_sample_0-kraken2_refseqV205-0.60,0.37677958,0.979058808,0.848623853,0.913841331,0.368889367,0.934343434,0.651616401,0.535872804,0.889423077,21275399,51.68570168,15.37663485,0.464127196,0.124575705,0.948386587,5.570894427,223,0.227189786,0.71714241,0.088875269,218,0.71264794
marine_sample_0-kraken2_refseqV205-0.65,0.305058119,0.985363665,0.855813953,0.920588809,0.300593186,0.929292929,0.614943058,0.460658696,0.891041162,23435262,50.88157369,18.21387785,0.539341304,0.136575884,0.948630772,5.567491755,218,0.226652582,0.718553586,0.090543754,215,0.675849929
marine_sample_0-kraken2_refseqV205-0.70,0.237397593,0.990379554,0.867924528,0.929152041,0.235113722,0.929292929,0.582203326,0.38001322,0.897560976,25542769,49.92203594,21.72273407,0.61998678,0.150906797,0.94891802,5.562721322,213.5,0.226019264,0.719821245,0.092341391,212,0.638787098
marine_sample_0-kraken2_refseqV205-0.75,0.183826449,0.99284809,0.880382775,0.936615433,0.182511738,0.929292929,0.555902334,0.308342052,0.904176904,27261873,48.67541012,25.26291559,0.691657948,0.164092504,0.949172537,5.557074557,209.5,0.225457132,0.721008904,0.0941359,209,0.606259478
marine_sample_0-kraken2_refseqV205-0.80,0.125491135,0.994359774,0.888888889,0.941624331,0.124783337,0.929292929,0.527038133,0.22174024,0.908641975,29163721,47.14669397,30.40573109,0.77825976,0.176033545,0.94933917,5.55114824,208,0.225090705,0.721538656,0.095358049,207,0.565191107
marine_sample_0-kraken2_refseqV205-0.85,0.082384721,0.994748416,0.901960784,0.9483546,0.081952071,0.929292929,0.5056225,0.151428729,0.915422886,30580618,45.23184184,36.03596497,0.848571271,0.184065861,0.949325751,5.547519853,205.5,0.225126076,0.723046443,0.09673475,204,0.533425807
marine_sample_0-kraken2_refseqV205-0.90,0.053710325,0.995203755,0.906403941,0.950803848,0.053452717,0.929292929,0.491372823,0.10145619,0.917705736,31523670,44.26395296,42.22513998,0.89854381,0.201986552,0.949265634,5.532335063,203,0.225268351,0.721734197,0.097096086,203,0.509580963
marine_sample_0-kraken2_refseqV205-0.95,0.032161578,0.995641629,0.910891089,0.953266359,0.032021406,0.929292929,0.480657168,0.062047274,0.92,32233311,43.421516,50.23746067,0.937952726,0.243011464,0.94917205,5.494936567,202,0.225492875,0.717522176,0.097397103,202,0.491023637
marine_sample_0-kraken2_refseqV205-1.00,0.017946682,0.997093038,0.924242424,0.960667731,0.017894511,0.924242424,0.471068468,0.035158052,0.924242424,32700733,41.29182171,61.1504481,0.964841948,0.350894053,0.946737196,5.335572088,198,0.23086347,0.69934758,0.094822365,198,0.479700238
marine_sample_1-kraken2_refseqV205-0.00,0.987404892,0.968276126,0.040757195,0.504516661,0.956080583,0.95045045,0.953265517,0.96213971,0.078162623,2505711,151.4907068,2.499395361,0.03786029,0.037015515,0.971175082,6.32425449,5741.987382,0.169805757,0.51258757,0.006701218,5177,0.520151166
marine_sample_1-kraken2_refseqV205-0.05,0.973256989,0.974905098,0.07579023,0.525347664,0.9488332,0.95045045,0.949641825,0.961692476,0.140385895,2517262,106.1940355,3.562551337,0.038307524,0.036860989,0.970636543,6.193651379,3305.126214,0.171372401,0.541263826,0.012232736,2784,0.551039186
marine_sample_1-kraken2_refseqV205-0.10,0.954197442,0.975081649,0.182525952,0.5788038,0.930420415,0.95045045,0.940435433,0.952227646,0.306240929,3108893,75.8943255,4.460514948,0.047772354,0.040905962,0.970486382,6.155524697,1540.306569,0.171801524,0.604969991,0.029310263,1156,0.629234287
marine_sample_1-kraken2_refseqV205-0.15,0.927778653,0.973500398,0.319213313,0.646356856,0.903192888,0.95045045,0.926821669,0.93702966,0.477916195,4042536,65.140442,5.564758053,0.06297034,0.04679428,0.970461395,6.143005239,973.893617,0.171871658,0.655708065,0.051216343,661,0.707472927
marine_sample_1-kraken2_refseqV205-0.20,0.891867972,0.970946382,0.496470588,0.733708485,0.865955981,0.95045045,0.908203216,0.915450754,0.652241113,5326737,59.37100582,6.598164561,0.084549246,0.054597097,0.970459813,6.137401086,529,0.171875043,0.702917974,0.07965221,425,0.783845934
marine_sample_1-kraken2_refseqV205-0.25,0.853967426,0.970036036,0.62611276,0.798074398,0.828379177,0.95045045,0.889414814,0.89362862,0.754919499,6567311,55.51032598,7.464157496,0.10637138,0.061444879,0.970443307,6.130972061,364,0.171922631,0.730172757,0.100395504,337,0.82427406
marine_sample_1-kraken2_refseqV205-0.30,0.800323814,0.969545088,0.730103806,0.849824447,0.775950023,0.95045045,0.863200237,0.862011619,0.825831703,8272825,52.91803161,8.57954976,0.137988381,0.070495327,0.970439231,6.126125327,296.8571429,0.171934312,0.749379941,0.117054046,289,0.843921661
marine_sample_1-kraken2_refseqV205-0.35,0.738900526,0.970820952,0.778597786,0.874709369,0.717340112,0.95045045,0.833895281,0.825050198,0.855983773,10130920,52.49184505,13.96213495,0.174949802,0.079326828,0.97043439,6.120601824,274.5,0.171948419,0.757298807,0.124808415,271,0.840516985
marine_sample_1-kraken2_refseqV205-0.40,0.67143041,0.974303964,0.807692308,0.890998136,0.65417731,0.945945946,0.800061628,0.782775407,0.871369295,12090882,50.53370448,11.03384843,0.217224593,0.088031004,0.970409752,6.114347269,264.6666667,0.172020156,0.76216242,0.129980451,260,0.827072351
marine_sample_1-kraken2_refseqV205-0.45,0.599534036,0.976103318,0.823529412,0.899816365,0.585207161,0.945945946,0.765576554,0.731722049,0.880503145,14290228,49.62548758,12.55099628,0.268277951,0.097571017,0.970364596,6.107475625,256.4285714,0.172151554,0.763973681,0.132327155,255,0.806112597
marine_sample_1-kraken2_refseqV205-0.50,0.537299788,0.977618099,0.836653386,0.907135743,0.525273997,0.945945946,0.735609972,0.683372237,0.88794926,16209449,48.23404141,14.12017447,0.316627763,0.106106978,0.970304967,6.099702507,251.3333333,0.172324876,0.765184618,0.134165997,251,0.785660748
marine_sample_1-kraken2_refseqV205-0.55,0.461175766,0.979702085,0.864197531,0.921949808,0.451814859,0.945945946,0.698880403,0.618426434,0.903225806,18566987,47.52840562,16.37698627,0.381573566,0.117206859,0.970235489,6.091139037,244.5,0.172526662,0.76861617,0.138259497,243,0.76082612
