Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Mean F1 score
marine_sample_0-kraken2_refseqV205_500GB-0.00,0.965068168323032,0.9522099050838888,0.03333333333333333,0.9189474689583566,0.9393939393939394,0.9352830438880666,0.06438213914849429,4234206.0,166.4022751388693,5.226992535783122,0.0647169561119333,0.06031831822910093,0.94871793088789,5.843607313994463,6431.762195121952,0.2264947722410855,0.4695150342920013,0.003494622440882176,0.49983259151828047
marine_sample_0-kraken2_refseqV205_500GB-0.05,0.9115750842699414,0.9649401508057424,0.09300000000000001,0.8796153992861946,0.9393939393939394,0.9203043150378084,0.1692447679708826,5072271.0,98.3068764554115,7.687568017487607,0.07969568496219159,0.06271017090598964,0.946910022671703,5.616128737333598,2447.235042735043,0.2304278008199496,0.5121502111972889,0.009417973507656779,0.5447745415043455
marine_sample_0-kraken2_refseqV205_500GB-0.10,0.8111079240926283,0.9661860613853358,0.32013769363166955,0.7836811705374925,0.9393939393939394,0.8654163124266817,0.4775353016688062,8115458.0,68.37206474220748,9.855502266063539,0.13458368757331826,0.07331155655103162,0.9466444307205673,5.571753168162173,807.5576923076924,0.23099320592921505,0.6067865257928452,0.0322584955818784,0.671475807047744
marine_sample_0-kraken2_refseqV205_500GB-0.15,0.6743091336512409,0.9663485083346692,0.6038961038961039,0.6516176254603198,0.9393939393939394,0.7783719414339072,0.7351778656126483,12354827.0,60.12574675564692,13.344331404853781,0.22162805856609288,0.08674522752978964,0.9466990872465388,5.5589403469116885,374.0,0.2308730614034229,0.6724427103018444,0.060913651925077264,0.7567749035232778
marine_sample_0-kraken2_refseqV205_500GB-0.20,0.5180984772692665,0.9692730078527628,0.7429718875502008,0.5021788694267181,0.9343434343434344,0.6615893197258589,0.8277404921700224,17104890.0,56.30722747650843,10.837224598588872,0.3384106802741411,0.10153785532952864,0.9467877431385208,5.550264962846017,250.66666666666663,0.23068113694315845,0.6972692984515403,0.07547254136359258,0.7446649059479407
marine_sample_0-kraken2_refseqV205_500GB-0.25,0.3885568582952468,0.9741241326470392,0.7829787234042553,0.3785026125709158,0.9292929292929292,0.5451740925259762,0.8498845265588915,21027379.0,54.43699263794434,14.645192903631349,0.454825907474024,0.1167756996316552,0.9467834255336024,5.541175698497481,238.0,0.2306913514996791,0.7035058435205962,0.07996228978667322,0.6975293095424338
marine_sample_0-kraken2_refseqV205_500GB-0.30,0.2503313581494282,0.9861102879157452,0.8288288288288288,0.2468543276590722,0.9292929292929292,0.3948622515945416,0.8761904761904762,25191594.0,51.960761232077616,20.52495662725849,0.6051377484054584,0.13521491720293244,0.9466918179655776,5.528382673843829,225.33333333333331,0.2308917693181524,0.7092747896235368,0.08449930822243823,0.6355263638925088
marine_sample_0-kraken2_refseqV205_500GB-0.35,0.14358135311861106,0.9931534515870792,0.863849765258216,0.14259831643329182,0.9292929292929292,0.2493890199318451,0.8953771289537713,28579739.0,49.532801851921825,28.07436651724009,0.7506109800681551,0.15447063184342527,0.9465209374277772,5.513112238431023,213.0,0.23126566137167706,0.7127755932833649,0.08778829423965401,0.5723830744428082
marine_sample_0-kraken2_refseqV205_500GB-0.40,0.07222454323934765,0.9936445321060706,0.8888888888888888,0.07176552247363628,0.9292929292929292,0.13386286095787753,0.908641975308642,30920655.0,46.38229027364145,37.59954538564964,0.8661371390421225,0.17356413345869248,0.9462143213513632,5.494090252844111,207.0,0.23193726520109906,0.7141222547324494,0.08981792171769062,0.5212524181332597
marine_sample_0-kraken2_refseqV205_500GB-0.45,0.03132580202488137,0.9941878414475362,0.8932038834951457,0.03114373149672967,0.9292929292929292,0.06039552474219646,0.9108910891089108,32263928.0,43.95361519918446,49.03375692291046,0.9396044752578036,0.1923307352315692,0.9459858597136496,5.476376064992424,207.0,0.23245511310903666,0.7124667520187223,0.08987218728843753,0.48564330692555363
marine_sample_0-kraken2_refseqV205_500GB-0.50,0.013760951788553105,0.9944278081402456,0.9292929292929292,0.013684273125014454,0.9292929292929292,0.02699704126672394,0.9292929292929292,32841728.0,39.847681871082465,60.351701443341526,0.9730029587332758,0.2083104827908848,0.9455319270709645,5.462430060531882,198.0,0.2334843522322761,0.7159751906412894,0.09272413689181133,0.4781449852798266
marine_sample_0-kraken2_refseqV205_500GB-0.55,0.004322057595197327,0.9934816750288392,0.9285714285714286,0.004293885019247756,0.9191919191919192,0.008550812932515422,0.9238578680203046,33152764.0,37.45668946287649,75.27366959811391,0.9914491870674844,0.2278424112031872,0.9449377718214472,5.440735366693239,199.0,0.2349718280115537,0.7145033071611969,0.09265954148789446,0.46620434047641
marine_sample_0-kraken2_refseqV205_500GB-0.60,0.0010789375755185721,0.9973276174038916,0.956989247311828,0.001076054241519469,0.898989898989899,0.0021497889949128905,0.9270833333333334,33259059.0,30.99466957425044,93.9121753165276,0.9978502110050872,0.2469699038260307,0.9438219947672708,5.395494755047113,186.66666666666663,0.23824592408224385,0.7156627006049414,0.09570193999856094,0.46461656116412314
marine_sample_0-kraken2_refseqV205_500GB-0.65,0.0002082908467060462,0.9979812545061284,0.9748427672955976,0.00020787036049784363,0.7828282828282829,0.0004156541440420879,0.8683473389355743,33287883.0,24.531439811160286,106.96856963327622,0.999584345855958,0.284645039630341,0.9427696152708565,5.311021022037383,163.58823529411762,0.24480572246963145,0.7262554391356135,0.10989456397796844,0.4343814965398082
marine_sample_0-kraken2_refseqV205_500GB-0.70,3.078559738625773e-05,0.9980487804878048,0.9782608695652174,3.0725527927943076e-05,0.4545454545454545,6.144916410666025e-05,0.6206896551724138,33293769.0,20.352260228815734,97.31706029361507,0.9999385508358932,0.36186810682362747,0.9416908982748364,5.017484141950879,129.5,0.2649857465478151,0.7691325959267133,0.18641283943327305,0.31037555216826024
marine_sample_0-kraken2_refseqV205_500GB-0.75,4.114757894553472e-06,1.0,1.0,4.114757894553472e-06,0.18686868686868688,8.229481926781217e-06,0.3148936170212766,33294653.0,18.86022640642263,71.73402537181141,0.9999917705180732,0.4524717653650657,0.8751664979487452,3.9935334825671345,72.0,0.4784094973579168,0.7665935756169278,0.21650459678628686,0.1574509232516017
marine_sample_0-kraken2_refseqV205_500GB-0.80,1.5017364578662307e-07,1.0,1.0,1.5017364578662307e-07,0.015151515151515154,3.0034724646900514e-07,0.02985074626865672,33294785.0,20.940656630890487,23.93855816698627,0.9999996996527536,0.7920355106609775,0.56,1.3709505944546692,4.0,1.0,0.8649735207179272,0.7575757575757577,0.014925523307951594
marine_sample_0-kraken2_refseqV205_500GB-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33294790.0,21.158779152034203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marine_sample_0-kraken2_refseqV205_500GB-0.90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33294790.0,21.158779152034203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marine_sample_0-kraken2_refseqV205_500GB-0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33294790.0,21.158779152034203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marine_sample_0-kraken2_refseqV205_500GB-1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33294790.0,21.158779152034203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
