Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Mean F1 score
marine_sample_0-kraken2_minikraken-0.00,0.8456846852014985,0.8587278483202018,0.061224489795918366,0.72621299008043,0.8333333333333334,0.7869307210523311,0.1140684410646388,13093466.0,149.2254005877831,5.342316283015082,0.2130692789476689,0.2304135184819132,0.9694767698914152,6.495072970367586,4056.248322147651,0.17473330706180265,0.5441291763692646,0.008357635804232181,0.4504995810584849
marine_sample_0-kraken2_minikraken-0.05,0.697403047143412,0.8749114121480689,0.12759170653907495,0.6101658848126088,0.8333333333333334,0.7189404848064426,0.22130013831258644,15883988.0,127.95146364543665,6.925936839726268,0.2810595151935573,0.2334273002912724,0.9684451678069491,6.397362302128516,2312.0678733031673,0.17765118207416655,0.5881396701233716,0.016847882673784457,0.4701203115595145
marine_sample_0-kraken2_minikraken-0.10,0.4692530873448969,0.8865192029305766,0.3394625176803395,0.41600187296571023,0.8333333333333334,0.5662766701650723,0.4824120603015075,21217083.0,111.88119522336164,11.781173055951438,0.4337233298349276,0.23910387426347104,0.9677516222201096,6.354179554357637,835.8863636363636,0.17958644838743915,0.6712941711685751,0.04386041265875492,0.52434436523329
marine_sample_0-kraken2_minikraken-0.15,0.26255221913098115,0.8945268846590352,0.5309734513274337,0.2348600186395529,0.8333333333333334,0.3720400868665976,0.6486486486486487,26397181.0,103.49286970919896,20.349427384373605,0.6279599131334024,0.2434031574526846,0.9674377883554496,6.337944082651483,494.27272727272725,0.1804593356429551,0.7185731842470454,0.06794346172432747,0.5103443677576232
marine_sample_0-kraken2_minikraken-0.20,0.12130393373858192,0.8990917822149164,0.6356382978723404,0.10906336997470174,0.8298611111111112,0.19452954135471445,0.7198795180722892,30071095.0,98.09994495494136,32.334229452998336,0.8054704586452855,0.2470527062851093,0.9673465277459572,6.329385804271162,382.5,0.18071949762688172,0.7398819410274647,0.08144844283002155,0.45720452971350184
marine_sample_0-kraken2_minikraken-0.25,0.05484152325333783,0.902832354018786,0.7104477611940299,0.04951270153678699,0.8263888888888888,0.09387704303501462,0.7640449438202247,31823697.0,92.49101670202364,43.315728982394745,0.9061229569649852,0.2490709915907421,0.9675196999145818,6.325276416989112,341.875,0.18025589011787954,0.7540848095342059,0.09190415787463094,0.4289609934276197
marine_sample_0-kraken2_minikraken-0.30,0.017605787572169698,0.9056485965938847,0.7677419354838709,0.01594465680666555,0.8263888888888888,0.03133759064933528,0.7959866220735785,32819223.0,84.84157181145378,60.630907006562225,0.9686624093506648,0.25045530661914633,0.9676624238346354,6.312209699187684,314.5,0.17992136069146394,0.762701161810112,0.0997541199475526,0.4136621063614569
marine_sample_0-kraken2_minikraken-0.35,0.004591348976821899,0.9073318156841196,0.8422939068100358,0.0041658770035792395,0.8159722222222222,0.008293674851614424,0.8289241622574955,33170254.0,75.67375817811337,80.61050052646661,0.9917063251483856,0.2539123378601312,0.9679701159816064,6.3110688686228125,279.0,0.1792950051685714,0.7768309490201154,0.1119026652929099,0.418608918554555
marine_sample_0-kraken2_minikraken-0.40,0.0009658267855120877,0.9095064838137886,0.8769230769230769,0.0008784257236642731,0.7916666666666666,0.0017551562703898439,0.832116788321168,33268453.0,66.05984535013428,103.13006614230858,0.9982448437296102,0.2589105638395903,0.9685236786491972,6.2950729696914625,263.0,0.1788562010147842,0.7846901459028295,0.1221919741919187,0.4169359722957789
marine_sample_0-kraken2_minikraken-0.45,0.00015663111255544786,0.911025886864813,0.9014084507042254,0.00014269499822644924,0.6666666666666666,0.0002853453025007053,0.7664670658682635,33290503.0,54.8556646045965,119.14835567619845,0.9997146546974992,0.2853483221863246,0.969391671086704,6.207431205136085,224.05263157894737,0.18236512156306836,0.8025422426853613,0.1533842534837567,0.3833762055853821
