Sample name	Proportion classified
HMP_even_illum_SRR172902-kraken2_refseqV205-0.30	1.0000000000000009
HMP_even_illum_SRR172902-kraken2_refseqV205-0.20	1.000000000000001
HMP_even_illum_SRR172902-kraken2_refseqV205-0.25	0.9999999999999986
HMP_even_illum_SRR172902-kraken2_refseqV205-0.45	1.0000000000000009
HMP_even_illum_SRR172902-kraken2_refseqV205-0.40	0.9999999999999996
HMP_even_illum_SRR172902-kraken2_refseqV205-0.15	1.0000000000000053
HMP_even_illum_SRR172902-kraken2_refseqV205-0.35	0.9999999999999994
HMP_even_illum_SRR172902-kraken2_refseqV205-0.10	0.9999999999999902
HMP_even_illum_SRR172902-kraken2_refseqV205-0.05	1.0000000000000115
HMP_even_illum_SRR172902-kraken2_refseqV205-0.00	0.9999999999999971
HMP_even_illum_SRR172902-kraken2_refseqV205-0.80	1.000000000000001
HMP_even_illum_SRR172902-kraken2_refseqV205-0.65	1.0000000000000002
HMP_even_illum_SRR172902-kraken2_refseqV205-0.75	1.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.70	1.0000000000000002
HMP_even_illum_SRR172902-kraken2_refseqV205-0.60	1.0000000000000002
HMP_even_illum_SRR172902-kraken2_refseqV205-0.55	0.9999999999999999
HMP_even_illum_SRR172902-kraken2_refseqV205-0.95	0.9999999999999996
HMP_even_illum_SRR172902-kraken2_refseqV205-0.90	1.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.85	0.9999999999999999
HMP_even_illum_SRR172902-kraken2_refseqV205-0.50	1.0000000000000002
HMP_even_illum_SRR172902-kraken2_refseqV205-1.00	0.9999999999999994
ZymoMock-kraken2_refseqV205-0.35	0.9999999999999996
ZymoMock-kraken2_refseqV205-0.25	0.9999999999999997
ZymoMock-kraken2_refseqV205-0.40	1.0000000000000002
ZymoMock-kraken2_refseqV205-0.30	1.0000000000000007
ZymoMock-kraken2_refseqV205-0.15	0.9999999999999978
ZymoMock-kraken2_refseqV205-0.10	1.0000000000000002
ZymoMock-kraken2_refseqV205-0.20	1.0000000000000002
ZymoMock-kraken2_refseqV205-0.05	0.999999999999992
ZymoMock-kraken2_refseqV205-0.00	0.9999999999999986
ZymoMock-kraken2_refseqV205-0.60	0.9999999999999999
ZymoMock-kraken2_refseqV205-0.55	1.0000000000000004
ZymoMock-kraken2_refseqV205-0.75	1.0000000000000007
ZymoMock-kraken2_refseqV205-0.70	1.0000000000000002
ZymoMock-kraken2_refseqV205-0.50	1.0000000000000004
ZymoMock-kraken2_refseqV205-0.80	1.0000000000000002
ZymoMock-kraken2_refseqV205-0.45	1.0000000000000009
ZymoMock-kraken2_refseqV205-0.65	0.9999999999999999
