Sample name	Proportion classified
HMP_even_illum_SRR172902-MetaPhlAn-default	0.9999997999999997
JGI_SRR033548-MetaPhlAn-default	1.0
HMP_even_454_SRR072233-MetaPhlAn-default	1.0000000999999998
BioPool-MetaPhlAn-default	0.5802381217313898
JGI_SRR033549-MetaPhlAn-default	0.28283711804250694
ZymoMock-MetaPhlAn-default	0.807887539559599
ABRF_MGRG_Normal-MetaPhlAn-default	0.5903933527816708
ABRF_MGRG_10ng-MetaPhlAn-default	0.28180395731296737
ABRF_MGRG_Half-MetaPhlAn-default	0.19250816110401453
ABRF_MGRG_5ng-MetaPhlAn-default	0.2809655175863561
ABRF_MGRG_1ng-MetaPhlAn-default	0.2724126342553359
