Sample name	Weighted unifrac distance relative abundance
HMP_even_illum_SRR172902-kraken2_refseqV205-0.25	894.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.30	906.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.20	906.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.45	920.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.35	894.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.15	895.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.40	920.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.10	888.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.05	888.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.00	875.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.50	920.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.95	934.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.55	908.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.65	909.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.80	918.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.75	906.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.70	906.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.85	918.5
HMP_even_illum_SRR172902-kraken2_refseqV205-0.60	922.0
HMP_even_illum_SRR172902-kraken2_refseqV205-0.90	934.5
ZymoMock-kraken2_refseqV205-0.35	649.75
HMP_even_illum_SRR172902-kraken2_refseqV205-1.00	947.0
ZymoMock-kraken2_refseqV205-0.40	651.75
ZymoMock-kraken2_refseqV205-0.30	195.0
ZymoMock-kraken2_refseqV205-0.20	204.0
ZymoMock-kraken2_refseqV205-0.10	270.4166666666667
ZymoMock-kraken2_refseqV205-0.25	198.0
ZymoMock-kraken2_refseqV205-0.15	213.5
ZymoMock-kraken2_refseqV205-0.05	269.25
ZymoMock-kraken2_refseqV205-0.00	202.75
ZymoMock-kraken2_refseqV205-0.75	699.75
ZymoMock-kraken2_refseqV205-0.60	666.75
ZymoMock-kraken2_refseqV205-0.55	684.25
ZymoMock-kraken2_refseqV205-0.85	729.25
ZymoMock-kraken2_refseqV205-0.50	676.25
ZymoMock-kraken2_refseqV205-0.65	676.75
ZymoMock-kraken2_refseqV205-0.70	695.75
ZymoMock-kraken2_refseqV205-0.45	665.25
ZymoMock-kraken2_refseqV205-0.80	720.25
ZymoMock-kraken2_refseqV205-0.90	735.25
BioPool-kraken2_refseqV205-0.15	144.92857142857144
ZymoMock-kraken2_refseqV205-1.00	749.25
ZymoMock-kraken2_refseqV205-0.95	740.25
BioPool-kraken2_refseqV205-0.25	168.5
BioPool-kraken2_refseqV205-0.20	147.5
BioPool-kraken2_refseqV205-0.35	197.2
BioPool-kraken2_refseqV205-0.30	185.66666666666669
BioPool-kraken2_refseqV205-0.10	144.92857142857144
BioPool-kraken2_refseqV205-0.05	170.3125
BioPool-kraken2_refseqV205-0.00	137.83333333333334
BioPool-kraken2_refseqV205-0.50	173.00000000000003
BioPool-kraken2_refseqV205-0.60	880.0
BioPool-kraken2_refseqV205-0.65	930.0
BioPool-kraken2_refseqV205-0.55	905.0
BioPool-kraken2_refseqV205-0.80	926.5
BioPool-kraken2_refseqV205-0.70	910.0
BioPool-kraken2_refseqV205-0.75	915.0
BioPool-kraken2_refseqV205-0.85	926.5
BioPool-kraken2_refseqV205-0.40	103.125
BioPool-kraken2_refseqV205-0.45	123.9
HMP_even_454_SRR072233-kraken2_refseqV205-0.10	931.5
BioPool-kraken2_refseqV205-0.90	940.5
HMP_even_454_SRR072233-kraken2_refseqV205-0.30	907.5
BioPool-kraken2_refseqV205-1.00	934.0
BioPool-kraken2_refseqV205-0.95	947.5
HMP_even_454_SRR072233-kraken2_refseqV205-0.15	931.5
HMP_even_454_SRR072233-kraken2_refseqV205-0.20	944.0
HMP_even_454_SRR072233-kraken2_refseqV205-0.25	931.5
HMP_even_454_SRR072233-kraken2_refseqV205-0.05	897.5
HMP_even_454_SRR072233-kraken2_refseqV205-0.00	845.0
HMP_even_454_SRR072233-kraken2_refseqV205-0.45	938.5
HMP_even_454_SRR072233-kraken2_refseqV205-0.50	953.0
HMP_even_454_SRR072233-kraken2_refseqV205-0.80	996.5
HMP_even_454_SRR072233-kraken2_refseqV205-0.70	983.5
HMP_even_454_SRR072233-kraken2_refseqV205-0.65	978.0
HMP_even_454_SRR072233-kraken2_refseqV205-0.55	944.5
