Sample name	Faith's phylogenetic diversity
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.25	80.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.35	77.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.30	80.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.15	80.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.20	77.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.40	80.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.45	80.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.10	75.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.05	75.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.00	74.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.50	73.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.75	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.95	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.60	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.90	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.65	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.55	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.80	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.70	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.85	76.5
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-1.00	75.5
ZymoMock-kraken2_refseqV205_proportions-0.30	52.5
ZymoMock-kraken2_refseqV205_proportions-0.25	52.5
ZymoMock-kraken2_refseqV205_proportions-0.40	54.5
ZymoMock-kraken2_refseqV205_proportions-0.35	49.5
ZymoMock-kraken2_refseqV205_proportions-0.20	49.5
ZymoMock-kraken2_refseqV205_proportions-0.15	49.5
ZymoMock-kraken2_refseqV205_proportions-0.10	49.5
ZymoMock-kraken2_refseqV205_proportions-0.05	49.5
ZymoMock-kraken2_refseqV205_proportions-0.00	50.5
ZymoMock-kraken2_refseqV205_proportions-0.80	45.5
ZymoMock-kraken2_refseqV205_proportions-0.85	45.5
ZymoMock-kraken2_refseqV205_proportions-0.55	46.5
ZymoMock-kraken2_refseqV205_proportions-0.70	48.5
ZymoMock-kraken2_refseqV205_proportions-0.45	54.5
ZymoMock-kraken2_refseqV205_proportions-0.60	47.5
ZymoMock-kraken2_refseqV205_proportions-0.50	47.5
ZymoMock-kraken2_refseqV205_proportions-0.65	46.5
ZymoMock-kraken2_refseqV205_proportions-0.75	48.5
ZymoMock-kraken2_refseqV205_proportions-0.90	45.5
ZymoMock-kraken2_refseqV205_proportions-0.95	45.5
ZymoMock-kraken2_refseqV205_proportions-1.00	45.5
BioPool-kraken2_refseqV205_proportions-0.20	58.5
BioPool-kraken2_refseqV205_proportions-0.30	59.5
BioPool-kraken2_refseqV205_proportions-0.25	58.5
BioPool-kraken2_refseqV205_proportions-0.35	59.5
BioPool-kraken2_refseqV205_proportions-0.15	58.5
BioPool-kraken2_refseqV205_proportions-0.05	60.5
BioPool-kraken2_refseqV205_proportions-0.00	60.5
BioPool-kraken2_refseqV205_proportions-0.10	58.5
BioPool-kraken2_refseqV205_proportions-0.55	57.5
BioPool-kraken2_refseqV205_proportions-0.65	57.5
BioPool-kraken2_refseqV205_proportions-0.75	57.5
BioPool-kraken2_refseqV205_proportions-0.60	57.5
BioPool-kraken2_refseqV205_proportions-0.85	49.5
BioPool-kraken2_refseqV205_proportions-0.50	58.5
BioPool-kraken2_refseqV205_proportions-0.40	61.5
BioPool-kraken2_refseqV205_proportions-0.80	49.5
BioPool-kraken2_refseqV205_proportions-0.70	57.5
BioPool-kraken2_refseqV205_proportions-0.45	60.5
BioPool-kraken2_refseqV205_proportions-0.95	43.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.10	76.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.25	76.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.15	76.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.30	73.5
BioPool-kraken2_refseqV205_proportions-0.90	45.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.20	76.5
BioPool-kraken2_refseqV205_proportions-1.00	51.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.05	80.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.00	80.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.60	72.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.55	72.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.65	69.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.50	73.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.70	69.5
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.75	62.5
