Sample name	Chao1 richness
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.25	653.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.35	386.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.30	497.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.15	1425.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.40	309.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.20	906.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.45	263.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.10	9642.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.05	12094.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.00	14664.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.75	107.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.50	227.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.95	58.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.90	65.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.60	160.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.65	139.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.80	85.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.70	120.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.55	191.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.85	74.0
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-1.00	50.0
ZymoMock-kraken2_refseqV205_proportions-0.30	292.0
ZymoMock-kraken2_refseqV205_proportions-0.25	535.0
ZymoMock-kraken2_refseqV205_proportions-0.40	147.0
ZymoMock-kraken2_refseqV205_proportions-0.35	191.0
ZymoMock-kraken2_refseqV205_proportions-0.20	891.0
ZymoMock-kraken2_refseqV205_proportions-0.15	1459.0
ZymoMock-kraken2_refseqV205_proportions-0.10	2426.0
ZymoMock-kraken2_refseqV205_proportions-0.05	4892.0
ZymoMock-kraken2_refseqV205_proportions-0.00	9623.0
ZymoMock-kraken2_refseqV205_proportions-0.80	33.0
ZymoMock-kraken2_refseqV205_proportions-0.85	29.0
ZymoMock-kraken2_refseqV205_proportions-0.55	90.0
ZymoMock-kraken2_refseqV205_proportions-0.70	52.0
ZymoMock-kraken2_refseqV205_proportions-0.45	122.0
ZymoMock-kraken2_refseqV205_proportions-0.60	74.0
ZymoMock-kraken2_refseqV205_proportions-0.50	104.0
ZymoMock-kraken2_refseqV205_proportions-0.65	63.0
ZymoMock-kraken2_refseqV205_proportions-0.75	41.0
ZymoMock-kraken2_refseqV205_proportions-0.90	24.0
ZymoMock-kraken2_refseqV205_proportions-0.95	22.0
ZymoMock-kraken2_refseqV205_proportions-1.00	21.0
BioPool-kraken2_refseqV205_proportions-0.30	58.0
BioPool-kraken2_refseqV205_proportions-0.25	81.0
BioPool-kraken2_refseqV205_proportions-0.20	114.0
BioPool-kraken2_refseqV205_proportions-0.35	50.0
BioPool-kraken2_refseqV205_proportions-0.15	167.0
BioPool-kraken2_refseqV205_proportions-0.05	729.0
BioPool-kraken2_refseqV205_proportions-0.10	273.0
BioPool-kraken2_refseqV205_proportions-0.00	2140.0
BioPool-kraken2_refseqV205_proportions-0.55	24.0
BioPool-kraken2_refseqV205_proportions-0.65	19.0
BioPool-kraken2_refseqV205_proportions-0.75	18.0
BioPool-kraken2_refseqV205_proportions-0.60	21.0
BioPool-kraken2_refseqV205_proportions-0.85	15.0
BioPool-kraken2_refseqV205_proportions-0.50	31.0
BioPool-kraken2_refseqV205_proportions-0.80	16.0
BioPool-kraken2_refseqV205_proportions-0.40	41.0
BioPool-kraken2_refseqV205_proportions-0.70	19.0
BioPool-kraken2_refseqV205_proportions-0.45	34.0
BioPool-kraken2_refseqV205_proportions-0.95	13.0
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.10	40.0
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.25	21.0
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.15	31.0
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.30	20.0
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.20	23.0
BioPool-kraken2_refseqV205_proportions-0.90	14.0
BioPool-kraken2_refseqV205_proportions-1.00	10.0
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.05	186.0
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.00	7060.0
