File name,User time (m),System time (m),Wall time (m),Maximum set size (Gb),Threads,CPU (%),Confidence
RefSeqV93_time,6.611698618307427,7.350908462867011,4.201467184801382,675.4179307357513,16.10362694300518,462.92746113989637,0.00
RefSeqV93_time,6.344236614853196,2.1941407599309155,1.3474827288428324,675.4296330362695,16.10362694300518,530.5595854922279,0.05
RefSeqV93_time,6.304621761658031,2.1789568221070814,1.2803246977547493,675.4283580518135,16.10362694300518,560.119170984456,0.10
RefSeqV93_time,6.348940414507774,2.1861208981001723,1.291674438687392,675.4250908186528,16.10362694300518,560.259067357513,0.15
RefSeqV93_time,6.28693091537133,2.1677487046632122,1.271818652849741,671.1164980310881,16.041450777202073,0.0,0.20
RefSeqV93_time,6.2900772569444445,2.1792690972222224,1.2809192708333332,674.6043314375,16.125,560.2916666666666,0.25
RefSeqV93_time,6.312894097222223,2.1798515624999997,1.2777022569444445,674.6069083333334,16.125,561.7395833333334,0.30
RefSeqV93_time,6.3268220486111115,2.1753124999999995,1.273817708333333,674.5943308125,16.125,563.15625,0.35
RefSeqV93_time,6.32727951388889,2.1772838541666664,1.272521701388889,674.5898721875,16.125,563.1927083333334,0.40
RefSeqV93_time,6.331250868055554,2.185870659722222,1.2795546875000001,674.5867043958334,16.125,563.71875,0.45
RefSeqV93_time,6.325681423611112,2.177109375,1.2768524305555558,674.5766099166666,16.125,562.4583333333334,0.50
RefSeqV93_time,6.309204861111111,2.187462673611111,1.281685763888889,674.5751117083333,16.125,562.3072916666666,0.55
RefSeqV93_time,6.369060763888891,2.189342881944444,1.2829765625,674.5667405208334,16.125,562.65625,0.60
RefSeqV93_time,6.354372395833333,2.180292534722222,1.2776406249999999,674.56080925,16.125,564.3333333333334,0.65
RefSeqV93_time,6.301057291666666,2.184412326388889,1.2751536458333335,674.5521195208333,16.125,564.2552083333334,0.70
RefSeqV93_time,6.338670138888889,2.1876684027777773,1.2758524305555559,674.5499607083334,16.125,564.3125,0.75
RefSeqV93_time,6.340777777777777,2.191484375,1.2807526041666668,674.5421410625,16.125,563.1979166666666,0.80
RefSeqV93_time,6.3427352430555555,2.1784149305555554,1.2701901041666668,674.5374952083333,16.125,564.546875,0.85
RefSeqV93_time,6.356646701388889,2.1797421874999996,1.2721432291666668,674.5318240208334,16.125,565.7708333333334,0.90
RefSeqV93_time,6.381063368055556,2.191723958333333,1.2795069444444445,674.5333635833334,16.125,565.703125,0.95
RefSeqV93_time,6.387375868055556,2.187616319444445,1.2785078125,674.5395071666667,16.125,565.15625,1.00
