File name,User time (m),System time (m),Wall time (m),Maximum set size (Gb),Threads,CPU (%),Confidence
minikraken_time,2.7838701923076923,0.167744391025641,0.5694086538461538,7.9950505384615385,12.0,474.44711538461536,0.00
minikraken_time,2.643362980769231,0.10858413461538463,0.2794463141025641,7.978459211538462,12.0,907.4615384615385,0.05
minikraken_time,2.633306891025641,0.10674519230769232,0.24761298076923074,7.949465211538462,12.0,963.7980769230769,0.10
minikraken_time,2.6367427884615386,0.10562580128205128,0.2547315705128205,7.911822326923077,12.0,954.2692307692307,0.15
minikraken_time,2.6371354166666663,0.10413701923076925,0.24915064102564105,7.853675673076923,12.0,967.7211538461538,0.20
minikraken_time,2.6331546474358976,0.1036426282051282,0.2545969551282051,7.822291346153846,12.0,953.2596153846154,0.25
minikraken_time,2.6280288461538457,0.10248477564102564,0.2491089743589744,7.792545,12.0,961.3990384615385,0.30
minikraken_time,2.620321314102564,0.10278125,0.2521274038461539,7.766457211538462,12.0,963.3557692307693,0.35
minikraken_time,2.6174831730769226,0.10296233974358976,0.24898237179487182,7.760515692307692,12.0,961.9278846153846,0.40
minikraken_time,2.6196674679487177,0.10164182692307693,0.25346714743589743,7.758363096153846,12.0,953.2067307692307,0.45
minikraken_time,2.6139719551282052,0.10105608974358975,0.2492892628205128,7.756717980769231,12.0,956.9182692307693,0.50
minikraken_time,2.6296482371794867,0.10154166666666667,0.2540801282051282,7.755454576923077,12.0,959.1682692307693,0.55
minikraken_time,2.6243397435897435,0.10079407051282051,0.24959054487179486,7.754071288461538,12.0,961.4375,0.60
minikraken_time,2.6269206730769232,0.10043269230769232,0.2559150641025641,7.7537745,12.0,948.4182692307693,0.65
minikraken_time,2.6160088141025644,0.10080448717948717,0.25588060897435894,7.753358115384615,12.0,946.8653846153846,0.70
minikraken_time,2.6233541666666667,0.10035576923076923,0.252556891025641,7.753902423076923,12.0,957.7596153846154,0.75
minikraken_time,2.6236850961538467,0.10047596153846154,0.24595753205128212,7.752273019230769,12.0,969.1105769230769,0.80
minikraken_time,2.620480769230769,0.10049679487179485,0.25659374999999995,7.752693211538462,12.0,954.1201923076923,0.85
minikraken_time,2.62722516025641,0.10084695512820514,0.25278766025641025,7.753638461538462,12.0,958.1057692307693,0.90
minikraken_time,2.6262772435897435,0.09987820512820514,0.2521434294871795,7.753418442307692,12.0,955.5865384615385,0.95
minikraken_time,2.620923878205128,0.10062660256410257,0.2500176282051282,7.753604903846154,12.0,959.3221153846154,1.00
