File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
kraken2_standard_ani95_cLOW_stTrue_r8_0.40,322.93,11.90,0:29.11,53142608, 12 ,1150%
kraken2_standard_ani95_cLOW_stTrue_r1.fastq.bowtie2out_0.65,0.03,0.02,0:00.03,7548, 12 ,156%
kraken2_standard_ani100_cLOW_stTrue_r5.fastq.bowtie2out_0.85,0.04,0.01,0:00.03,7556, 12 ,161%
kraken2_standard_ani99_cHIGH_stFalse_r5.fastq.bowtie2out_0.45,0.05,0.01,0:00.04,7592, 12 ,172%
kraken2_standard_ani99_cHIGH_stTrue_r5.fastq.bowtie2out_0.35,0.04,0.01,0:00.03,7556, 12 ,170%
kraken2_standard_ani100_cLOW_stFalse_r2.fastq.bowtie2out_0.15,0.05,0.01,0:00.03,7592, 12 ,185%
kraken2_standard_ani99_cLOW_stFalse_r8.fastq.bowtie2out_0.20,0.05,0.00,0:00.03,7508, 12 ,167%
kraken2_standard_Mavromatis_simLC.fasta.bowtie2out_0.70,0.04,0.00,0:00.03,6804, 12 ,114%
kraken2_standard_ani99_cHIGH_stTrue_r2_0.80,354.16,13.38,0:31.74,53162052, 12 ,1157%
kraken2_standard_ani99_cLOW_stTrue_r8.fastq.bowtie2out_0.70,0.05,0.00,0:00.03,7516, 12 ,160%
kraken2_standard_ani95_cLOW_stFalse_r6.fastq.bowtie2out_1.00,0.04,0.01,0:00.03,7528, 12 ,156%
kraken2_standard_MGRG_nanopore_b1.pass.2d.fastq.bowtie2out_0.90,0.03,0.00,0:00.03,6724, 12 ,111%
kraken2_standard_ani97_cHIGH_stFalse_r9_0.80,336.59,14.26,0:30.35,53104092, 12 ,1155%
kraken2_standard_Huttenhower_HC2_0.75,13.85,4.62,0:02.60,52856544, 12 ,709%
kraken2_standard_ani99_cLOW_stTrue_r1.fastq.bowtie2out_1.00,0.04,0.01,0:00.03,7488, 12 ,155%
kraken2_standard_RH_S005__insert_270_0.95,2068.64,44.36,2:57.42,52867372, 12 ,1190%
kraken2_standard_ani100_cHIGH_stTrue_r9_0.70,316.34,13.56,0:28.74,53166072, 12 ,1147%
kraken2_standard_ani95_cLOW_stFalse_r7_0.55,319.16,11.14,0:28.56,53150624, 12 ,1156%
kraken2_standard_ani100_cHIGH_stFalse_r6.fastq.bowtie2out_0.85,0.09,0.00,0:00.04,7592, 12 ,265%
kraken2_standard_Mavromatis_simLC_0.75,17.46,5.13,0:02.89,52819744, 12 ,780%
kraken2_standard_Huttenhower_LC1_0.65,3.79,4.23,0:01.63,52368216, 12 ,492%
kraken2_standard_BMI_bmi_reads_0.15,75.86,6.82,0:07.87,52926828, 12 ,1049%
kraken2_standard_ani99_cLOW_stTrue_r6_0.65,300.97,10.51,0:26.99,53113356, 12 ,1154%
kraken2_standard_ani95_cLOW_stFalse_r8.fastq.bowtie2out_0.35,0.04,0.00,0:00.03,7536, 12 ,163%
kraken2_standard_ani100_cHIGH_stFalse_r2.fastq.bowtie2out_0.80,0.05,0.00,0:00.03,7556, 12 ,158%
kraken2_standard_RL_S001__insert_270.fasta.bowtie2out_0.05,0.05,0.00,0:00.03,7536, 12 ,156%
kraken2_standard_ani99_cHIGH_stTrue_r5_0.00,349.17,14.98,0:38.60,53175708, 12 ,943%
kraken2_standard_ani95_cLOW_stTrue_r9_0.90,333.70,11.84,0:29.82,53040740, 12 ,1158%
kraken2_standard_UnAmbiguouslyMapped_ds.frankengenome.mix_0.95,100.92,6.65,0:09.95,52785444, 12 ,1081%
kraken2_standard_ani99_cLOW_stFalse_r2_0.40,291.22,11.12,0:26.31,53133068, 12 ,1149%
kraken2_standard_ani97_cHIGH_stFalse_r6_0.80,316.51,12.39,0:28.51,53086528, 12 ,1153%
kraken2_standard_ani100_cHIGH_stFalse_r4.fastq.bowtie2out_0.00,0.12,0.00,0:00.14,7552, 12 ,91%
kraken2_standard_ani99_cHIGH_stFalse_r3_0.10,328.69,12.07,0:29.61,53174828, 12 ,1150%
kraken2_standard_ani97_cLOW_stTrue_r4_0.80,344.84,13.30,0:31.00,53126156, 12 ,1155%
kraken2_standard_ani100_cLOW_stTrue_r2_0.80,283.96,11.04,0:25.62,53138588, 12 ,1151%
kraken2_standard_RH_S005__insert_270.fasta.bowtie2out_0.05,0.03,0.02,0:00.03,7516, 12 ,163%
kraken2_standard_ani95_cLOW_stTrue_r1_0.10,344.53,12.87,0:30.88,53120748, 12 ,1157%
kraken2_standard_Mavromatis_simMC_0.00,19.52,4.62,0:03.31,52790780, 12 ,728%
kraken2_standard_UnAmbiguouslyMapped_ds.hous1_0.00,11.45,5.14,0:02.53,52832280, 12 ,653%
kraken2_standard_ani100_cHIGH_stTrue_r6_0.70,339.77,12.25,0:30.43,53152064, 12 ,1156%
kraken2_standard_JGI_SRR033549.fastq.bowtie2out_0.70,0.03,0.00,0:00.03,6804, 12 ,117%
kraken2_standard_ani100_cLOW_stFalse_r1_0.30,305.65,11.44,0:27.39,52932036, 12 ,1157%
kraken2_standard_ani97_cHIGH_stTrue_r2_0.10,313.20,11.14,0:28.09,53149820, 12 ,1154%
kraken2_standard_ABRF_MGRG_Half.fastq.bowtie2out.bowtie2out_0.40,0.04,0.00,0:00.03,6728, 12 ,127%
kraken2_standard_ani97_cLOW_stFalse_r5_0.50,337.78,14.04,0:30.45,53167708, 12 ,1155%
kraken2_standard_ani100_cHIGH_stFalse_r0.fastq.bowtie2out_0.05,0.05,0.00,0:00.03,7600, 12 ,166%
kraken2_standard_NegControl_LM_0.35,14.86,4.70,0:02.53,52777208, 12 ,773%
kraken2_standard_ani100_cHIGH_stFalse_r3.fastq.bowtie2out_0.45,0.05,0.00,0:00.03,7548, 12 ,158%
kraken2_standard_ani97_cHIGH_stTrue_r5_0.90,336.36,13.47,0:30.28,53061608, 12 ,1155%
kraken2_standard_RM2_S001__insert_270.fasta.bowtie2out_0.25,0.04,0.00,0:00.03,7528, 12 ,154%
kraken2_standard_ani95_cLOW_stFalse_r8_0.55,332.27,12.15,0:29.84,53119316, 12 ,1153%
kraken2_standard_MGRG_nanopore_b4.fail.2d_0.85,0.53,1.48,0:01.85,21084116, 12 ,108%
kraken2_standard_ani95_cLOW_stTrue_r6_0.90,331.49,13.95,0:29.86,53054732, 12 ,1156%
kraken2_standard_ani97_cLOW_stTrue_r3_0.00,316.25,13.68,0:35.72,53107516, 12 ,923%
kraken2_standard_ani99_cHIGH_stFalse_r4_0.90,343.50,12.05,0:30.76,53051128, 12 ,1155%
kraken2_standard_ani100_cHIGH_stFalse_r7.fastq.bowtie2out_0.40,0.05,0.01,0:00.03,7524, 12 ,174%
kraken2_standard_ani100_cLOW_stTrue_r5_0.00,300.73,13.63,0:31.12,53145124, 12 ,1010%
kraken2_standard_NA12878_NegControl_SL126488_0_0.65,249.01,12.99,0:23.00,53132808, 12 ,1139%
kraken2_standard_Huttenhower_LC8.fasta.bowtie2out_0.90,0.03,0.00,0:00.03,6792, 12 ,117%
kraken2_standard_BioPool_0.60,14.43,4.55,0:02.50,52827500, 12 ,759%
kraken2_standard_ani97_cHIGH_stFalse_r1_0.00,358.12,14.44,0:34.80,53158860, 12 ,1070%
kraken2_standard_ani100_cHIGH_stFalse_r0_0.75,364.04,12.53,0:32.46,52971984, 12 ,1160%
kraken2_standard_ani99_cLOW_stTrue_r9_0.65,331.73,15.18,0:30.10,53147200, 12 ,1152%
kraken2_standard_UnAmbiguouslyMapped_ds.nycsm_0.20,7.75,4.88,0:02.01,52431352, 12 ,627%
kraken2_standard_ani95_cLOW_stFalse_r3_0.40,330.19,11.71,0:29.54,53115872, 12 ,1157%
kraken2_standard_MGRG_nanopore_b1.fail.2d_0.60,0.26,0.64,0:00.77,9303432, 12 ,116%
kraken2_standard_ani97_cLOW_stTrue_r1.fastq.bowtie2out_0.15,0.05,0.00,0:00.03,7596, 12 ,162%
kraken2_standard_MGRG_nanopore_b1.fail.2d.fastq.bowtie2out_0.15,0.03,0.00,0:00.03,6708, 12 ,111%
kraken2_standard_Huttenhower_LC5_0.70,3.58,4.17,0:01.62,52208084, 12 ,476%
kraken2_standard_ani100_cHIGH_stTrue_r5.fastq.bowtie2out_0.50,0.05,0.01,0:00.03,7600, 12 ,173%
kraken2_standard_MGRG_nanopore_b7.fail.2d_0.45,2.19,3.75,0:01.55,51395692, 12 ,382%
kraken2_standard_ani100_cLOW_stFalse_r8.fastq.bowtie2out_0.45,0.05,0.01,0:00.04,7596, 12 ,170%
kraken2_standard_ani99_cLOW_stFalse_r2.fastq.bowtie2out_0.70,0.03,0.03,0:00.03,7568, 12 ,176%
kraken2_standard_ani97_cHIGH_stFalse_r7.fastq.bowtie2out_0.15,0.04,0.00,0:00.03,7568, 12 ,154%
kraken2_standard_ani99_cLOW_stTrue_r2_0.70,309.35,12.13,0:27.87,53143496, 12 ,1153%
kraken2_standard_UnAmbiguouslyMapped_ds.cityparks_0.20,17.49,5.16,0:02.90,52873508, 12 ,781%
kraken2_standard_ani97_cLOW_stTrue_r5.fastq.bowtie2out_0.10,0.06,0.00,0:00.04,7608, 12 ,172%
kraken2_standard_MGRG_nanopore_b8.pass.2d_0.55,0.15,0.24,0:00.30,2320684, 12 ,133%
kraken2_standard_ani97_cHIGH_stFalse_r3.fastq.bowtie2out_0.10,0.05,0.00,0:00.03,7556, 12 ,162%
kraken2_standard_ani99_cLOW_stFalse_r6.fastq.bowtie2out_0.75,0.05,0.00,0:00.03,7508, 12 ,151%
kraken2_standard_ani99_cHIGH_stTrue_r1_0.15,335.23,13.79,0:30.20,53160812, 12 ,1155%
kraken2_standard_ani97_cLOW_stTrue_r8_0.15,338.67,12.24,0:30.35,53182272, 12 ,1156%
kraken2_standard_RH_S002__insert_270.fasta.bowtie2out_0.55,0.05,0.00,0:00.03,7612, 12 ,165%
kraken2_standard_ani100_cHIGH_stTrue_r1.fastq.bowtie2out_0.55,0.06,0.01,0:00.04,7536, 12 ,180%
kraken2_standard_MGRG_nanopore_R6_2d_pass_0.40,13.20,4.36,0:02.34,52779136, 12 ,748%
kraken2_standard_ani99_cLOW_stFalse_r6_0.55,293.41,12.17,0:26.48,53149340, 12 ,1153%
kraken2_standard_ani100_cHIGH_stTrue_r2.fastq.bowtie2out_0.15,0.04,0.01,0:00.03,7540, 12 ,181%
kraken2_standard_ani99_cHIGH_stTrue_r8.fastq.bowtie2out_0.20,0.05,0.00,0:00.03,7560, 12 ,165%
kraken2_standard_ani99_cHIGH_stFalse_r8.fastq.bowtie2out_0.50,0.06,0.01,0:00.04,7516, 12 ,175%
kraken2_standard_ani99_cLOW_stFalse_r5.fastq.bowtie2out_0.35,0.05,0.01,0:00.03,7504, 12 ,175%
kraken2_standard_ani99_cHIGH_stTrue_r6_0.95,306.02,10.78,0:27.42,53097544, 12 ,1155%
kraken2_standard_ani99_cHIGH_stFalse_r8_0.05,351.73,12.12,0:31.59,53172380, 12 ,1151%
kraken2_standard_ani97_cHIGH_stFalse_r0.fastq.bowtie2out_0.50,0.07,0.00,0:00.04,7600, 12 ,185%
kraken2_standard_ani100_cLOW_stTrue_r9_0.95,331.31,14.53,0:29.85,53140764, 12 ,1158%
kraken2_standard_ani100_cLOW_stTrue_r8.fastq.bowtie2out_0.90,0.04,0.01,0:00.03,7520, 12 ,169%
kraken2_standard_RH_S003__insert_270.fasta.bowtie2out_1.00,0.06,0.00,0:00.03,7520, 12 ,183%
kraken2_standard_ani97_cLOW_stTrue_r6.fastq.bowtie2out_0.50,0.02,0.04,0:00.03,7612, 12 ,178%
kraken2_standard_UnAmbiguouslyMapped_ds.frankengenome_0.25,13.17,4.53,0:02.43,52885064, 12 ,726%
kraken2_standard_ani97_cHIGH_stFalse_r4.fastq.bowtie2out_0.55,0.01,0.03,0:00.03,7520, 12 ,166%
kraken2_standard_ani99_cLOW_stFalse_r1.fastq.bowtie2out_0.30,0.06,0.00,0:00.03,7596, 12 ,171%
kraken2_standard_ani97_cHIGH_stTrue_r9_0.05,310.43,11.48,0:27.95,53183708, 12 ,1151%
kraken2_standard_ani100_cHIGH_stTrue_r6.fastq.bowtie2out_0.10,0.06,0.00,0:00.03,7600, 12 ,173%
kraken2_standard_ani100_cLOW_stFalse_r8_1.00,331.74,12.25,0:29.80,53086524, 12 ,1154%
kraken2_standard_UnAmbiguouslyMapped_ds.cityparks.fastq.bowtie2out_0.15,0.04,0.00,0:00.03,6628, 12 ,127%
kraken2_standard_JGI_SRR033549_1.00,21.06,4.72,0:03.07,52785856, 12 ,838%
kraken2_standard_ani95_cLOW_stTrue_r8.fastq.bowtie2out_0.75,0.05,0.01,0:00.03,7540, 12 ,165%
kraken2_standard_ani97_cLOW_stTrue_r2.fastq.bowtie2out_0.55,0.03,0.01,0:00.03,7520, 12 ,158%
kraken2_standard_UnAmbiguouslyMapped_ds.frankengenome.mix.fastq.bowtie2out_0.05,0.03,0.00,0:00.03,6744, 12 ,111%
kraken2_standard_ani95_cLOW_stTrue_r5.fastq.bowtie2out_1.00,0.05,0.00,0:00.03,7528, 12 ,160%
kraken2_standard_MGRG_nanopore_b9.pass.2d_0.15,0.10,0.01,0:00.04,64712, 12 ,281%
kraken2_standard_ani97_cHIGH_stTrue_r1_0.85,338.95,14.92,0:30.59,53090388, 12 ,1156%
kraken2_standard_MGRG_nanopore_b3.pass.2d.fastq.bowtie2out_0.55,0.03,0.00,0:00.03,6676, 12 ,111%
kraken2_standard_UnAmbiguouslyMapped_ds.hous2_0.95,7.16,4.29,0:01.87,52616564, 12 ,611%
kraken2_standard_ani100_cHIGH_stTrue_r0.fastq.bowtie2out_0.90,0.06,0.01,0:00.04,7536, 12 ,177%
kraken2_standard_ani97_cHIGH_stTrue_r6.fastq.bowtie2out_0.25,0.05,0.01,0:00.03,7528, 12 ,174%
kraken2_standard_RH_S003__insert_270_0.55,2525.17,46.15,3:35.68,52983840, 12 ,1192%
kraken2_standard_ani99_cLOW_stFalse_r9_0.55,302.75,10.84,0:27.13,53155496, 12 ,1155%
kraken2_standard_ani95_cLOW_stTrue_r2_0.85,303.23,11.12,0:27.30,53059828, 12 ,1151%
kraken2_standard_ani100_cLOW_stTrue_r1_0.15,343.94,11.24,0:30.68,53153108, 12 ,1157%
kraken2_standard_ani97_cLOW_stTrue_r7_0.15,358.54,13.01,0:32.02,53162420, 12 ,1160%
kraken2_standard_ani99_cHIGH_stFalse_r0_0.85,321.69,11.38,0:28.85,53057396, 12 ,1154%
kraken2_standard_RM1_S001__insert_5000_0.90,796.41,15.77,1:08.85,52888856, 12 ,1179%
kraken2_standard_ani97_cHIGH_stTrue_r2.fastq.bowtie2out_0.20,0.04,0.00,0:00.03,7604, 12 ,177%
kraken2_standard_ani100_cHIGH_stTrue_r4.fastq.bowtie2out_0.95,0.05,0.00,0:00.03,7524, 12 ,162%
kraken2_standard_ani100_cHIGH_stFalse_r4_0.60,356.34,11.96,0:31.73,53012060, 12 ,1160%
kraken2_standard_ani100_cLOW_stFalse_r9.fastq.bowtie2out_0.80,0.04,0.01,0:00.03,7512, 12 ,157%
kraken2_standard_ani97_cHIGH_stFalse_r5_0.15,346.87,12.30,0:31.08,53174604, 12 ,1155%
kraken2_standard_Raiphy_eval_RAIphy.fasta.bowtie2out_0.55,0.04,0.00,0:00.03,6684, 12 ,143%
kraken2_standard_ani97_cHIGH_stFalse_r5.fastq.bowtie2out_0.90,0.05,0.00,0:00.03,7612, 12 ,156%
kraken2_standard_ani97_cHIGH_stFalse_r2_0.95,334.47,11.19,0:29.89,53078068, 12 ,1156%
kraken2_standard_ani97_cHIGH_stTrue_r1.fastq.bowtie2out_0.60,0.05,0.01,0:00.03,7508, 12 ,176%
kraken2_standard_ani97_cLOW_stFalse_r1.fastq.bowtie2out_1.00,0.05,0.00,0:00.03,7588, 12 ,170%
kraken2_standard_ani97_cLOW_stTrue_r3.fastq.bowtie2out_0.90,0.06,0.00,0:00.03,7580, 12 ,175%
kraken2_standard_ani100_cLOW_stTrue_r6_0.95,289.79,11.02,0:26.04,53077152, 12 ,1154%
kraken2_standard_ani99_cHIGH_stTrue_r9_0.95,342.17,12.51,0:30.99,53137580, 12 ,1144%
kraken2_standard_ani99_cHIGH_stFalse_r7_0.05,332.71,12.50,0:29.87,53166436, 12 ,1155%
kraken2_standard_ani97_cLOW_stTrue_r0_0.95,358.22,12.13,0:32.02,53081976, 12 ,1156%
kraken2_standard_MGRG_nanopore_b8.pass.2d.fastq.bowtie2out_0.50,0.03,0.00,0:00.03,6804, 12 ,111%
kraken2_standard_ani95_cLOW_stTrue_r5_0.05,345.99,13.44,0:31.03,53133148, 12 ,1158%
kraken2_standard_ani97_cHIGH_stTrue_r5.fastq.bowtie2out_0.65,0.03,0.02,0:00.03,7528, 12 ,170%
kraken2_standard_ani99_cHIGH_stFalse_r9.fastq.bowtie2out_0.95,0.04,0.01,0:00.03,7532, 12 ,152%
kraken2_standard_ani100_cHIGH_stTrue_r2_0.65,354.37,13.65,0:31.71,53124244, 12 ,1160%
kraken2_standard_Carma_eval_carma.fasta.bowtie2out_0.45,0.03,0.00,0:00.03,6744, 12 ,115%
kraken2_standard_ani97_cLOW_stFalse_r8.fastq.bowtie2out_0.70,0.05,0.00,0:00.03,7608, 12 ,155%
kraken2_standard_ani97_cHIGH_stFalse_r1.fastq.bowtie2out_0.95,0.03,0.01,0:00.03,7608, 12 ,154%
kraken2_standard_RM1_S001__insert_5000.fasta.bowtie2out_0.35,0.04,0.01,0:00.03,7596, 12 ,159%
kraken2_standard_ani100_cLOW_stFalse_r5_0.25,340.83,14.01,0:30.65,53081936, 12 ,1157%
kraken2_standard_ani100_cLOW_stFalse_r7_1.00,328.82,14.66,0:29.65,52977016, 12 ,1158%
kraken2_standard_MGRG_nanopore_b9.fail.2d.fastq.bowtie2out_0.65,0.03,0.00,0:00.03,6676, 12 ,108%
kraken2_standard_ani97_cHIGH_stTrue_r6_0.05,337.24,14.16,0:30.41,53160144, 12 ,1155%
kraken2_standard_ani100_cLOW_stTrue_r9.fastq.bowtie2out_0.55,0.04,0.00,0:00.03,7528, 12 ,155%
kraken2_standard_ani97_cLOW_stFalse_r1_0.45,316.99,14.43,0:28.78,53157144, 12 ,1151%
kraken2_standard_ani97_cLOW_stTrue_r7.fastq.bowtie2out_0.95,0.03,0.03,0:00.03,7508, 12 ,172%
kraken2_standard_ani100_cHIGH_stTrue_r4_0.40,305.01,11.57,0:27.49,53151060, 12 ,1151%
kraken2_standard_ani100_cLOW_stFalse_r3_0.00,351.04,14.13,0:40.00,53162576, 12 ,912%
kraken2_standard_ABRF_MGRG_1ng.fastq.bowtie2out_0.80,0.03,0.00,0:00.03,6680, 12 ,122%
kraken2_standard_MGRG_nanopore_b9.fail.2d_0.25,0.18,0.30,0:00.38,3645304, 12 ,126%
kraken2_standard_ani97_cHIGH_stTrue_r0_0.20,320.49,13.96,0:28.96,53160756, 12 ,1154%
kraken2_standard_ani97_cLOW_stFalse_r7_0.60,328.66,13.09,0:29.59,53095728, 12 ,1154%
kraken2_standard_ani100_cHIGH_stFalse_r9.fastq.bowtie2out_0.60,0.05,0.00,0:00.03,7528, 12 ,187%
kraken2_standard_MGRG_nanopore_b7.fail.2d.fastq.bowtie2out_0.55,0.02,0.00,0:00.03,6800, 12 ,116%
kraken2_standard_ani99_cHIGH_stFalse_r1_0.20,332.34,12.13,0:29.86,53170612, 12 ,1153%
kraken2_standard_ani95_cLOW_stTrue_r3_0.20,343.30,12.66,0:30.83,53176372, 12 ,1154%
kraken2_standard_RH_S004__insert_270.fasta.bowtie2out_0.45,0.03,0.02,0:00.03,7600, 12 ,165%
kraken2_standard_ani99_cLOW_stTrue_r3.fastq.bowtie2out_0.90,0.05,0.00,0:00.03,7596, 12 ,156%
kraken2_standard_ani100_cLOW_stTrue_r7_0.30,336.48,10.77,0:30.06,53175056, 12 ,1154%
kraken2_standard_ani97_cLOW_stTrue_r1_0.30,310.85,12.01,0:27.97,53164940, 12 ,1154%
kraken2_standard_ani99_cHIGH_stTrue_r8_0.30,340.10,12.48,0:30.53,53174792, 12 ,1154%
kraken2_standard_ani95_cLOW_stFalse_r0.fastq.bowtie2out_0.95,0.05,0.00,0:00.03,7464, 12 ,161%
kraken2_standard_ani100_cHIGH_stFalse_r2_0.45,321.26,11.65,0:28.92,52985692, 12 ,1151%
kraken2_standard_ani97_cHIGH_stFalse_r3_0.30,340.29,11.69,0:30.40,53158124, 12 ,1157%
kraken2_standard_ABRF_MGRG_10ng.fastq.bowtie2out_0.20,0.03,0.00,0:00.03,6748, 12 ,125%
kraken2_standard_ABRF_MGRG_10ng_0.35,90.35,7.47,0:09.22,52899576, 12 ,1060%
kraken2_standard_UnAmbiguouslyMapped_ds.7.fastq.bowtie2out_0.80,0.05,0.00,0:00.03,7596, 12 ,155%
kraken2_standard_ani99_cLOW_stTrue_r7.fastq.bowtie2out_0.95,0.03,0.02,0:00.03,7560, 12 ,156%
kraken2_standard_JGI_SRR033547.fastq.bowtie2out_0.50,0.03,0.00,0:00.03,6812, 12 ,111%
kraken2_standard_ani100_cLOW_stFalse_r4_0.80,349.23,12.35,0:31.28,52996868, 12 ,1155%
kraken2_standard_RM2_S001__insert_270_0.00,2166.41,46.59,3:23.68,54174252, 12 ,1086%
kraken2_standard_ani95_cLOW_stFalse_r4.fastq.bowtie2out_0.90,0.04,0.01,0:00.03,7544, 12 ,154%
kraken2_standard_Mavromatis_simHC.fasta.bowtie2out_0.50,0.03,0.00,0:00.03,6716, 12 ,111%
kraken2_standard_NegControl_MH2.fastq.bowtie2out_0.80,0.02,0.01,0:00.03,6800, 12 ,111%
kraken2_standard_NA12878_NegControl_SL126486_0.fastq.bowtie2out_0.90,0.04,0.00,0:00.03,7556, 12 ,160%
kraken2_standard_ani95_cLOW_stFalse_r2.fastq.bowtie2out_0.10,0.05,0.01,0:00.04,7576, 12 ,172%
kraken2_standard_ani97_cLOW_stFalse_r8_0.60,320.85,13.52,0:28.95,53149356, 12 ,1154%
kraken2_standard_MGRG_nanopore_b7.pass.2d_0.75,0.36,1.04,0:01.25,16186960, 12 ,112%
kraken2_standard_UnAmbiguouslyMapped_ds.gut.fastq.bowtie2out_0.00,0.07,0.02,0:00.18,6820, 12 ,56%
kraken2_standard_MGRG_nanopore_b4.fail.2d.fastq.bowtie2out_0.20,0.02,0.01,0:00.03,6696, 12 ,111%
kraken2_standard_HMP_even_454_SRR072233.fastq.bowtie2out_0.10,0.03,0.01,0:00.03,6904, 12 ,127%
kraken2_standard_ani99_cLOW_stTrue_r1.fastq.bowtie2out_0.15,0.02,0.04,0:00.03,7540, 12 ,184%
kraken2_standard_ABRF_MGRG_Half_0.80,67.85,6.08,0:07.19,52820788, 12 ,1028%
kraken2_standard_UnAmbiguouslyMapped_ds.hous1.fastq.bowtie2out_0.75,0.03,0.00,0:00.03,6792, 12 ,125%
kraken2_standard_MGRG_nanopore_b1.pass.2d_0.50,0.14,0.20,0:00.25,2144952, 12 ,137%
kraken2_standard_Huttenhower_LC7.fasta.bowtie2out_0.75,0.02,0.01,0:00.03,6804, 12 ,116%
kraken2_standard_UnAmbiguouslyMapped_ds.gut_0.30,7.40,4.34,0:01.98,52339084, 12 ,593%
kraken2_standard_ani95_cLOW_stFalse_r6.fastq.bowtie2out_0.15,0.05,0.00,0:00.03,7536, 12 ,168%
kraken2_standard_Huttenhower_LC3.fasta.bowtie2out_0.70,0.02,0.01,0:00.03,6904, 12 ,111%
kraken2_standard_MGRG_nanopore_b8.fail.2d_0.65,1.66,3.54,0:01.76,48505976, 12 ,295%
kraken2_standard_RM2_S002__insert_270_0.60,2236.92,52.90,3:12.18,53095444, 12 ,1191%
kraken2_standard_ani99_cLOW_stTrue_r5.fastq.bowtie2out_0.10,0.06,0.00,0:00.03,7536, 12 ,171%
kraken2_standard_ani99_cLOW_stTrue_r4_0.55,332.93,13.37,0:29.98,53168484, 12 ,1154%
kraken2_standard_ani99_cLOW_stTrue_r6.fastq.bowtie2out_0.50,0.09,0.01,0:00.04,7588, 12 ,232%
kraken2_standard_UnAmbiguouslyMapped_ds.buccal.fastq.bowtie2out_0.60,0.05,0.00,0:00.03,6748, 12 ,144%
kraken2_standard_ani99_cHIGH_stTrue_r7_0.30,362.78,12.08,0:32.36,53167612, 12 ,1158%
kraken2_standard_ani100_cLOW_stTrue_r8_0.30,309.25,12.33,0:27.83,53137876, 12 ,1155%
kraken2_standard_ani95_cLOW_stFalse_r5.fastq.bowtie2out_0.55,0.04,0.01,0:00.03,7552, 12 ,157%
kraken2_standard_RH_S004__insert_270_0.05,2182.15,34.31,3:05.97,53742080, 12 ,1191%
kraken2_standard_ani99_cLOW_stFalse_r0_0.70,348.79,11.84,0:31.26,53051056, 12 ,1153%
kraken2_standard_UnAmbiguouslyMapped_ds.hous2.fastq.bowtie2out_0.35,0.03,0.01,0:00.03,6824, 12 ,129%
kraken2_standard_Huttenhower_LC4.fasta.bowtie2out_0.35,0.03,0.00,0:00.03,6800, 12 ,117%
kraken2_standard_ani95_cLOW_stFalse_r5_0.65,380.47,12.47,0:33.81,53108380, 12 ,1161%
kraken2_standard_ABRF_MGRG_1ng_0.50,76.01,6.84,0:07.84,52887012, 12 ,1056%
kraken2_standard_ani99_cLOW_stTrue_r2.fastq.bowtie2out_0.55,0.05,0.00,0:00.03,7512, 12 ,161%
kraken2_standard_Huttenhower_LC3_0.55,3.89,4.21,0:01.63,52206844, 12 ,495%
kraken2_standard_BMI_bmi_reads_1.00,80.43,6.78,0:08.39,52858068, 12 ,1039%
kraken2_standard_UnAmbiguouslyMapped_ds.7_0.25,71.30,7.56,0:07.58,53048932, 12 ,1039%
kraken2_standard_ani95_cLOW_stFalse_r1.fastq.bowtie2out_0.50,0.04,0.00,0:00.03,7536, 12 ,166%
kraken2_standard_ani97_cHIGH_stFalse_r5_1.00,319.19,13.43,0:28.78,53060788, 12 ,1155%
kraken2_standard_ani97_cLOW_stTrue_r5_0.25,324.22,11.98,0:29.06,53153368, 12 ,1156%
kraken2_standard_ani100_cLOW_stTrue_r3_0.25,301.87,11.19,0:27.08,53158632, 12 ,1155%
kraken2_standard_ani97_cLOW_stFalse_r2.fastq.bowtie2out_0.55,0.05,0.00,0:00.03,7584, 12 ,161%
kraken2_standard_ani97_cLOW_stTrue_r7_1.00,344.99,12.37,0:31.04,53083628, 12 ,1151%
kraken2_standard_ani100_cLOW_stTrue_r1_1.00,313.08,11.13,0:28.05,53069888, 12 ,1155%
kraken2_standard_ani100_cLOW_stTrue_r3.fastq.bowtie2out_0.70,0.06,0.00,0:00.03,7412, 12 ,178%
kraken2_standard_ani97_cHIGH_stFalse_r7_0.25,349.83,13.71,0:31.45,53133600, 12 ,1155%
kraken2_standard_ani100_cHIGH_stFalse_r6_0.50,364.58,12.22,0:32.40,53002612, 12 ,1162%
kraken2_standard_NegControl_MH1_0.40,15.03,4.43,0:02.50,52777776, 12 ,777%
kraken2_standard_ani95_cLOW_stTrue_r7.fastq.bowtie2out_0.90,0.05,0.00,0:00.03,7600, 12 ,151%
kraken2_standard_ani97_cLOW_stFalse_r6.fastq.bowtie2out_0.50,0.05,0.00,0:00.03,7528, 12 ,160%
kraken2_standard_ani100_cLOW_stFalse_r0_0.95,326.69,11.35,0:29.15,53075848, 12 ,1159%
kraken2_standard_ani95_cLOW_stTrue_r3.fastq.bowtie2out_0.95,0.05,0.00,0:00.03,7552, 12 ,157%
kraken2_standard_Huttenhower_LC8_0.40,3.61,4.25,0:01.61,52327656, 12 ,488%
kraken2_standard_ani100_cLOW_stTrue_r7.fastq.bowtie2out_0.75,0.05,0.00,0:00.03,7560, 12 ,158%
kraken2_standard_MGRG_nanopore_b9.pass.2d_1.00,0.10,0.01,0:00.04,64604, 12 ,274%
