File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
kraken2_standard_ani97_cHIGH_stTrue_r5_0.40,308.38,13.70,0:27.91,53133584, 12 ,1153%
kraken2_standard_ani100_cHIGH_stFalse_r3.fastq.bowtie2out_0.95,0.04,0.01,0:00.03,7404, 12 ,174%
kraken2_standard_MGRG_nanopore_b8.fail.2d.fastq.bowtie2out_0.05,0.04,0.00,0:00.03,6800, 12 ,110%
kraken2_standard_ani97_cLOW_stFalse_r2_0.00,325.69,14.99,0:37.09,53169008, 12 ,918%
kraken2_standard_ani95_cLOW_stFalse_r9.fastq.bowtie2out_0.20,0.05,0.00,0:00.03,7540, 12 ,169%
kraken2_standard_ani100_cHIGH_stTrue_r1_0.20,313.25,11.82,0:28.29,53172696, 12 ,1148%
kraken2_standard_ani95_cLOW_stFalse_r8_0.85,338.89,14.90,0:30.66,53043692, 12 ,1153%
kraken2_standard_HMP_even_454_SRR072233_0.60,120.83,8.47,0:11.71,52842832, 12 ,1103%
kraken2_standard_ani100_cLOW_stFalse_r6_0.60,345.42,10.65,0:30.80,53012684, 12 ,1155%
kraken2_standard_JGI_SRR033547_0.60,0.09,0.05,0:00.05,208840, 12 ,261%
kraken2_standard_ani99_cLOW_stTrue_r9.fastq.bowtie2out_0.65,0.04,0.00,0:00.03,7512, 12 ,157%
kraken2_standard_ABRF_MGRG_Half.fastq.bowtie2out.bowtie2out_0.90,0.02,0.01,0:00.03,6824, 12 ,121%
kraken2_standard_ani97_cLOW_stFalse_r5_0.80,339.73,14.72,0:30.65,53145688, 12 ,1156%
kraken2_standard_NA12878_NegControl_SL126487_0_0.05,579.90,22.84,0:51.64,53580608, 12 ,1167%
kraken2_standard_ani97_cHIGH_stFalse_r6_0.50,331.39,13.17,0:29.84,53143976, 12 ,1154%
kraken2_standard_ani100_cHIGH_stFalse_r7_0.25,368.60,11.39,0:33.05,53055792, 12 ,1149%
kraken2_standard_MGRG_nanopore_b3.fail.2d.fastq.bowtie2out_0.00,0.03,0.00,0:00.08,6628, 12 ,51%
kraken2_standard_ani100_cHIGH_stFalse_r5_1.00,357.10,13.94,0:32.07,53038980, 12 ,1156%
kraken2_standard_ani97_cLOW_stTrue_r4_0.50,319.31,12.28,0:28.76,53156052, 12 ,1152%
kraken2_standard_ani100_cLOW_stTrue_r2_0.50,299.67,11.39,0:26.97,53156260, 12 ,1153%
kraken2_standard_Carma_eval_carma_0.30,1.53,3.15,0:02.40,47234780, 12 ,195%
kraken2_standard_RM1_S002__insert_5000_1.00,775.02,22.71,1:07.63,52864516, 12 ,1179%
kraken2_standard_ani97_cHIGH_stTrue_r0.fastq.bowtie2out_0.75,0.05,0.00,0:00.03,7600, 12 ,178%
kraken2_standard_ani97_cHIGH_stFalse_r4.fastq.bowtie2out_0.85,0.03,0.01,0:00.03,7528, 12 ,150%
kraken2_standard_ZymoMock_0.70,260.64,11.42,0:23.68,53100836, 12 ,1148%
kraken2_standard_ani95_cLOW_stFalse_r4_0.10,349.37,12.41,0:31.36,53094796, 12 ,1153%
kraken2_standard_NA12878_NegControl_SL126488_0.fastq.bowtie2out_0.75,0.04,0.01,0:00.03,7516, 12 ,155%
kraken2_standard_ani97_cLOW_stTrue_r2.fastq.bowtie2out_0.85,0.06,0.00,0:00.03,7604, 12 ,176%
kraken2_standard_Huttenhower_LC2_0.20,3.70,4.25,0:01.66,52376044, 12 ,479%
kraken2_standard_ani97_cLOW_stFalse_r9.fastq.bowtie2out_0.65,0.05,0.00,0:00.03,7612, 12 ,176%
kraken2_standard_ani99_cHIGH_stTrue_r6_0.45,345.87,12.14,0:31.06,53165848, 12 ,1152%
kraken2_standard_ani100_cLOW_stTrue_r9_0.45,342.06,11.15,0:30.53,53182500, 12 ,1156%
kraken2_standard_ani97_cHIGH_stFalse_r0.fastq.bowtie2out_0.80,0.07,0.00,0:00.04,7508, 12 ,180%
kraken2_standard_ani97_cHIGH_stTrue_r4.fastq.bowtie2out_0.70,0.05,0.01,0:00.04,7540, 12 ,165%
kraken2_standard_ani99_cHIGH_stFalse_r8.fastq.bowtie2out_0.80,0.05,0.01,0:00.04,7532, 12 ,177%
kraken2_standard_ani99_cLOW_stFalse_r1_0.05,316.77,11.28,0:28.73,53129516, 12 ,1141%
kraken2_standard_ani99_cLOW_stTrue_r5_0.20,320.56,14.50,0:29.34,53153112, 12 ,1141%
kraken2_standard_ani97_cLOW_stTrue_r6.fastq.bowtie2out_0.80,0.05,0.00,0:00.03,7600, 12 ,176%
kraken2_standard_ani100_cLOW_stTrue_r8.fastq.bowtie2out_0.40,0.05,0.00,0:00.03,7568, 12 ,168%
kraken2_standard_MGRG_nanopore_b8.pass.2d_0.85,0.15,0.20,0:00.26,2320060, 12 ,136%
kraken2_standard_MGRG_nanopore_R6_2d_pass_0.90,13.47,4.67,0:02.46,52779348, 12 ,736%
kraken2_standard_ani99_cLOW_stFalse_r6_0.85,302.74,13.91,0:27.40,53128964, 12 ,1155%
kraken2_standard_ani97_cHIGH_stTrue_r7.fastq.bowtie2out_0.30,0.04,0.02,0:00.03,7592, 12 ,170%
kraken2_standard_ani100_cHIGH_stTrue_r1.fastq.bowtie2out_0.85,0.03,0.01,0:00.03,7520, 12 ,163%
kraken2_standard_RH_S002__insert_270.fasta.bowtie2out_0.85,0.04,0.02,0:00.03,7528, 12 ,170%
kraken2_standard_ani95_cLOW_stFalse_r3_0.90,326.90,11.77,0:29.33,53056872, 12 ,1154%
kraken2_standard_ani97_cLOW_stFalse_r9_0.15,337.76,13.38,0:30.32,53182020, 12 ,1158%
kraken2_standard_Huttenhower_HC1_0.30,13.84,4.77,0:02.60,52871612, 12 ,715%
kraken2_standard_ani100_cLOW_stFalse_r8.fastq.bowtie2out_0.95,0.05,0.00,0:00.03,7508, 12 ,169%
kraken2_standard_MGRG_nanopore_b7.fail.2d_0.95,2.28,3.89,0:01.61,51391792, 12 ,382%
kraken2_standard_ani100_cHIGH_stTrue_r5.fastq.bowtie2out_0.80,0.03,0.02,0:00.03,7512, 12 ,178%
kraken2_standard_ani97_cHIGH_stTrue_r3.fastq.bowtie2out_0.35,0.05,0.01,0:00.03,7556, 12 ,176%
kraken2_standard_ani99_cLOW_stFalse_r4.fastq.bowtie2out_0.20,0.05,0.01,0:00.03,7592, 12 ,170%
kraken2_standard_ani97_cHIGH_stFalse_r1.fastq.bowtie2out_0.45,0.04,0.01,0:00.03,7404, 12 ,166%
kraken2_standard_ani99_cHIGH_stTrue_r9.fastq.bowtie2out_0.35,0.05,0.01,0:00.04,7520, 12 ,175%
kraken2_standard_ani99_cHIGH_stFalse_r9.fastq.bowtie2out_0.45,0.05,0.00,0:00.03,7512, 12 ,173%
kraken2_standard_Carma_eval_carma.fasta.bowtie2out_0.95,0.02,0.01,0:00.03,6804, 12 ,111%
kraken2_standard_ani100_cHIGH_stTrue_r3.fastq.bowtie2out_0.00,0.10,0.01,0:00.16,7396, 12 ,73%
kraken2_standard_ani97_cLOW_stFalse_r1_0.95,320.05,13.77,0:28.91,53076648, 12 ,1154%
kraken2_standard_ani97_cLOW_stTrue_r7.fastq.bowtie2out_0.45,0.05,0.01,0:00.03,7520, 12 ,171%
kraken2_standard_ani100_cLOW_stTrue_r9.fastq.bowtie2out_0.85,0.01,0.03,0:00.03,7548, 12 ,158%
kraken2_standard_RH_S002__insert_270_1.00,2413.04,45.83,3:26.42,52856736, 12 ,1191%
kraken2_standard_ani100_cHIGH_stTrue_r7.fastq.bowtie2out_0.05,0.05,0.01,0:00.03,7604, 12 ,182%
kraken2_standard_ani97_cHIGH_stFalse_r5.fastq.bowtie2out_0.40,0.04,0.01,0:00.03,7584, 12 ,171%
kraken2_standard_ani99_cLOW_stFalse_r0.fastq.bowtie2out_0.25,0.10,0.01,0:00.04,7568, 12 ,262%
kraken2_standard_ani100_cHIGH_stFalse_r3_0.30,301.08,11.44,0:27.22,52986420, 12 ,1147%
kraken2_standard_ani97_cHIGH_stFalse_r2_0.45,366.69,12.41,0:32.77,53162816, 12 ,1156%
kraken2_standard_ani100_cLOW_stTrue_r6_0.45,293.50,11.90,0:26.54,53146228, 12 ,1150%
kraken2_standard_NegControl_LM.fastq.bowtie2out_0.75,0.02,0.01,0:00.03,6624, 12 ,111%
kraken2_standard_ani99_cHIGH_stTrue_r9_0.45,344.37,12.52,0:30.87,53167368, 12 ,1155%
kraken2_standard_ani97_cLOW_stTrue_r0_0.45,338.98,12.69,0:30.37,53126236, 12 ,1157%
kraken2_standard_MGRG_nanopore_b8.pass.2d.fastq.bowtie2out_0.80,0.02,0.01,0:00.03,6808, 12 ,111%
kraken2_standard_ani95_cLOW_stTrue_r9.fastq.bowtie2out_0.60,0.05,0.00,0:00.03,7548, 12 ,154%
kraken2_standard_ani97_cLOW_stTrue_r3.fastq.bowtie2out_0.40,0.06,0.00,0:00.04,7508, 12 ,175%
kraken2_standard_RM1_S001__insert_5000_0.40,679.35,14.56,0:58.89,53014500, 12 ,1178%
kraken2_standard_ani97_cLOW_stTrue_r0.fastq.bowtie2out_0.00,0.10,0.02,0:00.20,7568, 12 ,59%
kraken2_standard_ani99_cHIGH_stFalse_r0_0.55,362.94,12.72,0:32.62,53091916, 12 ,1151%
kraken2_standard_ani95_cLOW_stTrue_r2_0.55,301.24,11.50,0:27.17,53123576, 12 ,1151%
kraken2_standard_UnAmbiguouslyMapped_ds.frankengenome.fastq.bowtie2out_0.25,0.03,0.00,0:00.03,6784, 12 ,140%
kraken2_standard_RH_S003__insert_270_0.85,2334.33,48.55,3:20.10,52888940, 12 ,1190%
kraken2_standard_ani99_cLOW_stFalse_r9_0.85,305.23,10.53,0:27.31,53117844, 12 ,1155%
kraken2_standard_Raiphy_eval_RAIphy.fasta.bowtie2out_0.85,0.04,0.00,0:00.03,6736, 12 ,143%
kraken2_standard_ani99_cLOW_stFalse_r3.fastq.bowtie2out_0.65,0.05,0.01,0:00.03,7532, 12 ,169%
kraken2_standard_ani97_cHIGH_stFalse_r6.fastq.bowtie2out_0.00,0.08,0.00,0:00.10,7588, 12 ,80%
kraken2_standard_ani100_cLOW_stFalse_r9.fastq.bowtie2out_0.50,0.04,0.01,0:00.03,7608, 12 ,175%
kraken2_standard_ani100_cHIGH_stTrue_r4.fastq.bowtie2out_0.45,0.04,0.01,0:00.03,7596, 12 ,162%
kraken2_standard_MGRG_nanopore_b3.pass.2d.fastq.bowtie2out_0.85,0.02,0.01,0:00.03,6684, 12 ,111%
kraken2_standard_ABRF_MGRG_Half.fastq.bowtie2out_0.10,0.03,0.01,0:00.03,6680, 12 ,127%
kraken2_standard_ani97_cHIGH_stTrue_r1_0.55,322.24,12.40,0:29.02,53148644, 12 ,1153%
kraken2_standard_ani97_cLOW_stTrue_r4.fastq.bowtie2out_0.05,0.05,0.01,0:00.03,7516, 12 ,182%
kraken2_standard_ani97_cLOW_stFalse_r6_0.15,325.29,13.51,0:29.31,53124424, 12 ,1155%
kraken2_standard_UnAmbiguouslyMapped_ds.hous2_0.45,6.89,4.24,0:01.77,52619660, 12 ,628%
kraken2_standard_ani100_cHIGH_stTrue_r0.fastq.bowtie2out_0.40,0.04,0.00,0:00.03,7560, 12 ,158%
kraken2_standard_ani100_cHIGH_stTrue_r5_0.35,309.03,11.01,0:27.79,53165896, 12 ,1151%
kraken2_standard_ani99_cHIGH_stTrue_r7.fastq.bowtie2out_1.00,0.04,0.01,0:00.03,7520, 12 ,157%
kraken2_standard_ani100_cLOW_stFalse_r2_0.75,299.14,11.14,0:26.89,52946648, 12 ,1153%
kraken2_standard_ani97_cHIGH_stFalse_r2.fastq.bowtie2out_0.05,0.05,0.01,0:00.03,7532, 12 ,163%
kraken2_standard_ani99_cLOW_stFalse_r7.fastq.bowtie2out_0.60,0.05,0.00,0:00.03,7520, 12 ,158%
kraken2_standard_JGI_SRR033547_1.00,0.12,0.02,0:00.06,208652, 12 ,241%
kraken2_standard_ani100_cLOW_stFalse_r6_1.00,344.74,13.05,0:30.98,52991556, 12 ,1154%
kraken2_standard_ani97_cHIGH_stTrue_r7_0.05,345.97,14.52,0:31.20,53165320, 12 ,1155%
kraken2_standard_Huttenhower_LC1.fasta.bowtie2out_0.50,0.03,0.00,0:00.03,6684, 12 ,117%
kraken2_standard_HMP_even_454_SRR072233_1.00,125.19,8.32,0:12.10,52800088, 12 ,1103%
kraken2_standard_ani99_cLOW_stTrue_r7.fastq.bowtie2out_0.30,0.03,0.02,0:00.03,7520, 12 ,155%
kraken2_standard_ani97_cLOW_stFalse_r0_0.45,313.45,14.38,0:28.37,53136080, 12 ,1155%
kraken2_standard_NegControl_MH2.fastq.bowtie2out_0.25,0.02,0.01,0:00.03,6748, 12 ,114%
kraken2_standard_ani100_cHIGH_stTrue_r3_0.65,343.80,14.41,0:30.92,53153100, 12 ,1158%
kraken2_standard_ani95_cLOW_stFalse_r4.fastq.bowtie2out_0.35,0.04,0.00,0:00.03,7528, 12 ,162%
kraken2_standard_ani100_cLOW_stFalse_r4_0.25,340.12,12.14,0:30.48,53048264, 12 ,1155%
kraken2_standard_ani97_cLOW_stTrue_r1_0.95,313.00,12.45,0:28.17,53065892, 12 ,1155%
kraken2_standard_ani99_cHIGH_stTrue_r8_0.95,328.81,11.81,0:29.49,53151032, 12 ,1154%
kraken2_standard_ani99_cHIGH_stFalse_r6_0.05,303.97,11.51,0:27.45,53155448, 12 ,1149%
kraken2_standard_ani99_cLOW_stTrue_r3.fastq.bowtie2out_0.35,0.05,0.00,0:00.03,7508, 12 ,171%
kraken2_standard_ani100_cLOW_stTrue_r7_0.95,332.08,14.51,0:29.97,53143228, 12 ,1156%
kraken2_standard_Huttenhower_LC5.fasta.bowtie2out_0.55,0.02,0.01,0:00.02,6828, 12 ,120%
kraken2_standard_RH_S001__insert_270.fasta.bowtie2out_0.45,0.05,0.00,0:00.03,7524, 12 ,154%
kraken2_standard_ani95_cLOW_stTrue_r4_0.05,325.48,12.78,0:29.27,53148868, 12 ,1155%
kraken2_standard_UnAmbiguouslyMapped_ds.7.fastq.bowtie2out_0.25,0.04,0.01,0:00.03,7528, 12 ,160%
kraken2_standard_ABRF_MGRG_10ng_0.90,83.90,6.88,0:08.48,52836948, 12 ,1069%
kraken2_standard_ani97_cHIGH_stFalse_r3_0.95,325.65,13.32,0:29.35,53075620, 12 ,1154%
kraken2_standard_ABRF_MGRG_10ng.fastq.bowtie2out_0.85,0.02,0.01,0:00.03,6812, 12 ,122%
kraken2_standard_ani95_cLOW_stFalse_r0.fastq.bowtie2out_0.30,0.04,0.01,0:00.03,7408, 12 ,152%
kraken2_standard_Mavromatis_simMC.fasta.bowtie2out_0.60,0.03,0.00,0:00.03,6908, 12 ,111%
kraken2_standard_ani97_cHIGH_stFalse_r4_0.15,341.33,13.84,0:30.81,53155856, 12 ,1152%
kraken2_standard_ani100_cHIGH_stFalse_r5_0.60,345.22,11.99,0:30.89,53059824, 12 ,1156%
kraken2_standard_NegControl_MH2_0.70,14.70,4.62,0:02.50,52779588, 12 ,772%
kraken2_standard_ani95_cLOW_stFalse_r3.fastq.bowtie2out_0.70,0.02,0.04,0:00.03,7516, 12 ,171%
kraken2_standard_ani99_cLOW_stFalse_r8_0.55,289.43,11.54,0:26.07,53152160, 12 ,1154%
kraken2_standard_Huttenhower_LC6.fasta.bowtie2out_0.15,0.04,0.00,0:00.03,6748, 12 ,119%
kraken2_standard_ani95_cLOW_stTrue_r3_0.85,322.65,13.95,0:29.13,53098500, 12 ,1155%
kraken2_standard_ani99_cHIGH_stFalse_r1_0.85,327.65,12.27,0:29.36,53133856, 12 ,1157%
kraken2_standard_ani97_cLOW_stTrue_r6_0.15,348.96,11.81,0:31.25,53170332, 12 ,1154%
kraken2_standard_ani100_cLOW_stTrue_r0_0.15,335.23,11.86,0:30.02,53181588, 12 ,1156%
kraken2_standard_ani99_cLOW_stTrue_r0.fastq.bowtie2out_0.75,0.06,0.00,0:00.03,7512, 12 ,162%
kraken2_standard_ABRF_MGRG_1ng.fastq.bowtie2out_0.25,0.03,0.01,0:00.03,6752, 12 ,121%
kraken2_standard_ani95_cLOW_stFalse_r7.fastq.bowtie2out_0.75,0.04,0.01,0:00.03,7540, 12 ,155%
kraken2_standard_NegControl_MH1.fastq.bowtie2out_0.65,0.03,0.00,0:00.03,6712, 12 ,108%
kraken2_standard_ani99_cLOW_stTrue_r4.fastq.bowtie2out_0.70,0.04,0.01,0:00.03,7504, 12 ,155%
kraken2_standard_MGRG_nanopore_b9.fail.2d_0.80,0.19,0.27,0:00.36,3642808, 12 ,127%
kraken2_standard_ani97_cHIGH_stTrue_r0_0.85,321.48,11.23,0:28.88,53088168, 12 ,1151%
kraken2_standard_Huttenhower_LC2.fasta.bowtie2out_0.10,0.04,0.00,0:00.03,6824, 12 ,122%
kraken2_standard_UnAmbiguouslyMapped_ds.soil_0.45,36.13,5.44,0:04.41,52926056, 12 ,941%
kraken2_standard_BioPool.fastq.bowtie2out_0.75,0.03,0.00,0:00.03,6712, 12 ,119%
kraken2_standard_Huttenhower_LC4.fasta.bowtie2out_0.90,0.01,0.03,0:00.03,6752, 12 ,119%
kraken2_standard_UnAmbiguouslyMapped_ds.hous2.fastq.bowtie2out_0.90,0.02,0.03,0:00.03,6808, 12 ,140%
kraken2_standard_ani97_cHIGH_stTrue_r8_0.05,333.66,14.38,0:30.22,53154972, 12 ,1151%
kraken2_standard_UnAmbiguouslyMapped_ds.7_0.80,68.29,7.52,0:07.30,53029076, 12 ,1037%
kraken2_standard_NA12878_NegControl_SL126487_0.fastq.bowtie2out_0.60,0.05,0.00,0:00.03,7508, 12 ,159%
kraken2_standard_JGI_SRR033548_1.00,1.16,2.64,0:01.50,38743132, 12 ,252%
kraken2_standard_ani100_cLOW_stFalse_r9_1.00,378.86,12.68,0:33.81,53010536, 12 ,1157%
kraken2_standard_ani100_cLOW_stTrue_r8_0.95,328.87,12.40,0:29.57,53143912, 12 ,1153%
kraken2_standard_ani99_cHIGH_stTrue_r7_0.95,344.88,11.65,0:30.66,53086160, 12 ,1162%
kraken2_standard_ani99_cHIGH_stFalse_r9_0.05,363.29,12.96,0:32.53,53177380, 12 ,1156%
kraken2_standard_ani97_cLOW_stTrue_r9_0.15,295.66,11.32,0:26.69,53180608, 12 ,1150%
kraken2_standard_ani99_cHIGH_stTrue_r0_0.15,328.20,12.32,0:29.50,53160672, 12 ,1154%
kraken2_standard_ani99_cLOW_stFalse_r7_0.55,313.34,13.23,0:28.26,53090796, 12 ,1155%
kraken2_standard_HMP_even_illum_SRR172902_0.10,65.94,7.29,0:07.05,52922804, 12 ,1037%
kraken2_standard_ani99_cLOW_stTrue_r3_0.70,340.88,13.46,0:30.60,53166084, 12 ,1158%
kraken2_standard_MGRG_nanopore_b4.fail.2d.fastq.bowtie2out_0.85,0.03,0.00,0:00.03,6752, 12 ,117%
kraken2_standard_ani100_cHIGH_stFalse_r8.fastq.bowtie2out_0.00,0.08,0.01,0:00.40,7600, 12 ,24%
kraken2_standard_ABRF_MGRG_Normal.fastq.bowtie2out.bowtie2out_0.05,0.03,0.01,0:00.03,6820, 12 ,125%
kraken2_standard_NA12878_NegControl_SL126486_0.fastq.bowtie2out_0.35,0.03,0.01,0:00.03,7516, 12 ,152%
kraken2_standard_UnAmbiguouslyMapped_ds.gut_0.95,7.03,4.81,0:01.96,52334920, 12 ,601%
kraken2_standard_ani95_cLOW_stFalse_r2_0.40,363.75,11.91,0:32.41,53105752, 12 ,1159%
kraken2_standard_ABRF_MGRG_Half_0.25,73.84,7.02,0:07.77,52905312, 12 ,1040%
kraken2_standard_Huttenhower_LC4_0.70,3.73,4.10,0:01.59,52138896, 12 ,492%
kraken2_standard_ani95_cLOW_stTrue_r9.fastq.bowtie2out_1.00,0.04,0.00,0:00.03,7592, 12 ,163%
kraken2_standard_ani100_cHIGH_stFalse_r1_0.75,358.31,14.28,0:32.15,52972216, 12 ,1158%
kraken2_standard_ani97_cHIGH_stFalse_r0_0.00,294.71,13.73,0:31.74,53161820, 12 ,971%
kraken2_standard_Huttenhower_HC1.fasta.bowtie2out_0.25,0.03,0.00,0:00.03,6748, 12 ,130%
kraken2_standard_ani95_cLOW_stTrue_r4.fastq.bowtie2out_0.75,0.05,0.00,0:00.03,7508, 12 ,154%
kraken2_standard_MGRG_nanopore_R6_2d_pass.fastq.bowtie2out_0.25,0.03,0.00,0:00.03,6680, 12 ,108%
kraken2_standard_ani100_cLOW_stTrue_r0.fastq.bowtie2out_0.95,0.04,0.01,0:00.03,7524, 12 ,168%
kraken2_standard_ani99_cLOW_stTrue_r8_0.65,310.28,13.25,0:28.02,53158924, 12 ,1154%
kraken2_standard_ani99_cHIGH_stTrue_r0.fastq.bowtie2out_0.25,0.05,0.01,0:00.03,7528, 12 ,168%
kraken2_standard_ani99_cHIGH_stFalse_r0.fastq.bowtie2out_0.55,0.02,0.04,0:00.03,7508, 12 ,178%
kraken2_standard_ani95_cLOW_stTrue_r7_0.90,307.28,11.32,0:27.60,53006972, 12 ,1154%
kraken2_standard_MGRG_nanopore_b4.pass.2d_0.10,0.10,0.01,0:00.04,82680, 12 ,261%
kraken2_standard_ani100_cLOW_stTrue_r4_0.00,363.10,15.82,0:35.28,53176244, 12 ,1073%
kraken2_standard_ani99_cHIGH_stFalse_r5_0.90,325.96,11.94,0:29.25,53062080, 12 ,1155%
kraken2_standard_ani97_cLOW_stTrue_r2_0.00,328.04,14.78,0:40.20,53175064, 12 ,852%
kraken2_standard_ani100_cLOW_stFalse_r7.fastq.bowtie2out_0.05,0.04,0.02,0:00.03,7512, 12 ,174%
kraken2_standard_ani97_cHIGH_stFalse_r8.fastq.bowtie2out_0.55,0.04,0.00,0:00.03,7592, 12 ,155%
kraken2_standard_RH_S002__insert_270_0.60,2331.50,46.58,3:19.60,52965164, 12 ,1191%
kraken2_standard_ani100_cLOW_stTrue_r4.fastq.bowtie2out_0.90,0.05,0.00,0:00.03,7604, 12 ,167%
kraken2_standard_HMP_even_illum_SRR172902.fastq.bowtie2out_0.75,0.05,0.00,0:00.03,7528, 12 ,159%
kraken2_standard_ani95_cLOW_stTrue_r0.fastq.bowtie2out_0.70,0.03,0.01,0:00.03,7516, 12 ,152%
kraken2_standard_ani95_cLOW_stFalse_r9_0.55,343.09,11.90,0:30.66,53058140, 12 ,1157%
kraken2_standard_MGRG_nanopore_R6_2d_fail.fastq.bowtie2out_0.70,0.02,0.00,0:00.03,6824, 12 ,110%
kraken2_standard_ani99_cLOW_stFalse_r9.fastq.bowtie2out_0.35,0.05,0.00,0:00.03,7404, 12 ,158%
kraken2_standard_ani100_cLOW_stFalse_r3.fastq.bowtie2out_0.00,0.10,0.00,0:00.10,7536, 12 ,115%
kraken2_standard_ani97_cHIGH_stTrue_r4_0.90,344.03,14.69,0:31.10,53083212, 12 ,1153%
kraken2_standard_ani99_cHIGH_stFalse_r4.fastq.bowtie2out_0.50,0.04,0.01,0:00.03,7544, 12 ,177%
kraken2_standard_ani99_cHIGH_stTrue_r4.fastq.bowtie2out_0.20,0.06,0.01,0:00.04,7516, 12 ,180%
kraken2_standard_ani99_cLOW_stFalse_r7.fastq.bowtie2out_1.00,0.05,0.00,0:00.03,7600, 12 ,151%
kraken2_standard_ani99_cHIGH_stTrue_r7.fastq.bowtie2out_0.60,0.05,0.00,0:00.03,7532, 12 ,152%
kraken2_standard_ani97_cHIGH_stTrue_r3_0.10,314.73,10.96,0:28.28,53152124, 12 ,1151%
kraken2_standard_ani99_cHIGH_stFalse_r7.fastq.bowtie2out_0.10,0.06,0.00,0:00.03,7588, 12 ,171%
kraken2_standard_ani100_cLOW_stFalse_r0.fastq.bowtie2out_0.40,0.03,0.01,0:00.02,7400, 12 ,162%
kraken2_standard_ani97_cLOW_stFalse_r4_0.50,330.30,15.26,0:30.03,53124048, 12 ,1150%
kraken2_standard_MGRG_nanopore_b7.pass.2d.fastq.bowtie2out_0.75,0.03,0.00,0:00.03,6752, 12 ,108%
kraken2_standard_ani100_cHIGH_stTrue_r7_0.70,291.54,11.75,0:26.39,53159644, 12 ,1149%
kraken2_standard_ani95_cLOW_stTrue_r3.fastq.bowtie2out_0.30,0.05,0.00,0:00.03,7532, 12 ,156%
kraken2_standard_ani100_cLOW_stFalse_r0_0.30,293.61,10.79,0:26.33,53108036, 12 ,1156%
kraken2_standard_ani97_cLOW_stTrue_r9.fastq.bowtie2out_0.10,0.06,0.00,0:00.03,7524, 12 ,175%
kraken2_standard_ani100_cLOW_stFalse_r4.fastq.bowtie2out_0.45,0.05,0.00,0:00.04,7532, 12 ,167%
kraken2_standard_MGRG_nanopore_R6_2d_fail_0.50,2.97,4.12,0:01.46,52399076, 12 ,485%
kraken2_standard_ani100_cLOW_stTrue_r3_0.80,307.21,11.57,0:27.56,53145916, 12 ,1156%
kraken2_standard_ani97_cLOW_stTrue_r5_0.80,346.48,12.99,0:30.99,53137048, 12 ,1159%
kraken2_standard_ani99_cHIGH_stFalse_r2_0.10,319.48,13.63,0:28.95,53156704, 12 ,1150%
kraken2_standard_ani99_cHIGH_stFalse_r3.fastq.bowtie2out_0.15,0.06,0.00,0:00.04,7516, 12 ,173%
kraken2_standard_ani99_cHIGH_stTrue_r3.fastq.bowtie2out_0.65,0.09,0.00,0:00.04,7596, 12 ,242%
kraken2_standard_ani95_cLOW_stTrue_r0_0.10,326.14,11.55,0:29.20,53121788, 12 ,1156%
kraken2_standard_ani100_cHIGH_stTrue_r9.fastq.bowtie2out_0.50,0.04,0.00,0:00.03,7520, 12 ,154%
kraken2_standard_ABRF_MGRG_5ng.fastq.bowtie2out_0.50,0.04,0.00,0:00.03,6912, 12 ,132%
kraken2_standard_ani95_cLOW_stTrue_r7.fastq.bowtie2out_0.35,0.04,0.01,0:00.03,7524, 12 ,150%
kraken2_standard_Huttenhower_HC2.fasta.bowtie2out_0.65,0.03,0.01,0:00.03,6712, 12 ,134%
kraken2_standard_ani97_cHIGH_stFalse_r7_0.80,313.08,12.02,0:28.28,53095580, 12 ,1149%
kraken2_standard_ani100_cLOW_stTrue_r5.fastq.bowtie2out_0.55,0.04,0.01,0:00.03,7516, 12 ,161%
kraken2_standard_ani99_cHIGH_stTrue_r4_0.00,322.64,14.78,0:36.48,53178688, 12 ,924%
kraken2_standard_ani95_cLOW_stTrue_r8_0.90,304.68,11.75,0:27.39,53049584, 12 ,1155%
kraken2_standard_ani99_cLOW_stFalse_r3_0.40,332.74,12.55,0:29.87,53133116, 12 ,1155%
kraken2_standard_ani97_cLOW_stFalse_r4.fastq.bowtie2out_0.70,0.04,0.01,0:00.03,7608, 12 ,155%
kraken2_standard_ani99_cLOW_stTrue_r7_0.65,272.21,10.51,0:24.57,53138616, 12 ,1150%
kraken2_standard_ani99_cHIGH_stFalse_r5.fastq.bowtie2out_0.95,0.04,0.02,0:00.03,7532, 12 ,174%
kraken2_standard_ani97_cHIGH_stTrue_r9.fastq.bowtie2out_0.65,0.03,0.04,0:00.04,7520, 12 ,195%
kraken2_standard_MGRG_nanopore_b3.pass.2d_0.75,0.12,0.01,0:00.05,172956, 12 ,268%
kraken2_standard_ani100_cLOW_stTrue_r1.fastq.bowtie2out_0.50,0.02,0.03,0:00.03,7540, 12 ,181%
kraken2_standard_ani99_cHIGH_stFalse_r1.fastq.bowtie2out_0.90,0.02,0.04,0:00.03,7516, 12 ,178%
kraken2_standard_ani95_cLOW_stFalse_r6_0.55,323.27,11.55,0:29.01,53132624, 12 ,1153%
kraken2_standard_UnAmbiguouslyMapped_ds.soil.fastq.bowtie2out_0.50,0.02,0.03,0:00.03,6712, 12 ,153%
kraken2_standard_Mavromatis_simHC_0.25,19.09,4.38,0:02.97,52790944, 12 ,788%
