File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r3_0.80,352.33,45.64,0:44.43,322525048, 12 ,895%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r5_0.20,344.07,44.94,0:42.89,322733200, 12 ,906%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r8_0.35,349.77,46.45,0:44.17,322697484, 12 ,897%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r7_0.75,312.55,43.46,0:40.06,320948088, 12 ,888%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r5_0.50,342.93,45.09,0:43.33,322691760, 12 ,895%
kraken2_RefSeqV208_nt_MGRG_nanopore_b9.fail.2d_0.85,0.20,0.49,0:00.58,3784100, 12 ,120%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r8_1.00,364.98,46.42,0:45.38,322655816, 12 ,906%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.gut_0.50,8.84,21.66,0:09.42,180609804, 12 ,323%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r0_0.40,366.12,45.60,0:44.99,322715172, 12 ,915%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r7_0.40,343.32,45.00,0:43.33,322725612, 12 ,896%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r2_0.20,338.85,44.15,0:42.08,322729788, 12 ,910%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r4_0.00,370.83,50.26,0:52.01,322745848, 12 ,809%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r5_0.60,334.88,44.50,0:42.22,322615208, 12 ,898%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r4_0.85,381.51,49.35,0:46.87,322724928, 12 ,919%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r4_0.05,388.21,48.66,0:50.28,322746004, 12 ,868%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r2_0.25,332.23,43.91,0:41.97,322597592, 12 ,896%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r3_0.45,348.21,45.60,0:43.59,322663696, 12 ,903%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r0_1.00,329.66,40.99,0:40.74,322540928, 12 ,909%
kraken2_RefSeqV208_nt_MGRG_nanopore_b4.pass.2d_1.00,0.11,0.01,0:00.04,88572, 12 ,286%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r6_0.65,374.41,50.19,0:47.08,322684108, 12 ,901%
kraken2_RefSeqV208_nt_ZymoMock_0.85,298.41,48.46,0:41.07,318982296, 12 ,844%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r1_0.65,340.62,45.60,0:46.19,322719512, 12 ,836%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r9_0.90,343.31,46.46,0:43.33,322602204, 12 ,899%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r1_0.50,336.24,44.91,0:42.36,322644432, 12 ,899%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r3_0.75,354.64,46.66,0:44.57,322726076, 12 ,900%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r4_0.45,347.58,46.53,0:43.81,322669888, 12 ,899%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r3_0.85,354.42,46.44,0:44.44,322681596, 12 ,901%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r3_0.05,330.18,44.23,0:42.28,322758448, 12 ,885%
kraken2_RefSeqV208_nt_NegControl_MH1_0.60,17.61,37.59,0:15.89,318335152, 12 ,347%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r4_0.85,331.56,44.79,0:41.80,322703028, 12 ,900%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r3_0.00,363.45,49.41,0:47.98,322709148, 12 ,860%
kraken2_RefSeqV208_nt_Huttenhower_HC1_0.85,14.38,33.22,0:14.07,312980604, 12 ,338%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r6_0.90,347.39,45.48,0:43.52,322607388, 12 ,902%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r9_0.65,350.53,48.15,0:44.26,322701044, 12 ,900%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r3_0.55,345.00,44.82,0:43.04,322727356, 12 ,905%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r4_0.15,355.84,45.70,0:44.65,322762300, 12 ,899%
kraken2_RefSeqV208_nt_Huttenhower_LC5_0.15,3.85,17.28,0:07.39,174130308, 12 ,285%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r3_0.95,342.73,43.62,0:42.83,322657404, 12 ,901%
kraken2_RefSeqV208_nt_Huttenhower_LC2_0.95,3.92,18.67,0:07.94,181883228, 12 ,284%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r1_0.10,353.92,47.17,0:44.36,322694696, 12 ,904%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r4_0.80,348.18,46.45,0:43.60,322682536, 12 ,905%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r3_0.05,378.38,51.37,0:58.85,322754580, 12 ,730%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.nycsm_0.05,9.07,22.60,0:09.73,191154156, 12 ,325%
kraken2_RefSeqV208_nt_NA12878_NegControl_SL126487_0_0.05,653.91,62.98,1:23.18,323153772, 12 ,861%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r5_0.45,366.82,45.25,0:44.66,322689252, 12 ,922%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r7_0.60,342.35,44.43,0:42.83,322697156, 12 ,903%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r8_0.80,352.53,45.49,0:44.01,322692028, 12 ,904%
kraken2_RefSeqV208_nt_MGRG_nanopore_b4.fail.2d_0.25,0.35,2.97,0:03.23,25906796, 12 ,102%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r0_0.50,396.53,47.98,0:48.32,322635844, 12 ,919%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r7_0.90,339.59,45.80,0:43.18,322668024, 12 ,892%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r7_0.10,350.36,45.76,0:44.70,322764728, 12 ,886%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r8_0.10,326.15,44.48,0:42.13,322726376, 12 ,879%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r0_0.90,390.39,49.19,0:48.07,322699276, 12 ,914%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r0_0.10,333.68,44.34,0:42.83,322735244, 12 ,882%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r6_0.30,358.73,45.43,0:44.65,322623852, 12 ,905%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r7_0.50,350.75,45.97,0:43.97,322611576, 12 ,902%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.hous1_0.25,13.10,32.15,0:13.27,259257212, 12 ,340%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r8_0.40,330.23,45.10,0:41.86,322690420, 12 ,896%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r2_0.70,382.27,50.27,0:47.83,322707024, 12 ,904%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r5_0.70,361.02,47.22,0:45.26,322685524, 12 ,901%
kraken2_RefSeqV208_nt_NegControl_LM_0.55,17.18,38.33,0:16.18,318318192, 12 ,343%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r8_0.15,341.87,45.46,0:43.24,322739164, 12 ,895%
kraken2_RefSeqV208_nt_MGRG_nanopore_b3.fail.2d_0.40,0.16,0.19,0:00.25,1331704, 12 ,142%
kraken2_RefSeqV208_nt_Huttenhower_LC6_0.80,4.02,18.70,0:08.13,173652368, 12 ,279%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r7_0.80,328.40,42.69,0:40.90,322663932, 12 ,907%
kraken2_RefSeqV208_nt_BMI_bmi_reads_0.75,94.70,43.75,0:26.93,322426964, 12 ,513%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r8_0.60,344.49,45.25,0:43.58,322702644, 12 ,894%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.frankengenome.mix_0.00,116.94,41.01,0:25.20,322306420, 12 ,626%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r5_0.05,387.72,49.29,0:48.49,322734192, 12 ,901%
kraken2_RefSeqV208_nt_Huttenhower_HC2_0.10,14.91,35.97,0:15.23,312910864, 12 ,333%
kraken2_RefSeqV208_nt_RH_S005__insert_270_0.15,2570.92,86.77,3:52.59,323061956, 12 ,1142%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r0_0.95,369.94,48.74,0:45.71,322689148, 12 ,915%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r7_0.10,329.61,44.48,0:41.42,322733920, 12 ,903%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r8_0.10,342.79,45.45,0:43.16,322738028, 12 ,899%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r8_0.90,337.58,43.86,0:42.32,322646660, 12 ,901%
kraken2_RefSeqV208_nt_Carma_eval_carma_0.55,1.60,10.79,0:07.46,100745116, 12 ,166%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r8_0.50,357.34,45.64,0:44.20,322715528, 12 ,911%
kraken2_RefSeqV208_nt_HMP_even_illum_SRR172902_1.00,73.47,39.65,0:20.29,321567180, 12 ,557%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r9_0.30,364.83,47.03,0:45.44,322622172, 12 ,906%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r0_0.90,334.36,44.45,0:42.27,322733324, 12 ,896%
kraken2_RefSeqV208_nt_ABRF_MGRG_10ng_0.15,93.63,38.42,0:21.64,313668552, 12 ,610%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r7_0.15,351.58,46.58,0:44.35,322687792, 12 ,897%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r2_0.85,363.29,47.56,0:45.61,322662628, 12 ,900%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r7_0.40,343.63,45.49,0:43.10,322705960, 12 ,902%
kraken2_RefSeqV208_nt_Huttenhower_LC1_0.00,4.19,20.32,0:08.59,177713964, 12 ,285%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r0_0.00,376.04,50.10,0:49.75,322772556, 12 ,856%
kraken2_RefSeqV208_nt_RL_S001__insert_270_0.55,2734.08,89.44,4:08.29,322650544, 12 ,1137%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r1_0.45,333.96,45.13,0:42.27,322720176, 12 ,896%
kraken2_RefSeqV208_nt_MGRG_nanopore_b3.pass.2d_0.05,0.12,0.05,0:00.06,179848, 12 ,255%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r1_0.10,326.72,46.20,0:41.94,322713456, 12 ,889%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r6_0.50,373.29,47.94,0:46.57,322720284, 12 ,904%
kraken2_RefSeqV208_nt_Huttenhower_LC7_0.50,4.18,18.51,0:07.88,162763792, 12 ,287%
kraken2_RefSeqV208_nt_NegControl_MH1_1.00,18.41,39.53,0:16.47,318342416, 12 ,351%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.soil_0.90,42.66,40.27,0:18.63,321633684, 12 ,445%
kraken2_RefSeqV208_nt_RH_S001__insert_270_0.50,2625.95,90.31,3:58.22,322646424, 12 ,1140%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r9_0.40,336.58,44.50,0:42.42,322725084, 12 ,898%
kraken2_RefSeqV208_nt_RM2_S001__insert_270_0.75,2755.85,94.61,4:10.15,322574768, 12 ,1139%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.cityparks_0.15,19.13,35.13,0:15.31,311459304, 12 ,354%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r1_0.40,374.55,46.73,0:46.53,322675096, 12 ,905%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r9_0.00,352.48,48.13,0:49.15,322699120, 12 ,815%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r9_0.80,370.82,46.70,0:46.00,322599004, 12 ,907%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r6_0.90,380.38,48.40,0:46.62,322623076, 12 ,919%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r3_0.55,350.36,46.56,0:44.11,322699232, 12 ,899%
kraken2_RefSeqV208_nt_Huttenhower_LC8_0.50,4.30,19.96,0:08.43,179876196, 12 ,287%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r9_0.50,370.82,45.84,0:45.93,322741972, 12 ,907%
kraken2_RefSeqV208_nt_Mavromatis_simHC_0.40,19.95,34.70,0:15.34,321305260, 12 ,356%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r4_0.20,329.61,45.24,0:42.39,322694344, 12 ,884%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r4_0.95,328.43,42.32,0:40.86,322577084, 12 ,907%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r3_0.20,348.64,46.89,0:44.12,322721368, 12 ,896%
kraken2_RefSeqV208_nt_MGRG_nanopore_b4.pass.2d_0.60,0.08,0.04,0:00.04,88436, 12 ,271%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r6_0.40,353.15,45.54,0:44.20,322726064, 12 ,901%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r0_0.60,386.34,46.98,0:47.11,322559788, 12 ,919%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r1_0.80,369.20,46.49,0:45.65,322651944, 12 ,910%
kraken2_RefSeqV208_nt_Raiphy_eval_RAIphy_0.15,19.52,31.82,0:14.07,306094028, 12 ,364%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r1_0.00,343.00,45.76,0:44.69,322674472, 12 ,869%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r6_0.80,330.87,44.07,0:41.86,322559224, 12 ,895%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r6_0.00,355.44,49.48,0:56.77,322738436, 12 ,713%
kraken2_RefSeqV208_nt_HMP_even_454_SRR072233_0.80,137.68,39.60,0:25.96,322401328, 12 ,682%
kraken2_RefSeqV208_nt_MGRG_nanopore_R6_2d_fail_0.20,3.67,22.06,0:09.02,189457768, 12 ,285%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r1_0.40,347.28,44.27,0:42.87,322727324, 12 ,913%
kraken2_RefSeqV208_nt_RH_S002__insert_270_0.30,2522.67,86.54,3:49.01,322871936, 12 ,1139%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r3_0.15,346.18,45.03,0:44.76,322710940, 12 ,874%
kraken2_RefSeqV208_nt_RM2_S002__insert_270_0.15,2911.03,99.12,4:25.22,323340800, 12 ,1134%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r9_0.90,334.87,44.22,0:42.17,322678960, 12 ,898%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r1_0.30,346.78,44.77,0:43.68,322743204, 12 ,896%
kraken2_RefSeqV208_nt_BioPool_0.30,17.38,32.37,0:13.98,269207492, 12 ,355%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r5_0.55,351.97,46.63,0:44.23,322697120, 12 ,901%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r2_0.85,322.62,43.24,0:41.00,322604308, 12 ,892%
kraken2_RefSeqV208_nt_ABRF_MGRG_1ng_0.45,77.33,36.31,0:19.69,305597428, 12 ,576%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r8_0.00,367.04,51.37,0:54.66,313475564, 12 ,765%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r7_0.40,371.39,47.13,0:45.81,322699548, 12 ,913%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r8_1.00,366.89,47.09,0:45.51,322641024, 12 ,909%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r5_0.50,363.25,48.27,0:45.62,322746828, 12 ,901%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.frankengenome_0.10,17.10,35.86,0:15.30,300325568, 12 ,346%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r8_0.35,348.13,45.80,0:43.70,322729332, 12 ,901%
kraken2_RefSeqV208_nt_MGRG_nanopore_b1.pass.2d_0.85,0.14,0.30,0:00.35,2202804, 12 ,126%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r5_0.05,359.91,47.43,0:45.44,322742368, 12 ,896%
kraken2_RefSeqV208_nt_Huttenhower_LC3_0.45,4.20,18.53,0:07.83,169817848, 12 ,290%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r2_0.45,345.05,45.63,0:43.02,322739524, 12 ,908%
kraken2_RefSeqV208_nt_HMP_even_illum_SRR172902_0.60,67.69,38.30,0:19.59,321618904, 12 ,541%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r2_0.95,367.15,45.85,0:45.40,322515776, 12 ,909%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r2_0.15,333.31,45.09,0:42.34,322722616, 12 ,893%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r5_0.55,342.85,45.83,0:42.80,322702584, 12 ,907%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r7_1.00,397.54,48.18,0:48.56,322639676, 12 ,917%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r8_0.40,330.90,43.77,0:41.89,322705672, 12 ,894%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r7_0.00,361.15,48.43,0:49.27,321006608, 12 ,831%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r5_0.25,336.83,45.18,0:42.47,322714804, 12 ,899%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.gut_0.25,8.55,22.40,0:09.54,180570392, 12 ,324%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r0_0.35,368.59,48.64,0:46.54,322706956, 12 ,896%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r0_0.80,345.55,44.98,0:43.25,322651124, 12 ,902%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r7_0.35,342.07,45.71,0:43.04,322729124, 12 ,900%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r2_0.55,371.68,47.39,0:46.26,322723784, 12 ,905%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r4_0.75,371.28,45.67,0:45.95,322578796, 12 ,907%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r5_0.95,327.16,44.32,0:41.54,322632348, 12 ,894%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r5_0.15,345.64,44.68,0:42.87,322668812, 12 ,910%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r4_0.70,333.91,44.28,0:42.15,322712720, 12 ,897%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r2_0.50,349.20,46.04,0:43.65,322569212, 12 ,905%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r3_0.30,355.82,46.56,0:44.66,322688196, 12 ,900%
kraken2_RefSeqV208_nt_Raiphy_eval_RAIphy_1.00,20.53,32.66,0:14.41,306102008, 12 ,369%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r4_0.80,341.78,43.83,0:42.55,322680764, 12 ,906%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r6_0.10,354.64,50.25,0:45.53,322694256, 12 ,889%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r1_0.10,403.78,48.70,1:24.49,322746752, 12 ,535%
kraken2_RefSeqV208_nt_RM1_S002__insert_5000_0.90,936.68,56.61,1:34.80,322442436, 12 ,1047%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r6_0.90,341.55,45.65,0:42.94,322655024, 12 ,901%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r1_0.25,367.82,46.53,0:45.88,322706304, 12 ,903%
kraken2_RefSeqV208_nt_RM2_S002__insert_270_1.00,2756.13,96.32,4:10.80,322458848, 12 ,1137%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r3_1.00,391.69,48.39,0:48.10,322609500, 12 ,914%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r1_0.90,359.55,48.70,0:45.43,322666664, 12 ,898%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r3_0.00,378.25,50.57,0:50.27,322759644, 12 ,852%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r4_0.30,349.30,45.30,0:43.82,322715256, 12 ,900%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r3_0.70,367.56,47.92,0:46.57,322719660, 12 ,892%
kraken2_RefSeqV208_nt_NegControl_MH1_0.15,17.64,37.85,0:16.09,318358080, 12 ,344%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r3_0.75,340.07,46.32,0:43.26,322685992, 12 ,893%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r9_0.10,343.55,46.17,0:43.41,322717612, 12 ,897%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r3_0.20,382.84,48.13,0:47.17,322722544, 12 ,913%
kraken2_RefSeqV208_nt_Huttenhower_LC5_0.60,4.22,18.97,0:07.76,174139112, 12 ,298%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r4_0.60,361.02,46.75,0:44.70,322742564, 12 ,912%
kraken2_RefSeqV208_nt_MGRG_nanopore_b7.fail.2d_0.90,2.51,16.97,0:07.65,148369120, 12 ,254%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r9_0.90,340.51,44.52,0:42.51,322621932, 12 ,905%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r1_0.65,341.60,45.80,0:42.98,322694916, 12 ,901%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r3_0.70,328.29,44.17,0:41.56,322699380, 12 ,896%
kraken2_RefSeqV208_nt_MGRG_nanopore_R6_2d_pass_0.95,15.26,35.09,0:14.63,316971324, 12 ,344%
kraken2_RefSeqV208_nt_MGRG_nanopore_b8.pass.2d_0.80,0.11,0.38,0:00.40,2385520, 12 ,123%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.nycsm_0.70,9.00,22.95,0:09.77,191150144, 12 ,326%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.cityparks_1.00,21.91,38.15,0:17.55,311369480, 12 ,342%
kraken2_RefSeqV208_nt_NA12878_NegControl_SL126487_0_0.70,686.52,57.41,1:13.33,322952324, 12 ,1014%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r2_0.85,328.84,44.61,0:41.92,322652740, 12 ,890%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r5_0.30,347.51,44.54,0:42.84,322703608, 12 ,915%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r5_0.85,357.60,48.27,0:45.53,322709352, 12 ,891%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r7_0.15,338.83,44.67,0:42.90,322728564, 12 ,893%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r2_1.00,356.34,46.48,0:44.45,322656428, 12 ,906%
kraken2_RefSeqV208_nt_MGRG_nanopore_b4.fail.2d_0.50,0.50,3.16,0:03.51,25904572, 12 ,104%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r0_0.25,349.81,45.64,0:43.65,322652600, 12 ,905%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r8_0.65,365.90,46.86,0:45.45,322696892, 12 ,908%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r7_0.65,346.91,45.23,0:43.84,322723988, 12 ,894%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r0_0.65,367.70,45.74,0:44.72,322715840, 12 ,924%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r6_0.45,361.76,45.34,0:44.54,322608424, 12 ,913%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r7_0.25,353.03,46.28,0:44.20,322653312, 12 ,903%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r5_1.00,331.74,43.85,0:41.84,322603260, 12 ,897%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.hous1_0.50,13.01,31.50,0:13.72,259255400, 12 ,324%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r0_0.95,333.23,44.46,0:42.12,322646276, 12 ,896%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r8_0.35,338.15,46.04,0:42.78,322696832, 12 ,897%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r2_0.05,408.30,55.19,0:53.09,322726660, 12 ,872%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r5_0.05,328.43,44.14,0:41.87,322719560, 12 ,889%
kraken2_RefSeqV208_nt_NegControl_LM_0.20,18.17,37.14,0:14.97,318349300, 12 ,369%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r8_0.60,338.28,44.20,0:42.50,322707704, 12 ,899%
kraken2_RefSeqV208_nt_MGRG_nanopore_b3.fail.2d_0.35,0.11,0.21,0:00.23,1331604, 12 ,138%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r8_0.15,356.29,50.25,0:48.16,322748144, 12 ,843%
kraken2_RefSeqV208_nt_BMI_bmi_reads_0.00,82.50,38.29,0:21.84,322572356, 12 ,552%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.frankengenome.mix_0.75,123.07,41.02,0:25.49,322241572, 12 ,643%
kraken2_RefSeqV208_nt_Huttenhower_HC2_0.65,15.06,33.82,0:14.90,312892800, 12 ,327%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r5_0.70,346.13,45.27,0:43.28,322608248, 12 ,904%
kraken2_RefSeqV208_nt_RH_S005__insert_270_0.60,2545.14,90.19,3:51.18,322566108, 12 ,1139%
kraken2_RefSeqV208_nt_NegControl_MH2_0.80,16.64,37.36,0:16.20,318373960, 12 ,333%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r8_0.65,358.62,45.64,0:44.40,322721292, 12 ,910%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r7_0.65,327.70,44.90,0:41.90,322711504, 12 ,889%
kraken2_RefSeqV208_nt_Carma_eval_carma_0.20,1.52,11.41,0:07.84,100720712, 12 ,164%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r8_0.25,359.73,46.66,0:44.58,322700776, 12 ,911%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r9_0.45,337.98,43.03,0:41.77,322601252, 12 ,912%
kraken2_RefSeqV208_nt_ABRF_MGRG_10ng_0.60,88.92,36.81,0:20.16,313659872, 12 ,623%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r7_0.60,348.51,45.98,0:43.51,322687308, 12 ,906%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r7_0.35,345.90,45.58,0:43.33,322719496, 12 ,903%
