File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
minikrakenV2_ani97_cLOW_stFalse_r4_0.90,161.68,6.86,0:14.90,8158388, 12 ,1131%
minikrakenV2_ani100_cHIGH_stFalse_r4_0.80,153.85,6.90,0:32.16,8161376, 12 ,499%
minikrakenV2_UnAmbiguouslyMapped_ds.nycsm_0.55,3.91,1.66,0:01.06,8094256, 12 ,523%
minikrakenV2_MGRG_nanopore_R6_2d_fail_0.55,1.39,1.47,0:00.84,7983728, 12 ,339%
minikrakenV2_ani100_cHIGH_stTrue_r8_0.15,160.28,6.32,0:14.60,8356216, 12 ,1140%
minikrakenV2_ani99_cLOW_stTrue_r5_0.60,164.93,6.95,0:15.13,8157892, 12 ,1135%
minikrakenV2_Huttenhower_LC4_0.80,1.74,1.59,0:00.90,8041944, 12 ,368%
minikrakenV2_ani100_cLOW_stTrue_r3_0.40,154.06,6.23,0:13.95,8161576, 12 ,1149%
minikrakenV2_BMI_bmi_reads_0.30,39.50,2.41,0:04.14,8165652, 12 ,1010%
minikrakenV2_JGI_SRR033548_0.95,0.58,1.12,0:00.76,6883496, 12 ,223%
minikrakenV2_UnAmbiguouslyMapped_ds.frankengenome_0.55,6.93,1.73,0:01.32,8130988, 12 ,654%
minikrakenV2_ani100_cHIGH_stTrue_r3_0.00,168.85,10.16,0:44.35,8471448, 12 ,403%
minikrakenV2_ani95_cLOW_stFalse_r5_0.00,177.86,10.64,0:42.47,8440768, 12 ,443%
minikrakenV2_ani100_cLOW_stFalse_r4_0.40,150.68,7.33,0:13.88,8162380, 12 ,1138%
minikrakenV2_UnAmbiguouslyMapped_ds.7_0.85,39.90,3.42,0:04.25,8158160, 12 ,1018%
minikrakenV2_Raiphy_eval_RAIphy_0.10,9.85,1.76,0:01.66,8181212, 12 ,698%
minikrakenV2_ani95_cLOW_stTrue_r1_0.80,157.94,7.54,0:14.51,8154096, 12 ,1140%
minikrakenV2_RH_S005__insert_270_0.20,1059.75,21.99,1:31.01,8239856, 12 ,1188%
minikrakenV2_ani97_cLOW_stTrue_r4_0.10,165.18,8.38,0:15.26,8447232, 12 ,1136%
minikrakenV2_BioPool_0.90,8.34,1.81,0:01.48,8130136, 12 ,684%
minikrakenV2_ani99_cHIGH_stFalse_r6_0.60,157.85,6.63,0:14.44,8158236, 12 ,1138%
minikrakenV2_ani99_cHIGH_stTrue_r7_0.55,161.18,6.58,0:14.66,8163080, 12 ,1144%
minikrakenV2_ani100_cLOW_stTrue_r8_0.55,154.29,6.42,0:14.01,8159496, 12 ,1147%
minikrakenV2_ani99_cLOW_stFalse_r0_0.15,161.88,7.72,0:30.87,8344588, 12 ,549%
minikrakenV2_Huttenhower_LC8_0.15,2.07,1.56,0:00.94,8054568, 12 ,384%
minikrakenV2_ani99_cLOW_stFalse_r7_0.95,154.42,6.92,0:14.15,8158212, 12 ,1140%
minikrakenV2_ani97_cLOW_stTrue_r3_0.90,162.36,7.06,0:15.22,8160780, 12 ,1113%
minikrakenV2_ani95_cLOW_stTrue_r6_0.00,167.88,10.02,0:32.00,8483132, 12 ,555%
minikrakenV2_ani97_cHIGH_stFalse_r4_0.70,155.99,6.00,0:14.11,8161020, 12 ,1147%
minikrakenV2_ani97_cLOW_stFalse_r8_0.05,156.36,7.26,0:14.38,8478788, 12 ,1137%
minikrakenV2_UnAmbiguouslyMapped_ds.hous1_0.75,5.76,1.70,0:01.26,8117868, 12 ,589%
minikrakenV2_HMP_even_illum_SRR172902_0.15,39.18,3.88,0:04.32,8173088, 12 ,996%
minikrakenV2_ani100_cHIGH_stFalse_r8_0.15,152.13,6.82,0:13.97,8303872, 12 ,1137%
minikrakenV2_ani95_cLOW_stFalse_r2_0.80,150.93,6.34,0:13.77,8155760, 12 ,1141%
minikrakenV2_ani100_cHIGH_stTrue_r4_0.80,156.06,6.54,0:14.23,8164700, 12 ,1142%
minikrakenV2_ani97_cLOW_stFalse_r0_0.85,156.94,5.78,0:14.18,8153076, 12 ,1147%
minikrakenV2_ani100_cHIGH_stFalse_r0_0.95,149.28,6.06,0:13.74,8161856, 12 ,1130%
minikrakenV2_ani99_cLOW_stTrue_r1_0.75,160.31,6.35,0:14.67,8146356, 12 ,1136%
minikrakenV2_ani100_cLOW_stTrue_r7_0.55,165.01,7.26,0:15.07,8159140, 12 ,1142%
minikrakenV2_ani99_cHIGH_stTrue_r8_0.55,167.36,7.76,0:16.61,8162868, 12 ,1054%
minikrakenV2_ani99_cHIGH_stFalse_r9_0.60,156.48,6.99,0:14.31,8164828, 12 ,1141%
minikrakenV2_MGRG_nanopore_b9.fail.2d_0.85,0.15,0.08,0:00.14,822420, 12 ,168%
minikrakenV2_ani95_cLOW_stTrue_r9_0.00,166.48,9.20,0:43.15,8469140, 12 ,407%
minikrakenV2_ani99_cLOW_stFalse_r8_0.95,156.87,6.65,0:14.26,8154088, 12 ,1146%
minikrakenV2_Huttenhower_LC7_0.15,1.94,1.42,0:00.89,8036184, 12 ,376%
minikrakenV2_ani100_cHIGH_stFalse_r7_0.15,153.96,7.41,0:14.30,8283140, 12 ,1128%
minikrakenV2_ani97_cHIGH_stTrue_r0_0.45,164.76,7.29,0:15.08,8167340, 12 ,1140%
minikrakenV2_ani97_cLOW_stFalse_r7_0.05,157.12,7.17,0:14.47,8407956, 12 ,1135%
minikrakenV2_ani100_cHIGH_stFalse_r1_0.30,157.23,7.05,0:14.49,8182648, 12 ,1133%
minikrakenV2_ani97_cHIGH_stTrue_r6_0.60,159.74,6.61,0:14.56,8161680, 12 ,1141%
minikrakenV2_ani97_cLOW_stFalse_r1_0.20,153.80,6.30,0:13.98,8300464, 12 ,1144%
minikrakenV2_MGRG_nanopore_b4.pass.2d_1.00,0.05,0.00,0:00.03,22948, 12 ,203%
minikrakenV2_Huttenhower_LC1_0.30,1.88,1.59,0:00.97,8043248, 12 ,356%
minikrakenV2_ani99_cLOW_stTrue_r7_0.50,165.03,7.31,0:15.30,8163204, 12 ,1126%
minikrakenV2_ani99_cLOW_stFalse_r9_0.30,165.16,7.40,0:15.07,8233472, 12 ,1144%
minikrakenV2_ABRF_MGRG_1ng_0.75,39.51,2.99,0:04.15,7852900, 12 ,1023%
minikrakenV2_ani100_cLOW_stTrue_r1_0.70,152.76,6.83,0:13.99,8157924, 12 ,1140%
minikrakenV2_Huttenhower_HC2_0.20,7.28,1.82,0:01.40,8155980, 12 ,647%
minikrakenV2_RH_S002__insert_270_0.70,1042.68,21.35,1:41.15,8137604, 12 ,1051%
minikrakenV2_ani100_cHIGH_stTrue_r8_1.00,154.86,6.07,0:14.00,8163368, 12 ,1149%
minikrakenV2_ani97_cHIGH_stTrue_r9_0.60,164.23,6.85,0:14.96,8164056, 12 ,1143%
minikrakenV2_RH_S001__insert_270_0.10,1049.68,20.83,1:32.79,8322612, 12 ,1153%
minikrakenV2_ani95_cLOW_stTrue_r2_1.00,161.13,6.88,0:14.69,8157444, 12 ,1143%
minikrakenV2_ani95_cLOW_stTrue_r0_0.25,164.95,7.08,0:15.22,8248524, 12 ,1130%
minikrakenV2_RL_S001__insert_270_0.15,1034.87,21.30,1:28.81,8264848, 12 ,1189%
minikrakenV2_ani97_cHIGH_stFalse_r2_0.55,154.85,6.07,0:14.11,8160652, 12 ,1140%
minikrakenV2_NegControl_MH1_0.05,7.10,1.73,0:01.31,8101636, 12 ,670%
minikrakenV2_ani97_cLOW_stTrue_r2_0.35,170.60,7.26,0:15.60,8176304, 12 ,1139%
minikrakenV2_ani99_cHIGH_stFalse_r0_0.45,160.57,6.80,0:14.71,8162640, 12 ,1137%
minikrakenV2_ani99_cHIGH_stTrue_r1_0.70,166.95,7.24,0:28.84,8156852, 12 ,603%
minikrakenV2_ani99_cLOW_stTrue_r8_0.50,162.61,7.20,0:14.78,8157636, 12 ,1148%
minikrakenV2_ani99_cLOW_stFalse_r6_0.30,162.25,7.53,0:14.87,8208496, 12 ,1141%
minikrakenV2_ani100_cHIGH_stTrue_r5_0.25,159.43,6.92,0:14.54,8263896, 12 ,1143%
minikrakenV2_ani95_cLOW_stFalse_r3_0.25,149.00,6.24,0:13.55,8227068, 12 ,1145%
minikrakenV2_ani100_cLOW_stFalse_r2_0.65,147.78,6.96,0:13.65,8154404, 12 ,1133%
minikrakenV2_ani95_cLOW_stFalse_r1_1.00,149.52,6.13,0:13.58,8151464, 12 ,1145%
minikrakenV2_ani100_cHIGH_stTrue_r7_1.00,160.62,6.54,0:14.56,8157288, 12 ,1148%
minikrakenV2_ani99_cLOW_stTrue_r3_0.45,163.21,5.90,0:14.76,8158536, 12 ,1145%
minikrakenV2_ani100_cLOW_stTrue_r5_0.65,164.59,7.53,0:15.14,8160212, 12 ,1136%
minikrakenV2_NA12878_NegControl_SL126486_0_0.70,236.60,10.34,0:24.30,8160320, 12 ,1016%
minikrakenV2_ani97_cLOW_stTrue_r9_0.20,158.45,6.74,0:14.35,8290404, 12 ,1150%
minikrakenV2_MGRG_nanopore_b4.fail.2d_0.25,0.27,0.64,0:00.77,4288360, 12 ,117%
minikrakenV2_ani100_cLOW_stFalse_r9_0.70,153.71,6.81,0:14.09,8160960, 12 ,1139%
minikrakenV2_ani95_cLOW_stFalse_r8_0.30,164.62,6.77,0:17.73,8209816, 12 ,966%
minikrakenV2_Carma_eval_carma_0.25,0.65,1.27,0:01.03,7637620, 12 ,186%
minikrakenV2_ani100_cHIGH_stFalse_r7_1.00,151.72,6.38,0:26.10,8159380, 12 ,605%
minikrakenV2_UnAmbiguouslyMapped_ds.buccal_0.40,4.40,1.64,0:01.09,7900356, 12 ,551%
minikrakenV2_ani97_cHIGH_stTrue_r2_0.75,157.95,6.05,0:14.36,8156896, 12 ,1141%
minikrakenV2_ani100_cHIGH_stFalse_r5_0.25,163.62,6.90,0:15.08,8254736, 12 ,1130%
minikrakenV2_ani97_cLOW_stFalse_r5_0.35,162.22,7.33,0:14.83,8182824, 12 ,1142%
minikrakenV2_ani97_cHIGH_stFalse_r9_0.40,155.80,5.90,0:14.21,8167560, 12 ,1137%
minikrakenV2_Huttenhower_LC7_1.00,1.91,1.46,0:00.89,8027588, 12 ,378%
minikrakenV2_JGI_SRR033549_0.30,10.49,1.76,0:01.63,8104052, 12 ,750%
minikrakenV2_Huttenhower_LC5_0.25,1.87,1.51,0:00.96,8026156, 12 ,352%
minikrakenV2_MGRG_nanopore_b3.fail.2d_0.40,0.12,0.04,0:00.08,309144, 12 ,205%
minikrakenV2_ani99_cLOW_stFalse_r0_1.00,160.64,7.04,0:15.89,8158220, 12 ,1055%
minikrakenV2_ABRF_MGRG_10ng_0.70,44.22,3.11,0:04.53,7264808, 12 ,1043%
minikrakenV2_ani97_cLOW_stTrue_r6_0.20,165.73,8.33,0:15.32,8312788, 12 ,1135%
minikrakenV2_ani99_cHIGH_stFalse_r4_0.50,156.77,6.90,0:14.42,8165576, 12 ,1135%
minikrakenV2_ani99_cHIGH_stTrue_r5_0.65,162.27,7.13,0:14.84,8156052, 12 ,1141%
minikrakenV2_ani99_cLOW_stFalse_r2_0.25,162.46,7.26,0:14.85,8275876, 12 ,1142%
minikrakenV2_ani100_cHIGH_stTrue_r1_0.30,161.39,7.23,0:32.80,8212300, 12 ,514%
minikrakenV2_ani95_cLOW_stFalse_r7_0.30,157.90,6.97,0:14.40,8225608, 12 ,1144%
minikrakenV2_ani100_cLOW_stFalse_r6_0.70,140.61,7.12,0:13.00,8145084, 12 ,1136%
minikrakenV2_HMP_even_454_SRR072233_0.70,63.59,3.39,0:06.21,8121580, 12 ,1078%
minikrakenV2_RM2_S001__insert_270_0.90,1053.57,21.93,1:36.90,8136768, 12 ,1109%
minikrakenV2_ani100_cHIGH_stFalse_r8_1.00,157.91,6.62,0:38.87,8158256, 12 ,423%
minikrakenV2_HMP_even_illum_SRR172902_1.00,38.51,3.86,0:04.38,8108712, 12 ,966%
minikrakenV2_ani95_cLOW_stTrue_r4_0.30,149.84,6.74,0:13.66,8189664, 12 ,1145%
minikrakenV2_NegControl_MH2_0.90,7.05,1.71,0:01.29,8084376, 12 ,674%
minikrakenV2_Huttenhower_LC8_1.00,1.98,1.54,0:00.98,8046816, 12 ,359%
minikrakenV2_ani97_cHIGH_stFalse_r6_0.40,154.58,6.46,0:14.06,8164828, 12 ,1145%
minikrakenV2_Mavromatis_simHC_0.30,9.42,1.68,0:01.61,8130184, 12 ,689%
minikrakenV2_ani99_cHIGH_stFalse_r5_0.80,160.03,6.77,0:14.61,8158584, 12 ,1141%
minikrakenV2_MGRG_nanopore_b3.pass.2d_0.05,0.11,0.02,0:00.04,42176, 12 ,295%
minikrakenV2_NegControl_LM_0.65,7.52,1.66,0:01.39,8087080, 12 ,660%
minikrakenV2_ani95_cLOW_stTrue_r2_0.60,163.49,6.08,0:15.21,8155500, 12 ,1114%
minikrakenV2_ani97_cHIGH_stFalse_r0_0.10,156.23,6.46,0:14.48,8425220, 12 ,1123%
minikrakenV2_NA12878_NegControl_SL126488_0_0.15,142.96,6.85,0:13.16,8406520, 12 ,1137%
minikrakenV2_UnAmbiguouslyMapped_ds.cityparks_0.50,9.31,1.77,0:01.51,8144316, 12 ,732%
minikrakenV2_ani97_cHIGH_stTrue_r9_1.00,162.78,6.47,0:14.80,8162988, 12 ,1143%
minikrakenV2_ani100_cHIGH_stTrue_r7_0.60,157.30,6.63,0:14.27,8157872, 12 ,1148%
minikrakenV2_ani95_cLOW_stFalse_r1_0.60,157.18,6.28,0:14.26,8161764, 12 ,1145%
minikrakenV2_ani100_cLOW_stFalse_r0_0.20,154.00,6.54,0:14.02,8332196, 12 ,1144%
minikrakenV2_UnAmbiguouslyMapped_ds.hous2_0.95,3.76,1.48,0:01.01,8096864, 12 ,517%
minikrakenV2_ani97_cHIGH_stFalse_r7_0.90,162.03,7.53,0:15.02,8162868, 12 ,1128%
minikrakenV2_ani97_cLOW_stTrue_r0_0.70,162.91,6.43,0:14.75,8150832, 12 ,1147%
minikrakenV2_ani99_cHIGH_stFalse_r2_0.00,176.10,10.94,0:29.80,8488616, 12 ,627%
minikrakenV2_ani99_cHIGH_stTrue_r3_0.35,165.57,6.99,0:57.31,8172560, 12 ,301%
minikrakenV2_ani99_cLOW_stFalse_r4_0.75,154.76,6.74,0:14.16,8158072, 12 ,1139%
minikrakenV2_Huttenhower_LC3_0.75,1.92,1.51,0:00.96,8030836, 12 ,356%
minikrakenV2_ani99_cLOW_stTrue_r2_0.95,158.59,6.75,0:14.40,8154260, 12 ,1147%
minikrakenV2_MGRG_nanopore_b4.pass.2d_0.60,0.10,0.01,0:00.04,21656, 12 ,271%
minikrakenV2_ani97_cHIGH_stTrue_r6_1.00,156.69,7.09,0:22.42,8161544, 12 ,730%
minikrakenV2_ani100_cHIGH_stFalse_r3_0.75,150.28,6.12,0:13.74,8158236, 12 ,1138%
minikrakenV2_RH_S003__insert_270_0.95,996.54,19.13,1:25.38,8130548, 12 ,1189%
minikrakenV2_ani97_cHIGH_stTrue_r4_0.25,158.35,6.75,0:14.38,8253408, 12 ,1147%
minikrakenV2_ani97_cLOW_stFalse_r3_0.65,165.24,7.99,0:15.33,8166540, 12 ,1129%
minikrakenV2_UnAmbiguouslyMapped_ds.nycsm_0.20,4.17,1.70,0:01.11,8114856, 12 ,525%
minikrakenV2_MGRG_nanopore_R6_2d_fail_0.20,1.27,1.53,0:00.83,7981220, 12 ,334%
minikrakenV2_ani100_cHIGH_stTrue_r8_0.60,162.13,7.40,0:15.01,8162216, 12 ,1129%
minikrakenV2_ani99_cLOW_stTrue_r5_0.15,171.29,8.45,0:22.06,8410008, 12 ,814%
minikrakenV2_BMI_bmi_reads_0.45,40.10,2.73,0:04.26,8164788, 12 ,1004%
minikrakenV2_ani100_cLOW_stTrue_r3_0.35,156.69,5.96,0:14.15,8167524, 12 ,1149%
minikrakenV2_ani97_cHIGH_stFalse_r8_0.90,155.59,6.73,0:14.22,8163936, 12 ,1141%
minikrakenV2_ani100_cHIGH_stTrue_r3_0.75,157.19,7.21,0:14.35,8159932, 12 ,1145%
minikrakenV2_UnAmbiguouslyMapped_ds.frankengenome_0.20,6.86,1.70,0:01.33,8151220, 12 ,642%
minikrakenV2_ani95_cLOW_stFalse_r5_0.75,158.16,6.78,0:18.78,8157304, 12 ,877%
minikrakenV2_ani100_cLOW_stFalse_r4_0.35,149.97,7.00,0:13.82,8166368, 12 ,1135%
minikrakenV2_ani97_cHIGH_stFalse_r3_0.85,159.26,6.77,0:14.56,8161856, 12 ,1140%
minikrakenV2_Raiphy_eval_RAIphy_0.65,9.61,1.64,0:01.59,8158796, 12 ,706%
minikrakenV2_RH_S005__insert_270_0.55,1036.87,21.22,1:39.32,8139236, 12 ,1065%
minikrakenV2_ani97_cLOW_stTrue_r4_0.65,169.74,6.57,0:15.37,8160208, 12 ,1146%
minikrakenV2_ani99_cHIGH_stFalse_r6_0.15,164.24,6.79,0:15.11,8388724, 12 ,1131%
minikrakenV2_ani100_cLOW_stTrue_r8_0.20,151.34,6.56,0:13.78,8290024, 12 ,1145%
minikrakenV2_ani99_cHIGH_stTrue_r7_0.20,163.90,7.54,0:15.14,8308524, 12 ,1131%
minikrakenV2_ani99_cLOW_stFalse_r0_0.60,158.30,7.10,0:14.42,8154868, 12 ,1146%
minikrakenV2_Huttenhower_LC8_0.60,1.89,1.42,0:00.88,8018064, 12 ,376%
minikrakenV2_ani99_cLOW_stTrue_r9_0.80,159.75,7.45,0:14.61,8151616, 12 ,1144%
minikrakenV2_MGRG_nanopore_b1.pass.2d_0.85,0.14,0.05,0:00.10,499044, 12 ,185%
minikrakenV2_ani99_cHIGH_stFalse_r1_0.95,168.46,7.13,0:15.44,8166884, 12 ,1137%
minikrakenV2_ani95_cLOW_stTrue_r6_0.75,160.37,7.01,0:14.66,8156788, 12 ,1141%
minikrakenV2_ani97_cHIGH_stFalse_r4_0.05,160.51,7.20,0:14.73,8494432, 12 ,1138%
minikrakenV2_ani97_cLOW_stFalse_r8_0.70,158.10,6.75,0:14.41,8146804, 12 ,1143%
minikrakenV2_ani100_cHIGH_stFalse_r8_0.60,151.81,6.36,0:24.85,8163620, 12 ,636%
minikrakenV2_HMP_even_illum_SRR172902_0.60,37.66,3.71,0:04.13,8105776, 12 ,1001%
minikrakenV2_UnAmbiguouslyMapped_ds.hous1_0.00,6.32,1.86,0:01.53,8186612, 12 ,533%
minikrakenV2_ani99_cLOW_stTrue_r1_0.00,178.78,10.47,0:35.49,8450772, 12 ,533%
minikrakenV2_ani99_cHIGH_stTrue_r8_0.20,170.85,7.65,0:15.63,8333504, 12 ,1141%
minikrakenV2_ani100_cLOW_stTrue_r7_0.20,169.81,8.49,0:15.74,8334936, 12 ,1132%
minikrakenV2_ani99_cHIGH_stFalse_r9_0.15,159.71,7.40,0:14.73,8356348, 12 ,1133%
minikrakenV2_ani95_cLOW_stTrue_r9_0.75,154.19,6.33,0:14.00,8161928, 12 ,1145%
minikrakenV2_Huttenhower_LC7_0.60,1.87,1.48,0:00.91,8001128, 12 ,365%
minikrakenV2_ani99_cLOW_stTrue_r6_0.80,164.11,7.38,0:14.96,8153984, 12 ,1146%
minikrakenV2_ani97_cHIGH_stTrue_r0_0.30,162.77,6.78,0:14.83,8225112, 12 ,1143%
minikrakenV2_ani100_cHIGH_stFalse_r7_0.60,148.88,6.48,0:22.26,8162192, 12 ,697%
minikrakenV2_ani97_cLOW_stFalse_r7_0.70,151.78,6.71,0:13.88,8153016, 12 ,1141%
minikrakenV2_ani97_cHIGH_stTrue_r6_0.15,164.32,8.12,0:15.26,8350712, 12 ,1129%
minikrakenV2_ani100_cHIGH_stFalse_r1_0.45,155.57,6.57,0:14.33,8168872, 12 ,1130%
minikrakenV2_ani97_cLOW_stFalse_r1_0.55,159.54,6.59,0:14.52,8157084, 12 ,1143%
minikrakenV2_ani99_cHIGH_stTrue_r9_0.85,166.44,7.00,0:15.15,8159932, 12 ,1144%
minikrakenV2_ani100_cLOW_stTrue_r6_0.85,160.72,7.36,0:14.79,8147656, 12 ,1136%
minikrakenV2_Huttenhower_LC1_0.45,1.94,1.50,0:00.94,8018888, 12 ,363%
minikrakenV2_ABRF_MGRG_1ng_0.00,41.92,14.65,0:06.94,7900744, 12 ,815%
minikrakenV2_ani99_cLOW_stFalse_r9_0.45,166.51,7.73,0:15.29,8161060, 12 ,1139%
minikrakenV2_ani99_cLOW_stTrue_r7_0.25,162.75,7.21,0:14.86,8257544, 12 ,1143%
minikrakenV2_ani100_cLOW_stTrue_r1_0.05,160.41,6.86,0:14.77,8406116, 12 ,1132%
minikrakenV2_RM1_S001__insert_5000_0.80,347.32,8.56,0:30.38,8134108, 12 ,1171%
minikrakenV2_Huttenhower_HC2_0.55,6.98,1.68,0:01.37,8175496, 12 ,632%
minikrakenV2_RH_S002__insert_270_0.05,1027.64,20.27,1:28.18,8483336, 12 ,1188%
minikrakenV2_ani99_cLOW_stTrue_r5_1.00,166.16,6.93,0:15.08,8158936, 12 ,1147%
minikrakenV2_ani97_cHIGH_stTrue_r1_0.95,165.81,8.08,0:15.30,8160660, 12 ,1136%
minikrakenV2_ani97_cHIGH_stTrue_r9_0.15,163.96,7.36,0:15.01,8396748, 12 ,1141%
minikrakenV2_RH_S001__insert_270_0.65,1056.99,19.55,1:31.63,8138600, 12 ,1174%
minikrakenV2_ani100_cLOW_stFalse_r5_0.90,157.90,6.83,0:14.41,8154464, 12 ,1143%
minikrakenV2_NA12878_NegControl_SL126488_0_1.00,154.91,7.06,0:14.24,8157304, 12 ,1137%
minikrakenV2_ani100_cLOW_stTrue_r9_0.85,166.26,7.73,0:15.38,8157908, 12 ,1130%
minikrakenV2_ani99_cHIGH_stTrue_r6_0.85,166.85,7.20,1:06.09,8158896, 12 ,263%
minikrakenV2_ani95_cLOW_stTrue_r0_0.50,164.41,7.45,0:15.06,8165164, 12 ,1140%
minikrakenV2_ani97_cHIGH_stFalse_r2_0.20,156.65,6.82,0:14.33,8267236, 12 ,1140%
minikrakenV2_RL_S001__insert_270_0.60,1004.46,20.31,1:27.11,8138888, 12 ,1176%
minikrakenV2_MGRG_nanopore_b7.fail.2d_0.90,1.01,1.40,0:00.83,7902676, 12 ,289%
minikrakenV2_NegControl_MH1_0.70,7.05,1.70,0:01.33,8077684, 12 ,656%
minikrakenV2_ani97_cLOW_stTrue_r2_0.40,160.22,7.17,0:14.70,8154768, 12 ,1138%
minikrakenV2_ani99_cHIGH_stFalse_r0_0.30,154.75,6.62,0:14.13,8202008, 12 ,1142%
minikrakenV2_ani99_cHIGH_stTrue_r1_0.05,158.43,7.19,0:30.94,8482268, 12 ,535%
minikrakenV2_ani99_cLOW_stFalse_r6_0.45,158.98,6.93,0:14.52,8157588, 12 ,1142%
minikrakenV2_ani99_cLOW_stTrue_r8_0.25,167.72,7.84,0:23.14,8270180, 12 ,758%
minikrakenV2_ani100_cHIGH_stTrue_r5_0.50,163.95,7.30,0:15.00,8161320, 12 ,1141%
minikrakenV2_ani95_cLOW_stFalse_r3_0.50,151.37,6.67,0:13.88,8164524, 12 ,1137%
minikrakenV2_MGRG_nanopore_R6_2d_pass_0.95,5.79,1.62,0:01.22,8086144, 12 ,606%
minikrakenV2_ani100_cLOW_stFalse_r2_0.10,141.13,6.66,0:12.98,8250600, 12 ,1138%
minikrakenV2_MGRG_nanopore_b8.pass.2d_0.80,0.14,0.04,0:00.09,529112, 12 ,196%
minikrakenV2_RM2_S002__insert_270_0.85,1041.20,21.55,1:33.35,8139988, 12 ,1138%
minikrakenV2_ani99_cLOW_stTrue_r3_0.30,166.16,7.54,0:15.21,8210032, 12 ,1141%
minikrakenV2_ani100_cLOW_stTrue_r5_0.10,165.96,8.21,0:20.53,8395276, 12 ,848%
minikrakenV2_ani99_cHIGH_stFalse_r9_1.00,154.68,6.46,0:14.11,8160648, 12 ,1141%
minikrakenV2_ani97_cLOW_stTrue_r9_0.55,163.21,6.28,0:14.82,8162188, 12 ,1143%
minikrakenV2_ABRF_MGRG_5ng_0.85,35.00,3.21,0:03.78,8047036, 12 ,1010%
minikrakenV2_NA12878_NegControl_SL126486_0_0.05,212.98,9.70,0:19.42,8637448, 12 ,1146%
minikrakenV2_ani97_cHIGH_stTrue_r5_0.80,159.98,7.06,0:14.59,8158992, 12 ,1144%
minikrakenV2_MGRG_nanopore_b4.fail.2d_0.50,0.30,0.59,0:00.75,4288260, 12 ,119%
minikrakenV2_ani100_cLOW_stFalse_r9_0.05,156.64,7.88,0:14.49,8379700, 12 ,1134%
minikrakenV2_ani95_cLOW_stFalse_r8_0.45,160.10,6.15,0:14.43,8157424, 12 ,1151%
minikrakenV2_Carma_eval_carma_0.50,0.68,1.20,0:01.02,7630224, 12 ,184%
minikrakenV2_UnAmbiguouslyMapped_ds.buccal_0.35,4.37,1.64,0:01.08,7908484, 12 ,554%
minikrakenV2_ani100_cHIGH_stFalse_r5_0.50,149.02,5.77,0:19.33,8163364, 12 ,800%
minikrakenV2_ani97_cHIGH_stTrue_r2_0.00,170.79,9.62,0:29.57,8470160, 12 ,610%
minikrakenV2_ani97_cLOW_stFalse_r5_0.40,160.14,6.81,0:14.53,8168864, 12 ,1148%
minikrakenV2_ani97_cHIGH_stFalse_r9_0.35,154.47,6.82,0:14.15,8174088, 12 ,1139%
minikrakenV2_JGI_SRR033549_0.45,10.92,1.74,0:01.67,8109592, 12 ,756%
minikrakenV2_ani100_cLOW_stTrue_r2_0.90,160.89,6.68,0:14.61,8157772, 12 ,1146%
minikrakenV2_Huttenhower_LC5_0.50,1.87,1.55,0:00.94,8029156, 12 ,362%
minikrakenV2_MGRG_nanopore_b3.fail.2d_0.35,0.12,0.04,0:00.08,309424, 12 ,210%
minikrakenV2_ABRF_MGRG_10ng_0.05,46.34,3.39,0:05.09,7330928, 12 ,977%
minikrakenV2_ani97_cLOW_stTrue_r6_0.55,162.04,6.98,0:14.83,8162832, 12 ,1139%
minikrakenV2_ani99_cHIGH_stFalse_r6_1.00,158.50,6.39,0:14.39,8158036, 12 ,1145%
minikrakenV2_ani99_cHIGH_stFalse_r4_0.25,156.24,7.06,0:14.49,8251492, 12 ,1126%
minikrakenV2_ani99_cHIGH_stTrue_r5_0.10,166.40,7.83,0:15.35,8449464, 12 ,1134%
minikrakenV2_ani99_cLOW_stFalse_r2_0.50,155.56,5.94,0:14.09,8156420, 12 ,1145%
minikrakenV2_ani100_cHIGH_stTrue_r1_0.45,162.35,6.89,0:23.65,8158884, 12 ,715%
minikrakenV2_ani95_cLOW_stFalse_r7_0.45,163.46,6.87,0:14.97,8160864, 12 ,1137%
minikrakenV2_ani100_cLOW_stFalse_r6_0.05,141.04,6.82,0:13.18,8302028, 12 ,1121%
minikrakenV2_HMP_even_454_SRR072233_0.05,61.71,3.25,0:06.03,8170680, 12 ,1077%
minikrakenV2_ani100_cLOW_stFalse_r1_0.85,143.98,6.60,0:13.33,8153844, 12 ,1129%
minikrakenV2_ani99_cHIGH_stTrue_r2_0.90,163.67,7.33,0:14.97,8159460, 12 ,1142%
minikrakenV2_ani95_cLOW_stTrue_r4_0.45,154.62,6.18,0:14.07,8164504, 12 ,1142%
minikrakenV2_ani97_cHIGH_stFalse_r6_0.35,158.27,6.83,0:14.45,8173880, 12 ,1142%
minikrakenV2_MGRG_nanopore_R6_2d_fail_1.00,1.35,1.46,0:00.84,7983324, 12 ,334%
minikrakenV2_UnAmbiguouslyMapped_ds.nycsm_1.00,4.14,1.67,0:01.08,8094024, 12 ,535%
minikrakenV2_ani99_cLOW_stTrue_r7_0.10,164.54,7.42,0:15.12,8489404, 12 ,1136%
minikrakenV2_ABRF_MGRG_1ng_0.35,38.29,2.77,0:03.98,7856220, 12 ,1029%
