File name,User time (m),System time (m),Wall time (m),Maximum set size (Gb),Threads,CPU (%),Confidence
chocophlan_time,5.790248397435898,0.7011770833333333,0.8276682692307692,71.78733963461539,12.0,690.6201923076923,0.00
chocophlan_time,5.70410657051282,0.38354807692307696,0.6570016025641026,71.76999928846153,12.0,777.4903846153846,0.05
chocophlan_time,5.635120192307691,0.3801842948717949,0.5904783653846155,71.76227242307692,12.0,854.3605769230769,0.10
chocophlan_time,5.6174358974358976,0.363645032051282,0.5830128205128204,71.75880015384615,12.0,856.3076923076923,0.15
chocophlan_time,5.611096955128206,0.3504070512820513,0.5770528846153845,71.75606882692307,12.0,862.1826923076923,0.20
chocophlan_time,5.618733974358975,0.38188141025641026,0.5954270833333333,71.75181409615384,12.0,857.4663461538462,0.25
chocophlan_time,5.617682692307692,0.35275881410256404,0.5855336538461537,71.74598015384616,12.0,856.9134615384615,0.30
chocophlan_time,5.600540064102565,0.34877403846153854,0.5746794871794871,71.74048655769231,12.0,863.4663461538462,0.35
chocophlan_time,5.583088942307693,0.3359559294871795,0.5725376602564103,71.7369555,12.0,863.1634615384615,0.40
chocophlan_time,5.569891826923078,0.3338405448717949,0.571358173076923,71.7323633846154,12.0,861.8557692307693,0.45
chocophlan_time,5.575628205128205,0.3365552884615385,0.574602564102564,71.72651482692308,12.0,862.0528846153846,0.50
chocophlan_time,5.591916666666666,0.3361330128205129,0.5714983974358975,71.72106151923077,12.0,865.3557692307693,0.55
chocophlan_time,5.562080128205129,0.3830520833333334,0.5801498397435897,71.70897878846154,12.0,860.9134615384615,0.60
chocophlan_time,5.585870993589743,0.38556089743589744,0.5789447115384615,71.7015100576923,12.0,861.4038461538462,0.65
chocophlan_time,5.5965857371794865,0.34223557692307693,0.572511217948718,71.69403190384617,12.0,865.5144230769231,0.70
chocophlan_time,5.607732371794872,0.33806650641025643,0.5741578525641026,71.68837369230769,12.0,863.9471153846154,0.75
chocophlan_time,5.57573798076923,0.3370088141025641,0.5812331730769232,71.68332509615384,12.0,859.7548076923077,0.80
chocophlan_time,5.60061298076923,0.37033012820512823,0.5911891025641025,71.67672344230769,12.0,860.2932692307693,0.85
chocophlan_time,5.606948717948717,0.34940464743589744,0.5974014423076923,71.67283109615384,12.0,862.0048076923077,0.90
chocophlan_time,5.581053685897436,0.34366346153846156,0.5934567307692308,71.66714934615383,12.0,861.2692307692307,0.95
chocophlan_time,5.588995192307692,0.3658822115384615,0.597525641025641,71.6618813653846,12.0,859.7163461538462,1.00
