File name,User time (m),System time (m),Wall time (m),Maximum set size (Gb),Threads,CPU (%),Setting
metaphlan_time,0.06526522435897436,0.05752323717948718,0.011976762820512823,0.08344498076923076,12.0,1036.860576923077,wavg_g
metaphlan_time,0.06570833333333333,0.0577676282051282,0.011822916666666669,0.08342848076923076,12.0,1047.798076923077,wavg_l
metaphlan_time,0.0669823717948718,0.05748637820512821,0.012032852564102567,0.08345217307692308,12.0,1043.8509615384614,tavg_l
metaphlan_time,12.714427884615384,1.6416810897435896,1.2711650641025642,0.42353676923076927,12.0,969.3894230769231,avg_g
metaphlan_time,0.06455608974358974,0.05673477564102564,0.01210176282051282,0.0834274423076923,12.0,1012.2451923076923,avg_l
metaphlan_time,0.0670761217948718,0.05729887820512821,0.011968750000000002,0.08343626923076923,12.0,1044.1826923076924,med
metaphlan_time,41.89736939102565,6.344158653846154,4.74591907051282,2.913917173076923,12.0,851.3557692307693,very-sensitive-local
metaphlan_time,34.20285176282051,5.989415064102563,4.073184294871795,2.876342596153846,12.0,826.9375,sensitive-local
metaphlan_time,23.643358974358975,5.520783653846154,3.1858750000000002,2.7829326153846154,12.0,769.375,sensitive
metaphlan_time,40.18265458937198,14.054828502415461,5.273860708534623,2.9260321352657006,12.0,854.8405797101449,metaphlan_reads
metaphlan_time,35.498470352564105,9.457754807692307,4.464043269230769,2.7293327115384614,12.0,838.9615384615385,none
