File name,User time (m),System time (m),Wall time (m),Maximum set size (Gb),Threads,CPU (%),Confidence
RefSeqV205_100_time,2.3648766025641024,0.602551282051282,0.4832684294871795,79.69337844230769,12.0,521.3701923076923,0.00
RefSeqV205_100_time,2.251648237179487,0.3490216346153846,0.30679166666666674,79.60046625,12.0,708.3461538461538,0.05
RefSeqV205_100_time,2.2379983974358972,0.3493285256410257,0.3050080128205129,79.47443044230769,12.0,710.7596153846154,0.10
RefSeqV205_100_time,2.2198453525641026,0.35319150641025643,0.3016282051282051,79.42880584615384,12.0,713.8942307692307,0.15
RefSeqV205_100_time,2.218349358974359,0.35550961538461545,0.30234054487179485,79.4057231153846,12.0,712.8846153846154,0.20
RefSeqV205_100_time,2.228090544871795,0.35797596153846156,0.30365384615384616,79.39882090384616,12.0,712.7115384615385,0.25
RefSeqV205_100_time,2.2204711538461543,0.35362259615384617,0.30207612179487175,79.39574990384617,12.0,713.7884615384615,0.30
RefSeqV205_100_time,2.2169535256410255,0.34851201923076924,0.30069391025641024,79.39228896153847,12.0,714.5480769230769,0.35
RefSeqV205_100_time,2.2148373397435894,0.34781169871794876,0.30114022435897436,79.3916483846154,12.0,713.0769230769231,0.40
RefSeqV205_100_time,2.214237980769231,0.34781089743589744,0.3010625,79.38918057692307,12.0,713.0480769230769,0.45
RefSeqV205_100_time,2.2153173076923083,0.34747115384615385,0.3002091346153846,79.39016619230769,12.0,715.0336538461538,0.50
RefSeqV205_100_time,2.215809294871795,0.3473157051282051,0.30002964743589744,79.38988290384616,12.0,716.0432692307693,0.55
RefSeqV205_100_time,2.219954326923077,0.34839262820512823,0.3016586538461538,79.38987009615384,12.0,713.3413461538462,0.60
RefSeqV205_100_time,2.2216258012820513,0.3480272435897435,0.30147035256410254,79.39129046153846,12.0,714.7644230769231,0.65
RefSeqV205_100_time,2.218074519230769,0.3478621794871795,0.3007740384615385,79.38811292307693,12.0,715.0625,0.70
RefSeqV205_100_time,2.2186258012820512,0.3489927884615385,0.30169711538461536,79.3901935576923,12.0,712.6105769230769,0.75
RefSeqV205_100_time,2.2177291666666665,0.34871153846153846,0.300926282051282,79.3902835576923,12.0,714.1875,0.80
RefSeqV205_100_time,2.217046474358974,0.34774278846153844,0.3010392628205128,79.39057936538461,12.0,713.6586538461538,0.85
RefSeqV205_100_time,2.213734775641026,0.3473341346153846,0.30084374999999997,79.39029788461539,12.0,713.1634615384615,0.90
RefSeqV205_100_time,2.2014495192307693,0.34676121794871795,0.2991682692307692,79.3878279423077,12.0,713.5721153846154,0.95
RefSeqV205_100_time,2.2200208333333338,0.3486866987179487,0.3015080128205128,79.38926934615384,12.0,714.4375,1.00
