File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
RefSeqV205_Complete_500GB_HMP_even_454_SRR072233_0.20,96.89,53.93,0:15.26,477908432, 24 ,987%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r6_0.20,269.90,60.70,0:25.81,475168556, 24 ,1280%
RefSeqV205_Complete_500GB_ani99_cHIGH_stTrue_r9_0.15,273.66,59.66,0:24.20,489426704, 24 ,1377%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r6_0.15,263.95,58.36,0:24.18,461900292, 24 ,1332%
RefSeqV205_Complete_500GB_RH_S001__insert_270_1.00,1836.15,123.35,2:43.36,489212380, 24 ,1199%
RefSeqV205_Complete_500GB_MGRG_nanopore_b7.pass.2d_0.95,0.41,1.01,0:01.10,8117424, 24 ,130%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r6_0.85,258.62,59.71,0:24.13,489270588, 24 ,1318%
RefSeqV205_Complete_500GB_MGRG_nanopore_b8.fail.2d_0.85,1.24,5.43,0:02.85,53525768, 24 ,233%
RefSeqV205_Complete_500GB_HMP_even_illum_SRR172902_0.55,58.97,44.08,0:12.82,395344200, 24 ,803%
RefSeqV205_Complete_500GB_Huttenhower_HC1_0.60,10.96,34.25,0:08.75,306307756, 24 ,516%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.buccal_0.40,6.84,6.34,0:02.44,53185028, 24 ,538%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r9_0.10,263.31,60.60,0:23.80,489407984, 24 ,1360%
RefSeqV205_Complete_500GB_Huttenhower_LC2_0.70,3.07,10.31,0:04.45,100752000, 24 ,300%
RefSeqV205_Complete_500GB_Mavromatis_simLC_0.65,13.36,34.39,0:08.96,325097340, 24 ,532%
RefSeqV205_Complete_500GB_ABRF_MGRG_5ng_0.05,53.69,29.58,0:09.93,274553492, 24 ,838%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r6_0.45,255.35,54.43,0:22.82,482579344, 24 ,1356%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r1_0.05,275.71,61.04,0:24.47,489404836, 24 ,1376%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r9_0.20,266.18,58.41,0:23.60,486651712, 24 ,1375%
RefSeqV205_Complete_500GB_ani97_cLOW_stTrue_r8_0.25,256.96,57.71,0:22.42,488852796, 24 ,1403%
RefSeqV205_Complete_500GB_NA12878_NegControl_SL126486_0_0.70,412.58,67.58,0:30.45,489077432, 24 ,1576%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r2_0.40,264.07,58.92,0:22.93,471245508, 24 ,1408%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r1_0.50,258.60,55.69,0:23.04,489138628, 24 ,1363%
RefSeqV205_Complete_500GB_RM1_S001__insert_5000_0.10,614.55,70.91,0:39.59,489910732, 24 ,1731%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r1_0.95,256.06,52.95,0:21.97,481102380, 24 ,1406%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.nycsm_0.10,5.64,12.45,0:04.10,107947048, 24 ,440%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r8_0.30,279.76,60.47,0:23.80,489452728, 24 ,1429%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r7_0.00,255.59,59.43,0:31.73,489495988, 24 ,992%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r4_0.10,257.74,58.25,0:22.85,482541984, 24 ,1382%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.frankengenome_0.75,11.39,27.55,0:07.36,256941120, 24 ,528%
RefSeqV205_Complete_500GB_Huttenhower_LC4_0.20,3.09,8.52,0:03.41,89361284, 24 ,340%
RefSeqV205_Complete_500GB_ABRF_MGRG_Normal_0.60,51.06,24.40,0:08.38,223976432, 24 ,900%
RefSeqV205_Complete_500GB_JGI_SRR033548_0.15,0.91,3.04,0:01.75,28697120, 24 ,225%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r0_0.15,248.77,58.10,0:32.66,480717356, 24 ,939%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r7_0.55,260.92,57.44,0:24.25,489274304, 24 ,1312%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r7_0.95,258.36,56.20,0:23.66,476739740, 24 ,1329%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.soil_0.25,31.10,40.69,0:10.73,398342472, 24 ,668%
RefSeqV205_Complete_500GB_ABRF_MGRG_Half_1.00,56.13,25.10,0:08.76,240767120, 24 ,926%
RefSeqV205_Complete_500GB_Raiphy_eval_RAIphy_0.65,15.59,28.78,0:07.92,276056460, 24 ,559%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r0_0.45,258.82,56.01,0:22.33,474365844, 24 ,1409%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r8_0.05,250.72,58.52,0:30.39,479896916, 24 ,1017%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r0_0.80,280.67,63.61,0:25.83,489164652, 24 ,1332%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r3_0.90,258.71,59.13,0:22.63,488390592, 24 ,1403%
RefSeqV205_Complete_500GB_RM2_S002__insert_270_0.25,1829.98,96.06,1:34.04,490122636, 24 ,2048%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r0_0.85,254.12,51.10,0:21.53,444534044, 24 ,1417%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r8_0.00,257.11,60.56,0:38.57,489441280, 24 ,823%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r7_0.30,268.08,58.03,0:23.15,489350812, 24 ,1408%
RefSeqV205_Complete_500GB_ani97_cLOW_stTrue_r1_0.75,256.12,57.67,0:23.28,486245468, 24 ,1347%
RefSeqV205_Complete_500GB_MGRG_nanopore_b9.pass.2d_0.80,0.18,0.01,0:00.03,35324, 24 ,502%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r0_0.70,262.46,55.15,0:23.01,469404020, 24 ,1380%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r8_0.55,259.65,58.76,0:22.93,489091304, 24 ,1388%
RefSeqV205_Complete_500GB_ani99_cHIGH_stFalse_r2_0.50,251.14,58.66,0:22.45,485720888, 24 ,1379%
RefSeqV205_Complete_500GB_RM2_S001__insert_270_0.45,1854.19,114.45,1:35.97,489308084, 24 ,2051%
RefSeqV205_Complete_500GB_JGI_SRR033547_0.15,0.22,0.02,0:00.05,96324, 24 ,424%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r5_0.90,263.17,59.79,0:23.49,478312080, 24 ,1374%
RefSeqV205_Complete_500GB_NegControl_LM_0.90,10.88,40.28,0:09.05,345659328, 24 ,565%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r0_0.40,257.14,58.58,0:23.38,488752952, 24 ,1350%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r2_0.10,261.83,57.41,0:30.21,470752080, 24 ,1056%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r8_0.95,245.94,55.05,0:22.63,469453052, 24 ,1329%
RefSeqV205_Complete_500GB_NA12878_NegControl_SL126488_0_0.15,228.20,57.98,0:22.16,489450304, 24 ,1290%
RefSeqV205_Complete_500GB_ani95_cLOW_stTrue_r3_0.65,267.35,62.13,0:25.27,482748104, 24 ,1303%
RefSeqV205_Complete_500GB_ZymoMock_0.95,204.56,45.01,0:18.61,347822404, 24 ,1340%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r7_0.05,257.55,55.19,0:23.15,470215228, 24 ,1350%
RefSeqV205_Complete_500GB_ani99_cHIGH_stTrue_r0_0.45,269.11,61.96,0:25.10,489162348, 24 ,1318%
RefSeqV205_Complete_500GB_RL_S001__insert_270_0.65,1734.77,107.67,1:36.81,489454992, 24 ,1903%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r3_0.80,263.58,56.68,0:22.79,478871296, 24 ,1405%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r9_0.05,267.17,59.51,0:35.52,484188480, 24 ,919%
RefSeqV205_Complete_500GB_Huttenhower_HC1_1.00,10.38,31.36,0:08.32,306460392, 24 ,501%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r4_0.50,262.92,60.38,0:25.87,484536296, 24 ,1249%
RefSeqV205_Complete_500GB_RH_S001__insert_270_0.60,1845.45,105.87,1:31.46,489159148, 24 ,2133%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r7_0.85,254.60,59.07,0:23.11,483754328, 24 ,1357%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r4_0.95,256.25,53.88,0:22.39,489029440, 24 ,1385%
RefSeqV205_Complete_500GB_ani95_cLOW_stTrue_r8_0.70,263.56,59.27,0:23.68,484633400, 24 ,1362%
RefSeqV205_Complete_500GB_MGRG_nanopore_b3.fail.2d_0.75,0.22,0.09,0:00.11,568044, 24 ,268%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.gut_0.45,5.78,11.27,0:03.92,99642028, 24 ,434%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r0_0.05,257.87,57.80,0:23.16,487763312, 24 ,1362%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r3_0.15,269.17,59.56,0:24.13,488975632, 24 ,1362%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.cityparks_0.80,14.76,32.55,0:08.46,298444744, 24 ,559%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r4_0.00,260.83,56.70,0:34.50,459052704, 24 ,920%
RefSeqV205_Complete_500GB_ani99_cHIGH_stFalse_r9_0.45,264.00,55.13,0:22.87,489136652, 24 ,1395%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r3_0.40,268.39,59.21,0:23.45,489151488, 24 ,1396%
RefSeqV205_Complete_500GB_RM1_S002__insert_5000_0.30,610.64,67.70,0:39.25,489497304, 24 ,1728%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r4_0.55,272.55,59.99,0:24.29,488966004, 24 ,1368%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r6_0.05,254.17,56.22,0:34.68,472493512, 24 ,895%
RefSeqV205_Complete_500GB_ani95_cLOW_stTrue_r7_0.70,260.76,59.70,0:23.48,483156552, 24 ,1364%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.hous1_0.30,8.68,19.35,0:05.58,177957620, 24 ,501%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r8_0.85,260.90,59.64,0:23.63,486272928, 24 ,1356%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r3_0.10,265.18,57.86,0:23.27,478789652, 24 ,1387%
RefSeqV205_Complete_500GB_ani99_cHIGH_stTrue_r4_0.50,262.60,61.14,0:26.30,489123984, 24 ,1230%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r4_0.90,268.16,61.50,0:23.56,485603880, 24 ,1398%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r1_1.00,270.21,61.53,0:24.77,489079308, 24 ,1339%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r3_0.25,275.22,62.61,0:25.55,489395824, 24 ,1322%
RefSeqV205_Complete_500GB_ani97_cLOW_stTrue_r5_0.60,256.15,58.31,0:22.98,488626400, 24 ,1368%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r4_0.65,269.74,57.64,0:24.64,485139264, 24 ,1328%
RefSeqV205_Complete_500GB_RH_S002__insert_270_0.00,1903.16,126.96,3:56.17,491377688, 24 ,859%
RefSeqV205_Complete_500GB_ani99_cHIGH_stFalse_r6_0.45,263.81,58.61,0:23.90,487725064, 24 ,1348%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r1_0.85,269.31,57.59,0:23.80,468884916, 24 ,1373%
RefSeqV205_Complete_500GB_MGRG_nanopore_b4.fail.2d_0.10,0.58,1.12,0:01.37,11224276, 24 ,124%
RefSeqV205_Complete_500GB_ani99_cHIGH_stFalse_r0_0.60,267.45,55.99,0:23.38,489056552, 24 ,1383%
RefSeqV205_Complete_500GB_JGI_SRR033547_1.00,0.19,0.02,0:00.04,96152, 24 ,458%
RefSeqV205_Complete_500GB_MGRG_nanopore_R6_2d_fail_0.60,2.22,10.28,0:03.77,106516800, 24 ,331%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r9_0.20,267.33,60.00,0:23.82,488099656, 24 ,1373%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r5_0.00,256.41,58.27,0:32.44,489372820, 24 ,969%
RefSeqV205_Complete_500GB_ani97_cLOW_stTrue_r3_0.45,260.88,58.31,0:23.24,486704400, 24 ,1372%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r2_0.40,275.51,60.45,0:24.00,482145488, 24 ,1399%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r2_0.80,263.36,59.50,0:26.35,489019376, 24 ,1224%
RefSeqV205_Complete_500GB_ani95_cLOW_stTrue_r1_0.55,262.68,58.16,0:24.33,482578772, 24 ,1318%
RefSeqV205_Complete_500GB_BioPool_0.85,12.66,20.43,0:06.20,192252872, 24 ,533%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r5_0.35,258.80,56.62,0:22.99,475756000, 24 ,1371%
RefSeqV205_Complete_500GB_NegControl_MH2_0.40,11.00,37.49,0:08.68,345392904, 24 ,558%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.frankengenome.mix_0.75,85.38,51.25,0:17.41,435697248, 24 ,784%
RefSeqV205_Complete_500GB_ani99_cHIGH_stTrue_r2_0.75,252.55,56.97,0:22.58,488987480, 24 ,1370%
RefSeqV205_Complete_500GB_NA12878_NegControl_SL126488_0_1.00,276.43,60.60,0:23.61,489029688, 24 ,1427%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r2_0.70,273.57,63.09,0:24.93,488732096, 24 ,1350%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r0_0.20,265.21,56.57,0:23.01,478501312, 24 ,1397%
RefSeqV205_Complete_500GB_MGRG_nanopore_b4.pass.2d_0.20,0.10,0.09,0:00.04,40696, 24 ,485%
RefSeqV205_Complete_500GB_Huttenhower_LC6_0.10,2.97,9.24,0:03.66,94589940, 24 ,333%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r0_1.00,256.99,56.98,0:23.33,480351656, 24 ,1345%
RefSeqV205_Complete_500GB_JGI_SRR033548_1.00,0.90,3.13,0:01.79,28689848, 24 ,224%
RefSeqV205_Complete_500GB_Huttenhower_HC2_0.80,10.79,33.60,0:09.89,305686932, 24 ,448%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r2_0.25,252.81,54.21,0:22.42,475485600, 24 ,1368%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r5_0.65,268.34,60.50,0:24.38,489177212, 24 ,1348%
RefSeqV205_Complete_500GB_RH_S005__insert_270_0.50,1867.11,115.23,1:36.83,489235548, 24 ,2047%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r6_0.20,254.06,57.56,0:23.20,484706212, 24 ,1343%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r5_0.30,283.27,60.52,0:24.52,489450164, 24 ,1402%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r2_0.75,256.92,57.20,0:23.89,464913644, 24 ,1314%
RefSeqV205_Complete_500GB_MGRG_nanopore_b3.pass.2d_0.45,0.20,0.01,0:00.04,81820, 24 ,541%
RefSeqV205_Complete_500GB_ABRF_MGRG_Half_0.15,58.24,25.69,0:08.93,240808732, 24 ,939%
RefSeqV205_Complete_500GB_Huttenhower_LC1_0.90,2.91,9.76,0:03.83,97538352, 24 ,331%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r6_0.95,264.59,60.32,0:23.16,489017324, 24 ,1402%
RefSeqV205_Complete_500GB_ani95_cLOW_stTrue_r5_0.40,272.02,59.86,0:23.74,487801828, 24 ,1398%
RefSeqV205_Complete_500GB_RH_S003__insert_270_0.90,1826.27,102.58,1:34.21,489373220, 24 ,2047%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r1_0.20,266.01,58.44,0:23.74,478750336, 24 ,1366%
RefSeqV205_Complete_500GB_Carma_eval_carma_0.85,1.26,5.17,0:03.89,48190600, 24 ,165%
RefSeqV205_Complete_500GB_ani99_cHIGH_stTrue_r6_0.60,267.70,61.12,0:23.56,489067272, 24 ,1395%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r9_0.60,265.08,60.44,0:23.54,484478880, 24 ,1382%
RefSeqV205_Complete_500GB_Mavromatis_simMC_0.65,15.47,36.06,0:09.36,354709124, 24 ,550%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r6_0.65,267.20,59.72,0:23.98,488965764, 24 ,1362%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r4_0.35,266.72,58.50,0:24.84,479889636, 24 ,1308%
RefSeqV205_Complete_500GB_ani99_cHIGH_stFalse_r4_0.75,267.90,61.21,0:25.45,489107732, 24 ,1292%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r9_0.30,267.64,59.03,0:23.88,470468592, 24 ,1367%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r1_0.15,263.74,55.31,0:22.93,489377484, 24 ,1391%
RefSeqV205_Complete_500GB_ani97_cLOW_stTrue_r7_0.50,258.42,59.47,0:24.06,486909732, 24 ,1321%
RefSeqV205_Complete_500GB_HMP_even_454_SRR072233_0.55,97.08,47.80,0:14.96,478460552, 24 ,968%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r6_0.55,261.93,56.98,0:24.24,474873176, 24 ,1315%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r6_0.60,256.90,55.37,0:22.16,461460564, 24 ,1409%
RefSeqV205_Complete_500GB_ani99_cHIGH_stTrue_r9_0.60,269.31,61.81,0:24.11,489054320, 24 ,1373%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r9_0.95,259.41,58.09,0:23.43,489023240, 24 ,1354%
RefSeqV205_Complete_500GB_HMP_even_illum_SRR172902_0.20,60.14,43.54,0:13.05,395311800, 24 ,794%
RefSeqV205_Complete_500GB_Huttenhower_HC1_0.15,11.38,33.89,0:08.78,306440412, 24 ,515%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.buccal_0.35,6.67,6.40,0:02.48,53166816, 24 ,526%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r9_0.65,267.78,59.70,0:23.47,489059216, 24 ,1395%
RefSeqV205_Complete_500GB_Huttenhower_LC5_0.85,2.98,9.58,0:03.79,94848664, 24 ,330%
RefSeqV205_Complete_500GB_Huttenhower_LC2_0.05,3.00,9.84,0:03.92,100705360, 24 ,327%
RefSeqV205_Complete_500GB_Mavromatis_simLC_0.10,13.07,35.62,0:08.96,325204828, 24 ,543%
RefSeqV205_Complete_500GB_ABRF_MGRG_5ng_0.70,52.25,29.05,0:09.42,274589536, 24 ,862%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r6_0.30,266.32,59.33,0:23.45,482619264, 24 ,1388%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r1_0.70,261.01,60.78,0:23.05,489064912, 24 ,1395%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r9_0.55,268.95,59.74,0:23.99,486357040, 24 ,1369%
RefSeqV205_Complete_500GB_ani97_cLOW_stTrue_r8_0.50,261.03,59.46,0:22.97,488609756, 24 ,1395%
RefSeqV205_Complete_500GB_NA12878_NegControl_SL126486_0_0.05,338.27,68.75,0:38.20,489635932, 24 ,1065%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r3_1.00,274.24,60.83,0:24.68,488512484, 24 ,1357%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r1_0.25,259.29,54.20,0:22.76,489432592, 24 ,1377%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r2_0.35,264.84,58.85,0:25.10,471345984, 24 ,1289%
RefSeqV205_Complete_500GB_RM1_S001__insert_5000_0.65,600.65,66.61,0:37.59,489166012, 24 ,1775%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r8_1.00,268.92,58.52,0:23.44,489037028, 24 ,1396%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r6_0.05,249.26,58.45,0:40.74,484675908, 24 ,755%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r5_0.15,262.80,53.30,0:22.49,489509140, 24 ,1405%
RefSeqV205_Complete_500GB_Huttenhower_LC6_0.35,2.68,10.05,0:04.29,94470668, 24 ,296%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r8_0.85,254.57,39.99,0:19.26,307569980, 24 ,1528%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r2_0.00,249.36,55.68,1:12.57,475286724, 24 ,420%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r5_0.40,264.23,61.72,0:23.76,489168668, 24 ,1371%
RefSeqV205_Complete_500GB_RH_S005__insert_270_0.75,1815.65,108.03,1:36.16,489161512, 24 ,2000%
RefSeqV205_Complete_500GB_ABRF_MGRG_Half_0.30,58.19,26.35,0:09.13,240747748, 24 ,925%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r5_0.80,252.72,52.41,0:22.07,483915364, 24 ,1382%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r2_0.50,260.36,60.31,0:23.70,465026956, 24 ,1352%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r1_0.85,256.90,59.27,0:26.27,476707648, 24 ,1203%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r2_0.95,263.78,60.84,0:23.32,488960104, 24 ,1391%
RefSeqV205_Complete_500GB_MGRG_nanopore_b3.pass.2d_0.60,0.19,0.02,0:00.04,81884, 24 ,493%
RefSeqV205_Complete_500GB_ABRF_MGRG_10ng_0.85,67.92,34.19,0:11.47,309464924, 24 ,890%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r9_0.05,249.71,57.67,0:30.24,488051380, 24 ,1016%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r2_0.90,267.15,57.19,0:23.27,471957764, 24 ,1393%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r7_1.00,263.92,60.05,0:23.28,488999536, 24 ,1391%
RefSeqV205_Complete_500GB_ani100_cHIGH_stTrue_r5_0.25,267.64,57.81,0:23.40,489374888, 24 ,1390%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r2_0.65,274.20,63.31,0:26.30,481887624, 24 ,1283%
RefSeqV205_Complete_500GB_ani97_cLOW_stTrue_r3_0.60,262.14,59.56,0:24.12,486583888, 24 ,1333%
RefSeqV205_Complete_500GB_ani99_cHIGH_stFalse_r0_0.45,274.02,60.22,0:25.01,489384576, 24 ,1336%
RefSeqV205_Complete_500GB_MGRG_nanopore_R6_2d_fail_0.45,2.17,10.40,0:03.91,106536936, 24 ,321%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r7_0.85,248.25,49.60,0:21.95,377788176, 24 ,1356%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r0_0.05,273.94,65.37,0:27.19,478606416, 24 ,1247%
RefSeqV205_Complete_500GB_MGRG_nanopore_b4.pass.2d_0.05,0.19,0.01,0:00.04,40616, 24 ,509%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r2_0.55,265.63,57.07,0:23.42,488737720, 24 ,1377%
RefSeqV205_Complete_500GB_ani95_cLOW_stTrue_r1_0.70,254.70,56.00,0:22.62,482456840, 24 ,1373%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r5_0.10,267.08,59.18,0:23.43,475803860, 24 ,1392%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.frankengenome.mix_0.50,84.33,46.61,0:13.33,435677024, 24 ,982%
RefSeqV205_Complete_500GB_ani99_cHIGH_stTrue_r2_0.50,265.63,58.14,0:23.23,489090816, 24 ,1393%
RefSeqV205_Complete_500GB_NegControl_MH2_0.65,10.84,35.87,0:08.61,345178668, 24 ,542%
RefSeqV205_Complete_500GB_HMP_even_illum_SRR172902_0.05,58.40,44.50,0:16.92,395550648, 24 ,608%
RefSeqV205_Complete_500GB_JGI_SRR033549_0.95,16.57,26.70,0:07.37,245575828, 24 ,586%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r1_0.95,244.18,52.36,0:22.79,453383376, 24 ,1300%
RefSeqV205_Complete_500GB_Huttenhower_HC1_0.30,11.03,34.36,0:08.49,306548280, 24 ,534%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r9_0.40,262.14,60.22,0:24.28,489419496, 24 ,1327%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.buccal_0.10,6.87,6.30,0:02.54,53178220, 24 ,516%
RefSeqV205_Complete_500GB_ani100_cLOW_stTrue_r6_0.45,260.12,57.88,0:24.13,461793852, 24 ,1317%
RefSeqV205_Complete_500GB_ani99_cHIGH_stTrue_r9_0.45,265.20,59.39,0:23.02,489220860, 24 ,1409%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r6_0.80,278.81,61.19,0:24.04,489027600, 24 ,1413%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r5_0.90,266.75,59.42,0:23.43,487840224, 24 ,1392%
RefSeqV205_Complete_500GB_ani97_cLOW_stTrue_r8_0.75,260.12,58.12,0:23.32,488516988, 24 ,1364%
RefSeqV205_Complete_500GB_ani100_cLOW_stFalse_r9_0.70,258.38,57.06,0:23.97,486367208, 24 ,1315%
RefSeqV205_Complete_500GB_UnAmbiguouslyMapped_ds.7_0.95,62.32,51.05,0:13.54,470293340, 24 ,837%
RefSeqV205_Complete_500GB_NA12878_NegControl_SL126486_0_0.20,351.50,66.37,0:27.68,489573420, 24 ,1509%
RefSeqV205_Complete_500GB_ani99_cLOW_stFalse_r9_0.85,254.37,55.17,0:23.38,450359140, 24 ,1323%
RefSeqV205_Complete_500GB_ani100_cHIGH_stFalse_r1_0.00,270.25,60.90,0:24.53,489468256, 24 ,1349%
RefSeqV205_Complete_500GB_ani99_cLOW_stTrue_r2_0.10,260.13,56.56,0:22.88,471416248, 24 ,1383%
RefSeqV205_Complete_500GB_RM1_S001__insert_5000_0.40,599.24,68.64,0:37.78,489261524, 24 ,1767%
RefSeqV205_Complete_500GB_Huttenhower_LC2_0.20,3.06,10.19,0:04.07,100686540, 24 ,325%
RefSeqV205_Complete_500GB_ABRF_MGRG_5ng_0.55,51.77,28.35,0:09.60,274542812, 24 ,833%
RefSeqV205_Complete_500GB_Mavromatis_simLC_0.35,13.43,36.74,0:09.10,324959796, 24 ,551%
RefSeqV205_Complete_500GB_ani97_cLOW_stFalse_r6_0.15,263.31,55.63,0:23.06,482629236, 24 ,1382%
RefSeqV205_Complete_500GB_ani97_cHIGH_stTrue_r1_0.55,264.78,58.49,0:23.84,489081220, 24 ,1355%
RefSeqV205_Complete_500GB_ani95_cLOW_stFalse_r4_0.10,260.86,56.59,0:23.26,479730612, 24 ,1364%
RefSeqV205_Complete_500GB_ani97_cHIGH_stFalse_r6_0.40,274.94,62.58,0:24.84,489025872, 24 ,1358%
