File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
metaphlan_readsRaiphy_eval_RAIphy_avg_g,207.93,34.23,1:17.50,2730536, 12 ,312%
metaphlan_readsRH_S002__insert_270_med,4.86,3.88,0:00.69,83316, 12 ,1255%
metaphlan_readsani99_cLOW_stTrue_r2.fastq.bowtie2out_wavg_g,37.95,4.89,0:34.61,1112840, 12 ,123%
metaphlan_readsani100_cHIGH_stTrue_r7_wavg_g,4.25,3.46,0:00.70,83308, 12 ,1088%
metaphlan_readsRL_S001__insert_270_avg_l,4.77,3.65,0:00.68,83328, 12 ,1238%
metaphlan_readsani95_cLOW_stTrue_r0_wavg_l,3.31,3.47,0:00.69,83464, 12 ,981%
metaphlan_readsani100_cHIGH_stTrue_r7.fastq.bowtie2out_wavg_g,32.80,4.90,0:29.49,1134792, 12 ,127%
metaphlan_readsani100_cHIGH_stFalse_r2_avg_g,1.96,4.39,0:00.68,83396, 12 ,927%
metaphlan_readsani95_cLOW_stFalse_r7_wavg_g,1.66,4.02,0:00.81,83528, 12 ,698%
metaphlan_readsani100_cLOW_stFalse_r1.fastq,2336.88,902.64,5:18.87,2672768, 12 ,1015%
metaphlan_readsani100_cLOW_stFalse_r1_wavg_l,6.13,3.41,0:00.74,83556, 12 ,1280%
metaphlan_readsani100_cHIGH_stFalse_r7.fastq.bowtie2out_wavg_g,40.67,5.40,0:38.35,1108096, 12 ,120%
metaphlan_readsani99_cHIGH_stFalse_r2_tavg_l,3.37,3.61,0:00.67,83308, 12 ,1033%
metaphlan_readsani97_cHIGH_stFalse_r8_sensitive-local,2038.40,373.71,4:00.37,2673296, 12 ,1003%
metaphlan_readsani99_cLOW_stFalse_r9.fastq.bowtie2out_avg_l,41.84,5.30,0:39.87,1156120, 12 ,118%
metaphlan_readsani99_cLOW_stTrue_r5_avg_l,5.15,3.38,0:00.69,83332, 12 ,1226%
metaphlan_readsani100_cLOW_stFalse_r8.fastq.bowtie2out_wavg_l,43.59,4.86,0:40.52,1118156, 12 ,119%
metaphlan_readsani97_cLOW_stTrue_r4_wavg_l,1.90,1.66,0:00.70,83540, 12 ,505%
metaphlan_readsani100_cLOW_stFalse_r0_avg_g,4.68,3.49,0:00.75,83528, 12 ,1081%
metaphlan_readsMGRG_nanopore_b3.fail.2d.fastq.bowtie2out_wavg_l,44.81,4.93,0:41.86,1047848, 12 ,118%
metaphlan_ani100_cHIGH_stTrue_r0,2.45,5.56,0:00.73,83192, 12 ,1097%
metaphlan_readsani99_cHIGH_stTrue_r7_sensitive-local,2008.69,374.62,3:55.92,2673444, 12 ,1010%
metaphlan_readsani97_cHIGH_stTrue_r3_very-sensitive-local,2430.11,399.50,4:34.10,2686388, 12 ,1032%
metaphlan_readsani95_cLOW_stFalse_r3.fastq.bowtie2out_avg_g,39.37,4.97,0:35.91,1099576, 12 ,123%
metaphlan_readsJGI_SRR033547_very-sensitive-local,62.17,12.85,0:54.77,2603440, 12 ,136%
metaphlan_ani100_cLOW_stFalse_r5,2478.31,658.48,5:09.10,2673828, 12 ,1014%
metaphlan_readsani99_cHIGH_stTrue_r9.fastq.bowtie2out_avg_l,33.48,4.84,0:31.27,1136752, 12 ,122%
metaphlan_readsani99_cLOW_stFalse_r8_very-sensitive-local,2424.13,393.88,4:39.97,2685328, 12 ,1006%
metaphlan_readsani97_cLOW_stFalse_r1_sensitive-local,2016.68,361.82,4:03.44,2670912, 12 ,977%
metaphlan_readsani95_cLOW_stTrue_r1.fastq.bowtie2out_wavg_g,37.73,4.96,0:35.38,1087272, 12 ,120%
metaphlan_readsRM1_S001__insert_5000.fasta.bowtie2out_avg_l,46.44,4.97,0:43.35,1254984, 12 ,118%
metaphlan_readsani99_cHIGH_stFalse_r1_sensitive-local,1992.44,375.52,4:00.71,2671256, 12 ,983%
metaphlan_readsMGRG_nanopore_R6_2d_pass.fastq.bowtie2out_med,45.97,4.64,0:43.41,1047860, 12 ,116%
metaphlan_readsani97_cLOW_stTrue_r7_sensitive,1381.74,337.91,3:06.85,2646760, 12 ,920%
metaphlan_readsABRF_MGRG_5ng.fastq.bowtie2out_tavg_l,42.80,4.52,0:39.67,1051968, 12 ,119%
metaphlan_readsani100_cHIGH_stTrue_r2_sensitive,1433.34,352.66,3:10.23,2647484, 12 ,938%
metaphlan_readsani97_cHIGH_stTrue_r5_tavg_l,6.41,3.61,0:00.71,83348, 12 ,1404%
metaphlan_readsNA12878_NegControl_SL126486_0_very-sensitive-local,3313.36,646.66,6:17.03,2662884, 12 ,1050%
metaphlan_readsRM2_S001__insert_270_sensitive,8856.15,1807.80,15:09.41,2647748, 12 ,1172%
metaphlan_readsani99_cLOW_stTrue_r3_tavg_l,4.60,3.53,0:00.69,83472, 12 ,1171%
metaphlan_readsani95_cLOW_stFalse_r3.fastq.bowtie2out_wavg_l,40.04,4.80,0:37.52,1099752, 12 ,119%
metaphlan_readsani97_cLOW_stFalse_r8_very-sensitive-local,2510.37,402.99,4:45.73,2684052, 12 ,1019%
metaphlan_readsani99_cHIGH_stTrue_r7_wavg_l,5.19,3.56,0:00.68,83352, 12 ,1281%
metaphlan_readsUnAmbiguouslyMapped_ds.gut.fastq.bowtie2out_tavg_l,41.58,4.73,0:38.06,1053636, 12 ,121%
metaphlan_readsani99_cLOW_stTrue_r0.fastq.bowtie2out_wavg_g,35.47,4.82,0:32.36,1115220, 12 ,124%
metaphlan_readsani99_cHIGH_stFalse_r2_avg_l,5.12,3.45,0:00.73,83344, 12 ,1161%
metaphlan_readsani100_cLOW_stTrue_r2.fastq.bowtie2out_med,42.40,4.85,0:38.84,1112352, 12 ,121%
metaphlan_readsani99_cLOW_stTrue_r0.fastq.bowtie2out_avg_l,39.81,5.14,0:36.22,1115132, 12 ,124%
metaphlan_readsRH_S004__insert_270_avg_l,6.08,3.91,0:00.71,83524, 12 ,1396%
metaphlan_readsani97_cLOW_stTrue_r3.fastq.bowtie2out_med,39.25,4.80,0:36.54,1144484, 12 ,120%
metaphlan_readsani100_cHIGH_stTrue_r5.fastq.bowtie2out_wavg_g,30.86,2.87,0:30.10,1141704, 12 ,112%
metaphlan_readsani95_cLOW_stFalse_r8_sensitive,1381.32,342.79,3:09.75,2646756, 12 ,908%
metaphlan_readsani99_cHIGH_stFalse_r8_wavg_l,3.32,3.06,0:00.74,83600, 12 ,857%
metaphlan_ani100_cHIGH_stTrue_r7,2128.51,624.08,4:29.44,2674240, 12 ,1021%
metaphlan_ani100_cLOW_stFalse_r2,2314.47,649.43,4:56.51,2673548, 12 ,999%
metaphlan_readsMGRG_nanopore_R6_2d_fail_avg_l,1.92,3.37,0:00.68,83332, 12 ,778%
metaphlan_readsani100_cLOW_stTrue_r5.fastq.bowtie2out_wavg_l,39.61,5.30,0:35.94,1110112, 12 ,124%
metaphlan_readsani99_cLOW_stTrue_r7_med,3.59,3.23,0:00.74,83464, 12 ,913%
metaphlan_readsani99_cLOW_stTrue_r9_wavg_l,4.81,3.59,0:00.67,83332, 12 ,1244%
metaphlan_readsani99_cLOW_stTrue_r4_sensitive-local,2048.54,367.82,4:01.19,2671816, 12 ,1001%
metaphlan_readsani97_cLOW_stFalse_r1.fastq,2486.24,925.10,5:35.29,2672324, 12 ,1017%
metaphlan_readsani99_cHIGH_stTrue_r6.fastq.bowtie2out_wavg_g,34.61,5.53,0:30.80,1138036, 12 ,130%
metaphlan_readsani97_cLOW_stFalse_r0_avg_g,2.08,3.72,0:00.73,83332, 12 ,791%
metaphlan_readsMavromatis_simLC.fasta.bowtie2out_tavg_l,43.79,5.18,0:40.58,1048584, 12 ,120%
metaphlan_readsHuttenhower_LC5_wavg_g,4.92,3.65,0:00.68,83468, 12 ,1256%
metaphlan_readsani95_cLOW_stTrue_r2.fastq.bowtie2out_avg_g,35.42,4.51,0:32.56,1095448, 12 ,122%
metaphlan_readsani99_cHIGH_stTrue_r3_very-sensitive-local,2573.47,413.26,4:48.85,2686856, 12 ,1033%
metaphlan_readsRH_S004__insert_270_wavg_g,5.95,3.95,0:00.68,83512, 12 ,1456%
metaphlan_readsani100_cLOW_stTrue_r4_wavg_l,4.23,3.46,0:00.73,83488, 12 ,1053%
metaphlan_readsani99_cHIGH_stFalse_r6_sensitive,1389.15,338.87,3:07.59,2646964, 12 ,921%
metaphlan_readsani99_cLOW_stFalse_r9.fastq.bowtie2out_wavg_l,44.79,4.92,0:41.46,1155896, 12 ,119%
metaphlan_readsani99_cHIGH_stTrue_r4_avg_g,4.86,3.26,0:00.76,83328, 12 ,1070%
metaphlan_readsani97_cHIGH_stFalse_r0_very-sensitive-local,2514.16,414.57,4:46.08,2684592, 12 ,1023%
metaphlan_readsRH_S003__insert_270.fasta.bowtie2out_wavg_g,46.60,5.38,0:44.06,1599088, 12 ,117%
metaphlan_readsani97_cLOW_stFalse_r9_wavg_g,4.92,3.55,0:00.67,83508, 12 ,1252%
metaphlan_readsani99_cLOW_stTrue_r3_med,5.07,3.49,0:00.70,83508, 12 ,1210%
metaphlan_readsani95_cLOW_stTrue_r3.fastq.bowtie2out_wavg_g,35.56,4.08,0:34.36,1112480, 12 ,115%
metaphlan_readsani97_cHIGH_stFalse_r3_avg_g,5.48,3.38,0:00.69,83332, 12 ,1269%
metaphlan_readsani97_cHIGH_stFalse_r2.fastq,2372.09,881.77,5:12.65,2673764, 12 ,1040%
metaphlan_UnAmbiguouslyMapped_ds.frankengenome.mix,1135.59,55.58,2:31.70,2808928, 12 ,785%
metaphlan_readsani100_cHIGH_stFalse_r0_wavg_l,3.61,3.71,0:00.72,83600, 12 ,1009%
metaphlan_readsani100_cLOW_stTrue_r5.fastq.bowtie2out_avg_l,40.33,4.62,0:37.21,1109968, 12 ,120%
metaphlan_readsMGRG_nanopore_b7.fail.2d.fastq,120.29,11.05,1:07.30,6998196, 12 ,195%
metaphlan_readsHuttenhower_HC1_med,4.80,3.38,0:00.69,83440, 12 ,1181%
metaphlan_readsani99_cLOW_stTrue_r2_sensitive,1406.38,326.92,3:07.97,2646800, 12 ,922%
metaphlan_readsani97_cHIGH_stTrue_r4.fastq.bowtie2out_avg_l,34.91,5.95,0:32.76,1141816, 12 ,124%
metaphlan_readsMGRG_nanopore_b9.pass.2d_very-sensitive-local,68.91,15.24,0:57.42,2608588, 12 ,146%
metaphlan_readsani99_cHIGH_stTrue_r5.fastq,2486.23,896.21,5:20.96,2674600, 12 ,1053%
metaphlan_readsMavromatis_simLC_avg_l,5.36,3.81,0:00.76,83500, 12 ,1208%
metaphlan_readsUnAmbiguouslyMapped_ds.buccal.fastq.bowtie2out_wavg_l,44.22,5.04,0:41.12,1056536, 12 ,119%
metaphlan_readsani99_cLOW_stFalse_r1_wavg_g,1.53,3.11,0:00.72,83400, 12 ,642%
metaphlan_readsani95_cLOW_stFalse_r4_avg_l,3.32,2.90,0:00.77,83396, 12 ,809%
metaphlan_readsani97_cLOW_stFalse_r4.fastq.bowtie2out_avg_l,41.65,4.95,0:38.25,1121836, 12 ,121%
metaphlan_readsani100_cHIGH_stFalse_r5.fastq.bowtie2out_wavg_g,41.93,4.96,0:38.26,1104188, 12 ,122%
metaphlan_readsNA12878_NegControl_SL126487_0_med,4.94,3.34,0:00.69,83308, 12 ,1185%
metaphlan_readsani100_cHIGH_stTrue_r0.fastq.bowtie2out_med,34.93,4.57,0:31.44,1152424, 12 ,125%
metaphlan_readsani99_cHIGH_stFalse_r7.fastq.bowtie2out_avg_g,33.56,4.57,0:30.33,1117068, 12 ,125%
metaphlan_readsNegControl_MH2_sensitive,150.29,40.39,1:06.34,2624872, 12 ,287%
metaphlan_readsani97_cHIGH_stFalse_r9_tavg_l,5.57,3.16,0:00.70,83332, 12 ,1243%
metaphlan_readsani100_cHIGH_stFalse_r1.fastq.bowtie2out_med,44.39,5.28,0:40.67,1120692, 12 ,122%
metaphlan_MGRG_nanopore_b4.pass.2d,64.37,19.73,1:04.16,2608968, 12 ,131%
metaphlan_readsani99_cHIGH_stTrue_r0_sensitive-local,1994.29,363.73,3:55.13,2673020, 12 ,1002%
metaphlan_readsani100_cLOW_stFalse_r9_wavg_g,4.90,3.78,0:00.78,83532, 12 ,1113%
metaphlan_readsHuttenhower_LC5.fasta.bowtie2out_avg_l,43.90,4.83,0:40.40,1052388, 12 ,120%
metaphlan_readsani97_cLOW_stFalse_r9_very-sensitive-local,2447.11,398.76,4:39.43,2684576, 12 ,1018%
metaphlan_readsNA12878_NegControl_SL126488_0.fastq.bowtie2out_avg_l,46.07,4.86,0:42.86,1063196, 12 ,118%
metaphlan_readsUnAmbiguouslyMapped_ds.hous1.fastq.bowtie2out_wavg_g,41.75,4.51,0:38.83,1054500, 12 ,119%
metaphlan_readsani97_cHIGH_stFalse_r0.fastq.bowtie2out_avg_g,38.38,5.24,0:35.32,1114980, 12 ,123%
metaphlan_readsani100_cHIGH_stFalse_r3_avg_g,4.30,3.37,0:00.70,83332, 12 ,1087%
metaphlan_readsMGRG_nanopore_b1.pass.2d_avg_l,5.32,3.79,0:00.70,83484, 12 ,1287%
metaphlan_readsani100_cHIGH_stFalse_r0_sensitive,1536.21,378.47,3:29.42,2647476, 12 ,914%
metaphlan_readsani100_cHIGH_stFalse_r3.fastq.bowtie2out_wavg_g,44.47,4.85,0:40.60,1098680, 12 ,121%
metaphlan_readsani97_cLOW_stTrue_r4.fastq.bowtie2out_avg_g,35.05,4.69,0:32.41,1112368, 12 ,122%
metaphlan_readsani99_cHIGH_stTrue_r7.fastq.bowtie2out_avg_g,33.09,4.89,0:29.46,1145352, 12 ,128%
metaphlan_readsMavromatis_simHC_wavg_g,5.83,3.95,0:00.68,83336, 12 ,1436%
metaphlan_readsani97_cLOW_stTrue_r2.fastq.bowtie2out_med,37.98,4.77,0:34.06,1138888, 12 ,125%
metaphlan_readsani95_cLOW_stTrue_r0_med,4.59,3.42,0:00.88,83352, 12 ,901%
metaphlan_readsHMP_even_454_SRR072233.fastq.bowtie2out_med,40.92,4.41,0:38.26,1054728, 12 ,118%
metaphlan_readsani100_cLOW_stTrue_r3.fastq.bowtie2out_med,42.02,5.14,0:37.63,1159312, 12 ,125%
metaphlan_readsani100_cHIGH_stFalse_r2.fastq,2373.04,841.60,5:20.12,2674508, 12 ,1004%
metaphlan_ani100_cHIGH_stTrue_r9,2296.77,629.68,4:47.74,2675420, 12 ,1017%
metaphlan_readsani100_cHIGH_stTrue_r3_med,4.74,3.57,0:00.65,83392, 12 ,1271%
metaphlan_readsani100_cLOW_stTrue_r8_avg_g,5.12,3.31,0:00.72,83320, 12 ,1169%
metaphlan_readsHuttenhower_LC7_tavg_l,5.50,4.18,0:00.69,83472, 12 ,1388%
metaphlan_readsani95_cLOW_stTrue_r5.fastq.bowtie2out_wavg_g,37.87,4.71,0:35.25,1097544, 12 ,120%
metaphlan_RM1_S002__insert_5000,5281.99,1123.44,10:23.07,2674356, 12 ,1028%
metaphlan_readsani100_cHIGH_stFalse_r9_sensitive-local,2221.72,403.70,4:24.35,2676660, 12 ,993%
metaphlan_readsRH_S002__insert_270_avg_l,6.21,3.87,0:00.72,83320, 12 ,1399%
metaphlan_readsani99_cHIGH_stFalse_r6_sensitive-local,1908.37,366.70,3:47.83,2671648, 12 ,998%
metaphlan_readsani100_cLOW_stTrue_r9.fastq,2297.16,901.77,5:09.68,2673268, 12 ,1032%
metaphlan_readsani97_cHIGH_stTrue_r3_med,5.06,3.15,0:00.67,83536, 12 ,1211%
metaphlan_readsani99_cLOW_stFalse_r7.fastq.bowtie2out_avg_g,42.30,4.87,0:39.11,1114844, 12 ,120%
metaphlan_readsani100_cLOW_stTrue_r0_sensitive,1466.27,360.38,3:14.85,2646384, 12 ,937%
metaphlan_readsani97_cLOW_stFalse_r6_sensitive-local,2037.39,379.73,4:06.48,2671712, 12 ,980%
metaphlan_readsani99_cHIGH_stTrue_r2_very-sensitive-local,2512.91,399.46,4:41.89,2687024, 12 ,1033%
metaphlan_readsani97_cHIGH_stTrue_r9.fastq.bowtie2out_tavg_l,35.80,5.05,0:31.72,1141484, 12 ,128%
metaphlan_readsRM1_S001__insert_5000.fasta.bowtie2out_med,45.54,4.89,0:42.78,1254732, 12 ,117%
metaphlan_readsABRF_MGRG_1ng_sensitive,402.23,89.21,1:30.75,2672972, 12 ,541%
metaphlan_readsani97_cHIGH_stFalse_r1_very-sensitive-local,2397.12,397.65,4:33.99,2685684, 12 ,1020%
metaphlan_readsHuttenhower_LC8.fasta.bowtie2out_med,45.53,5.08,0:42.06,1049784, 12 ,120%
metaphlan_readsani100_cLOW_stTrue_r3.fastq.bowtie2out_wavg_l,40.19,4.62,0:37.32,1159072, 12 ,120%
metaphlan_readsani100_cHIGH_stTrue_r7_med,4.66,3.28,0:00.71,83600, 12 ,1108%
metaphlan_readsUnAmbiguouslyMapped_ds.frankengenome_wavg_g,3.91,3.68,0:00.68,83552, 12 ,1116%
metaphlan_readsani99_cHIGH_stTrue_r0.fastq.bowtie2out_wavg_g,34.88,5.17,0:32.22,1169480, 12 ,124%
metaphlan_readsani97_cHIGH_stTrue_r7_med,3.73,3.91,0:00.75,83552, 12 ,1013%
metaphlan_readsMGRG_nanopore_b7.fail.2d.fastq.bowtie2out_wavg_l,44.14,4.98,0:40.93,1047856, 12 ,119%
metaphlan_readsani95_cLOW_stFalse_r5.fastq.bowtie2out_wavg_l,40.73,4.86,0:38.68,1090648, 12 ,117%
metaphlan_readsRH_S005__insert_270.fasta.bowtie2out_avg_l,47.51,5.49,0:45.09,1599884, 12 ,117%
metaphlan_readsani99_cLOW_stTrue_r4_avg_l,4.59,3.67,0:00.71,83532, 12 ,1158%
metaphlan_readsMGRG_nanopore_b8.fail.2d.fastq.bowtie2out_wavg_g,42.93,4.84,0:39.94,1047624, 12 ,119%
metaphlan_readsani99_cLOW_stFalse_r7_sensitive,1427.29,334.55,3:14.32,2647240, 12 ,906%
metaphlan_readsRH_S004__insert_270.fasta.bowtie2out_wavg_l,46.10,5.25,0:42.39,1615796, 12 ,121%
metaphlan_readsani100_cLOW_stFalse_r1_avg_g,2.51,3.27,0:00.83,83312, 12 ,696%
metaphlan_readsani99_cLOW_stTrue_r6.fastq.bowtie2out_wavg_g,37.80,5.00,0:34.67,1176344, 12 ,123%
metaphlan_readsRH_S005__insert_270_med,5.34,3.48,0:00.67,83516, 12 ,1313%
metaphlan_readsani100_cLOW_stFalse_r0.fastq,2457.47,896.17,5:41.02,2673220, 12 ,983%
metaphlan_readsani100_cLOW_stTrue_r7_sensitive-local,2047.05,373.57,4:06.57,2673956, 12 ,981%
metaphlan_readsani100_cHIGH_stTrue_r1.fastq.bowtie2out_med,34.96,4.48,0:32.03,1115412, 12 ,123%
metaphlan_readsZymoMock_sensitive-local,1695.87,330.21,3:36.21,2670208, 12 ,937%
metaphlan_readsani99_cLOW_stFalse_r3_tavg_l,2.74,3.77,0:00.74,83392, 12 ,874%
metaphlan_readsani100_cHIGH_stTrue_r3.fastq.bowtie2out_wavg_g,32.47,5.12,0:29.99,1124808, 12 ,125%
metaphlan_readsani100_cHIGH_stFalse_r0.fastq.bowtie2out_med,42.82,4.91,0:40.29,1136492, 12 ,118%
metaphlan_readsani95_cLOW_stTrue_r4_med,4.70,3.58,0:00.72,83536, 12 ,1149%
metaphlan_readsHuttenhower_LC7_sensitive,82.69,18.75,0:58.60,2631360, 12 ,173%
metaphlan_readsani95_cLOW_stTrue_r8_wavg_g,4.88,3.47,0:00.72,83528, 12 ,1151%
metaphlan_readsani97_cLOW_stFalse_r1_avg_g,1.87,3.49,0:00.74,83532, 12 ,716%
metaphlan_readsMGRG_nanopore_b7.pass.2d_tavg_l,5.08,3.37,0:00.88,83360, 12 ,955%
metaphlan_readsani97_cHIGH_stTrue_r6_sensitive,1404.59,356.47,3:07.22,2648268, 12 ,940%
metaphlan_readsani95_cLOW_stTrue_r7.fastq.bowtie2out_wavg_g,38.47,5.45,0:35.26,1097436, 12 ,124%
metaphlan_readsani97_cLOW_stFalse_r1_wavg_l,1.99,3.15,0:00.77,83532, 12 ,663%
metaphlan_readsani99_cHIGH_stFalse_r9.fastq.bowtie2out_avg_l,40.83,4.82,0:37.40,1155584, 12 ,122%
metaphlan_readsani97_cLOW_stFalse_r0.fastq,2480.62,885.48,5:24.87,2672416, 12 ,1036%
metaphlan_JGI_SRR033548,2.20,5.67,0:00.66,83704, 12 ,1180%
metaphlan_readsani100_cHIGH_stFalse_r8_wavg_g,2.37,3.64,0:00.77,83516, 12 ,776%
metaphlan_readsani99_cHIGH_stFalse_r3_avg_l,3.35,3.46,0:00.69,83464, 12 ,988%
metaphlan_readsani100_cHIGH_stFalse_r1.fastq.bowtie2out_wavg_g,40.55,4.62,0:37.06,1120700, 12 ,121%
metaphlan_readsani99_cLOW_stFalse_r9_wavg_l,2.50,3.41,0:00.73,83332, 12 ,809%
metaphlan_readsUnAmbiguouslyMapped_ds.hous2_avg_l,4.74,3.60,0:00.70,83352, 12 ,1193%
metaphlan_readsani100_cHIGH_stTrue_r5_tavg_l,5.21,3.47,0:00.69,83604, 12 ,1244%
metaphlan_readsRL_S001__insert_270.fasta.bowtie2out_avg_g,47.51,5.71,0:45.07,1864108, 12 ,118%
metaphlan_readsRaiphy_eval_RAIphy.fasta.bowtie2out_tavg_l,46.10,5.63,0:44.39,1047816, 12 ,116%
metaphlan_readsMGRG_nanopore_b4.pass.2d_med,1.43,2.62,0:00.71,83356, 12 ,565%
metaphlan_readsMGRG_nanopore_R6_2d_fail.fastq.bowtie2out_wavg_l,45.45,4.80,0:42.29,1047852, 12 ,118%
metaphlan_readsani95_cLOW_stFalse_r7.fastq.bowtie2out_wavg_l,43.55,4.91,0:41.15,1101656, 12 ,117%
metaphlan_readsani97_cHIGH_stFalse_r9.fastq.bowtie2out_wavg_g,36.39,4.85,0:32.68,1157884, 12 ,126%
metaphlan_readsani95_cLOW_stTrue_r8_med,4.58,3.47,0:00.67,83392, 12 ,1192%
metaphlan_readsani99_cLOW_stTrue_r4.fastq.bowtie2out_wavg_g,35.32,4.56,0:33.87,1133340, 12 ,117%
metaphlan_readsani95_cLOW_stFalse_r5_avg_l,2.30,3.88,0:00.71,83532, 12 ,864%
metaphlan_readsani100_cLOW_stFalse_r3.fastq.bowtie2out_avg_l,44.46,4.73,0:41.78,1110200, 12 ,117%
metaphlan_readsUnAmbiguouslyMapped_ds.frankengenome_avg_l,2.46,3.72,0:00.79,83332, 12 ,783%
metaphlan_readsani99_cHIGH_stFalse_r0_wavg_g,1.57,3.03,0:00.71,83332, 12 ,643%
metaphlan_readsNA12878_NegControl_SL126486_0_med,1.29,3.40,0:00.73,83304, 12 ,640%
metaphlan_readsani95_cLOW_stFalse_r5_tavg_l,4.75,3.71,0:00.73,83528, 12 ,1152%
metaphlan_readsani100_cHIGH_stTrue_r1.fastq.bowtie2out_wavg_g,31.47,4.67,0:28.68,1115580, 12 ,126%
metaphlan_readsani97_cHIGH_stTrue_r2_very-sensitive-local,2437.63,395.27,4:36.24,2686524, 12 ,1025%
metaphlan_readsani100_cHIGH_stTrue_r3.fastq.bowtie2out_avg_l,35.09,4.63,0:30.35,1124988, 12 ,130%
metaphlan_readsani99_cLOW_stTrue_r1_wavg_g,5.99,3.57,0:00.71,83308, 12 ,1337%
metaphlan_readsani99_cLOW_stFalse_r9_very-sensitive-local,2424.37,386.73,4:40.52,2684088, 12 ,1002%
metaphlan_readsani97_cHIGH_stFalse_r3.fastq,2376.67,884.39,5:11.88,2673368, 12 ,1045%
metaphlan_readsani100_cLOW_stTrue_r1.fastq.bowtie2out_wavg_l,40.91,5.11,0:37.35,1118120, 12 ,123%
metaphlan_readsani99_cHIGH_stTrue_r4.fastq,2627.37,921.73,5:34.48,2675908, 12 ,1061%
metaphlan_readsani97_cHIGH_stTrue_r7_wavg_g,1.74,3.96,0:00.78,83536, 12 ,725%
metaphlan_readsani100_cHIGH_stFalse_r3.fastq.bowtie2out_avg_g,42.34,4.78,0:39.94,1098704, 12 ,118%
metaphlan_readsani99_cHIGH_stTrue_r2.fastq.bowtie2out_wavg_g,32.10,4.60,0:28.97,1134836, 12 ,126%
metaphlan_readsMGRG_nanopore_b7.fail.2d_avg_g,3.85,3.52,0:00.75,83308, 12 ,982%
metaphlan_readsani99_cLOW_stTrue_r3_sensitive-local,2069.47,383.40,4:05.23,2672520, 12 ,1000%
metaphlan_readsani99_cHIGH_stTrue_r5_avg_g,5.58,3.47,0:00.68,83492, 12 ,1315%
metaphlan_readsani97_cHIGH_stFalse_r2_avg_g,5.16,3.34,0:00.79,83360, 12 ,1077%
metaphlan_readsMGRG_nanopore_R6_2d_pass_avg_l,3.42,3.07,0:00.74,83328, 12 ,867%
metaphlan_readsUnAmbiguouslyMapped_ds.gut_wavg_g,5.00,3.62,0:00.65,83556, 12 ,1310%
metaphlan_readsani97_cHIGH_stFalse_r5.fastq.bowtie2out_wavg_g,36.38,4.78,0:32.65,1142528, 12 ,126%
metaphlan_readsRM1_S002__insert_5000_very-sensitive-local,5761.98,733.64,9:38.03,2686360, 12 ,1123%
metaphlan_readsani99_cLOW_stTrue_r8.fastq.bowtie2out_wavg_g,35.76,4.59,0:33.23,1108500, 12 ,121%
metaphlan_ani97_cHIGH_stFalse_r3,2277.59,652.53,4:45.47,2673616, 12 ,1026%
metaphlan_readsMGRG_nanopore_R6_2d_pass.fastq.bowtie2out_wavg_g,45.10,5.17,0:41.21,1047664, 12 ,121%
